,ws_p,ws_k,complex_spread_ratio,repetition,run,pearson,euclidean,mape
746,0.1,2,0.25,6,4,-0.6182812909768278,304.96195196898685,0.4549048543104715
747,0.1,2,0.25,6,5,-0.5943662448870825,291.25563651359175,0.4345876503134156
748,0.1,2,0.25,6,6,-0.5566398888075924,304.1451608335219,0.451923847872981
749,0.1,2,0.25,6,7,-0.6036348575856788,273.43952962599184,0.40328958751817007
750,0.1,2,0.25,6,8,-0.2584821217801934,219.0099388581939,0.32331637226713145
751,0.1,2,0.25,6,9,-0.6097629693530331,319.96428147275503,0.46849257464320565
752,0.1,2,0.25,6,10,-0.6844376761742161,319.6670123338335,0.4648874298279598
753,0.1,2,0.25,6,11,0.05171970699435554,173.8129696206462,0.26058010597029574
754,0.1,2,0.25,6,12,-0.5506304369456857,284.38338702675657,0.42429870443293655
755,0.1,2,0.25,6,13,-0.6350298113220773,285.0474118212537,0.4258115568533234
756,0.1,2,0.25,6,14,-0.3778576754661101,267.95632020560464,0.3906444714519994
757,0.1,2,0.25,6,15,-0.6205531822882517,309.36946302206206,0.4521993070068857
758,0.1,2,0.25,6,16,-0.6587281046223192,301.2039255773924,0.43971093262150784
759,0.1,2,0.25,6,17,-0.3680129419681423,227.1910272688333,0.3140236582409221
760,0.1,2,0.25,6,18,-0.5639001572578224,275.2932801080357,0.41084099762564996
761,0.1,2,0.25,6,19,-0.5931492759593081,275.0069188276007,0.3992336808566965
762,0.1,2,0.25,6,20,-0.6217679616685232,296.36143122284483,0.4357038701168923
763,0.1,2,0.25,6,21,-0.5790071549012641,300.4286187655052,0.44994475553600105
764,0.1,2,0.25,6,22,-0.6459032989486841,301.08520355013115,0.4429232549252576
765,0.1,2,0.25,6,23,-0.3600469810682501,337.79789423233524,0.4988367771515955
766,0.1,2,0.25,6,24,-0.5649632121674751,291.1953180221521,0.43039376782778344
767,0.1,2,0.25,6,25,-0.6147131341779325,323.8702286454656,0.4738491345079346
768,0.1,2,0.25,6,26,-0.608723592205432,305.3903540484768,0.45444066764984586
769,0.1,2,0.25,6,27,-0.6371240882106446,301.18594881847224,0.4513196294975326
770,0.1,2,0.25,6,28,-0.5965397357868608,278.55895422528295,0.4046723275072281
771,0.1,2,0.25,6,29,-0.5829904472547699,318.1985629991813,0.46649778158797894
772,0.1,2,0.25,7,0,0.03476642964588426,225.9685684885026,0.33727125799238783
773,0.1,2,0.25,7,1,0.041670522102184214,206.27628009436046,0.30729927512283045
774,0.1,2,0.25,7,2,-0.01504604749758002,224.00084091940406,0.3308998365985593
775,0.1,2,0.25,7,3,0.06513544631257018,214.14997084491674,0.3229232484968306
776,0.1,2,0.25,7,4,-0.6613634584367385,319.1554665837463,0.454048716746385
777,0.1,2,0.25,7,5,-0.1546972127436135,214.17588093684958,0.3220271953778419
778,0.1,2,0.25,7,6,0.02006980294245501,217.15743457469594,0.3310923256375063
779,0.1,2,0.25,7,7,0.008251655437573946,213.14501646618228,0.3186692517309132
780,0.1,2,0.25,7,8,0.14537675078450915,198.965503900379,0.2936011060977009
781,0.1,2,0.25,7,9,0.19703785489371695,196.88131673098852,0.293195165416565
782,0.1,2,0.25,7,10,0.012394754323051352,204.58257890746245,0.30797168143331805
783,0.1,2,0.25,7,11,0.10312401476367389,212.4778699195726,0.31974623077419306
784,0.1,2,0.25,7,12,0.15382112372803894,210.24654613541824,0.31834742814795475
785,0.1,2,0.25,7,13,0.06881413026774731,217.15987820059937,0.32170633811307575
786,0.1,2,0.25,7,14,-0.016252157319208742,218.0964494539824,0.32549316492425123
787,0.1,2,0.25,7,15,0.04478558807833862,205.3550310632327,0.3087955656036525
788,0.1,2,0.25,7,16,0.023825361134160634,225.64949006195306,0.33632988021652205
789,0.1,2,0.25,7,17,-0.01603069066010922,229.67715173326334,0.3405790473129627
790,0.1,2,0.25,7,18,0.07304886526665343,218.64111993654936,0.3272567039189098
791,0.1,2,0.25,7,19,0.007553360568764822,222.3185708824315,0.3336924886802651
792,0.1,2,0.25,7,20,0.04513790065510607,222.91840371677608,0.3376422892291399
793,0.1,2,0.25,7,21,0.055119088353739056,212.62375979118508,0.31989452412386155
794,0.1,2,0.25,7,22,0.11172976525159493,200.74966040350398,0.30105337809150373
795,0.1,2,0.25,7,23,0.0772129576060328,202.19190552589643,0.3074766617210229
796,0.1,2,0.25,7,24,-0.23488865312118343,256.991321260842,0.38190359078161756
797,0.1,2,0.25,7,25,-0.30915724928865135,303.2340076410517,0.4289008419968809
798,0.1,2,0.25,7,26,-0.1956456567185213,207.1979153920927,0.3116967383589957
799,0.1,2,0.25,7,27,0.11332297133929901,225.74663328435565,0.354320969342202
800,0.1,2,0.25,7,28,-0.2977241539444588,223.46299701720793,0.33316241633599925
801,0.1,2,0.25,7,29,0.1595262739595725,220.64919631626927,0.345565742313342
802,0.1,2,0.25,8,0,0.02771852425611542,200.74291984312387,0.29967412765825224
803,0.1,2,0.25,8,1,0.08160735295077225,201.1755030516258,0.29867724522251
804,0.1,2,0.25,8,2,0.06454974197264653,192.63729452856478,0.2864226826645037
805,0.1,2,0.25,8,3,0.019877694238302168,193.99468271328792,0.2881563444734361
806,0.1,2,0.25,8,4,-0.5163025512462879,272.97864425426326,0.3948745604647761
807,0.1,2,0.25,8,5,0.03836799264231111,192.05707701551785,0.2890686297401441
808,0.1,2,0.25,8,6,0.0023231865974781044,217.6693410935242,0.32055676041915676
809,0.1,2,0.25,8,7,-0.5578265975691122,293.0818080138808,0.43418906793157624
810,0.1,2,0.25,8,8,0.09298115193091953,197.6196307163964,0.28989064909718903
811,0.1,2,0.25,8,9,0.07160065183539017,201.26881089753707,0.298634990691833
812,0.1,2,0.25,8,10,-0.1293931949280044,197.5593026154244,0.2827748046352005
813,0.1,2,0.25,8,11,0.06450824389917846,210.18225956209199,0.3012146282236721
814,0.1,2,0.25,8,12,-0.30439145090191466,239.82017381253073,0.32451932595135563
815,0.1,2,0.25,8,13,0.018430725302289338,212.67559164198966,0.31635189433951466
816,0.1,2,0.25,8,14,0.04461679997238441,218.2171108885202,0.3302111223048295
817,0.1,2,0.25,8,15,0.06071660874632009,211.41191328332243,0.30120658032307657
818,0.1,2,0.25,8,16,-0.27853085331356975,189.34810394113734,0.2831677111591791
819,0.1,2,0.25,8,17,-0.006857355710444819,205.59139076966312,0.30342295965968596
820,0.1,2,0.25,8,18,0.13481898239425344,232.22188612898364,0.3648568853864769
821,0.1,2,0.25,8,19,-0.6712235128375758,403.56333482392785,0.5801356832335943
822,0.1,2,0.25,8,20,-0.02902297289803769,209.44970103620028,0.31795730362644453
823,0.1,2,0.25,8,21,-0.03925263056902669,206.54342221646485,0.3088433079914856
824,0.1,2,0.25,8,22,0.1331930779582787,203.90473428093586,0.30298385755151225
825,0.1,2,0.25,8,23,-0.25573455530612826,218.68568252987188,0.3052443937964566
826,0.1,2,0.25,8,24,0.08349862533502929,188.14682778869098,0.2845789301273282
827,0.1,2,0.25,8,25,-0.4274248270178382,226.34524713571986,0.3132696054404054
828,0.1,2,0.25,8,26,0.05728534050836651,200.27175901033866,0.2956963966207893
829,0.1,2,0.25,8,27,0.06933102286835145,210.15743319053604,0.301257924348186
830,0.1,2,0.25,8,28,0.03519371246989745,207.10495883917648,0.3069473699616384
831,0.1,2,0.25,8,29,-0.031832190094642464,213.25834494327094,0.3129962648580616
832,0.1,2,0.25,9,0,-0.15217496982463288,220.8064106639989,0.3157413038495395
833,0.1,2,0.25,9,1,-0.41113484203083434,265.3767287631451,0.3692250638620673
834,0.1,2,0.25,9,2,-0.09735982411662737,181.7857141156302,0.2492580711363296
835,0.1,2,0.25,9,3,-0.2296376477117051,257.622320609184,0.3433782413621352
836,0.1,2,0.25,9,4,-0.3752960715186984,262.7874994103319,0.38105142491767235
837,0.1,2,0.25,9,5,-0.20169976670186454,242.17891297245714,0.33991487375336016
838,0.1,2,0.25,9,6,-0.23400573307035755,252.39475801698427,0.3551141012862942
839,0.1,2,0.25,9,7,-0.3494046268183732,271.53941720153426,0.3703712994356334
840,0.1,2,0.25,9,8,-0.25590126833389953,242.12001185144518,0.3432272271668439
841,0.1,2,0.25,9,9,-0.568689734479258,357.52100065653303,0.5105808552449393
842,0.1,2,0.25,9,10,-0.27774675112277564,257.1313175052374,0.37822393625607864
843,0.1,2,0.25,9,11,-0.23663524970247432,255.0389059556293,0.3651480797623412
844,0.1,2,0.25,9,12,-0.30411810461743355,247.48278202754128,0.34316684437293904
845,0.1,2,0.25,9,13,-0.3884726563343628,264.5608696446895,0.3831151623428
846,0.1,2,0.25,9,14,-0.30536978315599833,263.31681022179896,0.3797803830562949
847,0.1,2,0.25,9,15,-0.09692050948723306,166.09199855452337,0.2406939004344323
848,0.1,2,0.25,9,16,-0.33853197861659196,250.2507808592804,0.3685875902322599
849,0.1,2,0.25,9,17,-0.32754283282726904,215.31140865893977,0.31575105394973363
850,0.1,2,0.25,9,18,-0.0020970245251947794,258.9708336180342,0.39784758618289784
851,0.1,2,0.25,9,19,-0.18998197899454794,240.19875483337765,0.32961881295783735
852,0.1,2,0.25,9,20,-0.38223257925287224,257.80618160739783,0.3689697372976098
853,0.1,2,0.25,9,21,-0.24015658396878337,242.13583207334702,0.33536528996274706
854,0.1,2,0.25,9,22,-0.20329591644731668,235.01857781138628,0.3281700362719457
855,0.1,2,0.25,9,23,-0.12993273893996055,186.12913714689262,0.2668594419723947
856,0.1,2,0.25,9,24,-0.32697025307905875,247.7380598488535,0.3506897528963588
857,0.1,2,0.25,9,25,-0.2733564446064017,256.48729162144923,0.3512703858818227
858,0.1,2,0.25,9,26,-0.27421476102228376,244.62922928989602,0.3450558028327248
859,0.1,2,0.25,9,27,-0.194636149870844,239.99020529934285,0.3364160967891072
860,0.1,2,0.25,9,28,-0.22998370817275224,258.7173323503615,0.3677137445202778
861,0.1,2,0.5,0,0,-0.71425898811601,286.1120895191755,0.41471727687869125
862,0.1,2,0.5,0,1,-0.30350021011561806,271.3640597336051,0.38280529012412057
863,0.1,2,0.5,0,2,-0.4814913482435296,262.48236871717353,0.374223243647594
864,0.1,2,0.5,0,3,-0.6980040488594935,282.7046987668287,0.4112940323291012
865,0.1,2,0.5,0,4,-0.7175336963302344,288.92027130415346,0.4200740873062614
866,0.1,2,0.5,0,5,-0.7708131194010903,282.9034262791806,0.41306498310642814
867,0.1,2,0.5,0,6,-0.24857519197138014,236.55327241032055,0.35346781379462716
868,0.1,2,0.5,0,7,-0.7057077898348473,295.6990145299314,0.42790448435602135
869,0.1,2,0.5,0,8,-0.675718803735292,287.0809272024455,0.41706313963297403
870,0.1,2,0.5,0,9,-0.7481754892496388,290.2707855110061,0.42085093647121313
871,0.1,2,0.5,0,10,-0.7513221002222954,283.7827508952461,0.4089136444060961
872,0.1,2,0.5,0,11,-0.7717488118876884,286.7212221514369,0.41509125397082175
873,0.1,2,0.5,0,12,-0.718607897336844,280.5446147137147,0.4067445864554038
874,0.1,2,0.5,0,13,-0.7302612617461893,286.8797295990687,0.41837287215935715
875,0.1,2,0.5,0,14,-0.7404934853637165,270.7527530968503,0.3962688981690594
876,0.1,2,0.5,0,15,-0.7667390928536951,290.5518729819766,0.4199376736180609
877,0.1,2,0.5,0,16,-0.7061164531183136,282.44995687754636,0.40637823948020424
878,0.1,2,0.5,0,17,-0.7251031462688332,276.5768530554465,0.400586300680605
879,0.1,2,0.5,0,18,-0.7561499194734195,288.3741512973234,0.4159694798156155
880,0.1,2,0.5,0,19,0.02390095015273978,161.18279692335463,0.2611170674068311
881,0.1,2,0.5,0,20,-0.7637257838433404,285.8561893775856,0.4118794078768582
882,0.1,2,0.5,0,21,-0.720958326622664,284.0245926080076,0.41207506304565866
883,0.1,2,0.5,0,22,-0.15706728979441195,139.05270046368366,0.20438352340982843
884,0.1,2,0.5,0,23,-0.6332884948653662,293.8680040287544,0.4248862531820928
885,0.1,2,0.5,0,24,-0.41379467710281254,275.3904125216946,0.4069338051519838
886,0.1,2,0.5,0,25,-0.7347160882283242,285.57324925326765,0.416264439856302
887,0.1,2,0.5,0,26,-0.7216450874144146,277.33809173877074,0.4033651022898477
888,0.1,2,0.5,0,27,-0.7243208510580107,273.36943066472935,0.3998622809241427
889,0.1,2,0.5,0,28,-0.7526525232905125,287.6329651972801,0.41670722107524405
890,0.1,2,0.5,0,29,-0.31523670737638704,232.21089585765284,0.3531072060895668
891,0.1,2,0.5,1,0,-0.23632797397725655,215.9352540645044,0.3206985766746869
892,0.1,2,0.5,1,1,-0.21810348675966906,181.64829062859226,0.25995739624364606
893,0.1,2,0.5,1,2,-0.4994447435077332,299.99470798788695,0.4387414270027503
894,0.1,2,0.5,1,3,-0.30458189440627087,176.74584540047715,0.2635794066375777
895,0.1,2,0.5,1,4,-0.1968997795749741,194.17389615323702,0.27428268435467257
896,0.1,2,0.5,1,5,-0.4867077901869563,233.9353617033952,0.3539445285256202
897,0.1,2,0.5,1,6,-0.23733469737136956,197.44337128883376,0.2822499462864468
898,0.1,2,0.5,1,7,-0.2647442711850609,200.26294266021534,0.2847760647812942
899,0.1,2,0.5,1,8,-0.5826785035868025,267.79401764505167,0.399384661873323
900,0.1,2,0.5,1,9,-0.3739752258282354,265.58144660762787,0.36037541385112576
901,0.1,2,0.5,1,10,-0.2053358426442374,196.58826237916992,0.28108307962438217
902,0.1,2,0.5,1,11,-0.21672598572321014,192.36147983206706,0.2709959970070477
903,0.1,2,0.5,1,12,-0.261666857924632,190.31350665364164,0.2696548422663066
904,0.1,2,0.5,1,13,-0.09573524789256149,128.34445127786262,0.19283024630808257
905,0.1,2,0.5,1,14,-0.6360561202234322,312.0262607839323,0.44863393225238696
906,0.1,2,0.5,1,15,0.20873240574277344,152.31296491790857,0.23195078619625575
907,0.1,2,0.5,1,16,-0.23077388981144845,192.7235517212288,0.273461737692725
908,0.1,2,0.5,1,17,-0.28529341366910416,200.87918714717856,0.2862557749111505
909,0.1,2,0.5,1,18,-0.16146714506856522,186.33556777448504,0.26483049234839834
910,0.1,2,0.5,1,19,-0.1871666581004483,195.69352892814686,0.27882654881599783
911,0.1,2,0.5,1,20,-0.2202260947602528,197.3855219231517,0.2827105497329055
912,0.1,2,0.5,1,21,-0.2190991946578034,195.26182508421402,0.27876875652277516
913,0.1,2,0.5,1,22,-0.1999249273115695,158.60509696032727,0.24351890412307978
914,0.1,2,0.5,1,23,-0.2669537542626475,195.3936920769726,0.27832319226540725
915,0.1,2,0.5,1,24,-0.503593624328229,191.24294910605013,0.28315607990579367
916,0.1,2,0.5,1,25,-0.2832687655224063,191.67640310406566,0.2750358758139015
917,0.1,2,0.5,1,26,-0.23268999733991738,196.4873302327563,0.27915853216220615
918,0.1,2,0.5,1,27,-0.24198845882068473,199.59072606912696,0.28223680154940195
919,0.1,2,0.5,1,28,-0.24908843369438707,201.29215590010222,0.2874821285348279
920,0.1,2,0.5,1,29,-0.22431591406104512,190.19607984022517,0.2749544295901234
921,0.1,2,0.5,2,0,-0.10665288901186032,173.7243515200934,0.2358559915196893
922,0.1,2,0.5,2,1,-0.23507350794989465,193.64775315455142,0.26763623013057425
923,0.1,2,0.5,2,2,-0.5579296263321466,214.59119173649256,0.3087023008095228
924,0.1,2,0.5,2,3,-0.003589389415566117,162.98802003822274,0.22708041641955598
925,0.1,2,0.5,2,4,-0.01791559661186722,182.39062661247704,0.2540861134498272
926,0.1,2,0.5,2,5,0.01493858624644596,191.2060804446658,0.26425602282028593
927,0.1,2,0.5,2,6,-0.3898068868937743,305.3699639551024,0.44401665966970755
928,0.1,2,0.5,2,7,-0.20843557097565787,187.2671973933586,0.2595668510805858
929,0.1,2,0.5,2,8,-0.2864866346468086,181.66720144952137,0.2478306712934831
930,0.1,2,0.5,2,9,-0.08109809824026377,177.5188049025007,0.24500676944841546
931,0.1,2,0.5,2,10,0.012827355230462098,192.5901514192783,0.3043653060651732
932,0.1,2,0.5,2,11,-0.14802006411382865,138.28117978336044,0.19502683578986066
933,0.1,2,0.5,2,12,-0.03233125020613022,164.32951843773893,0.22750598330236993
934,0.1,2,0.5,2,13,-0.669171447918981,323.4732514808163,0.4727683921144185
935,0.1,2,0.5,2,14,-0.04885933516507742,165.37206529051068,0.22793253171599356
936,0.1,2,0.5,2,15,-0.5246415729131965,328.109224902975,0.49417788377765864
937,0.1,2,0.5,2,16,-0.14427477822120058,156.38992197799314,0.22608491335154843
938,0.1,2,0.5,2,17,-0.18154115758500208,190.43421757112503,0.2602314311380682
939,0.1,2,0.5,2,18,-0.17132661923920534,184.07610672090937,0.24974556127610248
940,0.1,2,0.5,2,19,-0.2000429148350836,186.84041303198254,0.25471352949181053
941,0.1,2,0.5,2,20,-0.19407910057484024,177.60704166240157,0.2419126522363976
942,0.1,2,0.5,2,21,-0.1459578379653658,167.72022180607757,0.2303775603514142
943,0.1,2,0.5,2,22,-0.1820376259125771,184.25848343926813,0.25139875233520287
944,0.1,2,0.5,2,23,-0.19289774153131556,180.49561806762554,0.24636061318594513
945,0.1,2,0.5,2,24,-0.21513668624237825,195.08753882098097,0.2693224546209328
946,0.1,2,0.5,2,25,-0.3779292369283895,311.83677852298166,0.48063962944798905
947,0.1,2,0.5,2,26,-0.7600961860333854,331.3389988799386,0.47543822527287655
948,0.1,2,0.5,2,27,-0.16245035928471233,174.92538306763015,0.24178516120508844
949,0.1,2,0.5,2,28,-0.20979310513875396,162.57300773459647,0.23593987687407333
950,0.1,2,0.5,2,29,-0.11041740030170238,174.86541059176682,0.2381256172424601
951,0.1,2,0.5,3,0,-0.5024457023055817,283.26234331068196,0.42064039342115356
952,0.1,2,0.5,3,1,-0.5565281176067617,283.07734504565104,0.41750099104228006
953,0.1,2,0.5,3,2,-0.5734908362160339,287.750949080078,0.42327582236827893
954,0.1,2,0.5,3,3,-0.32453009791424026,236.45164084136044,0.36289984698192823
955,0.1,2,0.5,3,4,-0.49882619648348053,266.86806493769876,0.3983019702664876
956,0.1,2,0.5,3,5,-0.6593826056080093,295.9657843846515,0.43202691643984803
957,0.1,2,0.5,3,6,-0.5314736273338206,278.4925772381337,0.4073126824554145
958,0.1,2,0.5,3,7,-0.5629378268008206,293.0444175114814,0.43295957564901677
959,0.1,2,0.5,3,8,-0.6139423998523114,290.46362716862933,0.4289175110720107
960,0.1,2,0.5,3,9,-0.515019024967042,266.02892056270804,0.3942579398272328
961,0.1,2,0.5,3,10,-0.577012458300422,277.40474428888626,0.4108150327122429
962,0.1,2,0.5,3,11,-0.3832184979917148,288.94347765716424,0.4524240850148457
963,0.1,2,0.5,3,12,-0.2892907150809411,215.9532998634612,0.3132284111542366
964,0.1,2,0.5,3,13,-0.5281840342977969,288.58165244067726,0.4222013705136751
965,0.1,2,0.5,3,14,-0.5235315803370301,279.21733879892105,0.41232956441930874
966,0.1,2,0.5,3,15,-0.6168545837835049,291.4991737623486,0.4286874433590702
967,0.1,2,0.5,3,16,-0.5739917161822867,266.29353058983503,0.39904705567619253
968,0.1,2,0.5,3,17,-0.4630125343566565,333.77107436146815,0.4929572504232686
969,0.1,2,0.5,3,18,-0.24256521294682945,197.75752587851852,0.2890711885660402
970,0.1,2,0.5,3,19,-0.48988404245777706,293.8589842931173,0.43550351417960753
971,0.1,2,0.5,3,20,-0.5406565867142806,280.8346629805677,0.41227530562924936
972,0.1,2,0.5,3,21,-0.2853340859360625,238.67073175831015,0.3309745297466961
973,0.1,2,0.5,3,22,-0.30238602489447686,226.793830433332,0.34945872369517034
974,0.1,2,0.5,3,23,-0.619313341785427,273.0949222613271,0.3950251876759246
975,0.1,2,0.5,3,24,-0.5573028025594261,288.90821781237656,0.42936466162706743
976,0.1,2,0.5,3,25,-0.5320974902276986,278.1001526189354,0.4161945495792148
977,0.1,2,0.5,3,26,-0.6316496626743522,247.52572757006718,0.35357090526517837
978,0.1,2,0.5,3,27,-0.5962146864795255,295.8910144951931,0.4290747598189806
979,0.1,2,0.5,3,28,-0.5869399509381179,300.39632224317006,0.43984299833338175
980,0.1,2,0.5,3,29,-0.4711848467519071,261.8874108855462,0.38046768037851425
981,0.1,2,0.5,4,0,-0.4114201918173826,200.37148550238678,0.2834687077152519
982,0.1,2,0.5,4,1,-0.3551605037023706,197.72429443329813,0.2805732154264772
983,0.1,2,0.5,4,2,-0.42841876730067163,222.7988711458609,0.31008232825820425
984,0.1,2,0.5,4,3,-0.4377987966725603,291.79401047154437,0.42650604388841556
985,0.1,2,0.5,4,4,-0.4053945884250958,210.7355197775914,0.29511965516122846
986,0.1,2,0.5,4,5,-0.4635564510553049,203.36458219362973,0.28438269519448234
987,0.1,2,0.5,4,6,-0.39486671887448016,208.01233353887957,0.2915087668898512
988,0.1,2,0.5,4,7,-0.40610639635545565,210.22784087783535,0.2950001355533783
989,0.1,2,0.5,4,8,-0.45689951033998194,208.870678620387,0.2882557789851851
990,0.1,2,0.5,4,9,-0.37473073480459557,210.3273814783113,0.2962448386492474
991,0.1,2,0.5,4,10,-0.3598447466843156,215.36858923491673,0.30239206088517046
992,0.1,2,0.5,4,11,-0.377813029993213,240.50601091885156,0.3350972014913112
993,0.1,2,0.5,4,12,-0.6154560423559504,272.27949201182423,0.39660216766173395
994,0.1,2,0.5,4,13,-0.4934220607612135,216.63719292508156,0.3026821427559601
995,0.1,2,0.5,4,14,-0.3680831938450047,286.1141416553881,0.42191412588809357
996,0.1,2,0.5,4,15,-0.4279868113309864,227.15891126067848,0.3244289764860793
997,0.1,2,0.5,4,16,-0.32828873078101134,196.4108282395256,0.27750562996797834
998,0.1,2,0.5,4,17,-0.3928974576412106,216.44828470210123,0.30302616584430386
999,0.1,2,0.5,4,18,-0.34442501678426257,205.45809556780569,0.28539231328653525
1000,0.1,2,0.5,4,19,-0.4078106010121872,211.61597032708528,0.29628582154318783
1001,0.1,2,0.5,4,20,-0.5430378138296291,259.8530534015943,0.36492863816332627
1002,0.1,2,0.5,4,21,-0.7522058251124645,323.9935586913617,0.46373808224138396
1003,0.1,2,0.5,4,22,-0.4192629412128021,250.32622195436943,0.37749439146563907
1004,0.1,2,0.5,4,23,-0.2848712016635741,165.89392152538838,0.2521008134922204
1005,0.1,2,0.5,4,24,-0.3440688619473255,208.99522530442377,0.2922556700579904
1006,0.1,2,0.5,4,25,-0.6289993022958865,292.8150361321034,0.42129762762883066
1007,0.1,2,0.5,4,26,-0.5430270228240408,251.65133053032181,0.3626490563210363
1008,0.1,2,0.5,4,27,-0.5549953560196023,218.7911616226202,0.31085978157899324
1009,0.1,2,0.5,4,28,-0.4399007412781027,222.0869379643293,0.3072369568164199
1010,0.1,2,0.5,4,29,-0.7448349515589844,276.51571850264213,0.4023804950200532
1011,0.1,2,0.5,5,0,-0.6396982267818281,251.30178820936536,0.36347245329004196
1012,0.1,2,0.5,5,1,-0.6454250552459143,241.3841029527274,0.3494371228381145
1013,0.1,2,0.5,5,2,-0.6305043741915327,248.88595645379345,0.36293475128908687
1014,0.1,2,0.5,5,3,-0.6467945273119217,246.21495333201264,0.36242764931324456
1015,0.1,2,0.5,5,4,-0.6394251799824969,240.2855164732971,0.3470647187269524
1016,0.1,2,0.5,5,5,-0.6152547941539787,230.12067244124987,0.33502661334858735
1017,0.1,2,0.5,5,6,-0.6475767393660327,243.52861472906434,0.35377098650792105
1018,0.1,2,0.5,5,7,-0.6424644005197141,244.46724777157388,0.3540490516618207
1019,0.1,2,0.5,5,8,-0.6037544956141074,238.88154483002936,0.3470651494642733
1020,0.1,2,0.5,5,9,-0.6121757765849112,240.9275201364409,0.34983936701981505
1021,0.1,2,0.5,5,10,-0.648499769703624,242.30723700967175,0.3515760405188118
1022,0.1,2,0.5,5,11,-0.6448641571859223,245.73749423388014,0.35560434381555744
1023,0.1,2,0.5,5,12,-0.6106910272331404,251.63399228819915,0.36912013004384564
1024,0.1,2,0.5,5,13,-0.6301115020013218,241.2852127884164,0.35357789690851504
1025,0.1,2,0.5,5,14,-0.6410535716478007,242.44884558451085,0.3520447568574188
1026,0.1,2,0.5,5,15,-0.5979430033071312,244.16605055132115,0.3564021647254226
1027,0.1,2,0.5,5,16,-0.6190036620235517,248.3522057101968,0.3635959511946523
1028,0.1,2,0.5,5,17,-0.6241406738878722,236.63345308877828,0.34497965017325294
1029,0.1,2,0.5,5,18,-0.6275687232715392,252.67283736164813,0.3707565157143258
1030,0.1,2,0.5,5,19,-0.6552376552754727,250.92244344430617,0.36399845720966617
1031,0.1,2,0.5,5,20,-0.6419420156119315,241.97111813097808,0.3526284984510693
1032,0.1,2,0.5,5,21,-0.5931538542268506,246.2951944150948,0.3577008116000669
1033,0.1,2,0.5,5,22,-0.5927482507369412,244.12625919880793,0.3569610818043059
1034,0.1,2,0.5,5,23,-0.5802589333739471,234.6455741841232,0.34035374325024126
1035,0.1,2,0.5,5,24,-0.6622632381221488,244.87548833220026,0.3541065866207546
1036,0.1,2,0.5,5,25,-0.5386452567726092,224.74339441802877,0.3310963755633456
1037,0.1,2,0.5,5,26,-0.6297046692644415,241.3188672608796,0.35304368955332094
1038,0.1,2,0.5,5,27,-0.6261776217415714,251.91877704613557,0.3668868341951285
1039,0.1,2,0.5,5,28,-0.6349716026628158,243.5637796878301,0.3537408687380788
1040,0.1,2,0.5,5,29,-0.6236938855054758,238.49665456270816,0.35074639033066174
1041,0.1,2,0.5,6,0,-0.610685403978895,245.77995083790995,0.35751958598321404
1042,0.1,2,0.5,6,1,-0.5901867107533232,242.1920307691358,0.3505453684613012
1043,0.1,2,0.5,6,2,-0.5550367195899395,243.30918927179923,0.3547356358279865
1044,0.1,2,0.5,6,3,-0.5574201591123558,242.0851844147679,0.3509092967330427
1045,0.1,2,0.5,6,4,-0.6064906593435656,253.77254147217454,0.3653862515823047
1046,0.1,2,0.5,6,5,-0.5394521619251771,255.44065057046632,0.3751264307219761
1047,0.1,2,0.5,6,6,-0.5962650872972913,236.0766588791724,0.34423136134000365
1048,0.1,2,0.5,6,7,-0.5835612247647297,255.00538538647808,0.37258162714215465
1049,0.1,2,0.5,6,8,-0.5192202826456974,241.1093379603145,0.3520517947261405
1050,0.1,2,0.5,6,9,-0.5763321150258549,253.77720209275978,0.3687682027490811
1051,0.1,2,0.5,6,10,-0.5355507725621188,258.4803111479975,0.37879754459507997
1052,0.1,2,0.5,6,11,-0.5716428619728865,252.82717779178373,0.36371958213905015
1053,0.1,2,0.5,6,12,-0.5768633584249118,246.65447150159537,0.3601608507295069
1054,0.1,2,0.5,6,13,-0.6203083708166265,237.5437429377566,0.34552410091255004
1055,0.1,2,0.5,6,14,-0.52028015921785,245.44186181789425,0.3596971120656523
1056,0.1,2,0.5,6,15,-0.536531440611472,247.63953919596472,0.3622975311131024
1057,0.1,2,0.5,6,16,-0.5589260090767568,227.97121699100572,0.33618693711753145
1058,0.1,2,0.5,6,17,-0.6035031256458087,249.13268135553142,0.3628169325738293
1059,0.1,2,0.5,6,18,-0.5926506613613371,247.64011978884787,0.36042805250631194
1060,0.1,2,0.5,6,19,-0.5323070923838221,258.6183136517582,0.37858734206366945
1061,0.1,2,0.5,6,20,-0.5821097331577044,249.8961353561124,0.3628402065148511
1062,0.1,2,0.5,6,21,-0.5949538321431703,251.06089664014448,0.369182338280422
1063,0.1,2,0.5,6,22,-0.5699845618459537,248.8697017599503,0.363096257578945
1064,0.1,2,0.5,6,23,-0.565951558113511,247.90873818218736,0.36226074429344385
1065,0.1,2,0.5,6,24,-0.5608695492073243,245.7515734384231,0.3577456717528049
1066,0.1,2,0.5,6,25,-0.585875140312797,249.28153677511833,0.36452573317905407
1067,0.1,2,0.5,6,26,-0.605894789885993,242.02235822272914,0.3531927837030892
1068,0.1,2,0.5,6,27,-0.5616538689483491,246.68244478446945,0.36123121797089963
1069,0.1,2,0.5,6,28,-0.6074073153868657,247.5739706886144,0.3615419548624601
1070,0.1,2,0.5,6,29,-0.5942104449275578,241.16309295400342,0.35093727032128585
