,ba_m,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
420,10,0.1,5,opinion-timeseries,dem,"[57.        57.        57.        41.266666  36.866665  36.866665
 36.866665  43.066666  43.066666  37.966667  30.133333  27.
 24.333334  24.333334  19.9       19.9       18.066668  18.066668
 16.333334  14.833333  12.066667  12.066667  17.333334  13.433333
 10.633333   8.466666   6.6666665  6.6666665  6.2        6.2
  6.2        6.2        6.2        6.2        5.4333334 15.166667
 15.166667  23.933332  23.933332  23.933332  23.933332  29.6
 24.166666  21.733334  21.733334  36.733334  49.733334  58.166668
 67.066666  59.733334  57.866665  46.8       38.533333  31.4
 38.233334  38.233334  38.233334  33.466667  33.466667  33.466667
 35.366665  37.533333  37.533333  33.9      ]",-0.1116555976238505,507.2524098711016,0.674211654625803
421,10,0.1,5,opinion-timeseries,mod,"[51.       56.6      60.866665 42.033333 37.666668 35.566666 34.9
 38.166668 44.666668 45.266666 35.5      33.266666 31.766666 30.633333
 24.666666 21.9      20.266666 19.133333 17.       15.266666 11.6
 20.666666 32.733334 26.833334 20.1      14.633333 10.566667 19.233334
 18.1      26.666666 33.4      38.266666 42.433334 48.066666 43.3
 49.166668 53.766666 54.266666 46.933334 41.266666 36.4      41.5
 34.033333 38.633335 39.966667 47.266666 53.133335 56.       51.6
 46.433334 51.433334 49.066666 38.7      30.4      30.166666 26.9
 26.233334 23.566668 21.3      20.733334 25.2      29.666666 24.466667
 22.      ]",-0.2720046875897992,344.9923275036755,0.5275692552981104
422,10,0.1,5,opinion-timeseries,rep,"[48.       57.666668 61.766666 37.9      35.566666 28.866667 26.033333
 28.4      36.066666 39.       27.366667 25.766666 23.933332 21.366667
 19.2      17.1      16.266666 12.8      12.266666 11.233334  8.7
 17.633333 28.966667 25.433332 16.066668  9.933333  6.7      15.933333
 14.6      22.6      30.866667 33.266666 34.466667 41.066666 38.133335
 41.866665 47.8      46.5      37.7      30.4      24.4      35.3
 27.933332 32.7      35.733334 40.2      42.9      42.7      41.
 38.266666 46.       48.4      38.633335 30.433332 32.1      28.4
 25.566668 23.566668 21.233334 19.233334 23.133333 26.5      21.666666
 19.966667]",-0.17066209153188577,292.74543356494235,0.5403535233051278
423,10,0.1,6,opinion-timeseries,dem,"[77.        77.        77.        55.733334  50.        50.
 50.        54.366665  54.366665  49.433334  39.5       35.1
 31.466667  31.466667  26.3       26.3       23.733334  23.733334
 21.166666  19.333334  16.033333  16.033333  20.666666  16.433332
 13.266666  10.433333   8.5        8.5        7.733333   7.733333
  7.733333   7.733333   7.733333   7.733333   6.9666667 16.2
 16.2       23.966667  23.966667  23.966667  23.966667  28.866667
 23.233334  20.9       20.9       35.933334  48.533333  58.6
 66.5       59.666668  57.        45.566666  37.5       30.466667
 37.666668  37.666668  37.666668  34.366665  34.366665  34.366665
 36.4       38.933334  38.933334  35.1      ]",-0.38616049845449574,488.96016551766587,0.6371472100147688
424,10,0.1,6,opinion-timeseries,mod,"[55.       60.766666 64.       43.166668 38.3      36.566666 35.466667
 38.866665 44.9      45.5      36.233334 34.2      32.6      31.966667
 25.433332 23.2      21.333334 20.566668 18.4      16.766666 12.366667
 21.       32.466667 25.766666 18.9      14.233334 10.5      18.9
 17.566668 26.466667 34.8      40.866665 46.1      51.2      46.3
 51.466667 56.633335 55.333332 48.6      41.6      36.2      40.2
 32.933334 36.633335 37.866665 48.3      54.066666 57.633335 51.066666
 45.866665 51.6      48.766666 39.6      31.7      31.833334 28.633333
 27.8      24.466667 21.733334 20.9      24.966667 29.266666 22.866667
 20.5     ]",-0.29126513087359895,341.65878770165267,0.5235769324947417
425,10,0.1,6,opinion-timeseries,rep,"[43.       54.333332 59.433334 36.4      34.033333 27.166666 24.666666
 26.433332 34.033333 38.533333 26.933332 25.133333 23.766666 21.566668
 19.033333 16.9      15.766666 12.8      11.9      10.933333  8.5
 18.033333 28.666666 25.2      15.866667 10.        6.133333 16.266666
 15.366667 23.7      31.4      32.5      34.       41.266666 38.6
 42.9      48.866665 46.733334 37.766666 30.366667 25.433332 35.2
 27.166666 31.7      33.666668 38.066666 39.6      41.8      39.9
 37.5      43.466667 47.6      38.4      30.433332 31.866667 28.466667
 26.133333 25.       22.833334 20.566668 22.833334 26.466667 21.8
 20.466667]",-0.11791489538037643,293.8009573647449,0.5419438480307482
426,10,0.1,7,opinion-timeseries,dem,"[65.       65.       65.       47.633335 43.133335 43.133335 43.133335
 48.933334 48.933334 44.633335 36.366665 33.233334 30.4      30.4
 24.4      24.4      22.366667 22.366667 19.866667 17.466667 14.366667
 14.366667 20.466667 16.833334 14.2      11.533334  9.466666  9.466666
  8.666667  8.666667  8.666667  8.666667  8.666667  8.666667  7.8
 15.766666 15.766666 23.966667 23.966667 23.966667 23.966667 30.166666
 24.533333 22.1      22.1      37.566666 48.866665 58.333332 66.4
 59.433334 56.533333 44.366665 36.133335 29.966667 36.8      36.8
 36.8      32.733334 32.733334 32.733334 35.366665 38.2      38.2
 34.133335]",-0.2766815349576206,492.8892901809823,0.645314308023714
427,10,0.1,7,opinion-timeseries,mod,"[42.       49.533333 55.133335 39.1      36.033333 34.133335 33.4
 37.1      43.3      44.866665 35.033333 33.433334 31.133333 30.433332
 24.5      22.533333 20.333334 19.633333 16.966667 15.4      11.2
 19.566668 31.666666 25.566668 18.733334 13.8       9.966666 18.466667
 17.633333 25.533333 33.366665 38.       42.       48.266666 44.466667
 50.366665 55.8      54.9      48.266666 41.966667 36.533333 41.8
 33.966667 38.233334 40.1      49.5      54.4      57.533333 50.9
 46.666668 52.9      50.766666 40.1      31.166666 31.2      27.666666
 26.8      24.       21.233334 20.666666 25.066668 28.533333 22.933332
 20.9     ]",-0.16542998034600653,345.6868704041259,0.5281698517549132
428,10,0.1,7,opinion-timeseries,rep,"[52.       61.333332 65.       40.933334 38.533333 30.766666 27.733334
 30.266666 36.6      39.533333 27.5      26.033333 24.3      22.233334
 19.733334 18.166666 17.266666 13.833333 12.833333 12.066667  9.333333
 18.166666 29.       25.366667 16.366667 10.733334  7.633333 16.333334
 15.033334 24.3      32.       34.5      34.6      41.466667 38.966667
 42.733334 47.966667 47.066666 38.166668 30.433332 24.933332 35.966667
 28.266666 32.933334 36.2      40.       41.266666 41.8      38.733334
 36.633335 43.833332 47.333332 37.766666 29.7      31.2      27.9
 24.4      22.766666 20.3      18.866667 21.833334 25.3      20.533333
 19.3     ]",-0.25434460406948534,292.14022656116396,0.5399524240924278
429,10,0.1,9,opinion-timeseries,dem,"[62.        62.        62.        45.666668  41.333332  41.333332
 41.333332  47.066666  47.066666  42.033333  34.066666  30.7
 28.133333  28.133333  22.933332  22.933332  20.333334  20.333334
 18.3       16.866667  13.533334  13.533334  18.733334  14.766666
 12.1        9.633333   7.4333334  7.4333334  6.6666665  6.6666665
  6.6666665  6.6666665  6.6666665  6.6666665  6.0333333 15.1
 15.1       23.8       23.8       23.8       23.8       28.133333
 23.533333  21.133333  21.133333  36.233334  48.733334  58.433334
 67.        60.5       58.133335  47.533333  38.666668  31.866667
 37.966667  37.966667  37.966667  33.533333  33.533333  33.533333
 36.366665  37.666668  37.666668  34.1      ]",-0.20852212312432425,499.6696691071525,0.6571037200132159
430,10,0.1,9,opinion-timeseries,mod,"[44.       50.9      54.966667 37.5      32.933334 31.433332 30.766666
 33.1      39.933334 41.233334 33.066666 31.2      29.5      29.066668
 23.733334 21.133333 19.033333 18.1      16.3      14.333333 10.566667
 19.5      31.4      25.5      19.5      15.266666 11.5      20.2
 18.466667 26.466667 33.833332 39.966667 43.233334 49.166668 43.566666
 49.166668 54.4      54.2      47.433334 40.966667 36.       41.
 33.133335 37.9      39.766666 49.233334 52.566666 56.966667 50.733334
 45.8      50.433334 47.166668 37.866665 29.833334 30.3      27.166666
 26.333334 23.8      21.166666 20.533333 24.8      28.4      23.3
 20.966667]",-0.142104889922688,349.7080946341963,0.5383305075680027
431,10,0.1,9,opinion-timeseries,rep,"[46.       56.033333 59.833332 37.066666 35.4      29.033333 26.066668
 27.733334 35.666668 39.4      28.3      26.766666 25.6      23.
 20.9      19.333334 18.233334 14.866667 13.8      12.9       9.966666
 19.166666 28.533333 25.433332 17.       10.6       6.766667 14.9
 14.366667 22.766666 30.033333 32.833332 33.9      39.733334 37.1
 40.433334 45.966667 45.666668 38.166668 30.966667 25.8      36.466667
 28.933332 33.233334 35.9      39.666668 41.7      43.733334 42.533333
 39.933334 47.4      51.566666 41.033333 31.666666 32.1      29.433332
 26.233334 24.4      21.9      19.833334 23.8      26.666666 21.966667
 20.866667]",-0.1472968688002019,288.0358703062781,0.5308355901892017
432,10,0.25,0,opinion-timeseries,dem,"[73.        73.        73.        31.233334  23.633333  23.633333
 23.633333  42.766666  42.766666  31.366667  18.3       13.4
  9.9        9.9        5.366667   5.366667   4.         4.
  2.8666666  2.2333333  1.3333334  1.3333334 19.733334  10.9
  6.133333   3.7        2.3666666  2.3666666  1.7666667  1.7666667
  1.7666667  1.7666667  1.7666667  1.7666667  1.2333333 26.2
 26.2       43.066666  43.066666  43.066666  43.066666  48.1
 27.066668  20.266666  20.266666  54.4       73.86667   86.566666
 92.3       69.63333   58.        32.566666  19.166666  10.7
 32.766666  32.766666  32.766666  24.266666  24.266666  24.266666
 33.333332  36.333332  36.333332  27.266666 ]",-0.013549054802501929,535.8209151164097,0.7006639216245621
433,10,0.25,0,opinion-timeseries,mod,"[43.         63.9        72.96667    26.066668   19.133333   14.233334
 12.266666   31.2        49.233334   46.033333   19.166666   14.9
 11.3         9.966666    5.766667    4.5666666   3.4333334   2.5333333
  2.0333333   1.4333333   0.56666666 24.166666   47.333332   26.733334
  8.9         3.1333334   1.         26.         18.833334   39.266666
 53.433334   53.833332   55.266666   66.666664   50.3        63.433334
 72.5        66.8        43.466667   28.266666   18.166666   43.533333
 20.833334   32.266666   36.866665   56.8        62.166668   63.9
 44.466667   33.366665   54.033333   40.966667   20.3         9.933333
 22.866667   17.466667   14.566667   10.7         7.766667    6.6
 22.966667   31.9        17.7        13.133333  ]",-0.06361591621598664,400.878968892589,0.6066664935038978
434,10,0.25,0,opinion-timeseries,rep,"[53.         73.3        79.73333    22.133333   17.166666    9.533334
  7.1666665  28.2        45.933334   46.866665   15.9        13.133333
  9.8         7.3333335   4.233333    2.8333333   2.2         1.2666667
  0.76666665  0.56666666  0.3        25.2        46.8        28.866667
  7.1         1.6333333   0.53333336 25.866667   19.166666   39.233334
 54.833332   46.9        45.166668   58.833332   46.433334   58.966667
 69.13333    63.533333   35.966667   19.833334   11.166667   45.366665
 20.166666   30.766666   36.066666   51.633335   54.933334   57.7
 42.866665   32.966667   52.766666   43.9        19.6         8.333333
 22.266666   17.133333   12.966666    9.733334    7.4         5.9333334
 22.166666   31.3        17.6        13.233334  ]",-0.054637218173699965,333.4022696884323,0.5936685894896501
435,10,0.25,1,opinion-timeseries,dem,"[69.        69.        69.        30.266666  23.        23.
 23.        41.9       41.9       31.633333  17.633333  13.3
  9.9        9.9        6.1        6.1        4.633333   4.633333
  3.2666667  2.6        1.2666667  1.2666667 18.9       10.566667
  5.5        2.7666667  1.3666667  1.3666667  1.0333333  1.0333333
  1.0333333  1.0333333  1.0333333  1.0333333  0.8666667 24.066668
 24.066668  41.7       41.7       41.7       41.7       47.7
 26.5       19.6       19.6       53.6       74.        85.03333
 91.76667   69.1       58.166668  32.233334  18.766666  10.266666
 32.166668  32.166668  32.166668  24.6       24.6       24.6
 32.566666  36.7       36.7       28.       ]",0.004881697053632166,538.8077050304839,0.7034542770633674
436,10,0.25,1,opinion-timeseries,mod,"[42.        64.13333   73.2       28.533333  22.2       16.266666
 14.6       33.5       49.366665  46.6       19.466667  14.466666
 11.        10.066667   5.5        3.8333333  2.7666667  2.1
  1.6666666  1.2666667  0.6       24.8       47.166668  27.5
  9.233334   2.6        1.1       25.866667  20.6       41.3
 56.633335  55.633335  55.866665  67.26667   51.1       63.1
 72.13333   66.166664  43.8       29.433332  18.7       46.1
 22.633333  30.933332  36.533333  58.566666  62.433334  64.9
 44.166668  34.        52.166668  39.766666  18.866667   8.666667
 22.966667  16.9       14.7       11.833333   9.166667   7.6666665
 23.466667  31.5       18.5       14.166667 ]",-0.07745232279536253,398.5349994698244,0.6005386198685443
437,10,0.25,1,opinion-timeseries,rep,"[52.         72.933334   79.666664   22.433332   17.233334    9.8
  7.4        26.733334   45.         44.133335   14.566667   11.266666
  8.533334    6.6         3.5333333   2.7666667   2.2         1.2333333
  0.8333333   0.53333336  0.26666668 26.233334   45.9        27.333334
  6.5         1.7666667   0.4        25.233334   19.366667   40.1
 55.433334   48.333332   45.766666   59.1        45.266666   57.1
 67.2        61.6        35.966667   19.733334   11.5        49.5
 21.4        31.066668   37.966667   52.3        53.333332   55.7
 42.966667   32.833332   52.5        44.266666   19.933332    9.166667
 23.1        17.733334   13.766666   10.566667    7.866667    6.3
 21.6        30.2        17.333334   13.1       ]",-0.04358506223410031,333.37387766466105,0.5944981830860167
438,10,0.25,2,opinion-timeseries,dem,"[70.        70.        70.        29.766666  23.133333  23.133333
 23.133333  41.733334  41.733334  32.233334  18.3       13.833333
 10.4       10.4        5.5        5.5        4.         4.
  2.8666666  2.         1.1        1.1       19.8       10.8
  6.1        3.4        2.         2.         1.5666667  1.5666667
  1.5666667  1.5666667  1.5666667  1.5666667  1.2333333 25.933332
 25.933332  43.533333  43.533333  43.533333  43.533333  49.3
 27.833334  20.966667  20.966667  56.033333  75.433334  86.63333
 92.2       67.8       57.366665  32.233334  17.466667   9.666667
 33.166668  33.166668  33.166668  25.266666  25.266666  25.266666
 33.1       37.366665  37.366665  27.2      ]",0.010777534273889286,535.503570571341,0.6986016890739821
439,10,0.25,2,opinion-timeseries,mod,"[37.        59.233334  69.833336  26.333334  19.6       15.266666
 13.533334  31.933332  49.266666  45.966667  20.133333  15.233334
 11.566667   9.933333   5.766667   4.5333333  3.3666666  2.4666667
  2.1        1.6333333  0.6333333 25.433332  46.3       24.633333
  8.966666   3.8        1.6666666 26.733334  20.        39.433334
 53.5       55.733334  56.366665  66.5       49.766666  63.766666
 72.566666  66.566666  45.433334  29.5       18.633333  45.066666
 22.866667  33.066666  38.166668  59.        63.3       64.666664
 45.766666  34.033333  51.9       39.066666  18.4        9.533334
 24.8       18.466667  16.266666  12.233334   8.966666   7.5666666
 20.9       30.766666  18.233334  13.8      ]",-0.03804599176658178,397.92733846082695,0.6008758007795283
440,10,0.25,2,opinion-timeseries,rep,"[43.         68.36667    76.6        23.         17.333334    9.7
  7.5333333  26.966667   46.433334   46.933334   16.333334   12.8
  9.7         7.133333    3.9333334   2.8         2.0666666   1.4
  1.0666667   0.8333333   0.4        24.966667   46.533333   25.9
  7.          1.6         0.36666667 25.733334   19.7        40.1
 55.2        48.5        45.633335   59.333332   45.733334   58.266666
 69.066666   62.666668   36.233334   19.8        10.766666   48.
 20.633333   32.         36.4        53.966667   55.766666   54.666668
 41.166668   31.         52.333332   41.366665   18.333334    8.
 22.266666   16.9        13.3        10.2         7.5333333   5.733333
 22.266666   31.2        16.833334   13.1       ]",-0.02007632643436415,333.16167362982725,0.5884483037441155
441,10,0.25,3,opinion-timeseries,dem,"[66.        66.        66.        27.033333  20.833334  20.833334
 20.833334  40.5       40.5       29.8       17.1       12.7
  9.433333   9.433333   5.1        5.1        3.8666666  3.8666666
  3.         2.3        1.4333333  1.4333333 19.266666  10.733334
  6.133333   3.4333334  1.8666667  1.8666667  1.4        1.4
  1.4        1.4        1.4        1.4        1.0333333 26.666666
 26.666666  44.6       44.6       44.6       44.6       50.066666
 27.866667  20.866667  20.866667  54.766666  74.933334  86.23333
 92.26667   69.166664  57.433334  32.2       18.1        9.933333
 33.266666  33.266666  33.266666  24.633333  24.633333  24.633333
 31.666666  36.666668  36.666668  28.033333 ]",0.0513570158554334,537.3780105765236,0.7021443424586864
442,10,0.25,3,opinion-timeseries,mod,"[43.        63.966667  73.23333   26.633333  20.133333  14.566667
 12.466666  31.333334  49.766666  45.533333  19.6       15.133333
 11.8       10.433333   6.0333333  4.8        3.2666667  2.4
  1.9        1.6333333  0.8       26.1       48.433334  26.933332
  9.9        3.9        1.4666667 26.633333  20.        39.933334
 55.1       55.166668  55.2       66.        49.433334  61.833332
 71.8       64.666664  42.        27.7       17.866667  43.633335
 20.533333  30.566668  35.7       57.766666  61.466667  64.1
 45.966667  34.333332  55.2       40.033333  19.866667   9.7
 23.666666  17.433332  14.866667  10.9        8.5        7.7
 22.166666  29.933332  17.133333  12.666667 ]",-0.06534631350869215,399.7119762671999,0.6054932317914001
443,10,0.25,3,opinion-timeseries,rep,"[48.         70.333336   77.9        22.4        16.866667    8.8
  6.733333   26.5        44.166668   44.233334   15.333333   11.2
  9.033334    6.9666667   3.6666667   2.9         2.          1.1666666
  0.7         0.46666667  0.13333334 25.666666   46.9        27.166666
  6.266667    1.8         0.76666665 24.566668   18.633333   38.766666
 55.366665   49.033333   44.933334   58.9        45.9        59.2
 68.13333    62.333332   33.966667   19.066668   10.5        46.133335
 20.4        31.433332   36.533333   52.1        55.033333   54.866665
 40.9        31.466667   52.2        42.766666   19.033333    8.433333
 23.         17.233334   12.966666    9.433333    7.4333334   5.8
 22.5        31.6        17.166666   13.266666  ]",-0.029522309258477927,335.0831582713882,0.5960259957324162
444,10,0.25,5,opinion-timeseries,dem,"[64.         64.         64.         27.133333   21.366667   21.366667
 21.366667   40.333332   40.333332   29.9        16.633333   12.666667
  9.033334    9.033334    4.9666667   4.9666667   3.8         3.8
  3.0666666   2.4         1.3         1.3        18.566668   10.3
  5.5333333   3.1         1.8         1.8         1.3333334   1.3333334
  1.3333334   1.3333334   1.3333334   1.3333334   0.96666664 25.233334
 25.233334   43.966667   43.966667   43.966667   43.966667   49.8
 28.566668   21.833334   21.833334   54.233334   73.36667    85.066666
 91.2        68.333336   57.         31.7        17.366667    9.533334
 32.066666   32.066666   32.066666   23.9        23.9        23.9
 31.666666   36.9        36.9        28.366667  ]",0.05363637487176001,539.22901166127,0.7062088838492342
445,10,0.25,5,opinion-timeseries,mod,"[47.        65.86667   74.46667   25.        19.366667  13.966666
 12.266666  32.6       49.466667  45.933334  19.566668  14.6
 11.166667   9.8        5.3333335  3.9        2.9        2.2333333
  1.7        1.2333333  0.6       25.433332  47.233334  26.9
  8.933333   2.7        1.2333333 26.666666  20.966667  40.333332
 55.033333  54.566666  56.433334  66.73333   49.633335  62.333332
 71.73333   65.36667   41.033333  26.966667  17.7       44.3
 21.166666  30.3       35.366665  56.466667  61.8       63.4
 43.8       33.266666  52.966667  41.1       19.         8.6
 23.266666  16.866667  14.633333  10.933333   7.9333334  6.6666665
 21.866667  31.633333  18.233334  13.666667 ]",-0.08124285516034795,401.9976179161118,0.6083698965967796
446,10,0.25,5,opinion-timeseries,rep,"[52.         72.3        78.36667    21.633333   17.4         9.966666
  7.766667   28.7        46.1        45.833332   15.533334   11.366667
  8.833333    6.633333    3.7333333   3.1         2.2666667   1.1333333
  0.96666664  0.8         0.4        25.266666   46.566666   26.433332
  7.2         1.9666667   0.43333334 26.233334   19.866667   38.866665
 54.4        47.2        44.866665   57.966667   44.966667   58.433334
 68.76667    63.2        36.366665   20.933332   11.333333   47.4
 20.9        30.233334   36.166668   51.         54.8        54.5
 40.866665   30.8        52.         43.666668   19.633333    8.666667
 22.833334   17.366667   12.9         9.933333    7.5666666   5.9333334
 22.733334   30.766666   16.7        13.3       ]",-0.05225280283944832,333.86030191054687,0.5954773764135299
447,10,0.25,6,opinion-timeseries,dem,"[62.        62.        62.        26.433332  20.3       20.3
 20.3       42.033333  42.033333  31.466667  17.433332  12.8
 10.166667  10.166667   5.733333   5.733333   4.366667   4.366667
  2.9333334  1.8333334  1.1        1.1       18.733334  10.866667
  6.133333   3.5333333  2.0333333  2.0333333  1.6        1.6
  1.6        1.6        1.6        1.6        1.2333333 25.633333
 25.633333  43.9       43.9       43.9       43.9       49.533333
 27.833334  20.266666  20.266666  54.633335  75.666664  85.86667
 91.86667   69.73333   59.4       33.5       17.633333   9.733334
 33.133335  33.133335  33.133335  25.233334  25.233334  25.233334
 32.933334  38.166668  38.166668  28.033333 ]",0.07380114939378438,536.4871493732904,0.703008877909399
448,10,0.25,6,opinion-timeseries,mod,"[37.        59.133335  69.433334  27.633333  20.533333  15.
 13.133333  31.866667  48.266666  44.966667  18.866667  14.633333
 11.366667   9.733334   5.5        4.2        3.1        2.3666666
  1.8333334  1.4333333  0.6       25.4       46.133335  25.9
  9.7        3.3        1.1       25.966667  20.166666  39.1
 53.033333  55.333332  57.        68.2       51.133335  63.566666
 72.26667   65.13333   40.7       26.966667  17.466667  43.633335
 21.266666  32.3       36.966667  56.566666  62.533333  64.066666
 44.266666  33.766666  54.233334  41.333332  19.5        9.3
 23.7       17.366667  14.833333  11.233334   8.266666   7.3333335
 23.4       31.2       17.2       13.033334 ]",-0.03752467391621763,400.3198873978425,0.6052315790748477
449,10,0.25,6,opinion-timeseries,rep,"[49.         70.666664   78.333336   22.5        17.733334   10.033334
  7.7        25.966667   44.933334   45.033333   13.866667   10.4
  8.1         6.233333    3.6666667   2.6333334   2.3         1.3666667
  1.          0.7         0.3        24.5        45.933334   27.7
  7.0333333   1.6333333   0.43333334 26.5        20.566668   40.633335
 53.766666   47.833332   45.8        60.133335   46.366665   58.666668
 69.23333    62.533333   34.8        19.533333   11.033334   46.7
 21.6        31.633333   36.966667   53.366665   55.266666   55.333332
 41.6        32.266666   53.366665   43.433334   18.          7.633333
 21.466667   15.966666   11.7         9.          6.633333    5.0666666
 20.066668   29.933332   17.033333   12.633333  ]",-0.03937492201406304,335.8130545252746,0.5961955391550513
450,10,0.25,7,opinion-timeseries,dem,"[53.        53.        53.        21.733334  16.333334  16.333334
 16.333334  37.3       37.3       27.866667  15.3       11.8
  9.         9.         4.9666667  4.9666667  3.7333333  3.7333333
  2.9666667  2.1        1.3        1.3       19.766666  12.133333
  6.6        3.6666667  2.3666666  2.3666666  1.8333334  1.8333334
  1.8333334  1.8333334  1.8333334  1.8333334  1.4       24.833334
 24.833334  43.6       43.6       43.6       43.6       49.166668
 27.666666  20.6       20.6       54.5       73.566666  85.333336
 91.36667   67.6       56.9       31.533333  17.866667  10.333333
 33.9       33.9       33.9       25.9       25.9       25.9
 30.833334  35.7       35.7       26.833334 ]",0.15631443042862794,541.1294883874202,0.7183907176336539
451,10,0.25,7,opinion-timeseries,mod,"[41.         61.8        70.63333    25.533333   18.833334   13.566667
 11.566667   31.166666   48.066666   45.233334   18.8        13.866667
 11.          9.466666    5.2         4.0333333   3.0333333   2.2
  1.7333333   1.3         0.46666667 26.466667   49.6        28.433332
  9.7         3.8333333   1.6        25.833334   19.833334   40.466667
 56.333332   55.5        54.4        65.666664   49.966667   61.966667
 71.3        66.23333    43.566666   28.433332   19.333334   45.5
 22.2        32.2        37.3        58.5        62.         63.7
 44.4        33.066666   52.933334   41.333332   19.5         9.6
 23.166666   18.066668   15.7        11.433333    8.633333    7.233333
 22.033333   29.866667   16.666666   12.133333  ]",-0.042296709422376226,400.0130083523801,0.6054253912497192
452,10,0.25,7,opinion-timeseries,rep,"[54.         73.86667    80.53333    22.4        17.066668    9.933333
  7.866667   26.9        46.033333   45.866665   15.533334   11.3
  8.566667    6.5666666   3.9666667   2.9         2.          1.1333333
  0.8         0.53333336  0.23333333 25.633333   47.933334   28.066668
  7.133333    1.7         0.36666667 25.733334   20.         39.7
 56.         48.033333   45.033333   58.6        45.233334   59.8
 69.73333    62.366665   34.833332   18.733334   10.6        46.5
 21.033333   30.933332   35.366665   52.033333   56.666668   55.666668
 40.5        31.4        51.         40.9        18.8         8.766666
 23.133333   17.         12.7         9.3         6.5666666   4.4333334
 21.133333   31.133333   17.566668   13.066667  ]",-0.06461076026268835,335.68941450516735,0.5987689043837798
453,10,0.25,8,opinion-timeseries,dem,"[67.        67.        67.        28.766666  21.566668  21.566668
 21.566668  41.433334  41.433334  30.9       17.433332  12.8
  9.466666   9.466666   4.8333335  4.8333335  3.8        3.8
  2.6        1.9666667  1.1333333  1.1333333 19.333334  10.6
  6.         3.5666666  1.6333333  1.6333333  1.1333333  1.1333333
  1.1333333  1.1333333  1.1333333  1.1333333  0.9       25.2
 25.2       43.7       43.7       43.7       43.7       49.933334
 28.166666  20.766666  20.766666  55.9       75.566666  86.3
 92.4       69.433334  58.2       32.133335  18.166666  10.033334
 31.933332  31.933332  31.933332  23.7       23.7       23.7
 31.566668  36.5       36.5       26.733334 ]",0.03188747608562822,538.9703263029526,0.7031421575968262
454,10,0.25,8,opinion-timeseries,mod,"[45.        65.566666  74.03333   26.366667  19.833334  14.266666
 12.2       31.266666  48.433334  46.2       18.933332  14.266666
 10.633333   9.066667   5.633333   4.1        3.2666667  2.5
  1.8333334  1.3333334  0.6333333 26.566668  47.566666  25.933332
  9.633333   3.7333333  1.6666666 25.6       19.966667  39.533333
 53.966667  54.4       54.633335  65.433334  49.866665  63.166668
 73.2       65.4       42.433334  27.4       17.333334  44.833332
 22.266666  32.633335  38.4       57.866665  61.633335  63.366665
 42.6       31.933332  52.8       40.2       20.1        9.633333
 23.1       17.166666  15.233334  11.633333   8.8        7.5
 23.6       31.966667  17.1       13.       ]",-0.07578712449225651,400.64483317026986,0.6069481823378908
455,10,0.25,8,opinion-timeseries,rep,"[53.         72.86667    80.4        22.4        17.233334    9.866667
  7.4333334  28.933332   46.033333   44.966667   13.633333   10.6
  8.266666    5.9333334   3.7         2.5666666   2.          0.8666667
  0.56666666  0.43333334  0.16666667 23.733334   45.566666   26.8
  6.266667    1.5         0.5        25.3        19.3        39.3
 54.333332   48.3        44.133335   57.4        42.733334   56.933334
 67.666664   62.1        34.2        18.          9.833333   45.966667
 20.166666   30.966667   37.         51.4        55.066666   55.3
 40.8        30.633333   51.4        42.966667   19.466667    8.066667
 22.2        16.333334   11.933333    9.733334    7.3333335   5.2
 22.5        30.4        16.7        13.166667  ]",-0.06392072889374453,337.6211078104533,0.6034279498433013
456,10,0.25,9,opinion-timeseries,dem,"[65.        65.        65.        27.433332  20.433332  20.433332
 20.433332  38.666668  38.666668  28.9       16.666666  12.466666
  9.333333   9.333333   5.         5.         3.7333333  3.7333333
  2.7666667  2.2        1.3666667  1.3666667 19.366667  11.7
  6.6666665  3.3666666  1.9        1.9        1.4        1.4
  1.4        1.4        1.4        1.4        1.0333333 27.466667
 27.466667  46.        46.        46.        46.        51.4
 29.066668  21.4       21.4       56.466667  75.63333   86.46667
 92.7       68.5       57.933334  32.6       18.3       10.3
 32.5       32.5       32.5       24.433332  24.433332  24.433332
 32.166668  36.733334  36.733334  27.166666 ]",0.06695393514326363,536.8331701162821,0.7017266144503712
457,10,0.25,9,opinion-timeseries,mod,"[43.        63.866665  73.03333   26.266666  19.733334  13.7
 12.        32.166668  48.533333  45.533333  18.466667  14.5
 11.166667   9.566667   5.4333334  3.9        3.0333333  2.1666667
  1.7333333  1.4        0.6       24.766666  47.466667  27.2
  9.333333   3.5666666  1.1333333 25.533333  18.633333  38.766666
 53.1       54.033333  56.166668  67.5       50.733334  62.7
 72.76667   65.933334  41.133335  25.8       16.666666  42.666668
 20.766666  29.966667  36.433334  57.633335  62.4       63.166668
 43.9       33.633335  53.533333  39.766666  19.933332   8.666667
 23.133333  17.633333  15.166667  11.833333   8.633333   7.3
 22.833334  30.9       17.1       13.566667 ]",-0.06448520958234935,402.2624180718928,0.6094013262283514
