,ba_m,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
184,5,0.01,2,opinion-timeseries,mod,"[43.       43.533333 44.266666 43.533333 43.3      43.266666 43.233334
 43.3      43.8      43.866665 43.266666 43.2      43.2      43.2
 42.233334 41.866665 41.333332 41.266666 40.966667 40.4      39.166668
 39.666668 40.666668 39.733334 39.133335 38.5      37.633335 38.4
 38.4      38.933334 39.9      40.3      40.833332 41.566666 41.233334
 42.066666 42.633335 42.7      42.333332 41.833332 41.4      41.533333
 41.033333 41.833332 41.9      42.533333 43.166668 44.166668 43.666668
 43.333332 44.033333 44.066666 43.266666 42.5      42.166668 41.7
 41.7      41.433334 41.266666 41.233334 41.633335 41.766666 40.766666
 40.2     ]",-0.40766746982308816,269.69613623844094,0.42624445286929
185,5,0.01,2,opinion-timeseries,rep,"[42.       42.866665 43.166668 42.1      42.066666 41.133335 40.666668
 40.066666 40.6      41.166668 40.3      40.3      40.266666 39.933334
 39.933334 39.533333 39.533333 38.833332 38.8      38.766666 38.433334
 39.166668 39.733334 39.733334 38.766666 37.566666 36.5      36.833332
 36.833332 37.566666 38.2      38.066666 38.133335 38.5      38.466667
 38.5      39.133335 38.833332 38.233334 37.466667 36.766666 37.2
 36.833332 37.433334 37.766666 37.3      37.033333 36.433334 35.5
 35.5      36.2      37.566666 37.233334 36.733334 36.4      36.2
 35.8      35.766666 35.2      34.866665 34.833332 34.833332 34.3
 34.266666]",-0.8786034505350869,211.9817457302063,0.38462937753642645
186,5,0.01,3,opinion-timeseries,dem,"[60.       60.       60.       58.066666 57.466667 57.466667 57.466667
 57.7      57.7      57.333332 55.966667 55.333332 54.933334 54.933334
 53.733334 53.733334 53.333332 53.333332 52.866665 52.266666 51.033333
 51.033333 50.9      49.833332 48.966667 48.2      47.433334 47.433334
 46.933334 46.933334 46.933334 46.933334 46.933334 46.933334 46.266666
 46.8      46.8      47.366665 47.366665 47.366665 47.366665 47.733334
 46.733334 46.066666 46.066666 47.266666 48.566666 49.466667 50.233334
 49.6      49.933334 49.2      48.5      47.2      47.766666 47.766666
 47.766666 47.266666 47.266666 47.266666 47.3      47.433334 47.433334
 47.066666]",-0.8971233668995482,322.70320287687525,0.4231973757376458
187,5,0.01,3,opinion-timeseries,mod,"[41.       41.5      42.233334 40.7      40.1      40.1      40.1
 40.133335 40.866665 40.633335 40.233334 40.2      40.166668 40.133335
 39.533333 39.333332 38.9      38.9      38.633335 38.366665 37.433334
 38.       38.333332 37.233334 36.266666 35.533333 34.566666 35.333332
 35.333332 35.9      36.666668 37.266666 38.       38.666668 38.333332
 38.966667 39.5      40.066666 39.533333 39.2      38.8      38.7
 38.333332 39.066666 39.       39.833332 40.766666 41.466667 41.766666
 41.266666 42.6      42.466667 41.666668 40.633335 40.233334 39.766666
 39.766666 39.433334 38.966667 38.966667 39.2      39.433334 38.7
 38.266666]",-0.29738369498424255,289.118208886062,0.46133743410619577
188,5,0.01,3,opinion-timeseries,rep,"[53.       53.8      54.2      52.033333 52.033333 51.4      50.9
 50.466667 50.933334 51.466667 50.466667 50.4      50.4      49.8
 49.733334 49.366665 49.333332 48.3      48.3      48.3      47.9
 48.5      49.1      49.033333 47.566666 46.166668 45.033333 45.566666
 45.566666 46.166668 46.666668 46.5      45.966667 46.433334 46.333332
 46.333332 47.       46.566666 45.9      44.7      43.733334 44.633335
 44.133335 44.666668 44.5      44.066666 43.466667 43.166668 42.166668
 42.166668 42.533333 43.866665 43.5      42.933334 42.5      42.166668
 41.7      41.7      41.166668 40.733334 40.766666 40.8      39.9
 39.9     ]",-0.8929778495643745,157.32328350443527,0.2732834744665087
189,5,0.01,4,opinion-timeseries,dem,"[66.       66.       66.       63.9      63.3      63.3      63.3
 63.5      63.5      62.933334 61.466667 60.8      60.2      60.2
 59.433334 59.433334 58.733334 58.733334 58.166668 57.6      56.433334
 56.433334 55.533333 54.566666 53.166668 52.033333 50.933334 50.933334
 50.366665 50.366665 50.366665 50.366665 50.366665 50.366665 49.833332
 50.4      50.4      50.9      50.9      50.9      50.9      50.8
 49.866665 49.333332 49.333332 49.966667 51.2      52.166668 52.7
 52.2      51.933334 51.066666 50.2      49.       49.7      49.7
 49.7      49.3      49.3      49.3      49.3      49.333332 49.333332
 48.933334]",-0.924419994670152,297.00419076175217,0.3784491278932237
190,5,0.01,4,opinion-timeseries,mod,"[49.       49.533333 50.166668 48.533333 48.066666 48.066666 48.066666
 48.066666 48.666668 48.533333 48.       47.966667 47.933334 47.933334
 46.8      46.166668 45.766666 45.733334 45.133335 44.7      42.966667
 43.566666 43.533333 42.433334 41.633335 40.833332 39.966667 40.566666
 40.566666 41.       41.533333 42.166668 42.733334 43.4      43.2
 43.766666 44.3      44.466667 43.933334 43.366665 42.966667 43.4
 42.9      43.5      43.8      44.7      45.333332 46.5      45.9
 45.4      46.433334 46.566666 45.733334 44.7      44.466667 44.166668
 44.166668 43.733334 43.266666 43.266666 43.533333 43.566666 42.666668
 42.266666]",-0.6942375943664642,249.49485657342836,0.38343755211728664
191,5,0.01,4,opinion-timeseries,rep,"[50.       50.933334 51.333332 49.833332 49.8      49.       48.533333
 48.2      48.7      49.066666 48.333332 48.333332 48.333332 47.833332
 47.8      47.2      47.166668 46.       46.       46.       45.5
 46.       46.4      46.366665 44.8      43.466667 42.133335 42.533333
 42.533333 42.933334 43.366665 43.033333 42.7      43.3      43.233334
 43.233334 43.633335 43.1      42.033333 41.1      40.3      40.733334
 40.433334 41.166668 41.266666 40.5      39.4      38.933334 38.2
 38.2      38.933334 40.166668 39.733334 39.2      38.666668 38.333332
 37.866665 37.866665 37.433334 37.066666 37.1      37.1      36.2
 36.2     ]",-0.88166013922612,180.8504722380707,0.3125979294815142
192,5,0.01,5,opinion-timeseries,dem,"[69.       69.       69.       66.6      65.566666 65.566666 65.566666
 66.066666 66.066666 65.5      64.066666 63.533333 62.866665 62.866665
 61.733334 61.733334 61.166668 61.166668 60.533333 60.033333 58.666668
 58.666668 58.166668 57.066666 55.6      54.766666 53.866665 53.866665
 53.033333 53.033333 53.033333 53.033333 53.033333 53.033333 52.4
 52.866665 52.866665 53.333332 53.333332 53.333332 53.333332 53.
 52.066666 51.5      51.5      52.166668 53.1      54.033333 55.2
 54.7      54.766666 53.8      52.633335 51.666668 52.1      52.1
 52.1      51.666668 51.666668 51.666668 51.566666 51.533333 51.533333
 51.066666]",-0.9316528273733521,278.9039740399207,0.35216847229217507
193,5,0.01,5,opinion-timeseries,mod,"[42.       42.566666 43.333332 42.266666 41.833332 41.833332 41.833332
 41.833332 42.533333 42.633335 42.333332 42.333332 42.333332 42.3
 41.166668 40.866665 40.533333 40.466667 39.866665 39.633335 38.6
 39.166668 40.       39.066666 38.5      37.966667 37.433334 38.033333
 38.       38.6      39.333332 40.       40.733334 41.3      40.866665
 41.233334 42.033333 42.4      41.933334 41.6      41.       41.233334
 40.9      41.4      41.666668 42.266666 42.966667 43.866665 43.766666
 43.433334 44.033333 44.2      43.4      42.233334 41.766666 41.333332
 41.333332 41.1      40.633335 40.633335 40.866665 40.933334 40.3
 39.933334]",-0.21960482963863096,273.5640834282094,0.4348409189918435
194,5,0.01,5,opinion-timeseries,rep,"[53.       53.966667 54.533333 52.866665 52.833332 52.166668 51.633335
 51.       51.666668 52.133335 50.866665 50.833332 50.8      50.366665
 50.366665 50.033333 50.       48.933334 48.866665 48.833332 48.133335
 48.666668 49.166668 49.1      47.9      46.366665 44.733334 45.366665
 45.366665 45.533333 46.266666 45.633335 45.466667 46.1      46.066666
 46.1      46.566666 46.2      45.233334 43.966667 43.066666 43.766666
 43.233334 43.833332 44.033333 43.333332 42.5      41.933334 41.033333
 41.033333 41.666668 42.8      42.466667 42.2      41.833332 41.366665
 40.933334 40.9      40.733334 40.333332 40.333332 40.3      39.6
 39.566666]",-0.8942790771442767,160.60249010287944,0.27733902890136497
195,5,0.01,6,opinion-timeseries,dem,"[67.       67.       67.       65.3      64.566666 64.566666 64.566666
 64.833336 64.833336 64.3      62.933334 62.4      61.966667 61.966667
 60.766666 60.766666 60.033333 60.033333 59.4      59.       58.1
 58.1      57.066666 56.133335 54.966667 53.8      52.833332 52.833332
 52.366665 52.366665 52.366665 52.366665 52.366665 52.366665 51.766666
 52.2      52.2      52.533333 52.533333 52.533333 52.533333 52.466667
 51.533333 50.933334 50.933334 51.6      52.866665 53.566666 54.666668
 54.033333 53.966667 52.8      51.633335 50.566666 50.966667 50.966667
 50.966667 50.466667 50.466667 50.466667 50.3      50.2      50.2
 49.766666]",-0.9282811976659281,285.43855169402894,0.36179187002440694
196,5,0.01,6,opinion-timeseries,mod,"[44.       44.433334 45.333332 43.733334 43.1      43.066666 43.066666
 43.066666 43.533333 43.466667 43.       43.       43.       43.
 42.166668 41.833332 41.4      41.4      41.066666 40.666668 39.366665
 40.1      40.1      39.6      39.       38.4      37.633335 38.3
 38.3      38.9      39.533333 40.266666 40.8      41.566666 41.066666
 41.866665 42.333332 42.2      41.733334 41.2      40.633335 40.666668
 40.233334 41.       41.033333 41.666668 42.766666 43.333332 43.266666
 42.766666 43.3      43.333332 42.466667 41.4      41.166668 40.633335
 40.633335 40.133335 39.8      39.766666 39.866665 40.266666 39.366665
 38.766666]",-0.5642085205774785,273.4746727405964,0.43122211003909383
197,5,0.01,6,opinion-timeseries,rep,"[55.       55.766666 56.266666 54.5      54.5      53.466667 53.
 52.533333 52.866665 53.066666 52.033333 52.033333 52.033333 51.633335
 51.633335 51.3      51.266666 50.3      50.266666 50.233334 49.6
 50.033333 50.733334 50.7      49.       47.466667 46.233334 46.5
 46.466667 47.066666 47.733334 47.533333 47.       47.6      47.566666
 47.566666 48.1      47.8      46.666668 46.       45.233334 45.433334
 44.733334 45.233334 45.533333 45.133335 44.033333 43.6      42.933334
 42.933334 43.533333 44.633335 44.3      43.7      43.333332 42.8
 42.4      42.4      41.933334 41.566666 41.566666 41.566666 40.7
 40.633335]",-0.9001636103495813,150.6722952729278,0.2607543773454377
198,5,0.01,7,opinion-timeseries,dem,"[56.       56.       56.       54.266666 53.333332 53.333332 53.333332
 53.9      53.9      53.566666 52.633335 51.9      51.333332 51.333332
 50.366665 50.366665 49.966667 49.966667 49.4      49.033333 48.066666
 48.066666 47.866665 46.4      45.333332 44.366665 43.633335 43.633335
 43.3      43.3      43.3      43.3      43.3      43.3      42.766666
 43.3      43.3      43.833332 43.833332 43.833332 43.833332 43.766666
 42.7      42.233334 42.233334 43.533333 45.133335 46.133335 47.3
 46.866665 46.9      46.1      45.       44.033333 44.533333 44.533333
 44.533333 44.266666 44.266666 44.266666 44.166668 44.066666 44.066666
 43.566666]",-0.8728581056896122,349.20991002112976,0.4631685372275237
199,5,0.01,7,opinion-timeseries,mod,"[39.       39.6      40.166668 38.833332 38.4      38.333332 38.333332
 38.333332 38.8      39.2      38.866665 38.833332 38.8      38.8
 37.733334 37.4      37.1      37.1      36.7      36.5      35.6
 36.433334 36.866665 36.166668 35.6      34.866665 34.       34.733334
 34.733334 35.233334 35.966667 36.433334 36.966667 37.466667 36.966667
 37.6      38.166668 38.4      37.9      37.4      37.1      37.1
 36.766666 37.333332 37.666668 38.166668 38.833332 39.566666 39.133335
 38.7      39.3      39.4      38.633335 37.9      37.666668 37.433334
 37.4      37.2      36.933334 36.933334 37.266666 37.366665 36.633335
 36.2     ]",-0.41917114519249715,302.36626488316995,0.48488352823300584
200,5,0.01,7,opinion-timeseries,rep,"[49.       50.466667 50.9      49.1      49.1      48.466667 47.833332
 47.333332 48.066666 48.366665 47.233334 47.166668 47.166668 47.
 47.       46.633335 46.6      45.666668 45.633335 45.633335 45.3
 45.733334 46.266666 46.233334 44.733334 42.966667 41.666668 42.266666
 42.233334 42.833332 43.7      43.4      43.433334 44.033333 43.966667
 44.       44.333332 43.9      43.066666 42.233334 41.333332 41.8
 41.366665 41.866665 42.233334 41.733334 41.1      40.733334 39.766666
 39.733334 40.433334 41.833332 41.4      40.8      40.533333 40.4
 40.       39.966667 39.566666 39.566666 39.533333 39.566666 38.766666
 38.6     ]",-0.8954068540955534,173.80153684574452,0.3039889875070803
201,5,0.01,8,opinion-timeseries,dem,"[68.       68.       68.       66.066666 65.4      65.4      65.4
 66.03333  66.03333  65.46667  63.866665 63.166668 62.5      62.5
 61.3      61.3      60.433334 60.433334 60.066666 59.433334 58.333332
 58.333332 57.8      56.6      55.4      54.466667 53.533333 53.533333
 52.966667 52.966667 52.966667 52.966667 52.966667 52.966667 52.533333
 53.133335 53.133335 53.4      53.4      53.4      53.4      53.333332
 52.333332 51.766666 51.766666 52.766666 54.033333 54.833332 55.533333
 54.933334 54.9      53.8      52.833332 51.766666 52.266666 52.266666
 52.266666 51.8      51.8      51.8      51.866665 51.666668 51.666668
 51.1     ]",-0.9251627777021167,278.64718067827806,0.35243087980242094
202,5,0.01,8,opinion-timeseries,mod,"[41.       41.433334 41.766666 40.566666 40.033333 40.033333 40.033333
 40.033333 40.5      40.566666 39.833332 39.833332 39.8      39.8
 38.7      38.366665 37.9      37.9      37.533333 37.233334 36.066666
 36.933334 37.633335 36.8      35.933334 35.333332 34.7      35.366665
 35.266666 35.966667 36.533333 37.133335 37.6      38.1      37.766666
 38.3      38.833332 38.933334 38.566666 38.233334 37.766666 38.1
 37.733334 38.233334 38.733334 39.8      40.8      41.7      41.5
 41.2      41.7      41.833332 40.966667 40.       39.466667 39.1
 39.1      38.766666 38.266666 38.266666 38.4      38.533333 37.9
 37.633335]",-0.36325238724060616,293.30494220719726,0.46806218477723616
203,5,0.01,8,opinion-timeseries,rep,"[43.       44.1      44.866665 43.433334 43.433334 42.4      42.133335
 41.8      42.5      42.933334 42.233334 42.233334 42.233334 41.766666
 41.766666 41.366665 41.366665 40.4      40.4      40.4      39.966667
 40.6      41.166668 41.133335 40.066666 38.866665 37.7      38.4
 38.333332 38.833332 39.533333 39.233334 38.766666 39.2      39.2
 39.2      39.633335 39.133335 38.4      37.666668 36.8      37.633335
 37.333332 37.733334 38.033333 37.533333 37.2      37.       36.366665
 36.333332 36.933334 38.133335 37.866665 37.633335 37.266666 36.966667
 36.7      36.7      36.466667 36.2      36.233334 36.266666 35.533333
 35.533333]",-0.8891987058812341,204.2634649943813,0.3662771701151332
204,5,0.01,9,opinion-timeseries,dem,"[73.       73.       73.       71.066666 69.86667  69.86667  69.86667
 70.13333  70.13333  69.26667  67.9      66.96667  66.46667  66.46667
 64.96667  64.96667  64.5      64.5      63.9      63.233334 61.966667
 61.966667 60.866665 59.7      58.4      56.866665 55.9      55.9
 55.266666 55.266666 55.266666 55.266666 55.266666 55.266666 54.8
 55.233334 55.233334 55.533333 55.533333 55.533333 55.533333 55.366665
 54.466667 53.9      53.9      54.933334 55.666668 56.6      57.533333
 56.9      56.9      55.766666 54.5      53.466667 54.1      54.1
 54.1      53.433334 53.433334 53.433334 53.166668 53.066666 53.066666
 52.333332]",-0.932607635130518,261.72784190072434,0.3255262381342105
205,5,0.01,9,opinion-timeseries,mod,"[38.       38.533333 39.       37.666668 37.4      37.4      37.4
 37.4      38.233334 38.4      37.966667 37.933334 37.866665 37.866665
 36.9      36.6      36.133335 36.133335 35.8      35.5      34.3
 35.1      35.733334 34.866665 34.266666 33.566666 32.966667 33.833332
 33.833332 34.633335 35.4      35.933334 36.733334 37.166668 36.6
 37.266666 37.766666 38.2      37.7      37.433334 36.9      37.266666
 37.1      37.666668 37.933334 39.333332 39.833332 40.6      40.333332
 39.866665 40.833332 40.8      39.7      38.966667 38.6      38.233334
 38.2      37.7      37.233334 37.233334 37.4      37.866665 37.1
 36.466667]",-0.06178939183893532,303.6985623956952,0.4891792427871736
206,5,0.01,9,opinion-timeseries,rep,"[54.       55.2      55.5      53.5      53.5      52.3      51.933334
 51.333332 51.933334 52.366665 51.066666 51.033333 51.033333 50.466667
 50.4      49.9      49.9      49.266666 49.266666 49.233334 48.833332
 49.266666 49.8      49.733334 48.533333 47.       45.433334 45.8
 45.733334 45.966667 46.2      46.133335 45.633335 46.133335 46.133335
 46.133335 46.766666 46.266666 45.466667 44.666668 44.033333 44.466667
 43.9      44.666668 44.933334 43.966667 43.366665 42.633335 41.733334
 41.733334 42.366665 43.333332 42.866665 42.433334 41.933334 41.5
 40.9      40.9      40.466667 39.933334 39.933334 39.866665 38.866665
 38.866665]",-0.8991854908778472,158.91913751602803,0.274675616247931
207,5,0.05,0,opinion-timeseries,dem,"[57.       57.       57.       48.766666 46.366665 46.366665 46.366665
 49.4      49.4      47.133335 42.833332 40.5      38.766666 38.766666
 35.433334 35.433334 33.3      33.3      31.333334 29.366667 26.2
 26.2      27.166666 24.2      21.766666 19.9      18.133333 18.133333
 17.133333 17.133333 17.133333 17.133333 17.133333 17.133333 16.6
 20.9      20.9      25.5      25.5      25.5      25.5      27.833334
 25.533333 23.9      23.9      31.1      37.266666 43.6      49.566666
 46.666668 47.166668 42.933334 38.733334 34.766666 37.933334 37.933334
 37.933334 35.933334 35.933334 35.933334 37.2      38.1      38.1
 36.433334]",-0.44961338983726196,462.04524832777116,0.6118794890340447
208,5,0.05,0,opinion-timeseries,mod,"[36.       39.9      42.466667 37.533333 35.666668 35.366665 35.2
 35.633335 39.166668 40.633335 38.166668 37.933334 37.7      37.5
 33.933334 32.166668 30.466667 30.333334 28.666666 27.366667 23.533333
 27.433332 32.3      28.933332 25.5      23.266666 20.9      25.166666
 24.833334 28.4      31.7      34.966667 38.166668 41.433334 39.466667
 42.366665 45.2      46.2      43.333332 41.133335 39.1      41.1
 38.633335 41.466667 41.966667 46.2      48.866665 52.333332 50.366665
 48.066666 51.266666 51.4      45.966667 41.5      39.6      37.5
 37.4      35.233334 32.833332 32.7      34.433334 35.566666 32.133335
 30.8     ]",0.04935981313626109,310.77203386461383,0.4945030402681932
209,5,0.05,0,opinion-timeseries,rep,"[38.       44.433334 46.6      38.666668 38.333332 34.9      33.333332
 32.633335 35.9      38.833332 34.9      34.433334 34.3      32.733334
 32.2      30.9      30.633333 27.633333 27.5      27.066668 25.266666
 28.966667 32.366665 31.7      26.5      22.566668 18.833334 22.666666
 22.266666 26.066668 29.7      30.366667 30.766666 33.933334 33.7
 34.433334 37.666668 36.233334 32.833332 30.566668 27.266666 31.533333
 29.366667 33.333332 35.366665 33.3      32.8      32.       30.666666
 30.5      33.733334 39.8      36.866665 34.433334 33.433334 32.
 30.2      29.766666 28.5      26.9      27.433332 27.6      24.933332
 24.733334]",-0.47362434775915535,265.17308317560077,0.4873928200067741
210,5,0.05,1,opinion-timeseries,dem,"[56.       56.       56.       48.827587 46.206898 46.206898 46.206898
 48.86207  48.86207  46.517242 42.24138  39.931034 38.206898 38.206898
 35.13793  35.13793  32.655174 32.655174 31.068966 29.586206 26.551723
 26.551723 28.551723 25.62069  22.413794 20.413794 18.275862 18.275862
 17.37931  17.37931  17.37931  17.37931  17.37931  17.37931  16.586206
 20.724138 20.724138 24.275862 24.275862 24.275862 24.275862 26.551723
 24.51724  23.275862 23.275862 31.068966 36.86207  43.       48.75862
 46.724136 46.551723 42.482758 38.275864 34.310345 37.724136 37.724136
 37.724136 36.103447 36.103447 36.103447 37.517242 38.724136 38.724136
 36.827587]",-0.4480305046434902,463.2773959390903,0.6144281229570441
211,5,0.05,1,opinion-timeseries,mod,"[50.       52.551723 55.068966 46.       43.793102 43.448277 43.310345
 43.75862  46.13793  46.517242 43.96552  43.482758 43.206898 43.206898
 39.310345 37.482758 35.689655 35.517242 33.551723 31.965517 27.551723
 30.896551 35.793102 32.517242 29.241379 25.827587 22.62069  26.51724
 26.241379 29.827587 32.724136 36.206898 39.24138  41.75862  39.517242
 42.24138  45.068966 45.37931  43.24138  40.96552  39.068966 41.03448
 38.58621  41.344826 41.793102 45.931034 49.310345 52.62069  50.172413
 47.58621  50.86207  50.41379  45.275864 41.       39.482758 37.517242
 37.344826 35.793102 34.206898 34.13793  35.724136 37.58621  34.482758
 32.96552 ]",-0.38503033447571,294.5323546329767,0.451648172495816
212,5,0.05,1,opinion-timeseries,rep,"[51.       55.448277 57.793102 48.       47.58621  42.62069  40.344826
 38.931034 41.827587 44.24138  39.068966 38.58621  38.206898 36.41379
 35.551723 33.896553 33.689655 30.068966 29.827587 29.51724  27.275862
 30.862068 34.448277 34.       29.034483 24.655172 21.       24.51724
 24.206896 27.689655 31.37931  31.62069  32.24138  35.344826 34.896553
 35.517242 38.655174 37.       33.689655 30.344828 26.655172 31.206896
 29.034483 31.931034 33.103447 33.172413 33.517242 32.793102 30.275862
 30.068966 34.03448  38.827587 36.62069  33.896553 33.37931  31.965517
 30.551723 30.206896 28.413794 26.758621 27.344828 28.034483 25.37931
 25.103449]",-0.7622274696968117,256.3221745106149,0.46468002143424636
213,5,0.05,2,opinion-timeseries,dem,"[65.       65.       65.       56.4      54.133335 54.133335 54.133335
 55.9      55.9      53.2      48.266666 45.933334 43.766666 43.766666
 38.8      38.8      36.6      36.6      34.866665 33.233334 29.766666
 29.766666 30.2      27.6      25.166666 22.5      20.3      20.3
 19.266666 19.266666 19.266666 19.266666 19.266666 19.266666 18.5
 22.3      22.3      26.666666 26.666666 26.666666 26.666666 29.3
 26.7      25.4      25.4      32.266666 39.066666 45.133335 50.266666
 47.8      47.6      43.366665 39.533333 36.266666 38.733334 38.733334
 38.733334 36.833332 36.833332 36.833332 38.133335 38.7      38.7
 36.766666]",-0.5798079408239624,444.940139717406,0.5766342026383272
214,5,0.05,2,opinion-timeseries,mod,"[32.       35.933334 39.333332 34.166668 32.6      32.533333 32.433334
 32.666668 35.7      36.733334 34.366665 34.233334 33.833332 33.666668
 30.133333 28.5      27.066668 26.933332 25.866667 24.433332 21.033333
 24.966667 29.9      26.733334 24.133333 22.       19.466667 23.266666
 23.133333 26.9      30.333334 33.366665 36.333332 38.9      37.166668
 40.633335 43.7      45.133335 42.366665 39.8      37.733334 39.333332
 37.1      39.566666 40.533333 44.366665 47.933334 49.966667 46.933334
 44.533333 48.1      47.666668 43.233334 39.2      37.333332 35.666668
 35.566666 33.6      31.966667 31.866667 34.1      36.266666 33.
 31.666666]",0.12049582256796428,326.9321510397165,0.5260799094386526
215,5,0.05,2,opinion-timeseries,rep,"[55.       59.333332 61.733334 51.766666 51.266666 46.233334 43.666668
 41.533333 44.1      46.433334 41.266666 40.833332 40.233334 38.633335
 37.5      35.233334 34.866665 31.066668 30.766666 30.333334 28.
 31.366667 34.566666 34.1      29.       24.033333 20.066668 23.3
 23.166666 27.366667 31.066668 32.066666 32.733334 36.266666 35.966667
 36.6      39.833332 38.566666 35.066666 31.566668 28.5      33.033333
 31.       33.6      35.366665 33.633335 33.466667 32.666668 30.766666
 30.466667 33.9      39.4      36.733334 34.233334 32.533333 30.766666
 29.4      29.1      27.766666 26.166666 26.733334 27.2      24.666666
 24.466667]",-0.7906779467781804,253.94495490140204,0.45933072575517814
216,5,0.05,3,opinion-timeseries,dem,"[63.       63.       63.       54.366665 51.5      51.5      51.5
 54.       54.       51.233334 46.633335 44.066666 41.966667 41.966667
 37.533333 37.533333 35.633335 35.633335 34.033333 32.733334 29.7
 29.7      29.666666 26.6      24.366667 21.866667 19.866667 19.866667
 18.8      18.8      18.8      18.8      18.8      18.8      17.7
 21.866667 21.866667 25.733334 25.733334 25.733334 25.733334 27.966667
 25.5      24.333334 24.333334 32.233334 38.366665 44.133335 49.133335
 47.166668 46.966667 42.166668 38.266666 34.4      37.2      37.2
 37.2      35.4      35.4      35.4      36.1      37.533333 37.533333
 35.466667]",-0.5762758294083423,452.5313490555644,0.590226890378575
217,5,0.05,3,opinion-timeseries,mod,"[42.       44.7      47.7      40.6      38.333332 38.166668 38.1
 38.566666 41.9      42.366665 40.066666 39.566666 39.333332 39.166668
 35.233334 33.333332 31.666666 31.433332 30.066668 28.5      24.033333
 27.7      31.266666 28.1      25.       22.133333 20.1      24.333334
 24.133333 27.666666 32.033333 35.433334 38.366665 41.633335 39.666668
 42.666668 45.533333 46.166668 43.766666 41.5      39.7      41.033333
 38.166668 40.6      41.3      45.033333 47.933334 50.433334 46.566666
 44.133335 47.1      47.133335 41.9      38.166668 36.8      35.366665
 35.266666 33.466667 31.7      31.633333 33.233334 34.633335 31.466667
 30.      ]",-0.2121751363616192,313.4100519998542,0.490476670816378
218,5,0.05,3,opinion-timeseries,rep,"[49.       53.766666 56.233334 47.066666 46.733334 42.1      39.966667
 38.566666 41.9      44.433334 38.966667 38.5      38.266666 36.266666
 35.5      33.9      33.4      29.533333 29.266666 28.866667 26.866667
 30.433332 33.7      32.9      28.       24.066668 20.666666 24.466667
 24.233334 27.533333 31.233334 31.5      31.466667 35.166668 34.533333
 35.033333 38.566666 37.       33.066666 29.266666 26.4      30.5
 28.366667 31.766666 33.333332 32.333332 31.866667 31.066668 29.266666
 28.833334 32.8      38.7      35.766666 33.266666 32.166668 30.533333
 29.466667 29.133333 27.866667 26.566668 26.833334 27.366667 24.866667
 24.566668]",-0.7633449851591912,260.3160315268331,0.470708312274625
219,5,0.05,4,opinion-timeseries,dem,"[69.       69.       69.       59.172413 56.172413 56.172413 56.172413
 58.344826 58.344826 55.275864 49.689655 46.724136 44.24138  44.24138
 39.827587 39.827587 37.86207  37.86207  36.13793  34.       30.275862
 30.275862 29.965517 27.37931  24.689655 22.344828 19.51724  19.51724
 18.344828 18.344828 18.344828 18.344828 18.344828 18.344828 17.62069
 22.448277 22.448277 26.37931  26.37931  26.37931  26.37931  29.241379
 26.689655 25.37931  25.37931  31.896551 37.482758 43.41379  49.24138
 47.       47.482758 42.37931  38.13793  34.       37.       37.
 37.       35.41379  35.41379  35.41379  37.03448  38.58621  38.58621
 37.172413]",-0.632912145788567,447.3085697382144,0.5759665300371094
220,5,0.05,4,opinion-timeseries,mod,"[50.       52.517242 54.517242 45.96552  43.689655 43.41379  43.344826
 43.86207  46.689655 47.310345 44.551723 44.344826 43.96552  43.896553
 39.068966 37.13793  35.310345 35.03448  33.482758 32.068966 27.931034
 31.37931  35.75862  32.13793  29.068966 25.62069  22.758621 26.448277
 26.068966 29.758621 33.24138  36.724136 39.24138  42.344826 40.62069
 43.41379  46.206898 46.793102 44.62069  42.344826 39.896553 40.793102
 38.206898 41.37931  42.103447 45.344826 48.37931  50.655174 48.931034
 47.103447 49.62069  48.827587 44.206898 39.827587 38.62069  36.448277
 36.344826 34.482758 32.62069  32.517242 33.689655 35.793102 33.03448
 31.51724 ]",-0.4173124466294851,296.54770379623625,0.4535962190877868
221,5,0.05,4,opinion-timeseries,rep,"[42.       47.896553 50.86207  41.96552  41.551723 37.689655 35.86207
 34.551723 38.310345 40.75862  35.172413 34.655174 34.344826 32.551723
 31.965517 29.965517 29.758621 27.206896 27.034483 26.655172 24.827587
 28.758621 32.62069  32.068966 27.103449 23.51724  19.689655 23.103449
 22.758621 26.758621 29.827587 30.068966 31.827587 35.58621  35.344826
 36.03448  39.310345 37.827587 34.344826 31.172413 27.931034 31.827587
 29.655172 32.62069  34.482758 34.551723 34.172413 34.24138  31.827587
 31.586206 35.24138  41.103447 38.482758 35.827587 34.275864 32.13793
 30.655172 30.37931  29.37931  27.586206 28.103449 28.241379 25.965517
 25.62069 ]",-0.5201722119391013,259.8974337171573,0.4749929494371519
