,ba_m,complex_spread_ratio,group_homophily,repetition,run,pearson,euclidean,mape
38,3,0.75,0.75,8,18,,202.9532787904568,0.3188056995460064
39,3,0.75,0.75,8,19,,170.63849896760564,0.26629042763811483
40,3,0.75,0.75,8,20,,225.87599657848557,0.3577081465885143
41,3,0.75,0.75,8,21,,170.63849896760564,0.26629042763811483
42,3,0.75,0.75,8,22,,185.90571726781013,0.2870918062812706
43,3,0.75,0.75,8,23,,203.1692562823999,0.30888429821062435
44,3,0.75,0.75,8,24,,203.1692562823999,0.30888429821062435
45,3,0.75,0.75,8,25,,196.24282813400342,0.2993514828157071
46,3,0.75,0.75,8,26,,211.08679824985973,0.32658803663426833
47,3,0.75,0.75,8,27,,170.63849896760564,0.26629042763811483
48,3,0.75,0.75,8,28,,206.27956747628073,0.3157973341833039
49,3,0.75,0.75,8,29,,170.63849896760564,0.26629042763811483
50,3,0.75,0.75,9,0,,249.0627567067971,0.39312046685797924
51,3,0.75,0.75,9,1,,203.16256835604324,0.31496588071377213
52,3,0.75,0.75,9,2,,188.85383605432446,0.2866278978579453
53,3,0.75,0.75,9,3,,178.61430216126746,0.2683603637376576
54,3,0.75,0.75,9,4,,203.16256835604324,0.31496588071377213
55,3,0.75,0.75,9,5,,178.61430216126746,0.2683603637376576
56,3,0.75,0.75,9,6,,187.590537416124,0.2815547694057858
57,3,0.75,0.75,9,7,,200.38550939380812,0.3066376068380075
58,3,0.75,0.75,9,8,,188.85383605432446,0.2866278978579453
59,3,0.75,0.75,9,9,,188.85383605432446,0.2866278978579453
60,3,0.75,0.75,9,10,,201.18144301821664,0.30386372082360674
61,3,0.75,0.75,9,11,,199.39508930534694,0.3069787248501242
62,3,0.75,0.75,9,12,,190.38388620339416,0.2895564619351075
63,3,0.75,0.75,9,13,,151.25512868839812,0.2264178309294128
64,3,0.75,0.75,9,14,,187.590537416124,0.2815547694057858
65,3,0.75,0.75,9,15,,178.61430216126746,0.2683603637376576
66,3,0.75,0.75,9,16,,187.590537416124,0.2815547694057858
67,3,0.75,0.75,9,17,,187.95409040626882,0.2912949840246822
68,3,0.75,0.75,9,18,,203.16256835604324,0.31496588071377213
69,3,0.75,0.75,9,19,,183.06006853436213,0.277526572559744
70,3,0.75,0.75,9,20,,203.16256835604324,0.31496588071377213
71,3,0.75,0.75,9,21,,205.58496492962607,0.3130335457572686
72,3,0.75,0.75,9,22,,188.85383605432446,0.2866278978579453
73,3,0.75,0.75,9,23,,163.7143454062031,0.2557048996803504
74,3,0.75,0.75,9,24,,202.96907588715695,0.3174753074546079
75,3,0.75,0.75,9,25,,218.74236406594562,0.33947294204803463
76,3,0.75,0.75,9,26,,188.85383605432446,0.2866278978579453
77,3,0.75,0.75,9,27,,151.25512868839812,0.2264178309294128
78,3,0.75,0.75,9,28,,151.25512868839812,0.2264178309294128
79,3,0.75,0.75,9,29,,201.18144301821664,0.30386372082360674
80,3,0.9,0.75,7,0,,187.16175174213353,0.2885954556999513
81,3,0.9,0.75,7,1,,182.6709915023918,0.278439972016945
82,3,0.9,0.75,7,2,,191.12176210897746,0.29052338181381837
83,3,0.9,0.75,7,3,,187.16175174213353,0.2885954556999513
84,3,0.9,0.75,7,4,,195.63779928219205,0.29842678726268146
85,3,0.9,0.75,7,5,,190.75037994021702,0.2912272231499598
86,3,0.9,0.75,7,6,,190.51133921336805,0.2885064133256892
87,3,0.9,0.75,7,7,,215.85907161865643,0.334389229493612
88,3,0.9,0.75,7,8,,187.16175174213353,0.2885954556999513
89,3,0.9,0.75,7,9,,154.40645631614663,0.23253239721125005
90,3,0.9,0.75,7,10,,191.09505216642674,0.2897367749369699
91,3,0.9,0.75,7,11,,191.12176210897746,0.29052338181381837
92,3,0.9,0.75,7,12,,187.16175174213353,0.2885954556999513
93,3,0.9,0.75,7,13,,178.24374334594992,0.2707175898211109
94,3,0.9,0.75,7,14,,191.12176210897746,0.29052338181381837
95,3,0.9,0.75,7,15,,187.16175174213353,0.2885954556999513
96,3,0.9,0.75,7,16,,190.51133921336805,0.2885064133256892
97,3,0.9,0.75,7,17,,170.55458327489146,0.25879527519673867
98,3,0.9,0.75,7,18,,185.6425987702108,0.27789144091481616
99,3,0.9,0.75,7,19,,208.182695440387,0.31809644132846
100,3,0.9,0.75,7,20,,190.51133921336805,0.2885064133256892
101,3,0.9,0.75,7,21,,193.24740309645608,0.2984453484033158
102,3,0.9,0.75,7,22,,262.2790983921722,0.4235341741641057
103,3,0.9,0.75,7,23,,190.51133921336805,0.2885064133256892
104,3,0.9,0.75,7,24,,187.16175174213353,0.2885954556999513
105,3,0.9,0.75,7,25,,190.51133921336805,0.2885064133256892
106,3,0.9,0.75,7,26,,200.83046833992418,0.3083471611996737
107,3,0.9,0.75,7,27,,193.24740309645608,0.2984453484033158
108,3,0.9,0.75,7,28,,187.16175174213353,0.2885954556999513
109,3,0.9,0.75,7,29,,191.12176210897746,0.29052338181381837
110,3,0.9,0.75,8,0,,186.528649957338,0.2810558681068282
111,3,0.9,0.75,8,1,,190.96154806508682,0.29164767936548475
112,3,0.9,0.75,8,2,,195.963459470606,0.2967431931861678
113,3,0.9,0.75,8,3,,218.17175045406228,0.3396796411554772
114,3,0.9,0.75,8,4,,190.96154806508682,0.29164767936548475
115,3,0.9,0.75,8,5,,190.96154806508682,0.29164767936548475
116,3,0.9,0.75,8,6,,203.32647288758392,0.31134083097604887
117,3,0.9,0.75,8,7,,195.65307263700524,0.3070985246808798
118,3,0.9,0.75,8,8,,211.23402806029432,0.3245106450279229
119,3,0.9,0.75,8,9,,203.72878227133916,0.30934892114746676
120,3,0.9,0.75,8,10,,190.96154806508682,0.29164767936548475
121,3,0.9,0.75,8,11,,190.96154806508682,0.29164767936548475
122,3,0.9,0.75,8,12,,218.17175045406228,0.3396796411554772
123,3,0.9,0.75,8,13,,177.03760347571574,0.269037720033173
124,3,0.9,0.75,8,14,,218.17175045406228,0.3396796411554772
125,3,0.9,0.75,8,15,,207.99911204341467,0.32008161512245886
126,3,0.9,0.75,8,16,,195.963459470606,0.2967431931861678
127,3,0.9,0.75,8,17,,207.99911204341467,0.32008161512245886
128,3,0.9,0.75,8,18,,203.48311928325643,0.3138058704618129
129,3,0.9,0.75,8,19,,218.17175045406228,0.3396796411554772
130,3,0.9,0.75,8,20,,190.66657812578515,0.2938784648732439
131,3,0.9,0.75,8,21,,185.38070330324982,0.2826870030011857
132,3,0.9,0.75,8,22,,203.48311928325643,0.3138058704618129
133,3,0.9,0.75,8,23,,188.69252162912684,0.29419739376030335
134,3,0.9,0.75,8,24,,195.963459470606,0.2967431931861678
135,3,0.9,0.75,8,25,,203.48311928325643,0.3138058704618129
136,3,0.9,0.75,8,26,,203.48311928325643,0.3138058704618129
137,3,0.9,0.75,8,27,,195.963459470606,0.2967431931861678
138,3,0.9,0.75,8,28,,167.9018374780862,0.25197004810437307
139,3,0.9,0.75,8,29,,197.04316645259746,0.30186804380081744
140,3,0.9,0.75,9,0,,216.13383660861928,0.3269990745998937
141,3,0.9,0.75,9,1,,159.28074820823994,0.23446210202246334
142,3,0.9,0.75,9,2,,166.37033376385293,0.2577320077675243
143,3,0.9,0.75,9,3,,218.23864593647167,0.3383491492427466
144,3,0.9,0.75,9,4,,199.24635441800692,0.3056820388550814
145,3,0.9,0.75,9,5,,199.24635441800692,0.3056820388550814
146,3,0.9,0.75,9,6,,199.24635441800692,0.3056820388550814
147,3,0.9,0.75,9,7,,199.24635441800692,0.3056820388550814
148,3,0.9,0.75,9,8,,186.28394417093259,0.28206101432787334
149,3,0.9,0.75,9,9,,191.9548189126807,0.2851726885540478
150,3,0.9,0.75,9,10,,202.91074217931268,0.3149275727839726
151,3,0.9,0.75,9,11,,223.751125019456,0.3430595458206546
152,3,0.9,0.75,9,12,,202.91074217931268,0.3149275727839726
153,3,0.9,0.75,9,13,,199.24635441800692,0.3056820388550814
154,3,0.9,0.75,9,14,,199.24635441800692,0.3056820388550814
155,3,0.9,0.75,9,15,,202.91074217931268,0.3149275727839726
156,3,0.9,0.75,9,16,,180.17606425964746,0.27557754672538143
157,3,0.9,0.75,9,17,,199.24635441800692,0.3056820388550814
158,3,0.9,0.75,9,18,,166.37033376385293,0.2577320077675243
159,3,0.9,0.75,9,19,,191.9548189126807,0.2851726885540478
160,3,0.9,0.75,9,20,,168.79750203096845,0.25985072176421914
161,3,0.9,0.75,9,21,,215.62698134268166,0.3390156552026946
162,3,0.9,0.75,9,22,,202.91074217931268,0.3149275727839726
163,3,0.9,0.75,9,23,,180.17606425964746,0.27557754672538143
164,3,0.9,0.75,9,24,,195.50807265250378,0.3082621398583892
165,3,0.9,0.75,9,25,,166.37033376385293,0.2577320077675243
166,3,0.9,0.75,9,26,,191.9548189126807,0.2851726885540478
167,3,0.9,0.75,9,27,,190.93682758326338,0.2950745730988075
168,3,0.9,0.75,9,28,,159.28074820823994,0.23446210202246334
169,3,0.9,0.75,9,29,,199.24635441800692,0.3056820388550814
170,3,0.9,0.75,0,0,,193.2371331814943,0.2941156740711161
171,3,0.9,0.75,0,1,,193.2371331814943,0.2941156740711161
172,3,0.9,0.75,0,2,,193.2371331814943,0.2941156740711161
173,3,0.9,0.75,0,3,,193.2371331814943,0.2941156740711161
174,3,0.9,0.75,0,4,,208.47857125619203,0.3221820228825939
175,3,0.9,0.75,0,5,,182.83148081604773,0.2781201194711138
176,3,0.9,0.75,0,6,,203.2143162492483,0.3120307257180179
177,3,0.9,0.75,0,7,,208.47857125619203,0.3221820228825939
178,3,0.9,0.75,0,8,,162.1893047606978,0.24295771440471114
179,3,0.9,0.75,0,9,,244.13213230764532,0.3908095193837064
180,3,0.9,0.75,0,10,,208.47857125619203,0.3221820228825939
181,3,0.9,0.75,0,11,,193.14899928641807,0.29734595231263156
182,3,0.9,0.75,0,12,,208.47857125619203,0.3221820228825939
183,3,0.9,0.75,0,13,,186.28394417093259,0.28206101432787334
184,3,0.9,0.75,0,14,,228.53678259828166,0.36340821820327474
185,3,0.9,0.75,0,15,,193.2371331814943,0.2941156740711161
186,3,0.9,0.75,0,16,,241.49573755006898,0.3800100544527525
187,3,0.9,0.75,0,17,,211.42906581276452,0.32414449436659937
188,3,0.9,0.75,0,18,,182.83148081604773,0.2781201194711138
189,3,0.9,0.75,0,19,,244.13213230764532,0.3908095193837064
190,3,0.9,0.75,0,20,,193.2371331814943,0.2941156740711161
191,3,0.9,0.75,0,21,,170.65831500942767,0.2599462754393456
192,3,0.9,0.75,0,22,,182.83148081604773,0.2781201194711138
193,3,0.9,0.75,0,23,,170.65831500942767,0.2599462754393456
194,3,0.9,0.75,0,24,,182.83148081604773,0.2781201194711138
195,3,0.9,0.75,0,25,,221.61868664380802,0.3505274417285497
196,3,0.9,0.75,0,26,,208.69842374875077,0.3320011667996543
197,3,0.9,0.75,0,27,,208.43469434153985,0.325057946495146
198,3,0.9,0.75,0,28,,170.65831500942767,0.2599462754393456
199,3,0.9,0.75,1,0,,208.10438517750856,0.3183287582728511
200,3,0.9,0.75,1,1,,190.2597841570919,0.2902936079465896
201,3,0.9,0.75,1,2,,205.79440124694545,0.3249865970319326
202,3,0.9,0.75,1,3,,192.7770111226042,0.29766459656624383
203,3,0.9,0.75,1,4,,190.38972204607828,0.2946254432770023
204,3,0.9,0.75,1,5,,185.81146907401543,0.2821003776980536
205,3,0.9,0.75,1,6,,207.3191597701466,0.3185623641674084
206,3,0.9,0.75,1,7,,203.34891049427958,0.32157071374446766
207,3,0.9,0.75,1,8,,190.38972204607828,0.2946254432770023
208,3,0.9,0.75,1,9,,216.2303986309903,0.3356517502452259
209,3,0.9,0.75,1,10,,187.76614241347102,0.2889591636562461
210,3,0.9,0.75,1,11,,190.38972204607828,0.2946254432770023
211,3,0.9,0.75,1,12,,203.34891049427958,0.32157071374446766
212,3,0.9,0.75,1,13,,207.3191597701466,0.3185623641674084
213,3,0.9,0.75,1,14,,203.16256835604324,0.31496588071377213
214,3,0.9,0.75,1,15,,181.1683521787743,0.2713540335140327
215,3,0.9,0.75,1,16,,190.38972204607828,0.2946254432770023
216,3,0.9,0.75,1,17,,190.38972204607828,0.2946254432770023
217,3,0.9,0.75,1,18,,192.7770111226042,0.29766459656624383
218,3,0.9,0.75,1,19,,218.63281595027743,0.35090716857578075
219,3,0.9,0.75,1,20,,208.10438517750856,0.3183287582728511
220,3,0.9,0.75,1,21,,196.53085762269623,0.29542290599951665
221,3,0.9,0.75,1,22,,190.38972204607828,0.2946254432770023
222,3,0.9,0.75,1,23,,187.76614241347102,0.2889591636562461
223,3,0.9,0.75,1,24,,192.7770111226042,0.29766459656624383
224,3,0.9,0.75,1,25,,163.0143070781294,0.24732674867225982
225,3,0.9,0.75,1,26,,183.36971694910733,0.2816296928470983
226,3,0.9,0.75,1,27,,190.38972204607828,0.2946254432770023
227,3,0.9,0.75,2,0,,220.17415188265906,0.33825035431037453
228,3,0.9,0.75,2,1,,213.6530053014443,0.3330010978896687
229,3,0.9,0.75,2,2,,156.51843327084097,0.23824183874530758
230,3,0.9,0.75,2,3,,213.6530053014443,0.3330010978896687
231,3,0.9,0.75,2,4,,159.6121061136512,0.2470153028571871
232,3,0.9,0.75,2,5,,213.6530053014443,0.3330010978896687
233,3,0.9,0.75,2,6,,176.30609793086128,0.2684756370131713
234,3,0.9,0.75,2,7,,187.21271984733517,0.2854009260474749
235,3,0.9,0.75,2,8,,209.76487548363818,0.3191962133132384
236,3,0.9,0.75,2,9,,187.21271984733517,0.2854009260474749
237,3,0.9,0.75,2,10,,213.6530053014443,0.3330010978896687
238,3,0.9,0.75,2,11,,159.6121061136512,0.2470153028571871
239,3,0.9,0.75,2,12,,218.30099221234295,0.33781918467166266
240,3,0.9,0.75,2,13,,158.9527155462544,0.23951073711176699
241,3,0.9,0.75,2,14,,220.17415188265906,0.33825035431037453
242,3,0.9,0.75,2,15,,220.17415188265906,0.33825035431037453
243,3,0.9,0.75,2,16,,203.45478377547389,0.32436062721596076
244,3,0.9,0.75,2,17,,210.5960311390329,0.32490514095829526
245,3,0.9,0.75,2,18,,187.21271984733517,0.2854009260474749
246,3,0.9,0.75,2,19,,187.21271984733517,0.2854009260474749
247,3,0.9,0.75,2,20,,220.17415188265906,0.33825035431037453
248,3,0.9,0.75,2,21,,197.03596503249568,0.3050107052537468
249,3,0.9,0.75,2,22,,206.03702400787085,0.3145902710909306
250,3,0.9,0.75,2,23,,218.30099221234295,0.33781918467166266
251,3,0.9,0.75,2,24,,185.41353874394824,0.288830990560592
252,3,0.9,0.75,2,25,,213.6530053014443,0.3330010978896687
253,3,0.9,0.75,2,26,,213.6530053014443,0.3330010978896687
254,3,0.9,0.75,2,27,,177.03760347571574,0.269037720033173
255,3,0.9,0.75,2,28,,187.21271984733517,0.2854009260474749
256,3,0.9,0.75,2,29,,178.62987707098,0.26914697061450593
257,3,0.9,0.75,3,0,,201.31673673821027,0.3177787898144213
258,3,0.9,0.75,3,1,,189.57336112930759,0.29552446750646344
259,3,0.9,0.75,3,2,,200.44445626129723,0.30988925320061994
260,3,0.9,0.75,3,3,,215.7606841021693,0.34241165566973814
261,3,0.9,0.75,3,4,,175.75646883400853,0.27007110868573186
262,3,0.9,0.75,3,5,,198.42980223922643,0.30403604800810835
263,3,0.9,0.75,3,6,,225.9039856423129,0.35805472779635444
264,3,0.9,0.75,3,7,,155.38788158530846,0.23341475795097497
265,3,0.9,0.75,3,8,,218.52238031544664,0.33793718920244437
266,3,0.9,0.75,3,9,,218.52238031544664,0.33793718920244437
267,3,0.9,0.75,3,10,,208.0079318257274,0.3237869960692109
268,3,0.9,0.75,3,11,,210.83536475271524,0.3291028167056634
269,3,0.9,0.75,3,12,,201.31673673821027,0.3177787898144213
270,3,0.9,0.75,3,13,,201.31673673821027,0.3177787898144213
271,3,0.9,0.75,3,14,,180.57636239433705,0.27139339688421293
272,3,0.9,0.75,3,15,,201.31673673821027,0.3177787898144213
273,3,0.9,0.75,3,16,,193.35282790016745,0.3067101341813922
274,3,0.9,0.75,3,17,,210.83536475271524,0.3291028167056634
275,3,0.9,0.75,3,18,,201.31673673821027,0.3177787898144213
276,3,0.9,0.75,3,19,,215.7606841021693,0.34241165566973814
277,3,0.9,0.75,3,20,,155.38788158530846,0.23341475795097497
278,3,0.9,0.75,3,21,,225.9039856423129,0.35805472779635444
279,3,0.9,0.75,3,22,,208.0079318257274,0.3237869960692109
280,3,0.9,0.75,3,23,,225.9039856423129,0.35805472779635444
281,3,0.9,0.75,3,24,,155.38788158530846,0.23341475795097497
282,3,0.9,0.75,3,25,,185.75228200274216,0.28083547969642525
283,3,0.9,0.75,3,26,,193.35282790016745,0.3067101341813922
284,3,0.9,0.75,3,27,,218.52238031544664,0.33793718920244437
285,3,0.9,0.75,3,28,,210.93184224770002,0.33006111542689337
286,3,0.9,0.75,3,29,,175.39086268719134,0.2713413971625824
287,3,0.9,0.75,4,0,,198.54591869485185,0.299736862962543
288,3,0.9,0.75,4,1,,193.3957480577313,0.2967401360647875
289,3,0.9,0.75,4,2,,213.16592302242475,0.32947202448836715
290,3,0.9,0.75,4,3,,190.57339950525912,0.2927790687825596
291,3,0.9,0.75,4,4,,241.54379506365626,0.3807966613296008
292,3,0.9,0.75,4,5,,193.2371331814943,0.2941156740711161
293,3,0.9,0.75,4,6,,223.52390680713765,0.34494345257643433
294,3,0.9,0.75,4,7,,163.47401392143794,0.24930149714849492
295,3,0.9,0.75,4,8,,225.96891117962613,0.35806979619983076
296,3,0.9,0.75,4,9,,190.57339950525912,0.2927790687825596
297,3,0.9,0.75,4,10,,193.3957480577313,0.2967401360647875
298,3,0.9,0.75,4,11,,201.18363743988562,0.3063552513710916
299,3,0.9,0.75,4,12,,216.16406193575983,0.33662195203498485
300,3,0.9,0.75,4,13,,193.2371331814943,0.2941156740711161
301,3,0.9,0.75,4,14,,198.57524751992182,0.31430082429479184
302,3,0.9,0.75,4,15,,193.3957480577313,0.2967401360647875
303,3,0.9,0.75,4,16,,210.746336656812,0.3226633248585319
304,3,0.9,0.75,4,17,,193.2371331814943,0.2941156740711161
305,3,0.9,0.75,4,18,,233.95811162665825,0.36478420045041876
306,3,0.9,0.75,4,19,,190.57339950525912,0.2927790687825596
307,3,0.9,0.75,4,20,,213.16592302242475,0.32947202448836715
308,3,0.9,0.75,4,21,,193.2371331814943,0.2941156740711161
309,3,0.9,0.75,4,22,,193.3957480577313,0.2967401360647875
310,3,0.9,0.75,4,23,,180.24859707076303,0.2714672481599502
311,3,0.9,0.75,4,24,,223.52390680713765,0.34494345257643433
312,3,0.9,0.75,4,25,,193.3957480577313,0.2967401360647875
313,3,0.9,0.75,4,26,,213.16592302242475,0.32947202448836715
314,3,0.9,0.75,4,27,,193.3957480577313,0.2967401360647875
315,3,0.9,0.75,4,28,,233.95811162665825,0.36478420045041876
316,3,0.9,0.75,4,29,,178.29236879191276,0.27809229559935433
317,3,0.9,0.75,5,0,,205.5352420164477,0.315335088496476
318,3,0.9,0.75,5,1,,213.39529405601766,0.3383593900048363
319,3,0.9,0.75,5,2,,191.3885183884889,0.2941061425287197
320,3,0.9,0.75,5,3,,211.2763729468993,0.3252972519047712
321,3,0.9,0.75,5,4,,205.5352420164477,0.315335088496476
322,3,0.9,0.75,5,5,,191.3885183884889,0.2941061425287197
323,3,0.9,0.75,5,6,,219.67247653533062,0.3444666661774211
324,3,0.9,0.75,5,7,,191.3885183884889,0.2941061425287197
325,3,0.9,0.75,5,8,,170.2610291438883,0.24811071827719522
326,3,0.9,0.75,5,9,,208.59502625926098,0.3237889547718331
327,3,0.9,0.75,5,10,,228.87473971584959,0.3592331462993439
328,3,0.9,0.75,5,11,,200.6120065255387,0.3066772353110976
329,3,0.9,0.75,5,12,,208.59502625926098,0.3237889547718331
330,3,0.9,0.75,5,13,,195.70406394840518,0.3030906079910795
331,3,0.9,0.75,5,14,,183.944943843324,0.2810768915127028
332,3,0.9,0.75,5,15,,205.5352420164477,0.315335088496476
333,3,0.9,0.75,5,16,,191.3885183884889,0.2941061425287197
334,3,0.9,0.75,5,17,,219.67247653533062,0.3444666661774211
335,3,0.9,0.75,5,18,,163.8633760723949,0.24639410783861967
336,3,0.9,0.75,5,19,,191.3885183884889,0.2941061425287197
337,3,0.9,0.75,5,20,,205.5352420164477,0.315335088496476
338,3,0.9,0.75,5,21,,191.3885183884889,0.2941061425287197
339,3,0.9,0.75,5,22,,195.70406394840518,0.3030906079910795
340,3,0.9,0.75,5,23,,208.59502625926098,0.3237889547718331
341,3,0.9,0.75,5,24,,195.84897726855547,0.29946916447803645
342,3,0.9,0.75,5,25,,208.59502625926098,0.3237889547718331
343,3,0.9,0.75,5,26,,195.70406394840518,0.3030906079910795
344,3,0.9,0.75,5,27,,211.2763729468993,0.3252972519047712
345,3,0.9,0.75,5,28,,225.9953027795333,0.3481167654487205
346,3,0.9,0.75,5,29,,195.49411232809894,0.29675686137410534
347,3,0.9,0.75,6,0,,192.80066389265153,0.2948604914766615
348,3,0.9,0.75,6,1,,192.109342676241,0.2955304305787266
349,3,0.9,0.75,6,2,,190.32650562160862,0.2885781348853892
350,3,0.9,0.75,6,3,,180.68939505803118,0.27596341322634216
351,3,0.9,0.75,6,4,,192.80066389265153,0.2948604914766615
352,3,0.9,0.75,6,5,,135.69629721035207,0.1974306566104064
353,3,0.9,0.75,6,6,,188.3090603087802,0.2854023632264972
354,3,0.9,0.75,6,7,,192.109342676241,0.2955304305787266
355,3,0.9,0.75,6,8,,210.7659068542639,0.3242365386122286
356,3,0.9,0.75,6,9,,196.20626938741142,0.29729732824341704
357,3,0.9,0.75,6,10,,198.16858269307804,0.31398002363106803
358,3,0.9,0.75,6,11,,196.20626938741142,0.29729732824341704
359,3,0.9,0.75,6,12,,183.20305951554008,0.27626859616635335
360,3,0.9,0.75,6,13,,211.23402806029432,0.3245106450279229
361,3,0.9,0.75,6,14,,208.26097412643279,0.3260241964679054
362,3,0.9,0.75,6,15,,196.20626938741142,0.29729732824341704
363,3,0.9,0.75,6,16,,196.20626938741142,0.29729732824341704
364,3,0.9,0.75,6,17,,208.26097412643279,0.3260241964679054
365,3,0.9,0.75,6,18,,196.20626938741142,0.29729732824341704
366,3,0.9,0.75,6,19,,192.80066389265153,0.2948604914766615
367,3,0.9,0.75,6,20,,182.11604365023223,0.2772131883720868
368,3,0.9,0.75,6,21,,168.42772986059666,0.25704668464954755
369,3,0.9,0.75,6,22,,196.20626938741142,0.29729732824341704
370,3,0.9,0.75,6,23,,219.77280248682462,0.3374974658345666
371,3,0.9,0.75,6,24,,208.26097412643279,0.3260241964679054
372,3,0.9,0.75,6,25,,208.26097412643279,0.3260241964679054
373,3,0.9,0.75,6,26,,192.80066389265153,0.2948604914766615
374,3,0.9,0.75,6,27,,218.60161200287197,0.3362855993910559
375,3,0.9,0.75,6,28,,198.16858269307804,0.31398002363106803
376,3,0.9,0.75,6,29,,208.26097412643279,0.3260241964679054
377,5,0.75,0.75,7,0,,224.06205696620046,0.3431704543917524
378,5,0.75,0.75,7,1,,218.64885330959058,0.33773802619360865
379,5,0.75,0.75,7,2,,179.69548358190352,0.27729264187709135
380,5,0.75,0.75,7,3,,180.21562192178283,0.2737216696356212
381,5,0.75,0.75,7,4,,172.7415905874066,0.2596539237755677
382,5,0.75,0.75,7,5,,209.06786399632574,0.31982607983552164
383,5,0.75,0.75,7,6,,205.86209032740973,0.31433450075242403
384,5,0.75,0.75,7,7,,220.9163200169875,0.3452758534033637
385,5,0.75,0.75,7,8,,224.06205696620046,0.3431704543917524
386,5,0.75,0.75,7,9,,179.69548358190352,0.27729264187709135
387,5,0.75,0.75,7,10,,231.19636351750432,0.3584750938764743
388,5,0.75,0.75,7,11,,200.4731501929463,0.3063225546772914
389,5,0.75,0.75,7,12,,197.945801934075,0.30138854548321015
390,5,0.75,0.75,7,13,,172.7415905874066,0.2596539237755677
391,5,0.75,0.75,7,14,,231.19636351750432,0.3584750938764743
392,5,0.75,0.75,7,15,,224.06205696620046,0.3431704543917524
393,5,0.75,0.75,7,16,,179.69548358190352,0.27729264187709135
394,5,0.75,0.75,7,17,,200.4731501929463,0.3063225546772914
395,5,0.75,0.75,7,18,,210.94499822034052,0.32666641269196
396,5,0.75,0.75,7,19,,187.22189001251877,0.2991115124760111
397,5,0.75,0.75,7,20,,158.24933469562825,0.2388863620017451
398,5,0.75,0.75,7,21,,158.24933469562825,0.2388863620017451
399,5,0.75,0.75,7,22,,172.7415905874066,0.2596539237755677
400,5,0.75,0.75,7,23,,236.52552570732033,0.3740227149000021
401,5,0.75,0.75,7,24,,187.22189001251877,0.2991115124760111
402,5,0.75,0.75,7,25,,158.24933469562825,0.2388863620017451
403,5,0.75,0.75,7,26,,226.7577433866859,0.3503387324546577
404,5,0.75,0.75,7,27,,187.22189001251877,0.2991115124760111
405,5,0.75,0.75,7,28,,224.06205696620046,0.3431704543917524
406,5,0.75,0.75,7,29,,224.06205696620046,0.3431704543917524
407,5,0.75,0.75,8,0,,167.8624355704487,0.25829805674497625
408,5,0.75,0.75,8,1,,221.2521944331082,0.3537051809024123
409,5,0.75,0.75,8,2,,221.2521944331082,0.3537051809024123
