,ba_m,complex_spread_ratio,group_homophily,repetition,run,pearson,euclidean,mape
7007,5,0.5,0.25,9,26,-0.10991853811189856,252.4370775580353,0.40853264118647425
7008,5,0.5,0.25,9,27,-0.14807386576520068,251.96950039355434,0.4076000134068414
7009,5,0.5,0.25,9,28,0.09264965418688435,183.24972774967955,0.2815241820937807
7010,5,0.5,0.25,9,29,0.10160678904289992,190.6081148366707,0.28857111143307546
7011,5,0.5,0.25,0,0,-0.1815520387765829,184.8997455458626,0.27387625538616195
7012,5,0.5,0.25,0,1,-0.08048243713893126,179.30774634344868,0.2803071724407849
7013,5,0.5,0.25,0,2,-0.048578814727699295,196.7884672106887,0.304288590969554
7014,5,0.5,0.25,0,3,,197.1455039619744,0.3021077515444122
7015,5,0.5,0.25,0,4,-0.34059010746431423,221.98802336607113,0.34381364837340506
7016,5,0.5,0.25,0,5,-0.3701024308010661,225.0169402030144,0.3483547228226574
7017,5,0.5,0.25,0,6,0.0031470837064681567,171.34155389753565,0.27172143339836513
7018,5,0.5,0.25,0,7,-0.1521790142542036,219.79223872062832,0.34494791091065147
7019,5,0.5,0.25,0,8,0.0900234115340958,146.76646830360212,0.22350233471722117
7020,5,0.5,0.25,0,9,-0.20872562797190367,225.50828589039915,0.3494489974650639
7021,5,0.5,0.25,0,10,-0.010518750794945445,171.32357711704847,0.2715080077191441
7022,5,0.5,0.25,0,11,,197.1455039619744,0.3021077515444122
7023,5,0.5,0.25,0,12,,197.17688938869694,0.3023211772236333
7024,5,0.5,0.25,0,13,-0.3898534901393825,225.04850281861687,0.3485681485018784
7025,5,0.5,0.25,0,14,-0.20872562797190367,225.50828589039915,0.3494489974650639
7026,5,0.5,0.25,0,15,-0.1737827967944476,213.25123889426322,0.34040649403366147
7027,5,0.5,0.25,0,16,-0.022528016911626387,171.3097623333382,0.27129458203992307
7028,5,0.5,0.25,0,17,0.18779950269427229,195.98569835976096,0.31003088781594507
7029,5,0.5,0.25,0,18,-0.33999729591496514,222.10450906194856,0.34399025064522176
7030,5,0.5,0.25,0,19,-0.2284766873102201,225.53984850600162,0.3496624231442849
7031,5,0.5,0.25,0,20,-0.00899788830939722,182.58543957136263,0.2812027749133736
7032,5,0.5,0.25,0,21,0.03777229028510224,244.5044843676376,0.3935077254549957
7033,5,0.5,0.25,0,22,-0.33999729591496514,222.10450906194856,0.34399025064522176
7034,5,0.5,0.25,0,23,-0.1993401580903794,220.87581155567136,0.3527434907542937
7035,5,0.5,0.25,0,24,-0.3597483552532816,222.13607167755106,0.34420367632444276
7036,5,0.5,0.25,0,25,-0.07507017305747928,211.91691777838992,0.3410268326660186
7037,5,0.5,0.25,0,26,-0.2284766873102201,225.53984850600162,0.3496624231442849
7038,5,0.5,0.25,0,27,-0.34059010746431423,221.98802336607113,0.34381364837340506
7039,5,0.5,0.25,0,28,0.2654691802769112,139.34155791294265,0.21024937650103795
7040,5,0.5,0.25,0,29,-0.03681715917470302,174.48981046298252,0.264573457027324
7041,5,0.5,0.25,1,0,-0.043331355993734534,187.06065383757445,0.29421827953358365
7042,5,0.5,0.25,1,1,-0.17329620440819393,213.4882128164561,0.33987368257797934
7043,5,0.5,0.25,1,2,-0.24159411051887433,213.07044881980383,0.3391544804775674
7044,5,0.5,0.25,1,3,0.049193035452012424,221.3408099397814,0.34252107434161255
7045,5,0.5,0.25,1,4,0.08269353787725853,168.78792325954814,0.25668390465807356
7046,5,0.5,0.25,1,5,-0.5699195929443076,211.08166739932912,0.3185244632579451
7047,5,0.5,0.25,1,6,-0.24159411051887433,213.07044881980383,0.3391544804775674
7048,5,0.5,0.25,1,7,0.3718703731674195,149.95838260308506,0.21996011412546793
7049,5,0.5,0.25,1,8,-0.2613344928710999,213.03060779350358,0.3389410547983463
7050,5,0.5,0.25,1,9,0.11656087400675656,195.60046763783058,0.30582966427772973
7051,5,0.5,0.25,1,10,0.07165759506948842,221.354747079033,0.34262136961088535
7052,5,0.5,0.25,1,11,0.049193035452012424,221.3408099397814,0.34252107434161255
7053,5,0.5,0.25,1,12,-0.1831085928367987,213.4959649927332,0.34003532944075293
7054,5,0.5,0.25,1,13,-0.05550787957948498,169.36667417964492,0.26358785064892737
7055,5,0.5,0.25,1,14,-0.24159411051887433,213.07044881980383,0.3391544804775674
7056,5,0.5,0.25,1,15,0.07165759506948842,221.354747079033,0.34262136961088535
7057,5,0.5,0.25,1,16,-0.1028821501730343,211.53099027520685,0.33838180499438386
7058,5,0.5,0.25,1,17,0.04715973647207452,192.32705326632882,0.2946620075192184
7059,5,0.5,0.25,1,18,0.06782114039625303,196.9528199390653,0.30035389467205936
7060,5,0.5,0.25,1,19,-0.09017964753648727,211.2091268400869,0.3307149644654334
7061,5,0.5,0.25,1,20,-0.2613344928710999,213.03060779350358,0.3389410547983463
7062,5,0.5,0.25,1,21,-0.13772598291516205,213.9716099064357,0.3409679572203858
7063,5,0.5,0.25,1,22,-0.020393268511574126,193.51773234383538,0.30172220098165786
7064,5,0.5,0.25,1,23,-0.05886461142132173,145.1688988099376,0.22327723413176848
7065,5,0.5,0.25,1,24,-0.1831085928367987,213.4959649927332,0.34003532944075293
7066,5,0.5,0.25,1,25,-0.5104560114978134,177.26382709816912,0.2728859401247399
7067,5,0.5,0.25,1,26,0.13281371672560044,209.61971647436917,0.3277514032368807
7068,5,0.5,0.25,1,27,-0.24159411051887433,213.07044881980383,0.3391544804775674
7069,5,0.5,0.25,1,28,-0.2613344928710999,213.03060779350358,0.3389410547983463
7070,5,0.5,0.25,2,0,-0.0979310212513738,151.8495733122011,0.23814743110275716
7071,5,0.5,0.25,2,1,-0.02904997472999508,154.4188371955173,0.23829675647305784
7072,5,0.5,0.25,2,2,-0.024245680471924252,194.27998138950272,0.29424686355526825
7073,5,0.5,0.25,2,3,-0.0927610163253334,170.24216272339282,0.26036829847626014
7074,5,0.5,0.25,2,4,-0.024245680471924252,194.27998138950272,0.29424686355526825
7075,5,0.5,0.25,2,5,-0.024245680471924252,194.27998138950272,0.29424686355526825
7076,5,0.5,0.25,2,6,-0.14267548443782208,224.94642889235254,0.3549366236966704
7077,5,0.5,0.25,2,7,-0.0979310212513738,151.8495733122011,0.23814743110275716
7078,5,0.5,0.25,2,8,0.027113251336998805,164.12955751522776,0.2468668963188502
7079,5,0.5,0.25,2,9,-0.3909048282990482,220.75318243481027,0.3411932211728718
7080,5,0.5,0.25,2,10,-0.31828002835290164,190.53760924387208,0.2973240099705803
7081,5,0.5,0.25,2,11,0.09904191562592889,135.63940971155418,0.20456322439582264
7082,5,0.5,0.25,2,12,-0.18555323629110587,171.03431867214786,0.2621212514662942
7083,5,0.5,0.25,2,13,-0.024245680471924252,194.27998138950272,0.29424686355526825
7084,5,0.5,0.25,2,14,0.03510101460308451,185.9981833815872,0.274456804804215
7085,5,0.5,0.25,2,15,-0.10510873409970045,187.63298032382556,0.2959342140716566
7086,5,0.5,0.25,2,16,-0.024245680471924252,194.27998138950272,0.29424686355526825
7087,5,0.5,0.25,2,17,-0.6217759970986994,207.53645296832462,0.3221275467075807
7088,5,0.5,0.25,2,18,-0.024245680471924252,194.27998138950272,0.29424686355526825
7089,5,0.5,0.25,2,19,-0.0749932212342163,193.7760346746837,0.29331423577563537
7090,5,0.5,0.25,2,20,-0.12340157132065237,216.9300805958908,0.33820075946017053
7091,5,0.5,0.25,2,21,-0.0749932212342163,193.7760346746837,0.29331423577563537
7092,5,0.5,0.25,2,22,-0.10810999634119432,208.60483573732958,0.32831061835649156
7093,5,0.5,0.25,2,23,-0.0749932212342163,193.7760346746837,0.29331423577563537
7094,5,0.5,0.25,2,24,-0.0749932212342163,193.7760346746837,0.29331423577563537
7095,5,0.5,0.25,2,25,-0.0979310212513738,151.8495733122011,0.23814743110275716
7096,5,0.5,0.25,2,26,-0.20765843540844697,212.94642025180949,0.33564980226426283
7097,5,0.5,0.25,2,27,-0.0749932212342163,193.7760346746837,0.29331423577563537
7098,5,0.5,0.25,2,28,-0.024245680471924252,194.27998138950272,0.29424686355526825
7099,5,0.5,0.25,2,29,-0.024245680471924252,194.27998138950272,0.29424686355526825
7100,5,0.5,0.25,3,0,-0.00952296267743156,176.3236127905785,0.2679345290074321
7101,5,0.5,0.25,3,1,0.1016565151301385,136.7343015346376,0.19946391521001328
7102,5,0.5,0.25,3,2,-0.12075814572227798,222.71226034722693,0.34933891917629945
7103,5,0.5,0.25,3,3,-0.09574219352946622,162.68665809742885,0.25239420078493485
7104,5,0.5,0.25,3,4,0.1016565151301385,136.7343015346376,0.19946391521001328
7105,5,0.5,0.25,3,5,0.027365521118855745,178.7893333139697,0.2704469075583233
7106,5,0.5,0.25,3,6,-0.276809521883808,256.3909893647547,0.4053477912484289
7107,5,0.5,0.25,3,7,0.13323083589708778,137.1433995510757,0.20039654298964615
7108,5,0.5,0.25,3,8,0.1016565151301385,136.7343015346376,0.19946391521001328
7109,5,0.5,0.25,3,9,0.0385561575294269,158.27894426065598,0.23997609634184003
7110,5,0.5,0.25,3,10,0.067437691574045,208.75373725698532,0.32987133460711743
7111,5,0.5,0.25,3,11,0.1016565151301385,136.7343015346376,0.19946391521001328
7112,5,0.5,0.25,3,12,-0.034132103717623936,205.1499433704846,0.3204301022630787
7113,5,0.5,0.25,3,13,0.2742370661187487,134.34314627047925,0.20384284879171446
7114,5,0.5,0.25,3,14,-0.18846758587489074,222.1669871701846,0.3480435942443591
7115,5,0.5,0.25,3,15,0.024992254445447764,197.31357796327052,0.31164310699387615
7116,5,0.5,0.25,3,16,0.1016565151301385,136.7343015346376,0.19946391521001328
7117,5,0.5,0.25,3,17,-0.10700637045923363,223.98652645108976,0.3589654877398458
7118,5,0.5,0.25,3,18,-0.09020430179126672,207.12226455525192,0.3205315054049082
7119,5,0.5,0.25,3,19,-0.14893468834033374,222.64799926473123,0.348976222023992
7120,5,0.5,0.25,3,20,-0.06232583965658415,196.79349559522123,0.31030511810073363
7121,5,0.5,0.25,3,21,0.13323083589708778,137.1433995510757,0.20039654298964615
7122,5,0.5,0.25,3,22,0.21443145765494467,181.3185437600173,0.2814940365858896
7123,5,0.5,0.25,3,23,0.024992254445447764,197.31357796327052,0.31164310699387615
7124,5,0.5,0.25,3,24,0.1016565151301385,136.7343015346376,0.19946391521001328
7125,5,0.5,0.25,3,25,0.1016565151301385,136.7343015346376,0.19946391521001328
7126,5,0.5,0.25,3,26,0.1016565151301385,136.7343015346376,0.19946391521001328
7127,5,0.5,0.25,3,27,0.2614564120002761,197.81474578132165,0.30324551343518386
7128,5,0.5,0.25,3,28,0.028050462572655227,175.26117931674125,0.26604892209952796
7129,5,0.5,0.25,3,29,0.1016565151301385,136.7343015346376,0.19946391521001328
7130,5,0.5,0.25,4,0,-0.07551029741821251,213.6144328898415,0.3344893169808376
7131,5,0.5,0.25,4,1,-0.23378605435129854,213.2837667798399,0.33475731653902047
7132,5,0.5,0.25,4,2,-0.09424246357988043,179.02523609358335,0.27291656633750194
7133,5,0.5,0.25,4,3,-0.08354898884909161,181.66012714947274,0.28302496745767236
7134,5,0.5,0.25,4,4,-0.05815631806300555,213.63805915508917,0.33470274266005867
7135,5,0.5,0.25,4,5,0.44547135448046266,156.97354230371943,0.24312897072142028
7136,5,0.5,0.25,4,6,-0.07551029741821251,213.6144328898415,0.3344893169808376
7137,5,0.5,0.25,4,7,0.1711600016148108,185.04617316064437,0.28842613832568637
7138,5,0.5,0.25,4,8,-0.08208775030909023,184.2422117191719,0.2767265552683326
7139,5,0.5,0.25,4,9,-0.023728432514361224,214.11815307258038,0.33563537043969166
7140,5,0.5,0.25,4,10,-0.07551029741821251,213.6144328898415,0.3344893169808376
7141,5,0.5,0.25,4,11,0.03863714914858696,164.94341603767188,0.2515964690090408
7142,5,0.5,0.25,4,12,-0.07551029741821251,213.6144328898415,0.3344893169808376
7143,5,0.5,0.25,4,13,-0.1323462338547813,175.0760710466329,0.27640840456290544
7144,5,0.5,0.25,4,14,-0.05815631806300555,213.63805915508917,0.33470274266005867
7145,5,0.5,0.25,4,15,-0.023728432514361224,214.11815307258038,0.33563537043969166
7146,5,0.5,0.25,4,16,-0.023728432514361224,214.11815307258038,0.33563537043969166
7147,5,0.5,0.25,4,17,-0.01913554071147555,163.4410558844334,0.24830312194888263
7148,5,0.5,0.25,4,18,-0.05815631806300555,213.63805915508917,0.33470274266005867
7149,5,0.5,0.25,4,19,-0.06908727656242701,193.81571412400942,0.30688252615644634
7150,5,0.5,0.25,4,20,0.08948972379874338,196.85102554641526,0.3137786111255605
7151,5,0.5,0.25,4,21,0.08913290688923546,154.13435919973932,0.23737532783019602
7152,5,0.5,0.25,4,22,-0.07551029741821251,213.6144328898415,0.3344893169808376
7153,5,0.5,0.25,4,23,-0.07551029741821251,213.6144328898415,0.3344893169808376
7154,5,0.5,0.25,4,24,0.011996461741968112,176.57233237202567,0.2628975473561284
7155,5,0.5,0.25,4,25,-0.08784590446027607,223.782383641098,0.34814115862910744
7156,5,0.5,0.25,4,26,-0.05815631806300555,213.63805915508917,0.33470274266005867
7157,5,0.5,0.25,4,27,-0.07551029741821251,213.6144328898415,0.3344893169808376
7158,5,0.5,0.25,4,28,-0.04108241186956818,214.09452680733273,0.33542194476047066
7159,5,0.5,0.25,4,29,-0.055222156404391244,149.73447929432336,0.23185443826430863
7160,5,0.5,0.25,5,0,-0.10549891119170172,188.30266203615076,0.29543533626734914
7161,5,0.5,0.25,5,1,-0.23293764904325467,189.30586618660485,0.2941440207124036
7162,5,0.5,0.25,5,2,-0.032224954750684355,169.4443754255779,0.25470947492877033
7163,5,0.5,0.25,5,3,-0.15745217542686907,216.32133060249325,0.33537611852487165
7164,5,0.5,0.25,5,4,-0.02220800671260707,169.44344903388085,0.2546091796594976
7165,5,0.5,0.25,5,5,-0.02220800671260707,169.44344903388085,0.2546091796594976
7166,5,0.5,0.25,5,6,0.1500853063011669,151.7905755060628,0.2317145573540349
7167,5,0.5,0.25,5,7,-0.032224954750684355,169.4443754255779,0.25470947492877033
7168,5,0.5,0.25,5,8,0.16535878413222496,188.50887735842934,0.2956510947345118
7169,5,0.5,0.25,5,9,-0.1328872898596776,198.78208677918246,0.3169447285010288
7170,5,0.5,0.25,5,10,-0.032224954750684355,169.4443754255779,0.25470947492877033
7171,5,0.5,0.25,5,11,-0.009522962677431634,188.4711104385409,0.2918408047881042
7172,5,0.5,0.25,5,12,-0.02220800671260707,169.44344903388085,0.2546091796594976
7173,5,0.5,0.25,5,13,-0.032224954750684355,169.4443754255779,0.25470947492877033
7174,5,0.5,0.25,5,14,-0.11127199311881075,185.2545395222203,0.29214361300263647
7175,5,0.5,0.25,5,15,0.4293857582520843,145.33298729652583,0.21788838673742808
7176,5,0.5,0.25,5,16,-0.4955713713615606,250.88779270417345,0.38714037389608064
7177,5,0.5,0.25,5,17,-0.01113421193059024,179.47677365005657,0.27336688436428946
7178,5,0.5,0.25,5,18,0.07460034475109915,186.71539558782123,0.2826704592749271
7179,5,0.5,0.25,5,19,-0.032224954750684355,169.4443754255779,0.25470947492877033
7180,5,0.5,0.25,5,20,-0.02220800671260707,169.44344903388085,0.2546091796594976
7181,5,0.5,0.25,5,21,-0.032224954750684355,169.4443754255779,0.25470947492877033
7182,5,0.5,0.25,5,22,0.0034960760286418626,201.16050563498047,0.30816000638418356
7183,5,0.5,0.25,5,23,-0.032224954750684355,169.4443754255779,0.25470947492877033
7184,5,0.5,0.25,5,24,-0.09571312905476513,177.50855554884808,0.2621222176824095
7185,5,0.5,0.25,5,25,-0.032224954750684355,169.4443754255779,0.25470947492877033
7186,5,0.5,0.25,5,26,-0.06873235600919775,177.39676122343292,0.26190879200318845
7187,5,0.5,0.25,5,27,0.2782110506101727,168.92211233497616,0.2637727790302485
7188,5,0.5,0.25,5,28,-0.02220800671260707,169.44344903388085,0.2546091796594976
7189,5,0.5,0.25,5,29,-0.032224954750684355,169.4443754255779,0.25470947492877033
7190,5,0.5,0.25,6,0,-0.20801779928567599,187.8273118607044,0.293138403105585
7191,5,0.5,0.25,6,1,-0.052832671006967646,201.95848988362437,0.31226252711732055
7192,5,0.5,0.25,6,2,-0.1011779359935127,201.47623821476125,0.3113298993376877
7193,5,0.5,0.25,6,3,-0.052832671006967646,201.95848988362437,0.31226252711732055
7194,5,0.5,0.25,6,4,-0.3716624814442073,213.38181934390275,0.3281997633086521
7195,5,0.5,0.25,6,5,-0.05465078668993869,202.49088847200036,0.3132345734613043
7196,5,0.5,0.25,6,6,-0.0876447956660535,201.47264947366543,0.31120917862071046
7197,5,0.5,0.25,6,7,-0.1011779359935127,201.47623821476125,0.3113298993376877
7198,5,0.5,0.25,6,8,-0.08959348524212479,213.574173250987,0.32756760500553567
7199,5,0.5,0.25,6,9,-0.0015204353158539963,201.52540306640086,0.3141185271627368
7200,5,0.5,0.25,6,10,0.06963660535536638,169.67752041730748,0.2656567025288708
7201,5,0.5,0.25,6,11,-0.029999789769707186,202.47847324345727,0.31290042706510607
7202,5,0.5,0.25,6,12,0.38060708150478956,206.00435473467758,0.31712342056476794
7203,5,0.5,0.25,6,13,-0.039299530679508456,201.95490114252854,0.31214180640034334
7204,5,0.5,0.25,6,14,-0.06395052759973996,201.96731637107163,0.31247595279654156
7205,5,0.5,0.25,6,15,0.002969013675592954,198.54284882876667,0.30877124027526276
7206,5,0.5,0.25,6,16,0.07562438066832852,135.45951622441825,0.2012312235530084
7207,5,0.5,0.25,6,17,-0.055818389283338744,185.64399041201406,0.28538752950804347
7208,5,0.5,0.25,6,18,-0.029999789769707186,202.47847324345727,0.31290042706510607
7209,5,0.5,0.25,6,19,-0.06395052759973996,201.96731637107163,0.31247595279654156
7210,5,0.5,0.25,6,20,-0.033907329469203495,203.26000576343753,0.3121115948725875
7211,5,0.5,0.25,6,21,-0.10630524070740699,196.1165706619988,0.3084060241617745
7212,5,0.5,0.25,6,22,-0.039299530679508456,201.95490114252854,0.31214180640034334
7213,5,0.5,0.25,6,23,-0.1011779359935127,201.47623821476125,0.3113298993376877
7214,5,0.5,0.25,6,24,0.4331123207687914,180.54889093710054,0.2786042061370658
7215,5,0.5,0.25,6,25,-0.039299530679508456,201.95490114252854,0.31214180640034334
7216,5,0.5,0.25,6,26,-0.22463224935232196,251.3218577781271,0.40851064497415596
7217,5,0.5,0.25,6,27,,205.89381107570037,0.32028463012224817
7218,5,0.5,0.25,6,28,-0.1364080842660258,178.07217063699088,0.27081177672511597
7219,5,0.5,0.25,6,29,-0.052832671006967646,201.95848988362437,0.31226252711732055
7220,5,0.5,0.5,7,0,-0.04263348873321371,161.34272375456797,0.24749630753769444
7221,5,0.5,0.5,7,1,-0.012783464190406102,169.13437756503808,0.2605568859521685
7222,5,0.5,0.5,7,2,-0.01187046556744246,177.403482325275,0.2704155642907735
7223,5,0.5,0.5,7,3,-0.21016309586216653,215.95419867121674,0.3367203293675687
7224,5,0.5,0.5,7,4,-0.3529554496500375,259.13614514158235,0.41095853633416374
7225,5,0.5,0.5,7,5,-0.15975842608118127,190.04143063997302,0.3036853810273703
7226,5,0.5,0.5,7,6,-0.3529554496500375,259.13614514158235,0.41095853633416374
7227,5,0.5,0.5,7,7,-0.3529554496500375,259.13614514158235,0.41095853633416374
7228,5,0.5,0.5,7,8,-0.3529554496500375,259.13614514158235,0.41095853633416374
7229,5,0.5,0.5,7,9,0.010617611433206905,150.28284123559436,0.2290062465593151
7230,5,0.5,0.5,7,10,-0.3529554496500375,259.13614514158235,0.41095853633416374
7231,5,0.5,0.5,7,11,-0.3529554496500375,259.13614514158235,0.41095853633416374
7232,5,0.5,0.5,7,12,-0.20011327974127746,171.96487126723093,0.26584486520111456
7233,5,0.5,0.5,7,13,-0.3529554496500375,259.13614514158235,0.41095853633416374
7234,5,0.5,0.5,7,14,0.24814005503150635,179.8165101732972,0.2715220783758741
7235,5,0.5,0.5,7,15,-0.3529554496500375,259.13614514158235,0.41095853633416374
7236,5,0.5,0.5,7,16,0.03286962534330715,161.94228529853368,0.2510917355453173
7237,5,0.5,0.5,7,17,-0.03964712165644011,164.2318816740166,0.24669006398025628
7238,5,0.5,0.5,7,18,0.010617611433206905,150.28284123559436,0.2290062465593151
7239,5,0.5,0.5,7,19,-0.3529554496500375,259.13614514158235,0.41095853633416374
7240,5,0.5,0.5,7,20,-0.2557261033821819,184.3842005168026,0.2844872516906491
7241,5,0.5,0.5,7,21,-0.17218663547936394,216.11420797612666,0.3373530187099399
7242,5,0.5,0.5,7,22,-0.3529554496500375,259.13614514158235,0.41095853633416374
7243,5,0.5,0.5,7,23,-0.3529554496500375,259.13614514158235,0.41095853633416374
7244,5,0.5,0.5,7,24,0.135102078291659,147.59802035810716,0.22189529855178136
7245,5,0.5,0.5,7,25,-0.3529554496500375,259.13614514158235,0.41095853633416374
7246,5,0.5,0.5,7,26,-0.13865135057199943,161.22220152030619,0.2474645563345305
7247,5,0.5,0.5,7,27,-0.3529554496500375,259.13614514158235,0.41095853633416374
7248,5,0.5,0.5,7,28,-0.2772474501999369,187.35593808391266,0.27944941904907245
7249,5,0.5,0.5,7,29,-0.08124440243649529,154.65704045853371,0.23283401383492755
7250,5,0.5,0.5,8,0,-0.24822729250454126,224.68300823864752,0.341162190419473
7251,5,0.5,0.5,8,1,0.08610747469242046,195.78262467555473,0.3105250044608962
7252,5,0.5,0.5,8,2,-0.003488026846717692,142.01618302904532,0.2210508161866576
7253,5,0.5,0.5,8,3,-0.46809864157086123,201.53338757844384,0.30299358774811896
7254,5,0.5,0.5,8,4,-0.07700167843068884,225.76598432071538,0.34335073970428603
7255,5,0.5,0.5,8,5,-0.2806330730144924,172.1554546536345,0.2544406843300174
7256,5,0.5,0.5,8,6,-0.1737157782749719,192.89495186587382,0.30363934132636555
7257,5,0.5,0.5,8,7,-0.023539370308226393,196.80851668734547,0.3118151667442483
7258,5,0.5,0.5,8,8,-0.1607666499797671,192.45730537585086,0.2976789468569976
7259,5,0.5,0.5,8,9,-0.07700167843068884,225.76598432071538,0.34335073970428603
7260,5,0.5,0.5,8,10,0.07609112259940605,195.75740780190134,0.3103115787816752
7261,5,0.5,0.5,8,11,-0.03107635041295657,161.63667147144375,0.24811316862546703
7262,5,0.5,0.5,8,12,0.03535696180261145,177.5441518859486,0.27648295963988745
7263,5,0.5,0.5,8,13,-0.12200952921588303,204.86860227753468,0.321078254904866
7264,5,0.5,0.5,8,14,-0.1485446743633816,172.145907303998,0.26198513721632005
7265,5,0.5,0.5,8,15,0.08610747469242046,195.78262467555473,0.3105250044608962
7266,5,0.5,0.5,8,16,-0.04081979583326408,196.35108257179903,0.31088253896461543
7267,5,0.5,0.5,8,17,-0.056616381111918135,196.23106564267982,0.3103991210953307
7268,5,0.5,0.5,8,18,-0.056616381111918135,196.23106564267982,0.3103991210953307
7269,5,0.5,0.5,8,19,0.08610747469242046,195.78262467555473,0.3105250044608962
7270,5,0.5,0.5,8,20,-0.24822729250454126,224.68300823864752,0.341162190419473
7271,5,0.5,0.5,8,21,-0.18446504395330177,191.24318390465882,0.2938782633913005
7272,5,0.5,0.5,8,22,-0.03107635041295657,161.63667147144375,0.24811316862546703
7273,5,0.5,0.5,8,23,-0.186249715965682,204.32501868607338,0.31974026601172345
7274,5,0.5,0.5,8,24,-0.20367735949625324,225.1883769757434,0.34209481819910587
7275,5,0.5,0.5,8,25,-0.17932763494522708,225.26490670106446,0.3424698907411005
7276,5,0.5,0.5,8,26,-0.07561848112377496,199.31613368265337,0.3113621632025848
7277,5,0.5,0.5,8,27,-0.14368166083411735,225.79193712941643,0.34347921598557624
7278,5,0.5,0.5,8,28,-0.09041859117917334,232.040257620101,0.36384102524810813
7279,5,0.5,0.5,8,29,-0.09430010877938944,156.05316641459663,0.23497623823911626
7280,5,0.5,0.5,9,0,0.17179784213275714,145.09799817644824,0.2160825289071051
7281,5,0.5,0.5,9,1,-0.30301654052151467,209.96085814230676,0.3244770144270158
7282,5,0.5,0.5,9,2,0.027520704557407166,210.397901900885,0.33114543855538847
7283,5,0.5,0.5,9,3,0.09790616596038394,140.00012963688474,0.21497735251596084
7284,5,0.5,0.5,9,4,-0.1551631295383625,216.68582683189035,0.3424074214791648
7285,5,0.5,0.5,9,5,0.04108857156705573,210.32922093427428,0.33081776998664486
7286,5,0.5,0.5,9,6,0.0376161746629447,179.5718623430354,0.2780067821483992
7287,5,0.5,0.5,9,7,0.00804688120902138,210.36160037951063,0.33086768044260256
7288,5,0.5,0.5,9,8,0.4106962776116965,148.05219789165733,0.2165728225841841
7289,5,0.5,0.5,9,9,-0.13248581019170166,205.91403484764263,0.3293356575661018
7290,5,0.5,0.5,9,10,-0.05397796634329873,170.37911612421388,0.25905988861354406
7291,5,0.5,0.5,9,11,0.3640537988667825,148.47276816312237,0.21770544700892625
7292,5,0.5,0.5,9,12,-0.09053630331808767,206.32430031449334,0.33026828534573477
7293,5,0.5,0.5,9,13,0.3917374661147058,154.04718953037494,0.22255021415622886
7294,5,0.5,0.5,9,14,0.08259960255664707,219.83883666803615,0.34993970583111667
7295,5,0.5,0.5,9,15,-0.14057360255205756,205.88223467284175,0.3291222318868808
7296,5,0.5,0.5,9,16,0.03311727966721482,183.57547107042936,0.28704514625177113
7297,5,0.5,0.5,9,17,0.15469192406056823,145.1627038140392,0.2162959545863261
7298,5,0.5,0.5,9,18,0.3917374661147058,154.04718953037494,0.22255021415622886
7299,5,0.5,0.5,9,19,-0.41792483823693455,209.48155997554514,0.3233827397846093
7300,5,0.5,0.5,9,20,-0.17180768885140182,218.94384122249312,0.3401055293820862
7301,5,0.5,0.5,9,21,-0.13248581019170166,205.91403484764263,0.3293356575661018
7302,5,0.5,0.5,9,22,-0.13248581019170166,205.91403484764263,0.3293356575661018
7303,5,0.5,0.5,9,23,0.15469192406056823,145.1627038140392,0.2162959545863261
7304,5,0.5,0.5,9,24,0.2647519539702869,177.63419280913703,0.27108422465358956
7305,5,0.5,0.5,9,25,0.056417910001871206,219.4506230733574,0.34928704234572794
7306,5,0.5,0.5,9,26,0.03766855599061333,210.3702734596902,0.3309320128761674
7307,5,0.5,0.5,9,27,-0.14361750072629906,152.68149814720687,0.23664308159428327
7308,5,0.5,0.5,9,28,-0.13248581019170166,205.91403484764263,0.3293356575661018
7309,5,0.5,0.5,9,29,-0.1378271108976223,183.81130412360872,0.29319289819742694
7310,5,0.5,0.5,0,0,0.1480215437364293,185.8421197568148,0.2885044757836608
7311,5,0.5,0.5,0,1,0.1949208302792337,186.2204573036942,0.2895322118110442
7312,5,0.5,0.5,0,2,0.21149923639805665,186.21966586994748,0.2894190814010959
7313,5,0.5,0.5,0,3,-0.05145745615322348,158.45404536081733,0.2434280348572925
7314,5,0.5,0.5,0,4,0.21981269896329203,186.2255356959729,0.2896325070803169
7315,5,0.5,0.5,0,5,0.1892552399854064,186.22042878110224,0.29210274305814016
7316,5,0.5,0.5,0,6,0.15623731149156378,147.75013318216682,0.22381636116152903
7317,5,0.5,0.5,0,7,0.181226874985723,185.85306797511893,0.28881819673215453
7318,5,0.5,0.5,0,8,-0.17230274855384678,193.04313002317562,0.3008794976513643
7319,5,0.5,0.5,0,9,0.20421421415834076,186.21825968719068,0.28938074391444596
7320,5,0.5,0.5,0,10,0.11247375326426302,192.179764512127,0.294977256637217
7321,5,0.5,0.5,0,11,-0.15404253539328103,215.77542434789817,0.3412835963586547
7322,5,0.5,0.5,0,12,-0.05095062843094474,196.12225507750279,0.30480305674128577
7323,5,0.5,0.5,0,13,-0.627200599792333,246.9162543369689,0.3775812345814904
7324,5,0.5,0.5,0,14,-0.19788404321593708,163.75809256661532,0.24699460109876137
7325,5,0.5,0.5,0,15,-0.12722606531041114,146.9453538469547,0.23286679174844935
7326,5,0.5,0.5,0,16,0.18920967157473342,142.70290485816014,0.20594719502120754
