,ba_m,simple_spread_chance,repetition,run,pearson,euclidean,mape
1371,3,0.5,6,10,-0.011323714724084569,453.93072674247264,0.660575560093056
1372,3,0.5,6,11,0.0013393221668427078,450.23892776756855,0.6543798912001123
1373,3,0.5,6,12,0.010216928200597422,453.0533352721802,0.6549249134865504
1374,3,0.5,6,13,-0.011206399858956917,451.3081457243134,0.6573417085397434
1375,3,0.5,6,14,0.012044851604393995,445.7409138649262,0.6443836993054227
1376,3,0.5,6,15,-0.0002459506070277562,447.3039993833427,0.6459967830890937
1377,3,0.5,6,16,-0.02856206620846645,451.0901338034258,0.6571058092612224
1378,3,0.5,6,17,-0.0017134858246754675,449.04002500215887,0.6499634137376095
1379,3,0.5,6,18,-0.0027414630146746547,453.58057523268144,0.6587037127730655
1380,3,0.5,6,19,0.007870831772759518,448.2461601467873,0.6513735336596874
1381,3,0.5,6,20,-0.0028801459531384486,448.6917269758192,0.6547371984665721
1382,3,0.5,6,21,-0.022208558337210093,449.733091058527,0.6516167050788787
1383,3,0.5,6,22,-0.008032484005486984,448.36989003119174,0.6466013820136071
1384,3,0.5,6,23,0.002679733351518251,449.50459910124056,0.6513720807088488
1385,3,0.5,6,24,-0.01408229860458401,450.8076421731858,0.65308326040773
1386,3,0.5,6,25,0.009219983538206161,450.0865075373453,0.65196855734336
1387,3,0.5,6,26,-0.024990602643572394,453.01943566423324,0.6564709237496458
1388,3,0.5,6,27,-0.025267578697243415,452.9266908552051,0.6578506662678504
1389,3,0.5,6,28,-0.013983543452267128,450.8295025435005,0.6516315467595758
1390,3,0.5,6,29,0.012116154301671761,453.871894021557,0.6597069432094552
1391,3,0.5,7,0,0.0280782515618872,450.6092372033554,0.654835453895282
1392,3,0.5,7,1,0.020531280931422046,454.505303795054,0.6621631115679604
1393,3,0.5,7,2,-0.003306222423921553,451.3779934964029,0.6560923487247187
1394,3,0.5,7,3,0.02060842447613986,451.80142983188176,0.654667090341598
1395,3,0.5,7,4,0.009862237141736674,447.54834106460265,0.6494794930368727
1396,3,0.5,7,5,-0.007967029650107496,453.89422639519813,0.6600834770234857
1397,3,0.5,7,6,0.0102930139245275,447.7028391680133,0.6509185470827767
1398,3,0.5,7,7,0.025645588601085786,448.81852309611594,0.6541310157600403
1399,3,0.5,7,8,0.0144737928105191,445.8832621584018,0.6464482474078599
1400,3,0.5,7,9,0.0036035332168422238,456.3808170125291,0.6652437378191577
1401,3,0.5,7,10,0.0024937845900278887,454.1671282454765,0.6624643208876226
1402,3,0.5,7,11,0.015117728541618386,454.58981120516177,0.6600632566888962
1403,3,0.5,7,12,-0.0067822947788774846,452.2447927795097,0.6575131089819892
1404,3,0.5,7,13,0.021906746687581174,446.3065068975471,0.6463463546526084
1405,3,0.5,7,14,0.025822950013267464,452.0250758832597,0.6578901177224777
1406,3,0.5,7,15,-0.013086468339726758,453.0034266034365,0.6600064513775453
1407,3,0.5,7,16,0.004771868975732761,449.2779292413123,0.6530476380483482
1408,3,0.5,7,17,0.019317028446298342,449.88319322133856,0.6517204672718294
1409,3,0.5,7,18,0.015064116189557922,447.4982263778298,0.6476561573160377
1410,3,0.5,7,19,0.01572402146758967,451.19799614616574,0.6568507397586844
1411,3,0.5,7,20,-0.0002559336713735677,453.31817510208595,0.6533821685740242
1412,3,0.5,7,21,0.01324263986222021,452.2286575429284,0.6570929027097491
1413,3,0.5,7,22,0.008034375253482884,450.2683383694102,0.6530497290118633
1414,3,0.5,7,23,0.013007261489551633,450.6127706668779,0.6517188067954409
1415,3,0.5,7,24,-0.004309260438509825,447.3733322492003,0.6479565751385922
1416,3,0.5,7,25,0.031833896093454224,451.76910393683175,0.6541940152042423
1417,3,0.5,7,26,0.010556789674744294,448.2647153867865,0.6490946111614359
1418,3,0.5,7,27,0.008727438591001502,449.75074724121833,0.6518213088654022
1419,3,0.5,7,28,0.025937055491900823,450.01653283575484,0.65147333949036
1420,3,0.5,7,29,0.020240933849743646,453.3066046377101,0.6573179557143053
1421,3,0.5,8,0,0.014890814240376247,448.36064815124536,0.6529945247023728
1422,3,0.5,8,1,-0.01682135463574384,449.58015041510635,0.6514856263279775
1423,3,0.5,8,2,0.016404029350308994,451.58730826698417,0.6604728251177089
1424,3,0.5,8,3,-0.0047850499803463635,448.09970740726686,0.6455675350204116
1425,3,0.5,8,4,0.00230767203234269,451.13049922345436,0.6537788686743946
1426,3,0.5,8,5,0.006270392856402139,447.87985164315205,0.6505880566477857
1427,3,0.5,8,6,0.0003720796520531496,447.74144735546594,0.6460574034910052
1428,3,0.5,8,7,0.018491929791401275,446.0436159139858,0.645315692104246
1429,3,0.5,8,8,0.025043470545243692,449.4512999779142,0.6519531371391617
1430,3,0.5,8,9,0.02140328065560854,446.84194265580055,0.6463378753649073
1431,3,0.5,8,10,-0.0011411479601502763,448.07930318973894,0.6510831347343935
1432,3,0.5,8,11,0.007471157457004047,451.92138718263567,0.655233804703795
1433,3,0.5,8,12,0.023174300864466296,450.4372167229092,0.6574526124756845
1434,3,0.5,8,13,0.015056327140138465,454.2568899866051,0.65923525629837
1435,3,0.5,8,14,-0.004534539727985565,449.5486518978842,0.6492792542855955
1436,3,0.5,8,15,-0.015520948899993073,451.4643154907853,0.6542279258596717
1437,3,0.5,8,16,0.025998441900539997,447.31155582834964,0.6467297589498991
1438,3,0.5,8,17,0.010757972398103605,452.0713327198125,0.6589082876955575
1439,3,0.5,8,18,-0.007318721650036293,448.9691008514281,0.6497064630440064
1440,3,0.5,8,19,0.004973718868836896,449.7015427571077,0.6511274929118759
1441,3,0.5,8,20,0.03351785547622189,448.86228554194446,0.6560053919925287
1442,3,0.5,8,21,0.01983092528457599,450.218924715565,0.6553432660663563
1443,3,0.5,8,22,-0.013962299342799,450.0248959484659,0.6570130266088419
1444,3,0.5,8,23,-0.015165514880371244,448.3737878403387,0.6507638972459051
1445,3,0.5,8,24,0.014040470561331562,450.0203043838986,0.6528605674581635
1446,3,0.5,8,25,-0.012731895047431862,451.34802583559525,0.6533277696737191
1447,3,0.5,8,26,0.01289656492806203,452.93465573903177,0.6589050811346855
1448,3,0.5,8,27,0.018659308202464666,454.09322654420043,0.6630208192240293
1449,3,0.5,8,28,-0.010655309231649252,450.1695355721322,0.6512004949990264
1450,3,0.5,8,29,0.009537184140491017,451.7280358381384,0.6571855417472986
1451,3,0.5,9,0,-0.0023303976133992993,452.26221607959224,0.649981904797496
1452,3,0.5,9,1,0.004514764142173638,451.78318524657317,0.6531915629698727
1453,3,0.5,9,2,-0.007575674245242366,450.82888009749354,0.650788331124064
1454,3,0.5,9,3,0.002586158390717852,451.9423340020739,0.6579783141380402
1455,3,0.5,9,4,-0.002008491054644198,453.0122233777513,0.6595847917125867
1456,3,0.5,9,5,0.008659212544059795,449.2513744553319,0.6492419480198667
1457,3,0.5,9,6,0.017954133672694772,449.2786598022612,0.6502759235614383
1458,3,0.5,9,7,0.005096630391038304,447.9424542612071,0.6520145754827341
1459,3,0.5,9,8,0.03746346145726595,445.7132490588565,0.6476894186092456
1460,3,0.5,9,9,0.0005067023091523797,451.73987953822825,0.655459185065462
1461,3,0.5,9,10,0.009656728487627567,447.52039868978255,0.6479259477245146
1462,3,0.5,9,11,-0.013527583520049175,450.9766771457805,0.6520433322685966
1463,3,0.5,9,12,0.0078058048287735935,453.9681778992784,0.6592917959999548
1464,3,0.5,9,13,0.015610153771905088,446.53857332162744,0.6457223860798856
1465,3,0.5,9,14,0.02309733992194507,450.3034532628449,0.6566472646664273
1466,3,0.5,9,15,-0.016724042504602767,454.2326842931063,0.660187469875564
1467,3,0.5,9,16,0.0042638957003724165,449.0461881056031,0.649486381437041
1468,3,0.5,9,17,0.005104499254525445,451.47648207839194,0.6545002189463108
1469,3,0.5,9,18,0.01980322224518753,450.9555868709549,0.6563853329216807
1470,3,0.5,9,19,-0.0013275426340280765,451.6025934622597,0.6552547302880368
1471,3,0.5,9,20,0.0002053734944245054,452.68963236637364,0.6551819975050166
1472,3,0.5,9,21,0.028128854968752042,452.7588761951756,0.6567370281570099
1473,3,0.5,9,22,-0.008811407989801992,451.9920057327581,0.6558336527233516
1474,3,0.5,9,23,-0.010667919226599612,452.19345068072704,0.6551907600460568
1475,3,0.5,9,24,-0.007138080050088702,453.609487549659,0.6619870560056627
1476,3,0.5,9,25,-0.00797677838426794,453.66707440926376,0.6592277869836997
1477,3,0.5,9,26,-0.014333233942809609,456.81992499168524,0.6636265426757677
1478,3,0.5,9,27,0.009446389503212442,452.23788021094646,0.6568467144561666
1479,3,0.5,9,28,-4.0866180411556576e-05,451.8540087537462,0.6544979607016611
1480,3,0.5,9,29,-0.005479395893442772,453.95754927139916,0.6605486502518777
1481,3,0.75,0,0,0.008774784143131842,481.7853912212142,0.7067092902674293
1482,3,0.75,0,1,0.013275711802122675,478.0687899415943,0.7019410982782671
1483,3,0.75,0,2,0.013421294932574804,481.86856664404877,0.7106196313933193
1484,3,0.75,0,3,0.0038393195640301545,482.61067570365714,0.7121865382651421
1485,3,0.75,0,4,0.003920108124665127,481.0783277491624,0.7062476046296938
1486,3,0.75,0,5,0.00020606564185039755,484.1428195139406,0.7132429074966188
1487,3,0.75,0,6,0.00941227956725423,482.4810232331586,0.7088092110281711
1488,3,0.75,0,7,0.007149810790886668,483.5082665810323,0.7089785919051618
1489,3,0.75,0,8,0.004023209904971538,482.4749889744166,0.709839014502002
1490,3,0.75,0,9,0.011900566884146688,482.7421403099201,0.7084053267109226
1491,3,0.75,0,10,0.0003942411939619611,482.9027101061069,0.7118127460472601
1492,3,0.75,0,11,0.005941341596370446,480.73254109272534,0.7054233137779535
1493,3,0.75,0,12,-0.0016413330029580175,482.0913148646851,0.7057083342249011
1494,3,0.75,0,13,-0.009651015314147776,481.9938205350893,0.7068011406509015
1495,3,0.75,0,14,0.01310463907693224,479.12666127670536,0.7044764090679472
1496,3,0.75,0,15,0.006449797003834856,481.00981749787206,0.7043785977092923
1497,3,0.75,0,16,-0.005374575917794509,483.90903901570294,0.7124130780598449
1498,3,0.75,0,17,0.004964093042756,482.91587435140747,0.7093761273198346
1499,3,0.75,0,18,0.0009053749003379666,482.37142975125454,0.7118619770774192
1500,3,0.75,0,19,0.0031757476331945125,481.4063465568051,0.7063307108674696
1501,3,0.75,0,20,0.013192659993704114,480.0393826688628,0.7040958771209124
1502,3,0.75,0,21,0.009338920406774885,482.4972836586505,0.7096685598792832
1503,3,0.75,0,22,0.01950235413009804,478.97405828244524,0.7062614639733148
1504,3,0.75,0,23,0.009150807435302485,480.01781858115663,0.7064052059752536
1505,3,0.75,0,24,-8.073375415747208e-05,481.96593292597896,0.7062835770880577
1506,3,0.75,0,25,0.00698830152380682,483.51573267568057,0.7109304996884481
1507,3,0.75,0,26,0.0016790129331735644,481.42341209917913,0.7077554453569856
1508,3,0.75,0,27,0.006140937806574269,481.2401308946359,0.7085975746891201
1509,3,0.75,0,28,0.009312303009424391,482.28995897907294,0.7112734492546561
1510,3,0.75,0,29,0.005887848307240724,482.9217087640552,0.709909337715518
1511,3,0.75,1,0,0.010165755245953756,482.51897403382253,0.7051871313408918
1512,3,0.75,1,1,0.0002822870143459911,482.0550575130106,0.706009480999422
1513,3,0.75,1,2,-0.0063298775044752925,482.778094025673,0.7039965817039803
1514,3,0.75,1,3,0.006112558901932556,479.860586310496,0.7029619105808474
1515,3,0.75,1,4,0.004842270084545547,480.0710805992674,0.7012873998404813
1516,3,0.75,1,5,-0.008139813693755271,481.41473631199597,0.7055128024674223
1517,3,0.75,1,6,-0.01465077354562525,483.30934243311094,0.7040783573822477
1518,3,0.75,1,7,-0.002532191712352141,482.85757838673635,0.7076373398141792
1519,3,0.75,1,8,-0.005299733642478294,481.28511107163325,0.7020686785841951
1520,3,0.75,1,9,0.0032879712862507134,481.5102857601117,0.7051296909523931
1521,3,0.75,1,10,-0.004137791695641481,483.2244687293539,0.7065997998749646
1522,3,0.75,1,11,0.004869112735235335,479.4948841606147,0.7010286921665395
1523,3,0.75,1,12,-0.006746957563556533,480.91390680933046,0.70352850962894
1524,3,0.75,1,13,-0.00165692561636753,481.53931722720864,0.7062706636083705
1525,3,0.75,1,14,-0.006420254607033567,481.590473958043,0.7016527394977091
1526,3,0.75,1,15,-0.005630817600727357,483.63312781889454,0.7075665595252945
1527,3,0.75,1,16,-0.0012699292294170255,481.0528687792794,0.7003414371889521
1528,3,0.75,1,17,0.003192518647736423,479.56609796940864,0.7009271034119436
1529,3,0.75,1,18,-0.0007207185665392227,481.17732510442255,0.7009840442273584
1530,3,0.75,1,19,-0.002037316017352242,482.36523704611426,0.7054769978015036
1531,3,0.75,1,20,-0.001829240679118387,479.79555122704824,0.7023051610543497
1532,3,0.75,1,21,-0.003667079482151466,481.64515412226956,0.7061998419067071
1533,3,0.75,1,22,-0.005283948657471472,481.90523186996234,0.7058824967026213
1534,3,0.75,1,23,-0.0044660131904997,480.58388069559936,0.7034883531166178
1535,3,0.75,1,24,0.0001875082033928425,481.25315112679846,0.7058071845686184
1536,3,0.75,1,25,0.008800775770853074,480.74745320776555,0.7040750688966764
1537,3,0.75,1,26,0.010922186587629465,479.64370176104467,0.70045784165656
1538,3,0.75,1,27,-0.007815261608669433,480.03493856092115,0.7012922456669127
1539,3,0.75,1,28,-0.0001761817785454802,484.4698984210422,0.7113947435534275
1540,3,0.75,1,29,0.0011391678925200797,480.66714926634404,0.7045957606863368
1541,3,0.75,2,0,-0.01191524670721337,482.14279844232186,0.7075153535196503
1542,3,0.75,2,1,-0.0031506659473362294,481.73990094258835,0.7080229354193843
1543,3,0.75,2,2,-0.009599114021137209,482.0713196761312,0.7075625533735042
1544,3,0.75,2,3,-9.688061112833139e-05,481.6843976305218,0.7065272350974666
1545,3,0.75,2,4,-0.0148010565283594,482.5640688286366,0.7066116191109799
1546,3,0.75,2,5,-0.00840796225340693,480.7291143330649,0.7043657750238608
1547,3,0.75,2,6,-0.017091434513546153,482.6869025469144,0.7067387719204928
1548,3,0.75,2,7,-0.00943440923887392,480.6636776797953,0.6996428721426572
1549,3,0.75,2,8,-0.0071702057282825625,481.1174416916709,0.7055125795449669
1550,3,0.75,2,9,-0.01757183200402594,484.3436344012593,0.7101301706271593
1551,3,0.75,2,10,-0.013516817769778117,479.9349758534025,0.7032896874502894
1552,3,0.75,2,11,-0.01557909900946483,480.22191319600876,0.7037230662393549
1553,3,0.75,2,12,-0.020434786676945774,481.92873425148144,0.7059314244014488
1554,3,0.75,2,13,-0.012139339122841744,481.8921034431544,0.7072435737689299
1555,3,0.75,2,14,-0.003935073404455226,481.2951833627096,0.7065576884196677
1556,3,0.75,2,15,-0.012294495693838415,484.2353056921338,0.7097201548301078
1557,3,0.75,2,16,-0.004600036112343067,482.0745236992139,0.7082209217301917
1558,3,0.75,2,17,-0.01772831260957507,482.98759620338393,0.7097195766379029
1559,3,0.75,2,18,-0.011877920481267382,482.59965471794675,0.7079444183071906
1560,3,0.75,2,19,-0.014789901203920047,482.1106737900939,0.7061890287549458
1561,3,0.75,2,20,-0.012977933680842518,479.91557522617813,0.7022050814250639
1562,3,0.75,2,21,-0.021525518609318353,483.79897437214487,0.710551993237706
1563,3,0.75,2,22,-0.019072841936745116,483.7844733611791,0.7109919749239145
1564,3,0.75,2,23,-0.019616247111672036,484.1177221863593,0.7102292738084749
1565,3,0.75,2,24,-0.01269624269986879,480.5686257703156,0.706698912613438
1566,3,0.75,2,25,-0.01303369976161257,480.43756565825987,0.7002881931573673
1567,3,0.75,2,26,-0.0080782905950023,480.84365769002653,0.7075244429419207
1568,3,0.75,2,27,-0.006885915710094591,484.3593335390474,0.7087762214694138
1569,3,0.75,2,28,-0.007360060140620975,481.02802662193125,0.7083610156032184
1570,3,0.75,2,29,-0.01134718021415112,481.95930668174714,0.7073772911362789
1571,3,0.75,3,0,-0.0030231390958595644,480.6457083234293,0.7030681353493552
1572,3,0.75,3,1,-0.003709195670263954,480.54970698046054,0.7001988256584731
1573,3,0.75,3,2,-0.01614085391657977,482.7920496253708,0.7085093179919854
1574,3,0.75,3,3,-0.005446648264726943,483.17932250153393,0.7079692362436795
1575,3,0.75,3,4,-0.008329637256368446,482.8486112851412,0.7079916735073185
1576,3,0.75,3,5,-0.0011973308661722877,481.59089755936657,0.707835867375683
1577,3,0.75,3,6,0.0022149181140871804,481.11892722677294,0.7058749055225935
1578,3,0.75,3,7,-0.009168770448906524,482.4714954540046,0.7091281591625086
1579,3,0.75,3,8,-0.00308857119754088,481.6699437018553,0.7078723123053633
1580,3,0.75,3,9,-0.007712739507609497,480.4885248231405,0.7030308566538767
1581,3,0.75,3,10,-0.00994254409701808,484.84812837430695,0.712103789040461
1582,3,0.75,3,11,-0.006168468068976358,479.63236162334266,0.7032387202099214
1583,3,0.75,3,12,-0.009268517461024655,481.55201321505837,0.7043352759291289
1584,3,0.75,3,13,-0.0009725858804892259,481.7337745273608,0.7053804346039619
1585,3,0.75,3,14,0.0001720923590345022,478.46922142092654,0.7007400190902673
1586,3,0.75,3,15,0.002959610658501662,480.69599801040675,0.7050503789184174
1587,3,0.75,3,16,-0.004976926185896902,482.005034303543,0.7063754995956106
1588,3,0.75,3,17,-0.013452421319631855,483.10554003211865,0.7066599754338228
1589,3,0.75,3,18,-0.004692866166797737,478.1689079008463,0.6967934711467069
1590,3,0.75,3,19,-0.0015179355916547371,480.0857966084994,0.701424995421787
1591,3,0.75,3,20,-0.008387685632032687,484.86621606604126,0.7108145277768717
1592,3,0.75,3,21,-0.003073103767374019,483.61580125553473,0.7097721356008434
1593,3,0.75,3,22,-0.0015307722978159845,479.6049770484906,0.7011982842598895
1594,3,0.75,3,23,-0.004138959331952259,483.0420236723867,0.7091224479408513
1595,3,0.75,3,24,-0.01074493477419044,482.55237261488037,0.7057394594022229
1596,3,0.75,3,25,-0.004003348938512304,480.8331428790657,0.7030437960599367
1597,3,0.75,3,26,0.00790576128217812,482.5534598543656,0.7072090861035182
1598,3,0.75,3,27,0.0044752673407987735,482.85850725527376,0.7087920773746287
1599,3,0.75,3,28,-0.003469201238886647,480.72088333266964,0.7034271406469955
1600,3,0.75,3,29,-0.005463316713832027,482.0099498925509,0.7036491814145869
1601,3,0.75,4,0,-0.0066623033711932554,481.4602467384627,0.7050217878777049
1602,3,0.75,4,1,-0.018747707719884182,483.6777984291645,0.7075872514527101
1603,3,0.75,4,2,-0.01642219268016074,480.7083592211825,0.7019778264869535
1604,3,0.75,4,3,-0.0045234213537081736,482.95944717847016,0.7107465410117525
1605,3,0.75,4,4,0.007365574741724608,480.16322116836596,0.704600032769448
1606,3,0.75,4,5,-0.006775065602329179,479.84712172561876,0.7020351433633939
1607,3,0.75,4,6,-0.003006314254044485,482.2515489477651,0.7069707919535725
1608,3,0.75,4,7,-0.0033413941988578028,482.3541426599377,0.7065775365012597
1609,3,0.75,4,8,-0.0022767396998265945,479.6312359950335,0.7013630988575903
1610,3,0.75,4,9,-0.0011934041245873263,479.6213929067456,0.7036213910685669
1611,3,0.75,4,10,-0.008975339370464496,483.82846684412306,0.7105313299823096
1612,3,0.75,4,11,0.005249191226835803,479.10092177650245,0.7018488199071867
1613,3,0.75,4,12,0.010776679566646644,481.37929970284995,0.7052490107489863
1614,3,0.75,4,13,-0.01326321881337004,482.33675002449394,0.705856506763574
1615,3,0.75,4,14,-0.009134706893708586,483.73072374883986,0.7072314216873711
1616,3,0.75,4,15,-0.008582017625457058,483.02403693383343,0.7107412852724346
1617,3,0.75,4,16,-0.011393931555275938,482.46078291773705,0.707404304747104
1618,3,0.75,4,17,-0.016897715272160024,481.6570447146402,0.7065456333464634
1619,3,0.75,4,18,-0.002914742837749377,481.85258533794826,0.7063320058011251
1620,3,0.75,4,19,-0.006594143958263378,482.8799299028265,0.7100277073575825
1621,3,0.75,4,20,0.004724770148558728,478.6228171570026,0.7009039443803177
1622,3,0.75,4,21,-0.004725787150962002,482.57465341916986,0.7106568440477585
1623,3,0.75,4,22,-0.006532569074607919,480.496429145822,0.7033083415147215
1624,3,0.75,4,23,-0.005121717894932533,484.175473910755,0.7124887948985892
1625,3,0.75,4,24,-0.0031169178145808163,479.79789135502307,0.7023792647008872
1626,3,0.75,4,25,-0.010849203527569623,481.25024332273205,0.7088026670834441
1627,3,0.75,4,26,-0.004409074928306615,482.93626065332955,0.7077052706550534
1628,3,0.75,4,27,-0.003221272525401534,479.7062582024561,0.7032671176021292
1629,3,0.75,4,28,-0.0031521213802495943,481.7340903756897,0.7045902572409615
1630,3,0.75,5,0,0.007955131402269633,481.7930478735846,0.7071224191011011
1631,3,0.75,5,1,0.023174162013477124,478.25988756345964,0.702924123746617
1632,3,0.75,5,2,0.00965309918723114,481.8153035285016,0.7025151039111783
1633,3,0.75,5,3,0.015368306796112093,480.1993777807065,0.7081131612341857
1634,3,0.75,5,4,0.016802677974074618,482.9791959768965,0.7124671538024544
1635,3,0.75,5,5,0.005637936382945736,481.71630487618955,0.7075923591948516
1636,3,0.75,5,6,0.006096110823389428,482.62733551999844,0.7111036783807784
1637,3,0.75,5,7,0.0015765199813143292,482.56461312801144,0.7083620950066786
1638,3,0.75,5,8,0.00883086146633747,482.192486005456,0.7082327975776866
1639,3,0.75,5,9,0.008059113092581177,481.1936434729405,0.70371202736001
1640,3,0.75,5,10,0.010092324928513382,481.1058514491649,0.7052813927655386
1641,3,0.75,5,11,0.008885957183721191,481.30660208556645,0.7062836408811072
1642,3,0.75,5,12,0.01011796447532177,482.97514164240846,0.7093835119318074
1643,3,0.75,5,13,0.018980045599738732,482.4490271561071,0.7102617672211946
1644,3,0.75,5,14,0.008597467317589078,482.6935044405564,0.7119644630733619
1645,3,0.75,5,15,0.007856520296608974,482.87875584383954,0.7118499810169795
1646,3,0.75,5,16,0.01815721915323319,481.5721515793161,0.709846982909995
1647,3,0.75,5,17,0.006718055716161626,481.974484994326,0.708712420744547
1648,3,0.75,5,18,0.015749676387787792,481.51827721266955,0.7068778887148182
1649,3,0.75,5,19,0.010781306331933346,480.79405672729735,0.7037074131810712
1650,3,0.75,5,20,0.00957944003236349,480.0667669192938,0.7064613184055726
1651,3,0.75,5,21,0.006807352707156826,482.6337486106875,0.7080956392761463
1652,3,0.75,5,22,0.013206324434237643,481.90621804239026,0.7114431057477214
1653,3,0.75,5,23,0.0017351711568779904,482.58702442499845,0.7103078687918671
1654,3,0.75,5,24,0.005798652678390327,481.70574900171187,0.7083357232805744
1655,3,0.75,5,25,0.0047256752578148375,482.05805454436063,0.7084017931921389
1656,3,0.75,5,26,0.015643306930137116,479.54167562834147,0.7051238541057433
1657,3,0.75,5,27,0.010697032168499493,481.39665742166227,0.7068337569257673
1658,3,0.75,5,28,0.0056963732387727605,480.89502182524694,0.7073375071387832
1659,3,0.75,5,29,0.007960190817932686,483.07352638170545,0.7095783590959864
1660,3,0.75,6,0,0.0047514044264105925,481.1816093642724,0.7032799463784309
1661,3,0.75,6,1,-0.0007867974667728159,480.1975033827378,0.7010949690358698
1662,3,0.75,6,2,-0.0009003491243276448,480.3568503357133,0.7026563357137667
1663,3,0.75,6,3,-0.009468776826995068,482.45533477558564,0.7072232116796219
1664,3,0.75,6,4,-0.006564464254888293,481.71454388974854,0.7043193094707441
1665,3,0.75,6,5,0.0027195932499080124,481.20744796450504,0.7056263949847225
1666,3,0.75,6,6,0.004546532749427522,480.62059647573165,0.7023343242473711
1667,3,0.75,6,7,-0.004015632492001773,481.4143365914544,0.7037056732278826
1668,3,0.75,6,8,0.002672432355055871,480.72962178541684,0.7021744426830181
1669,3,0.75,6,9,-0.003927165768333625,482.41186568420477,0.7068319198764542
1670,3,0.75,6,10,4.946616179943297e-05,482.62824261310544,0.706998527156466
1671,3,0.75,6,11,0.002112128884553935,481.2845901328571,0.7067866325464314
1672,3,0.75,6,12,-0.006208224730590244,482.3644732173598,0.7070117663687231
1673,3,0.75,6,13,-0.010287373886269205,479.9743788340582,0.7009190065236016
1674,3,0.75,6,14,0.0029040979071085792,482.3749209733049,0.7048308793572599
1675,3,0.75,6,15,-0.007246738173689422,481.35638080013086,0.7024283029487491
1676,3,0.75,6,16,0.00021286752698802813,480.53671259989136,0.702602274933915
1677,3,0.75,6,17,-0.00494476673541749,481.604627173128,0.7043958028669831
1678,3,0.75,6,18,0.0034760245120910396,479.74970461122,0.7009526622032958
1679,3,0.75,6,19,-0.0007542482615843967,480.2848801558803,0.7004150536046846
1680,3,0.75,6,20,-0.014199045301127736,483.939684985321,0.7080725506426085
1681,3,0.75,6,21,-0.002396855036879799,483.40058982550454,0.70749324431248
1682,3,0.75,6,22,-0.0006998568221132049,480.39179097533366,0.7031246050329555
1683,3,0.75,6,23,-0.003457834696944192,482.6358420144351,0.7072022910638451
1684,3,0.75,6,24,-0.005636834527249154,482.9411569855237,0.7075837982687337
1685,3,0.75,6,25,-0.0017017043585072316,482.2403949588914,0.708022790630395
1686,3,0.75,6,26,-0.0018455212707659586,481.80166335874696,0.7037359077723974
1687,3,0.75,6,27,0.013653443791835819,479.05203893523964,0.7013165617060323
1688,3,0.75,6,28,0.006493335425358848,481.7459491900757,0.7058203510243953
1689,3,0.75,6,29,-0.0067464483382838015,483.2591569434132,0.7079896496099515
1690,3,0.75,7,0,0.00482469342283242,481.3999426833588,0.7085817028491301
1691,3,0.75,7,1,0.001824199372554118,480.64005178268786,0.7039669026507042
1692,3,0.75,7,2,0.007100037749956369,481.1289715026957,0.7073111566873534
1693,3,0.75,7,3,-0.0054256235798607055,482.87169248412107,0.7096321153441608
1694,3,0.75,7,4,0.007524656256024107,481.8063199704379,0.7086629582334097
1695,3,0.75,7,5,0.0014726040822267926,480.7723085263871,0.7061711437355207
1696,3,0.75,7,6,0.005821960951081989,481.2816770200022,0.7053683460717374
1697,3,0.75,7,7,-0.00440130767304827,480.66890024152025,0.7030508264531261
1698,3,0.75,7,8,0.004951523187992811,481.6509213956854,0.70808867431246
1699,3,0.75,7,9,-0.005057499470548089,483.25291373353093,0.7101449852005522
1700,3,0.75,7,10,0.010328501335536477,480.2158573976262,0.7032844790007678
1701,3,0.75,7,11,0.00037238873365230685,480.3684443561868,0.7043411889287796
1702,3,0.75,7,12,0.004023134176201491,482.4171314991281,0.7086244996106341
1703,3,0.75,7,13,-0.006712924627205977,482.10643599861174,0.7096274522256438
1704,3,0.75,7,14,-0.0027737217462871847,482.04818634775756,0.707125385699139
1705,3,0.75,7,15,0.005682618898050049,480.4443172966306,0.7042293312369158
1706,3,0.75,7,16,0.00830698814927204,481.9164904292779,0.7063853082031869
1707,3,0.75,7,17,-0.010183330454806275,481.43598686691047,0.7028146610172783
1708,3,0.75,7,18,-0.002827311403444291,483.7896065443431,0.7087573418829294
1709,3,0.75,7,19,0.005221138758320254,480.8544190871075,0.7027570534925515
1710,3,0.75,7,20,0.018387646445160433,481.5781068693072,0.7072181013445781
1711,3,0.75,7,21,0.005026571242516172,480.55122654855563,0.7054654761078648
1712,3,0.75,7,22,-0.0010406695953493657,483.12206375355987,0.7083220897725347
1713,3,0.75,7,23,0.0003045463997324767,483.38994705943645,0.7102048463590965
1714,3,0.75,7,24,0.004267842833609488,480.59482891578085,0.7059467540893145
1715,3,0.75,7,25,-0.00492862583816379,481.5806226625728,0.7038667555936661
1716,3,0.75,7,26,-0.0052955097776699695,480.0727082719923,0.7036364606660411
1717,3,0.75,7,27,0.002416069808229606,482.5827930627884,0.7086902901705111
1718,3,0.75,7,28,0.004012434804940702,480.81005937518484,0.7030841404208461
1719,3,0.75,7,29,0.0006633306290875172,481.972501734828,0.7045424403673457
1720,3,0.75,8,0,0.011529919301701974,479.4257409801359,0.7025169016012128
1721,3,0.75,8,1,0.0028495206367449336,481.22661049460163,0.7056493422831412
1722,3,0.75,8,2,0.009825516167802322,480.58137209956675,0.7035745629294073
