,er_p,complex_spread_ratio,repetition,measure,pen_name,data,pearson,euclidean,mape
565,0.5,0.05,9,opinion-timeseries,mod,"[50.       87.       87.       75.833336 75.833336 14.166667 14.166667
 74.96667  79.       79.       14.366667 14.366667 14.366667 14.366667
 14.366667 14.366667 14.366667 14.       14.       14.       14.
 75.03333  79.       14.666667 14.       14.       14.       74.36667
 74.36667  79.       79.       75.36667  74.433334 79.       14.3
 74.566666 79.       79.       14.366667 14.       14.       75.2
 75.2      79.       79.       79.       79.       79.       79.
 79.       79.       79.       79.       79.       79.       79.
 79.       79.       79.       79.       79.       79.       14.5
 14.      ]",0.09087000038263959,293.08494611822033,0.3490440284588173
566,0.5,0.05,9,opinion-timeseries,rep,"[4.2000000e+01 1.0000000e+02 1.0000000e+02 9.8766670e+01 9.8766670e+01
 2.3333333e-01 2.3333333e-01 9.8199997e+01 1.0000000e+02 1.0000000e+02
 2.3333333e-01 2.3333333e-01 2.3333333e-01 2.3333333e-01 2.3333333e-01
 2.3333333e-01 2.3333333e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 9.8466667e+01 1.0000000e+02 1.0000000e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 9.8766670e+01 9.8766670e+01 1.0000000e+02
 1.0000000e+02 9.8966667e+01 9.8833336e+01 1.0000000e+02 6.6666670e-02
 9.8733330e+01 1.0000000e+02 1.0000000e+02 3.6666667e-01 0.0000000e+00
 0.0000000e+00 9.9233330e+01 9.9233330e+01 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 6.6666670e-02 0.0000000e+00]",0.2215998448917472,372.87037992217125,0.7117803480177969
567,0.5,0.1,0,opinion-timeseries,dem,"[ 61.        61.        61.         0.         0.         0.
   0.        62.633335  62.633335  62.633335  62.633335  62.633335
  62.633335  62.633335  62.633335  62.633335  62.633335  62.633335
  62.633335  62.633335   0.         0.        99.96667    0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        61.866665
  61.866665 100.       100.       100.       100.        62.866665
  62.866665  62.866665  62.866665 100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.43116124244730114,393.73415953513296,0.3992495359703073
568,0.5,0.1,0,opinion-timeseries,mod,"[38.       43.966667 44.866665 24.7      24.7      23.       23.
 24.733334 25.       25.       23.       23.       23.       23.
 23.       23.       23.       23.       23.       23.       23.
 24.633333 25.       23.       23.       23.       23.       24.633333
 24.633333 25.       25.       24.566668 24.6      25.       23.
 24.566668 25.       25.       23.       23.       23.       24.6
 24.6      25.       25.       25.       25.       25.       25.
 25.       25.       25.       25.       25.       25.       25.
 25.       25.       25.       25.       25.       25.       23.
 23.      ]",-0.5244087244430262,403.2441584998276,0.6524835882979341
569,0.5,0.1,0,opinion-timeseries,rep,"[ 47.       100.       100.        38.066666  38.066666   0.
   0.        39.7       69.63333   71.         0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.        36.9       71.         0.
   0.         0.         0.        36.4       36.4       69.1
  70.9       37.2       38.266666  69.         0.        38.266666
  68.566666  70.76667    0.         0.         0.        38.8
  38.8       69.3       70.96667   71.        71.        71.
  71.        71.        71.        71.        71.        71.
  71.        71.        71.        71.        71.        71.
  71.        71.         0.         0.      ]",0.17497177766492425,318.63079684070357,0.4842792084120836
570,0.5,0.1,1,opinion-timeseries,dem,"[59. 59. 59.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.]",-0.5687817185039563,699.8131458468039,0.9520759599042209
571,0.5,0.1,1,opinion-timeseries,mod,"[44. 60. 60. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19.
 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19.
 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19. 19.
 19. 19. 19. 19. 19. 19. 19. 19. 19. 19.]",-0.5765125716421099,443.3840090711436,0.7161805151769459
572,0.5,0.1,1,opinion-timeseries,rep,"[ 44. 100. 100.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.]",-0.5588474889227159,508.6268645087477,0.9899321545598541
573,0.5,0.1,2,opinion-timeseries,dem,"[ 79.        79.        79.         0.         0.         0.
   0.        87.666664  87.666664  87.666664  87.666664  87.666664
  87.666664  87.666664  87.666664  87.666664  87.666664  87.666664
  87.666664  87.666664   0.         0.       100.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        91.6
  91.6      100.       100.       100.       100.        89.36667
  89.36667   89.36667   89.36667  100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.3068850408638895,379.59887726035294,0.3357740003469547
574,0.5,0.1,2,opinion-timeseries,mod,"[39.       62.       62.       30.233334 30.233334 24.       24.
 26.7      29.5      30.       24.       24.       24.       24.
 24.       24.       24.       24.       24.       24.       24.
 26.833334 30.       24.       24.       24.       24.       26.9
 26.9      29.533333 30.       26.6      26.966667 29.433332 24.
 27.166666 29.566668 30.       24.       24.       24.       27.133333
 27.133333 29.633333 30.       30.       30.       30.       30.
 30.       30.       30.       30.       30.       30.       30.
 30.       30.       30.       30.       30.       30.       24.
 24.      ]",-0.4252729453464549,379.63765407427763,0.6140986510371387
575,0.5,0.1,2,opinion-timeseries,rep,"[ 45.       100.       100.        77.166664  77.166664   0.
   0.        71.63333   92.26667   93.96667    0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.        74.        93.933334   0.
   0.         0.         0.        73.333336  73.333336  92.86667
  93.96667   71.8       72.96667   92.13333    0.        73.566666
  92.4       94.         0.         0.         0.        77.1
  77.1       93.03333   93.933334  94.        94.        94.
  94.        94.        94.        94.        94.        94.
  94.        94.        94.        94.        94.        94.
  94.        94.         0.         0.      ]",0.22971206725177468,340.5843402442524,0.6044502904700098
576,0.5,0.1,3,opinion-timeseries,dem,"[ 65.        65.        65.         0.         0.         0.
   0.        58.517242  58.517242  58.517242  58.517242  58.517242
  58.517242  58.517242  58.517242  58.517242  58.517242  58.517242
  58.517242  58.517242   0.         0.        99.344826   0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        70.24138
  70.24138  100.       100.       100.       100.        63.62069
  63.62069   63.62069   63.62069  100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.43740552872477473,395.27434365335046,0.40311418896534446
577,0.5,0.1,3,opinion-timeseries,mod,"[42. 57. 57. 23. 23. 22. 22. 23. 23. 23. 22. 22. 22. 22. 22. 22. 22. 22.
 22. 22. 22. 23. 23. 22. 22. 22. 22. 23. 23. 23. 23. 23. 23. 23. 22. 23.
 23. 23. 22. 22. 22. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23. 23.
 23. 23. 23. 23. 23. 23. 23. 23. 22. 22.]",-0.5576869215992486,415.1812369315357,0.6688325291572843
578,0.5,0.1,3,opinion-timeseries,rep,"[ 54.       100.       100.        13.103448  13.103448   0.
   0.        14.379311  36.172413  42.58621    0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.        15.310345  42.103447   0.
   0.         0.         0.        13.620689  13.620689  34.62069
  41.96552   15.620689  15.068966  37.103447   0.        18.551723
  38.103447  43.310345   0.         0.         0.        16.344828
  16.344828  36.896553  42.96552   44.        44.        44.
  44.        44.        44.        44.        44.        44.
  44.        44.        44.        44.        44.        44.
  44.        44.         0.         0.      ]",-0.0046674971619836,368.0309602602062,0.6851476722072427
579,0.5,0.1,4,opinion-timeseries,dem,"[ 60.         60.         60.          0.          0.          0.
   0.         99.96667    99.96667    99.96667    99.96667    99.96667
  99.96667    99.96667    99.96667    99.96667    99.96667    99.96667
  99.96667    99.96667     0.          0.        100.          1.8666667
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.         99.96667
  99.96667   100.        100.        100.        100.         99.8
  99.8        99.8        99.8       100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.          0.       ]",0.3187897169854368,383.461894544081,0.3649022807243873
580,0.5,0.1,4,opinion-timeseries,mod,"[42.       71.       71.       70.23333  70.23333  40.466667 40.466667
 70.23333  71.       71.       41.6      41.6      41.6      41.6
 41.6      41.6      41.6      37.       37.       37.       37.
 70.166664 71.       41.966667 37.       37.       37.       69.96667
 69.96667  71.       71.       70.4      70.5      71.       41.066666
 70.666664 71.       71.       42.       37.       37.       69.96667
 69.96667  71.       71.       71.       71.       71.       71.
 71.       71.       71.       71.       71.       71.       71.
 71.       71.       71.       71.       71.       71.       40.133335
 37.      ]",0.14219119125057947,177.9231031647444,0.24657129619618187
581,0.5,0.1,4,opinion-timeseries,rep,"[ 41.        100.        100.         99.96667    99.96667     3.5666666
   3.5666666 100.        100.        100.          4.1666665   4.1666665
   4.1666665   4.1666665   4.1666665   4.1666665   4.1666665   0.
   0.          0.          0.         99.833336  100.          3.3
   0.          0.          0.         99.76667    99.76667   100.
 100.        100.         99.86667   100.          3.3       100.
 100.        100.          3.2666667   0.          0.         99.833336
  99.833336  100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.          3.2333333   0.       ]",0.21816674640209555,366.76381116368634,0.7031889644500411
582,0.5,0.1,5,opinion-timeseries,dem,"[68. 68. 68.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  1.  1.  1.  1.  1.  1.  1.  0.]",-0.5703216344761217,699.6406642698807,0.9471718592800872
583,0.5,0.1,5,opinion-timeseries,mod,"[39.       58.       58.       18.933332 18.933332 18.033333 18.033333
 18.033333 18.033333 18.033333 18.       18.       18.       18.
 18.       18.       18.       18.       18.       18.       18.
 18.       18.       18.       18.       18.       18.       18.
 18.       18.       18.       18.       18.       18.       18.
 18.       18.       18.       18.       18.       18.       18.
 18.       18.       18.       18.       18.       18.       18.
 18.       18.       18.       18.       18.       18.       18.
 18.       18.       18.       18.       18.       18.       18.
 18.      ]",-0.5761600190185645,450.9848744175273,0.7288148357026093
584,0.5,0.1,5,opinion-timeseries,rep,"[ 44.  100.  100.    2.5   2.5   0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    0. ]",-0.5685651850457649,508.15906692688264,0.9883314619656964
585,0.5,0.1,6,opinion-timeseries,dem,"[ 70.        70.        70.         0.         0.         0.
   0.        98.666664  98.666664  98.666664  98.666664  98.666664
  98.666664  98.666664  98.666664  98.666664  98.666664  98.666664
  98.666664  98.666664   0.         0.       100.         0.3
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        99.03333
  99.03333  100.       100.       100.       100.        98.4
  98.4       98.4       98.4      100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.2957548538198388,382.7894766644854,0.3570430871457388
586,0.5,0.1,6,opinion-timeseries,mod,"[47.       69.       69.       56.6      56.6      28.266666 28.266666
 56.266666 64.1      65.       28.533333 28.533333 28.533333 28.533333
 28.533333 28.533333 28.533333 28.       28.       28.       28.
 55.333332 64.96667  28.533333 28.       28.       28.       56.033333
 56.033333 63.9      65.       56.133335 56.8      64.2      28.7
 56.9      64.       65.       28.666666 28.       28.       55.866665
 55.866665 63.933334 64.833336 65.       65.       65.       65.
 65.       65.       65.       65.       65.       65.       65.
 65.       65.       65.       65.       65.       65.       28.766666
 28.      ]",0.12077861730363174,239.97871933571992,0.3387958032382893
587,0.5,0.1,6,opinion-timeseries,rep,"[ 51.         100.         100.          96.96667     96.96667
   0.           0.          97.833336   100.         100.
   0.76666665   0.76666665   0.76666665   0.76666665   0.76666665
   0.76666665   0.76666665   0.           0.           0.
   0.          97.7        100.           0.26666668   0.
   0.           0.          97.53333     97.53333    100.
 100.          98.566666    98.23333    100.           0.5
  98.36667    100.         100.           0.3          0.
   0.          98.433334    98.433334   100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.           0.36666667   0.        ]",0.21585508778673038,371.19328892585065,0.7104586023845474
588,0.5,0.1,7,opinion-timeseries,dem,"[ 66.        66.        66.         0.         0.         0.
   0.        95.46667   95.46667   95.46667   95.46667   95.46667
  95.46667   95.46667   95.46667   95.46667   95.46667   95.46667
  95.46667   95.46667    0.         0.       100.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.        95.666664
  95.666664 100.       100.       100.       100.        95.5
  95.5       95.5       95.5      100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         0.      ]",0.3172116045361891,381.21046754284356,0.3461220393633904
589,0.5,0.1,7,opinion-timeseries,mod,"[43.       61.733334 62.       38.633335 38.633335 25.333334 25.333334
 39.366665 47.133335 47.966667 25.5      25.5      25.5      25.5
 25.5      25.5      25.5      25.       25.       25.       25.
 39.166668 48.       25.466667 25.       25.       25.       39.066666
 39.066666 47.1      48.       39.466667 39.466667 47.4      25.333334
 39.033333 47.1      47.966667 25.466667 25.       25.       38.733334
 38.733334 47.2      48.       48.       48.       48.       48.
 48.       48.       48.       48.       48.       48.       48.
 48.       48.       48.       48.       48.       48.       25.366667
 25.      ]",0.02435049145708431,305.0266400065211,0.48182992426839855
590,0.5,0.1,7,opinion-timeseries,rep,"[ 49.       100.       100.        88.566666  88.566666   0.
   0.        90.9       99.86667  100.         0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.        89.2      100.         0.
   0.         0.         0.        88.23333   88.23333   99.933334
 100.        89.76667   89.53333   99.933334   0.        89.166664
  99.9      100.         0.         0.         0.        90.5
  90.5      100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.         0.         0.      ]",0.2298112628099111,364.1440918290155,0.6873615590162707
591,0.5,0.1,8,opinion-timeseries,dem,"[58. 58. 58.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-0.5799734432195268,705.3032816455627,0.9599600206326533
592,0.5,0.1,8,opinion-timeseries,mod,"[39. 51. 51. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16.
 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16.
 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16. 16.
 16. 16. 16. 16. 16. 16. 16. 16. 16. 16.]",-0.5812126878714324,466.5994851047309,0.7525542674492378
593,0.5,0.1,8,opinion-timeseries,rep,"[ 53. 100. 100.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.]",-0.5715249956405983,508.72205308989703,0.9931934022407446
594,0.5,0.1,9,opinion-timeseries,dem,"[71. 71. 71.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-0.5799734432195266,705.1113806342938,0.9552644575014073
595,0.5,0.1,9,opinion-timeseries,mod,"[32. 41. 41. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10.
 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10.
 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10.
 10. 10. 10. 10. 10. 10. 10. 10. 10. 10.]",-0.5857557306755172,513.5933795328752,0.8374612604372257
596,0.5,0.1,9,opinion-timeseries,rep,"[ 44. 100. 100.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.]",-0.5588474889227159,508.6268645087477,0.9899321545598541
597,0.5,0.25,0,opinion-timeseries,dem,"[ 53.         53.         53.          0.          0.          0.
   0.         99.36667    99.36667    99.36667    99.36667    99.36667
  99.36667    99.36667    99.36667    99.36667    99.36667    99.36667
  99.36667    99.36667     0.          0.        100.          2.3333333
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.         99.6
  99.6       100.        100.        100.        100.         98.4
  98.4        98.4        98.4       100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.          0.       ]",0.33879071355254964,383.5733769726006,0.36714122706659014
598,0.5,0.25,0,opinion-timeseries,mod,"[47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.
 47. 47. 47. 47. 47. 47. 47. 47. 47. 47.]",,227.913491263681,0.35606942225985805
599,0.5,0.25,0,opinion-timeseries,rep,"[54.       73.       73.       70.       70.       35.733334 35.733334
 69.96667  71.       71.       36.433334 36.433334 36.433334 36.433334
 36.433334 36.433334 36.433334 30.       30.       30.       30.
 69.833336 71.       36.466667 30.033333 30.       30.       70.
 70.       71.       71.       70.066666 70.2      71.       36.533333
 70.13333  71.       71.       36.533333 30.933332 30.066668 70.1
 70.1      71.       71.       71.       71.       71.       71.
 71.       71.       71.       71.       71.       71.       71.
 71.       71.       71.       71.       71.       71.       36.633335
 30.933332]",0.19112228779088222,150.5775978285404,0.23648142704729672
600,0.5,0.25,1,opinion-timeseries,dem,"[66. 66. 66.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-0.5799734432195268,705.1001057296759,0.9547529214235033
601,0.5,0.25,1,opinion-timeseries,mod,"[44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44.
 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44.
 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44. 44.
 44. 44. 44. 44. 44. 44. 44. 44. 44. 44.]",,250.92241729267636,0.3971713740305054
602,0.5,0.25,1,opinion-timeseries,rep,"[44. 61. 61. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12.
 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12.
 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12.
 12. 12. 12. 12. 12. 12. 12. 12. 12. 12.]",-0.5851414692134098,410.1159924948063,0.7838079578846708
603,0.5,0.25,2,opinion-timeseries,dem,"[ 61.        61.        61.        19.034483  19.034483  19.034483
  19.034483 100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.        99.        99.       100.        99.
  99.        99.        99.        99.        99.        99.
  99.        99.        99.        99.        99.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.        99.      ]",0.6707162151545155,135.40142734619224,0.13909444461615042
604,0.5,0.25,2,opinion-timeseries,mod,"[48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48.
 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48.
 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48. 48.
 48. 48. 48. 48. 48. 48. 48. 48. 48. 48.]",,220.29085205700213,0.34236877166964225
605,0.5,0.25,2,opinion-timeseries,rep,"[61. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86.
 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86.
 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86. 86.
 86. 86. 86. 86. 86. 86. 86. 86. 86. 86.]",0.38143814041162294,185.43744848330937,0.3682538555527558
606,0.5,0.25,3,opinion-timeseries,dem,"[66. 66. 66.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-0.5799734432195268,705.1001057296759,0.9547529214235033
607,0.5,0.25,3,opinion-timeseries,mod,"[40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40.
 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40.
 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40. 40.
 40. 40. 40. 40. 40. 40. 40. 40. 40. 40.]",,281.85822588670356,0.4519739763913685
608,0.5,0.25,3,opinion-timeseries,rep,"[53. 72. 72. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17.
 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17.
 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17.
 17. 17. 17. 17. 17. 17. 17. 17. 17. 17.]",-0.5852809403376752,372.686607352612,0.7196428041024756
609,0.5,0.25,4,opinion-timeseries,dem,"[5.7000000e+01 5.7000000e+01 5.7000000e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 9.6266670e+01 9.6266670e+01 9.6266670e+01
 9.6266670e+01 9.6266670e+01 9.6266670e+01 9.6266670e+01 9.6266670e+01
 9.6266670e+01 9.6266670e+01 9.6266670e+01 9.6266670e+01 9.6266670e+01
 0.0000000e+00 0.0000000e+00 9.9933334e+01 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.7133331e+01 9.7133331e+01 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 9.6699997e+01 9.6699997e+01 9.6699997e+01 9.6699997e+01
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 0.0000000e+00]",0.33938237526272447,382.0463433443057,0.3552420452153574
610,0.5,0.25,4,opinion-timeseries,mod,"[46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.]",,235.5611587252873,0.3697700728500738
611,0.5,0.25,4,opinion-timeseries,rep,"[55.       76.       76.       53.466667 53.466667 28.       28.
 51.733334 57.7      58.8      28.       28.       28.       28.
 28.       28.       28.       28.       28.       28.       28.
 51.033333 58.766666 28.       28.       28.       28.       52.1
 52.1      57.833332 58.833332 51.366665 52.3      57.666668 28.
 51.733334 57.533333 58.766666 28.       28.       28.       51.2
 51.2      57.7      58.733334 59.       59.       59.       59.
 59.       59.       59.       59.       59.       59.       59.
 59.       59.       59.       59.       59.       59.       28.
 28.      ]",0.09605930521532144,180.55405620165868,0.3049239989289342
612,0.5,0.25,5,opinion-timeseries,dem,"[74. 74. 74.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-0.5799734432195269,705.1691989161183,0.9573354909169597
