,ba_m,cognitive_translate,cognitive_exponent,repetition,pearson,euclidean,mape
385,5,3,4,5,0.0697020551007742,479.34473139057553,0.7192091207747945
386,5,3,4,6,0.077191961832333,480.6412756587402,0.722073166583859
387,5,3,4,7,0.07021908762103181,480.9698242715461,0.7230831111586236
388,5,3,4,8,0.0697431615223649,478.64582548030074,0.717809165472162
389,5,3,4,9,0.07540913251300572,479.9142563971771,0.7215265772426349
390,5,3,5,0,0.06550880612638485,479.11242464242815,0.7205246673595426
391,5,3,5,1,0.08149889445348422,480.44076919985264,0.7235467544265924
392,5,3,5,2,0.06405954687801518,479.8340262008614,0.7212180105605146
393,5,3,5,3,0.06094620215923826,480.9683796749417,0.7244703131842348
394,5,3,5,4,0.09008812391409894,482.8501162974839,0.7302490035336234
395,5,3,5,5,0.08321922320827764,479.9834369964601,0.7226792752742931
396,5,3,5,6,0.08077788243057822,480.6975348199415,0.7231846377904577
397,5,3,5,7,0.07297786035052543,480.3579743047365,0.7222819752890476
398,5,3,5,8,0.06376417801532865,479.974188997647,0.7205992253126318
399,5,3,5,9,0.07015423803249696,480.4803287414176,0.7230578979804768
400,10,0,1,0,-0.23483770691020497,345.9507400910621,0.5104871293165365
401,10,0,1,1,-0.16406334749861512,348.8087489745015,0.5170030624444777
402,10,0,1,2,-0.20237264557852055,348.10134853698713,0.5154814325542192
403,10,0,1,3,-0.2379246117807655,352.4345895685886,0.5220182203634209
404,10,0,1,4,-0.15417313892751291,350.90691501240036,0.5223574665726854
405,10,0,1,5,-0.1967314558730949,353.11836196096573,0.5233422579633514
406,10,0,1,6,-0.16077742657079666,351.0299422613884,0.5209382140398363
407,10,0,1,7,-0.22864741666915542,348.9235784515104,0.5175172434408601
408,10,0,1,8,-0.1803131028655787,351.68275379444066,0.5214800140554692
409,10,0,1,9,-0.23473585976563002,354.52321417970376,0.5273842649235242
410,10,0,2,0,-0.10159186766808798,248.702810273046,0.35491698730439597
411,10,0,2,1,-0.03602302313372261,240.989000591826,0.34738403047091154
412,10,0,2,2,-0.13647573074708982,243.90848501484433,0.34630810779116455
413,10,0,2,3,-0.05816980389323014,247.50323246486695,0.3565806960999888
414,10,0,2,4,-0.13222986031673134,239.95073687206082,0.3384742948083146
415,10,0,2,5,-0.19598260718925697,242.61800406177824,0.34774991445999287
416,10,0,2,6,-0.1319633393856142,241.54503131106858,0.34505172760552255
417,10,0,2,7,-0.13704958880189552,240.5426174602009,0.34187789294988497
418,10,0,2,8,-0.12283636075441788,242.69022826845892,0.34576275949241747
419,10,0,2,9,-0.23365512018210643,236.16197164030302,0.3348206525828908
420,10,0,3,0,0.018957651091034682,193.69475621149323,0.2890202534147274
421,10,0,3,1,-0.11608769905257027,185.4556298599912,0.27326885574437526
422,10,0,3,2,-0.10400282437060045,207.5215286222244,0.30626439338387984
423,10,0,3,3,-0.17637712361829774,180.7773083060661,0.2605695589982764
424,10,0,3,4,-0.1584837607734576,184.61122344478383,0.2651664285736509
425,10,0,3,5,0.008674139164849997,195.96097564781988,0.289531478514786
426,10,0,3,6,-0.13324067344753623,195.86649086719171,0.286920038390347
427,10,0,3,7,0.022613470489843603,192.01069783619076,0.27872026030613445
428,10,0,3,8,-0.029031102441506168,200.8323955942761,0.2977924705672695
429,10,0,3,9,-0.04122235007631971,182.836797026514,0.2639062789276161
430,10,0,4,0,0.22042562117618889,201.77254604909623,0.3099877952650237
431,10,0,4,1,0.21201428777538253,201.8535416855435,0.3132028648259201
432,10,0,4,2,0.12231166155360292,186.78642450728913,0.2789215871650497
433,10,0,4,3,0.07412237244800228,191.80537463707466,0.28690143495414683
434,10,0,4,4,0.011512580717867265,168.70278396547963,0.24666540933776818
435,10,0,4,5,0.21834023376390246,204.00639825582275,0.31423789396910556
436,10,0,4,6,0.04169257020038488,164.66908716792423,0.2469669795045896
437,10,0,4,7,0.36509478768141174,206.53229071725104,0.3190623567568749
438,10,0,4,8,0.044809867854523046,167.02280057224488,0.24839546277720315
439,10,0,4,9,0.09712858459039746,178.32004007412706,0.26829678784407923
440,10,0,5,0,0.2076901147510628,179.03012526902208,0.27026146095524983
441,10,0,5,1,0.4301217939549664,229.99558857468,0.3572936282450218
442,10,0,5,2,0.26176681279601227,197.5561945010612,0.30477660141075313
443,10,0,5,3,0.16437056595262434,189.88392470053145,0.2881439177043486
444,10,0,5,4,0.1140181865886496,189.71194975786963,0.29539109890834886
445,10,0,5,5,0.1703301807345574,176.6749768030044,0.27326442990808003
446,10,0,5,6,0.49315460890225155,236.7186736776247,0.3684296077965195
447,10,0,5,7,0.24025377309524565,189.19054961583547,0.28961555314205856
448,10,0,5,8,0.304958912893227,199.40275823770207,0.3048917764455678
449,10,0,5,9,0.19021128252196898,211.41393018251406,0.33025416613771713
450,10,1,1,0,-0.015259620549841575,399.1606024667078,0.5966947497445151
451,10,1,1,1,-0.0412250357483395,399.76395783455274,0.5952969466270057
452,10,1,1,2,-0.04963399605186722,400.28217211190787,0.5973458025990738
453,10,1,1,3,-0.03454063090857973,399.44525037863224,0.5973372582654117
454,10,1,1,4,-0.06728977950827546,400.1427924462217,0.5971982823028633
455,10,1,1,5,-0.07410130605652125,398.1997318779848,0.5938365963783264
456,10,1,1,6,-0.03612131118096066,397.1575849721077,0.5886025063646542
457,10,1,1,7,-0.02412013161432997,398.90756278651605,0.5970657612162107
458,10,1,1,8,-0.01946953954331596,399.8998157904857,0.5981670933702296
459,10,1,1,9,-0.05645501839291372,398.85024929205866,0.5939717976786477
460,10,1,2,0,-0.0776902074916863,349.3597408062678,0.5115690339056136
461,10,1,2,1,-0.09474933232647131,348.66613114155103,0.5096599088518539
462,10,1,2,2,-0.11658638172612583,345.7222802738109,0.5061387637300371
463,10,1,2,3,-0.11523050846969933,348.8542179022866,0.5106615592664573
464,10,1,2,4,-0.07120071509945552,351.3244661729336,0.5171280952748228
465,10,1,2,5,-0.13158246402343263,349.12861797101436,0.5102590610902551
466,10,1,2,6,-0.10275171795311305,350.08339898343814,0.5128944642482394
467,10,1,2,7,-0.08346276195462249,345.3053432180295,0.5058616784322565
468,10,1,2,8,-0.10856200587756537,346.6837575337698,0.506741394017918
469,10,1,2,9,-0.09763038106636024,350.34039086574825,0.5139251847530711
470,10,1,3,0,-0.046280559324085445,312.6895444948446,0.44559463057924403
471,10,1,3,1,-0.04140524288153509,313.9031044441812,0.4450207529680037
472,10,1,3,2,-0.047686654629745175,313.24365972882407,0.4435642720106269
473,10,1,3,3,-0.038858153709115974,310.1984684325987,0.4395540953511082
474,10,1,3,4,-0.050008517754690285,316.26739240000353,0.4502859277681228
475,10,1,3,5,-0.017868004322530048,313.1610245908191,0.44506181836561476
476,10,1,3,6,-0.012382375803350906,310.82503062477656,0.43853133572999975
477,10,1,3,7,-0.024963754479120106,313.7230952078599,0.4482324073440965
478,10,1,3,8,-0.022190065877379966,314.001025138382,0.4453932597886934
479,10,1,3,9,-0.04664553686839415,314.6994899195823,0.4482057497595557
480,10,1,4,0,-0.027089256166807348,295.4424348912037,0.4079527813065574
481,10,1,4,1,0.011095409876552317,296.0231001888016,0.4087746102943768
482,10,1,4,2,0.011335847553787847,296.57722658132496,0.4105314888453389
483,10,1,4,3,-0.001325601128135202,292.8496055713755,0.4007891947842417
484,10,1,4,4,0.0010001681248377591,294.0457975108381,0.40318168599169774
485,10,1,4,5,-0.008151159285302169,298.6560672033373,0.41427429185772935
486,10,1,4,6,0.018007944904956722,295.77937133280733,0.4072829599651168
487,10,1,4,7,-0.005761131615157874,296.4948772477308,0.40941438482448245
488,10,1,4,8,0.006374079380053161,298.33535249222797,0.41170260111288787
489,10,1,4,9,-0.004967239123591098,297.81774039998714,0.4102865547406453
490,10,1,5,0,0.035225659844837415,291.52758878813023,0.3965829292183289
491,10,1,5,1,0.019495578664313354,287.1192305953098,0.3892723212395473
492,10,1,5,2,0.06157626088416221,288.35888902445157,0.3913845595875613
493,10,1,5,3,-0.010586928002127712,287.06394611900186,0.38734415649522574
494,10,1,5,4,0.02940246879316367,289.25301012039426,0.39399364957977556
495,10,1,5,5,0.014367220235585745,287.714172789008,0.3891060240746755
496,10,1,5,6,0.04674081072102359,290.03251835601486,0.39887811257232747
497,10,1,5,7,0.031792960652068415,288.9933938147871,0.3892705255049404
498,10,1,5,8,0.023230922813725925,291.29057878933173,0.3968681762185506
499,10,1,5,9,0.03035199921939404,288.2517143076545,0.38845925670324283
500,10,2,1,0,0.03231805238519032,436.200956526382,0.6440826874138853
501,10,2,1,1,0.03428306270444835,436.8261496634148,0.6455398800488884
502,10,2,1,2,0.03868920471538007,437.0171532513852,0.6462565306708418
503,10,2,1,3,0.01785555746973937,435.73701681884904,0.6432595283619532
504,10,2,1,4,0.05322332991030787,435.8965036182586,0.644645158557518
505,10,2,1,5,0.033611559267557864,435.34353416648173,0.6435677580604087
506,10,2,1,6,0.0643215700989027,435.3347618796393,0.6454572437590164
507,10,2,1,7,0.0464753838200734,437.440426867534,0.6486033438451818
508,10,2,1,8,0.05054269383506249,435.53467754031664,0.6440880197141569
509,10,2,1,9,0.0441862519506498,436.83433756043763,0.6461869196480577
510,10,2,2,0,0.05223386383714254,427.2511064133791,0.625642441256415
511,10,2,2,1,0.057061292839701815,429.1409982104949,0.630932415025152
512,10,2,2,2,0.05796373564769741,426.9803249615217,0.6267674186261937
513,10,2,2,3,0.06768479826064937,427.78284004911507,0.6273455019588972
514,10,2,2,4,0.05701953278144939,427.3545437694974,0.6265149795239738
515,10,2,2,5,0.06338849203387358,427.628437789406,0.6296970249597038
516,10,2,2,6,0.04318140207151259,428.7097064004961,0.6283898569441936
517,10,2,2,7,0.03817601389162926,428.09876177124426,0.6271041474617476
518,10,2,2,8,0.05662751289381715,428.70911622688965,0.6305511033288803
519,10,2,2,9,0.03783339165983018,428.9082476876527,0.6296284385880195
520,10,2,3,0,0.047891197533479125,425.4894864820473,0.6132953439936742
521,10,2,3,1,0.06835221943420097,425.70582247571065,0.6133598026257241
522,10,2,3,2,0.04294606199034865,423.85001648759777,0.6083604260219683
523,10,2,3,3,0.05929664934775069,424.6836285882312,0.611743578186876
524,10,2,3,4,0.056731439631694795,425.0935180448023,0.6124675342698893
525,10,2,3,5,0.05326035020051132,423.5889838452918,0.608508513735837
526,10,2,3,6,0.0546081376622386,423.7858013403058,0.610311529930326
527,10,2,3,7,0.063930937501464,425.09331352444786,0.6119968616273238
528,10,2,3,8,0.057611427379328235,425.2119558614686,0.6104821105964598
529,10,2,3,9,0.07853514302263913,425.3397622648998,0.6142620743960686
530,10,2,4,0,0.0728408833501235,426.22697919679945,0.6156929313783747
531,10,2,4,1,0.049459520688434934,425.84939252598184,0.6163391816560894
532,10,2,4,2,0.05148761629660741,425.1799994813019,0.6124611631934104
533,10,2,4,3,0.051486238828861254,424.9740794974741,0.6119434705482306
534,10,2,4,4,0.018628279443887064,426.3318297580209,0.617475229034469
535,10,2,4,5,0.0638343355010607,425.25413158893997,0.6164025985682832
536,10,2,4,6,0.06469079767976592,425.2082335439388,0.6102166242189432
537,10,2,4,7,0.018774036976493564,425.9569521684791,0.6147092861927321
538,10,2,4,8,0.04052167273928301,424.90984278123034,0.6112941487682827
539,10,2,4,9,0.04172575334050763,424.0796432969327,0.6098279988145435
540,10,2,5,0,0.03274220385706327,426.72928290014715,0.6152633632621302
541,10,2,5,1,0.042445317797906924,425.67738617628385,0.6125258243363317
542,10,2,5,2,0.029839506688215944,426.7520229952961,0.6170202315808173
543,10,2,5,3,0.042687014262985636,427.3389315017932,0.6177518028551867
544,10,2,5,4,0.04683646025088082,425.73434726415263,0.612064640601886
545,10,2,5,5,0.04250330172790212,426.05687494877634,0.6144295183290166
546,10,2,5,6,0.033389454108498084,425.8498340081573,0.6128307688395584
547,10,2,5,7,0.0741089500654932,424.7058363662568,0.606963116383802
548,10,2,5,8,0.0569688093432295,425.86333137915113,0.6135483194915802
549,10,2,5,9,0.02298145340761766,427.11163531044,0.6142992540906981
550,10,3,1,0,0.043448912318679374,459.26150004765105,0.6733184944868217
551,10,3,1,1,0.049012825825768686,458.9456382910228,0.6718280875276464
552,10,3,1,2,0.06027950698738981,458.84266895436167,0.6722486035372905
553,10,3,1,3,0.04057348654658019,459.404532818676,0.6716259137170124
554,10,3,1,4,0.03707624979107965,459.00863803123707,0.6724014938121504
555,10,3,1,5,0.05131591671337777,458.8978342103771,0.6724688785232149
556,10,3,1,6,0.04178150953336953,459.4741902124318,0.6728035727016582
557,10,3,1,7,0.04719511441876045,459.10983588093154,0.6723399402009461
558,10,3,1,8,0.042874598414421455,459.1694022150043,0.6711280060983981
559,10,3,1,9,0.044652371547751285,458.9736089100315,0.6725335907869061
560,10,3,2,0,0.06392035793726553,471.74334018636023,0.7032181910526688
561,10,3,2,1,0.060902927466631944,471.1620513940058,0.701234840334913
562,10,3,2,2,0.061475219497171475,472.030753183487,0.7028987522470841
563,10,3,2,3,0.07699149841572121,471.56274331196056,0.7033387496693636
564,10,3,2,4,0.08282728438835386,472.1844068543534,0.7057408306499635
565,10,3,2,5,0.07985211466278132,471.6628154355805,0.7038753993203217
566,10,3,2,6,0.08178521000414218,471.5537061638932,0.7042431573282634
567,10,3,2,7,0.06968468595730255,472.0388416599199,0.7037063459924506
568,10,3,2,8,0.06490186644584518,471.5681694057539,0.7020065244818005
569,10,3,2,9,0.07174230389344048,472.2306306067804,0.7044306522371034
570,10,3,3,0,0.06332614181773977,480.88177045436527,0.7224373182038026
571,10,3,3,1,0.06385143846649423,480.84992532249686,0.7229710912377255
572,10,3,3,2,0.06939922215638396,480.53375621854985,0.721042524524293
573,10,3,3,3,0.07634802677588674,479.76441227724507,0.7210371985637286
574,10,3,3,4,0.08004687611920391,479.8864245280781,0.7208006595913931
575,10,3,3,5,0.07002556724823977,480.37522905836704,0.7200576666580806
576,10,3,3,6,0.071467884218103,480.60921545939783,0.721509291436394
577,10,3,3,7,0.06429221145702622,481.0709365538199,0.7230894421515118
578,10,3,3,8,0.0679278424338909,480.71816136506095,0.7210757288088239
579,10,3,3,9,0.06633412725765823,480.87425117518995,0.7224482026398861
580,10,3,4,0,0.06766632350488772,483.61698253383366,0.7271372551947386
581,10,3,4,1,0.07384659470129265,484.1060364583168,0.7294194087239236
582,10,3,4,2,0.06764920408882004,483.8867567142038,0.728656439248561
583,10,3,4,3,0.0661684538237387,483.8795280427825,0.7287373593020915
584,10,3,4,4,0.06853015150332116,484.10617674344303,0.7304128292659904
585,10,3,4,5,0.06289867317832325,484.17559202463127,0.7292700972101335
586,10,3,4,6,0.07724859158105542,484.27550055933995,0.7303186002599761
587,10,3,4,7,0.07438413453268837,484.4255610048021,0.7298145170186306
588,10,3,4,8,0.07081885814492278,483.0871638582733,0.7270118256853085
589,10,3,4,9,0.07922932458089947,483.90969944423017,0.7301639510737149
590,10,3,5,0,0.07636951775354926,485.25311393452324,0.7314319806715929
591,10,3,5,1,0.08183851278924509,483.80819784175316,0.7297171183796806
592,10,3,5,2,0.07064934815873311,484.6364257962654,0.7293797028852046
593,10,3,5,3,0.07386241632571217,484.77553722163105,0.7306874481395337
594,10,3,5,4,0.07531717599310066,484.62132974596574,0.7314479167633895
595,10,3,5,5,0.07314887326193649,484.8188997107447,0.7313527710661195
596,10,3,5,6,0.0851758581433053,485.0476203847627,0.7325735396450371
597,10,3,5,7,0.07311869431771795,484.73529229615514,0.7315623625189823
598,10,3,5,8,0.08141980933590594,484.22778020089146,0.7306571632709501
599,10,3,5,9,0.08147861905904315,484.71881499098373,0.7318723253090602
600,15,0,1,0,-0.19267910002799837,356.8490192768295,0.5309127953490694
601,15,0,1,1,-0.20452947117967168,354.2293721119872,0.5275871044512842
602,15,0,1,2,-0.1785033685918949,363.09028883089394,0.5437997448152185
603,15,0,1,3,-0.165428388474961,356.20956498299773,0.5324100070789083
604,15,0,1,4,-0.2123110515053149,355.5959791053717,0.5297736575050515
605,15,0,1,5,-0.16911470741567278,358.8535010338446,0.5361229527248307
606,15,0,1,6,-0.187208574211062,356.12696734157356,0.5296733546887923
607,15,0,1,7,-0.16946242241515855,361.5703067731367,0.5430687483014747
608,15,0,1,8,-0.19889089093211185,357.25446505891097,0.5348935734917345
609,15,0,1,9,-0.14185119518977285,359.4218553561348,0.5381381796907836
610,15,0,2,0,-0.25186603048398215,238.93854564374737,0.3392940984907103
611,15,0,2,1,-0.1589205132854517,247.91013639520793,0.3574278948993809
612,15,0,2,2,-0.287420236349194,245.68922975816466,0.3492545382884777
613,15,0,2,3,-0.20924100100048917,235.89778074588847,0.3351223728426113
614,15,0,2,4,-0.30144755390992445,246.29827969257562,0.35338755062596433
615,15,0,2,5,-0.21030340755109359,248.20826863479178,0.3564064569133159
616,15,0,2,6,-0.16017862247961065,247.0222762580538,0.35374455191259924
617,15,0,2,7,-0.18706492577073583,247.84325873403023,0.35673412929236453
618,15,0,2,8,-0.23872774539643435,244.86874528968482,0.3485450205248681
619,15,0,2,9,-0.13016635710887905,247.81870196625195,0.3541740158851867
620,15,0,3,0,-0.1519578782145514,198.6011656305045,0.28935434752393535
621,15,0,3,1,-0.0018615692666755685,197.44599491570816,0.28905619164562807
622,15,0,3,2,-0.0692398801244497,196.05081706484546,0.29056011531649834
623,15,0,3,3,-0.007979966345337874,204.67929970777752,0.30252585265962256
624,15,0,3,4,-0.14258635272725165,195.75147084438208,0.2909773160821956
625,15,0,3,5,-0.30897052578110945,180.55161396024187,0.25837990681649753
626,15,0,3,6,0.03231852724093768,216.17551572571165,0.3218097903143919
627,15,0,3,7,-0.008227801826604255,204.0940233106239,0.29986266716794313
628,15,0,3,8,-0.09988752251993534,194.99492575901718,0.288380584249883
629,15,0,3,9,0.0676390970045964,220.76883361705367,0.32993932923401753
630,15,0,4,0,-0.03404609530576717,173.89058142700787,0.2580847396757126
631,15,0,4,1,0.16737838239473904,186.24820850819341,0.2820471437330338
632,15,0,4,2,-0.16227428546713268,163.73342330905135,0.24472195896083482
633,15,0,4,3,0.07362355017788617,169.8148116650374,0.25260355595490275
634,15,0,4,4,0.16147336758171058,184.8746482825735,0.27744073467499925
635,15,0,4,5,-0.025052041729010415,191.47226005729246,0.2896986828276276
636,15,0,4,6,0.34303951964771623,218.53312153894754,0.33877514136403986
637,15,0,4,7,0.01458179164789906,171.18094294317936,0.2596941197530453
638,15,0,4,8,0.07458516063819669,188.14224094624421,0.28291710475666076
639,15,0,4,9,0.018866625399908448,168.09605890401508,0.24856783908739163
640,15,0,5,0,0.13292397804438585,172.98047975756515,0.25981966392237915
641,15,0,5,1,0.03980707626482185,170.30722250729133,0.2545636840933669
642,15,0,5,2,0.21848492330791194,183.54714650035757,0.28639073498094114
643,15,0,5,3,0.0852627789235383,186.61770856458074,0.2867185235302936
644,15,0,5,4,0.289396604449343,202.6055785212237,0.3122501739125693
645,15,0,5,5,0.21326136698434628,195.94712387184163,0.29287710925357097
646,15,0,5,6,0.17729392209860886,206.6657147715101,0.3218659730608931
647,15,0,5,7,-0.0734762345733287,173.199976457645,0.2592974446860147
648,15,0,5,8,0.18300282154795725,188.87899260289305,0.29472067398105567
649,15,0,5,9,0.1612102455377937,200.63942125812738,0.3041345223034378
650,15,1,1,0,-0.01932753218098639,401.81003204732264,0.6029097673730961
651,15,1,1,1,-0.030304078429046227,402.3444044528556,0.6026420418982411
652,15,1,1,2,-0.02288015877703671,403.1490570135098,0.6046623762437765
653,15,1,1,3,-0.048604256743097214,400.72125476204997,0.5990389421822933
654,15,1,1,4,-0.03279930991709903,402.24323158531246,0.600853892147781
655,15,1,1,5,-0.02457225114861593,402.88777894339137,0.6038957566488373
656,15,1,1,6,-0.06778813723922934,399.7842199149298,0.5990170185036161
657,15,1,1,7,-0.024916431017003516,402.5961759296371,0.6031267234124016
658,15,1,1,8,-0.043303853019850604,403.74976798080615,0.6066987510254572
659,15,1,1,9,-0.040386221056784875,401.48927864145907,0.599840401112767
660,15,1,2,0,-0.058008406796410096,355.26421210048966,0.5264259934269716
661,15,1,2,1,-0.10612169976606922,350.0799904507585,0.5139296677716138
662,15,1,2,2,-0.09708989630641945,354.7904816745125,0.5228652608685648
663,15,1,2,3,-0.09353779147245474,351.61464943025794,0.5153776164179791
664,15,1,2,4,-0.09396061202606375,354.14767185057894,0.5221320873336243
665,15,1,2,5,-0.09897790335482805,352.57132626126077,0.5175049108246362
666,15,1,2,6,-0.12946056400732678,350.29399954348327,0.5142083139317841
667,15,1,2,7,-0.13057319528909053,352.10752887228386,0.5167362644537938
668,15,1,2,8,-0.09723541088908005,353.79943447000096,0.5203681082494214
669,15,1,2,9,-0.06759701544237053,352.4400633964073,0.5175075239554277
670,15,1,3,0,-0.05470107384377077,316.9741771935088,0.45300739446159205
671,15,1,3,1,-0.06050242238863293,321.59401893657883,0.4627399986602103
672,15,1,3,2,-0.05933346020952568,318.2565099114251,0.4530914577184144
673,15,1,3,3,-0.04932720275738694,319.3837194398708,0.4599299543987468
674,15,1,3,4,-0.05161672315010477,316.5642538098773,0.45093631540990814
675,15,1,3,5,-0.054263242021719664,316.9028476573342,0.45096480863765276
676,15,1,3,6,-0.0536926499942974,318.179594979252,0.4560154534127306
677,15,1,3,7,-0.02867495676791795,319.2535183552689,0.45711190238915966
678,15,1,3,8,-0.07162887228284838,314.14694006521574,0.4472985613852356
679,15,1,3,9,-0.06499210519802434,315.4310981141004,0.44887326725776505
680,15,1,4,0,-0.014743038465703342,303.7873705232096,0.42085469480911053
681,15,1,4,1,0.03413658818343962,301.28850787008327,0.417144903661581
682,15,1,4,2,0.007983695527870224,301.0910532000759,0.41712970703577207
683,15,1,4,3,0.007979859822534244,300.8981527376273,0.4174953282041322
684,15,1,4,4,0.011954255325855222,302.2058769648714,0.4214951922992771
685,15,1,4,5,0.02009251640504605,305.8581091541108,0.4283323207414919
686,15,1,4,6,0.0009014934600679361,303.1709060935439,0.422483172804079
687,15,1,4,7,-0.011341540142658027,297.7908399692647,0.4111220882716738
688,15,1,4,8,-0.017960982581280576,303.2779286257064,0.424849269454395
689,15,1,4,9,-0.014177701975355207,300.50460557627616,0.4150766488746827
690,15,1,5,0,0.028671812016474143,294.11619383849944,0.39966162066504834
691,15,1,5,1,0.020132452616713672,293.4050017419842,0.40355233386376516
692,15,1,5,2,-0.023286958312059347,296.60484669852366,0.40861279564400405
693,15,1,5,3,0.032503342934010505,294.01489683007605,0.4020349845250535
694,15,1,5,4,0.028612488026174818,294.564244257896,0.40343476182811494
695,15,1,5,5,0.011600007943016305,293.3346077643951,0.3994101057517232
696,15,1,5,6,0.04109573920150824,293.5675259656667,0.39890855933349023
697,15,1,5,7,0.03300978480614327,296.49602520875555,0.40453494778407517
698,15,1,5,8,0.023722455146057576,293.324370098899,0.3999248154705171
699,15,1,5,9,0.03321557330750799,294.08941227979767,0.4011465159535142
700,15,2,1,0,0.038597237428269364,437.27854317490556,0.6474365484704228
701,15,2,1,1,0.03920807593381037,437.1516397411342,0.6466968141610093
702,15,2,1,2,0.04553970061544196,437.7760334080329,0.649258263782856
703,15,2,1,3,0.03979481405021857,436.83870312118484,0.6471423956400691
704,15,2,1,4,0.038398516311804916,436.66591867616194,0.6452801192690952
705,15,2,1,5,0.026390190856957554,436.1656397079427,0.6439524435500347
706,15,2,1,6,0.03626533778738211,436.06527628965796,0.6446394825205556
707,15,2,1,7,0.04302451549483625,436.9959317534187,0.646869136333029
708,15,2,1,8,0.025465309307835467,435.82091466421406,0.6428264263326534
709,15,2,1,9,0.02802208353468359,436.5919542578181,0.6461294084296557
710,15,2,2,0,0.04717349473310795,430.17104849682966,0.6324721897546622
711,15,2,2,1,0.07998540580225914,429.02915523683527,0.6324487690289265
712,15,2,2,2,0.04477737707664237,429.6653210268073,0.6319231502851208
713,15,2,2,3,0.05408917150579257,429.8836454557083,0.6326344766621251
714,15,2,2,4,0.052153580347803936,428.87107813914173,0.6307427188479375
715,15,2,2,5,0.05390125325628969,430.52035453692594,0.6345516697420486
716,15,2,2,6,0.058427570366535474,429.08923669660135,0.6303683977584614
717,15,2,2,7,0.0601035926682054,428.1008971255413,0.6288432106323297
718,15,2,2,8,0.04634113139889251,429.1005401590542,0.6307962538802561
719,15,2,2,9,0.04850364457868984,429.0690239907257,0.6331333447369915
720,15,2,3,0,0.07312886357863832,426.69655586857476,0.6173244331061415
721,15,2,3,1,0.08075289291144735,427.53612265530927,0.6188274908353745
722,15,2,3,2,0.06513741304881301,425.95266183133407,0.6140382611319835
723,15,2,3,3,0.04071325076549868,426.0975970457509,0.615856549596967
724,15,2,3,4,0.060372065866030354,426.98745030930763,0.617877120611551
725,15,2,3,5,0.07480253710633604,425.52806603364314,0.6151237963868262
726,15,2,3,6,0.06468890567266299,427.0201555797835,0.6167760318924501
727,15,2,3,7,0.10680940319363048,428.13369528257317,0.6237464784382851
728,15,2,3,8,0.060254787330942326,426.664798395926,0.617167703579597
729,15,2,3,9,0.08295565823447139,427.7803663745023,0.6195558314503901
730,15,2,4,0,0.07570248426231795,425.06036003093396,0.6103410507847332
731,15,2,4,1,0.04723638425973625,426.96006359134793,0.6157029637032795
732,15,2,4,2,0.05925932295681022,425.6880092236159,0.6134757710553905
733,15,2,4,3,0.09206484780973763,425.84338312502535,0.6119656073058737
734,15,2,4,4,0.08860222176091241,425.231265355998,0.6099403191535537
735,15,2,4,5,0.04241867247939072,426.1195031915502,0.6163790180407506
736,15,2,4,6,0.08105821640594207,425.50175373949884,0.610462025470598
737,15,2,4,7,0.07430268395873961,424.3349600898634,0.6062947228748351
738,15,2,4,8,0.07245454208032721,425.83090919305386,0.6160913371585989
739,15,2,4,9,0.06719143205796926,426.2559350055415,0.6121637052588763
740,15,2,5,0,0.050837760698722166,427.06258217709643,0.616872801928137
741,15,2,5,1,0.034831447526658545,426.2132056120403,0.614593417269044
742,15,2,5,2,0.07301002454864047,424.9195635126708,0.6118772667453681
743,15,2,5,3,0.0836881263113101,425.55504796656095,0.6064985766448608
744,15,2,5,4,0.07057260515482285,424.8367420488148,0.6060828709160966
745,15,2,5,5,0.07774761478752212,425.69701207185904,0.6118585315279383
746,15,2,5,6,0.0692558148778839,425.74529200797116,0.6116839629184122
747,15,2,5,7,0.0684885707278985,426.7066912108242,0.6165967080810615
748,15,2,5,8,0.08285386400425972,426.29031823071506,0.6142859571668998
749,15,2,5,9,0.00987204480571859,427.67313307344574,0.6199597748624146
750,15,3,1,0,0.04392881147917105,459.74977864237036,0.6761016406754923
751,15,3,1,1,0.04154447499730103,459.0663514583526,0.6714003662457504
752,15,3,1,2,0.05057495982439265,459.0777794145897,0.672136121976238
753,15,3,1,3,0.04611112223776518,458.61809755840915,0.6718504746089087
754,15,3,1,4,0.056259084344952616,459.24254869891365,0.6738309111577375
755,15,3,1,5,0.04675405934837629,459.05676210844837,0.6728382347302612
756,15,3,1,6,0.0496859086958829,459.10924118848305,0.672709864309351
757,15,3,1,7,0.049750118800819976,458.8934949980239,0.672731803256307
758,15,3,1,8,0.059769043858991656,459.48585376270876,0.6741491879106647
759,15,3,1,9,0.05989228793109175,459.39927145355796,0.6756226741042557
760,15,3,2,0,0.06612147873988623,472.18265938815466,0.7028187365571122
761,15,3,2,1,0.0664169179767784,472.3053015111166,0.702076619414378
762,15,3,2,2,0.06370707544774044,472.0858455295072,0.7030995454067052
763,15,3,2,3,0.05443852718865486,472.2919392726983,0.7025477543596512
764,15,3,2,4,0.0647113266008688,472.52728546827433,0.7034307693682571
765,15,3,2,5,0.06357723613925258,472.2794010652151,0.703546281860139
766,15,3,2,6,0.06932519861214732,471.83762786394794,0.7036229707469975
767,15,3,2,7,0.06939429806282209,471.6010007361383,0.7025321602935306
768,15,3,2,8,0.0529426107104873,472.2007065700009,0.7040561592883513
769,15,3,2,9,0.07632702661222142,472.5712029396372,0.7055460294673056
