,ws_p,ws_k,cognitive_translate,cognitive_exponent,repetition,pearson,euclidean,mape
0,0.1,2,0,1,0,-0.2912881243542204,326.04376120248963,0.4750039410802025
1,0.1,2,0,1,1,-0.32388556962138154,321.8970329987394,0.4672348745049153
2,0.1,2,0,1,2,-0.32030779828377365,321.6893212940767,0.4661672631509788
3,0.1,2,0,1,3,-0.35544621987907493,321.21155140501537,0.46621652503068184
4,0.1,2,0,1,4,-0.2806127586914431,326.2460154474652,0.47678376560299446
5,0.1,2,0,1,5,-0.25445943192671644,326.9200333153821,0.4788777680466923
6,0.1,2,0,1,6,-0.2744584051967444,328.54631932318836,0.4798625514745873
7,0.1,2,0,1,7,-0.3290194409635188,323.3063950896576,0.4697965662687858
8,0.1,2,0,1,8,-0.27609832357277014,322.8436145955447,0.4675780177920039
9,0.1,2,0,1,9,-0.29190559997414073,325.1639341242206,0.4730780153700243
10,0.1,2,0,2,0,-0.29195676213146377,212.62991863647912,0.2997227217055463
11,0.1,2,0,2,1,-0.3462363309595738,213.93443145861144,0.3030379509637063
12,0.1,2,0,2,2,-0.16362831593652533,223.63895257872548,0.31997520227593074
13,0.1,2,0,2,3,-0.10456780997029243,224.07127745162532,0.32322909810048017
14,0.1,2,0,2,4,-0.2447834517437366,215.50160704707073,0.30348406887583607
15,0.1,2,0,2,5,-0.13739948898243884,223.44444256425587,0.32397530758957244
16,0.1,2,0,2,6,-0.09941035529055113,219.74262670726344,0.31320636647023414
17,0.1,2,0,2,7,-0.18404540169084269,218.6830394261424,0.3133225678635566
18,0.1,2,0,2,8,-0.1706015851218243,225.61275664741152,0.32327664005355256
19,0.1,2,0,2,9,-0.1413833303532521,216.7138753441744,0.31140409379780004
20,0.1,2,0,3,0,-0.04158084962686831,187.8113934916672,0.2807782199811463
21,0.1,2,0,3,1,0.2641680921911576,186.3584680563085,0.2767993606806498
22,0.1,2,0,3,2,-0.12715277592806903,178.062418457733,0.2607128700180055
23,0.1,2,0,3,3,0.13634533029748727,187.31938434380695,0.2765889632927401
24,0.1,2,0,3,4,0.0040169906340014605,178.0923279627244,0.26487151817079924
25,0.1,2,0,3,5,0.04229774693991598,178.87906041797785,0.2603698871369164
26,0.1,2,0,3,6,-0.2171918394912192,166.81121130935102,0.2435787801424559
27,0.1,2,0,3,7,-0.1066451781048614,178.95575066394085,0.2634422216209045
28,0.1,2,0,3,8,0.02341096503596583,173.86538857908897,0.2541920808923301
29,0.1,2,0,3,9,-0.08801626518322515,183.13519143772103,0.26705047940493354
30,0.1,2,0,4,0,0.2684781931473545,181.28856000885136,0.27906499897979103
31,0.1,2,0,4,1,0.35700455725569963,211.7202047199037,0.3211310233961404
32,0.1,2,0,4,2,0.19526109652042511,180.68843135657985,0.2722341028465488
33,0.1,2,0,4,3,0.27533760446457833,177.84764736217605,0.27128061990700414
34,0.1,2,0,4,4,0.28152606933653584,180.29816284846797,0.27070360312529557
35,0.1,2,0,4,5,0.26376015915354634,202.28793141789208,0.3112548683962714
36,0.1,2,0,4,6,0.1362210704877448,186.15874711935817,0.28499606246819614
37,0.1,2,0,4,7,0.1157962408456437,179.02029320751421,0.26544585460535064
38,0.1,2,0,4,8,0.3608988358349765,192.05476226823632,0.29020429241157825
39,0.1,2,0,4,9,0.305473599846769,194.96402732743422,0.30035157987642935
40,0.1,2,0,5,0,-0.04538528424388919,176.79816635893062,0.2644932442167597
41,0.1,2,0,5,1,0.28286380125339033,184.42601958812887,0.2826126578631903
42,0.1,2,0,5,2,0.43195658021881483,197.23853668367857,0.29718395673984027
43,0.1,2,0,5,3,0.3854672970753412,191.11156726303633,0.28898556414702564
44,0.1,2,0,5,4,0.1955376085991124,184.76037333553913,0.2900263267258298
45,0.1,2,0,5,5,0.4243151492215291,190.85770900943922,0.2959580118061984
46,0.1,2,0,5,6,-0.040342514042501304,164.20147159622502,0.25052632461103186
47,0.1,2,0,5,7,0.16813257788209945,192.90287579430367,0.29767545980797533
48,0.1,2,0,5,8,0.21453251919780802,173.3033161000449,0.2662200605917628
49,0.1,2,0,5,9,0.36243320086218844,178.67442183462924,0.26975179041122227
50,0.1,2,1,1,0,-0.13487077130478908,373.47737969516885,0.5425325400041844
51,0.1,2,1,1,1,-0.10096024559831658,373.85614547485585,0.544066027386351
52,0.1,2,1,1,2,-0.14618830183585477,375.3925304870119,0.5438425682466747
53,0.1,2,1,1,3,-0.142370022879019,375.12062226573227,0.5472478941024043
54,0.1,2,1,1,4,-0.10291969734081048,373.09631875124296,0.5416275639338631
55,0.1,2,1,1,5,-0.1359031113968315,374.7537204406688,0.5460863587768524
56,0.1,2,1,1,6,-0.11177176581060665,373.1763769607585,0.5421552606404038
57,0.1,2,1,1,7,-0.14116251791526982,374.3159052810147,0.5435319318305429
58,0.1,2,1,1,8,-0.13979284504199455,374.7845375295583,0.5463322685253323
59,0.1,2,1,1,9,-0.1005820064109833,375.54582305785516,0.5478341772672666
60,0.1,2,1,2,0,-0.11007932060909847,320.7895732610387,0.4641507804702473
61,0.1,2,1,2,1,-0.14552060561153532,318.0441484585558,0.45473567487305483
62,0.1,2,1,2,2,-0.12999509237295973,317.29315640177407,0.4540698534028203
63,0.1,2,1,2,3,-0.13162465126598819,319.30510497495806,0.4584310464999625
64,0.1,2,1,2,4,-0.11142758657003711,317.97209285897264,0.4577642992914647
65,0.1,2,1,2,5,-0.10869901925096014,318.0194386578352,0.4566552314195713
66,0.1,2,1,2,6,-0.10685016734337316,319.48548092177265,0.4616604958067804
67,0.1,2,1,2,7,-0.1419018186874364,318.9100499269332,0.45812195245392723
68,0.1,2,1,2,8,-0.1428391892245614,318.51232347493965,0.45686580065485255
69,0.1,2,1,2,9,-0.12718522067611282,317.73904753562925,0.45514068033704286
70,0.1,2,1,3,0,-0.044306377304725364,289.74801806637373,0.401360370712543
71,0.1,2,1,3,1,-0.10685056829489252,290.46519151339965,0.40414613743996197
72,0.1,2,1,3,2,-0.04943716010026023,291.32672158157203,0.4052217134269959
73,0.1,2,1,3,3,-0.0462297801453479,292.2004655377237,0.4086114737294393
74,0.1,2,1,3,4,-0.06652408178575624,291.048160735656,0.4059181863175798
75,0.1,2,1,3,5,-0.0441758068361785,290.649077422524,0.4063200065202284
76,0.1,2,1,3,6,-0.042589822667438965,289.99538015382024,0.4052879232115783
77,0.1,2,1,3,7,-0.046736780706710175,292.2606385122954,0.4060583745968696
78,0.1,2,1,3,8,-0.059358754834052944,288.72437327789845,0.4009095498141282
79,0.1,2,1,3,9,-0.05283578120946129,290.959914103166,0.40661306943210107
80,0.1,2,1,4,0,-0.007262182218895259,283.89100217837654,0.3984299925204858
81,0.1,2,1,4,1,-0.018958357716412483,282.6691843300621,0.39816425252028154
82,0.1,2,1,4,2,-0.04453134169687186,284.258074779516,0.40297526675505385
83,0.1,2,1,4,3,-0.06261562047055126,283.60931557775643,0.4006735952390666
84,0.1,2,1,4,4,-0.009038926862891539,283.9538489138987,0.397816195917222
85,0.1,2,1,4,5,-0.025803223539159204,282.9598439094077,0.3981272804688369
86,0.1,2,1,4,6,-0.03266768715094041,284.61302049261116,0.40165761474752487
87,0.1,2,1,4,7,-0.027219193505376382,285.7563204178225,0.40496557909693126
88,0.1,2,1,4,8,-0.02894292159459677,283.9908920549172,0.4011962404515968
89,0.1,2,1,4,9,-0.009293870325671175,282.8167787689289,0.3966086038686651
90,0.1,2,1,5,0,-0.021639752154968384,281.9199915970282,0.39715183390740627
91,0.1,2,1,5,1,0.0005159795377507881,282.16557761660823,0.39969057241392186
92,0.1,2,1,5,2,-0.020835692184355308,282.98704726539785,0.39820246762224687
93,0.1,2,1,5,3,-0.009631947524524306,283.9183980343255,0.40304210000691737
94,0.1,2,1,5,4,-0.0052819625937152725,280.5549443433609,0.3975077670017571
95,0.1,2,1,5,5,-0.0267668106516125,281.13210626116035,0.395479857196039
96,0.1,2,1,5,6,-0.024116806400941788,280.3090473730979,0.39630454937094384
97,0.1,2,1,5,7,-0.016671995422830415,283.31519861355645,0.40283594992290234
98,0.1,2,1,5,8,0.010599513063975349,282.71589347008063,0.4025134518225851
99,0.1,2,1,5,9,0.026541156396942767,281.0387729231113,0.3998223451231849
100,0.1,2,2,1,0,-0.007347013075171234,413.8538238472035,0.5989530537989178
101,0.1,2,2,1,1,-0.027126384500492855,414.75721202638897,0.5990283430307617
102,0.1,2,2,1,2,-0.005274471623273827,415.4411154015984,0.6017785033945615
103,0.1,2,2,1,3,-0.03316804731453191,416.31605419882425,0.6021606026520243
104,0.1,2,2,1,4,-0.02479117026462359,414.57953150654185,0.6000686992065236
105,0.1,2,2,1,5,-0.04314476882795659,416.59403131490035,0.6057568009777169
106,0.1,2,2,1,6,-0.013741424648559332,415.2713001559525,0.6015460083987868
107,0.1,2,2,1,7,-0.022818953492818924,415.6361853318479,0.6020952452931203
108,0.1,2,2,1,8,-0.02553263048629802,415.7175555759498,0.6016375139787168
109,0.1,2,2,1,9,-0.01939537895693471,415.9088414522391,0.6020257307252
110,0.1,2,2,2,0,-0.05737241587445657,400.1795786599737,0.5682932592444229
111,0.1,2,2,2,1,-0.06718618594165275,396.49463688730697,0.5602857058028482
112,0.1,2,2,2,2,-0.02565353404980894,396.9123806375149,0.5626016393339954
113,0.1,2,2,2,3,-0.016679665393111942,396.51751680364396,0.5624412962683267
114,0.1,2,2,2,4,-0.03885453143594513,398.92552814404047,0.5661656679226456
115,0.1,2,2,2,5,-0.048815882885373564,397.8126872683783,0.564367259291631
116,0.1,2,2,2,6,-0.0561510400326423,397.8286453059324,0.5650472170947785
117,0.1,2,2,2,7,-0.04410499952442617,398.312548610192,0.5660874790091227
118,0.1,2,2,2,8,-0.03587488672011128,397.35605713398786,0.5623177050430801
119,0.1,2,2,2,9,-0.04388786823209004,398.62936609687745,0.5643136970496038
120,0.1,2,2,3,0,-0.014024010347972968,388.0597298085847,0.5395078700023226
121,0.1,2,2,3,1,-0.006417481122747564,389.7986496071099,0.542339200567168
122,0.1,2,2,3,2,-0.011522927801647853,389.9242823482919,0.5402357051367136
123,0.1,2,2,3,3,-0.0017400089479046674,389.547296201522,0.5417433149428043
124,0.1,2,2,3,4,0.01854478778861865,392.05107173162827,0.5491747029739689
125,0.1,2,2,3,5,-0.03739193068038558,389.7747169904034,0.5450126807194736
126,0.1,2,2,3,6,-0.029416767821715956,390.03429804404215,0.5429519593850763
127,0.1,2,2,3,7,-0.008907646583298352,392.36101415067577,0.5478967899220922
128,0.1,2,2,3,8,-0.01974455208452498,389.02822200541186,0.5412146766669417
129,0.1,2,2,3,9,-0.00973924680108071,390.492930628245,0.5433343777109559
130,0.1,2,2,4,0,0.01871573776320691,386.13388919860927,0.5290411425055705
131,0.1,2,2,4,1,0.004658296964971193,385.70473837049695,0.5283413580870944
132,0.1,2,2,4,2,0.0011886984073480357,384.7307191025261,0.5274528615899982
133,0.1,2,2,4,3,-0.00038998329968807356,386.2496743985791,0.5329539361556824
134,0.1,2,2,4,4,0.03032617378113216,387.26109530338067,0.5330651701308768
135,0.1,2,2,4,5,0.0164021973861439,385.23771795080785,0.5281182682176112
136,0.1,2,2,4,6,0.05412337184234902,388.06141590328485,0.5346802814931191
137,0.1,2,2,4,7,-0.004787709191282852,386.52962910161085,0.5365496649885967
138,0.1,2,2,4,8,0.034254336971518105,385.4707442397311,0.5287784699585223
139,0.1,2,2,4,9,0.0260830676057138,388.4254671590431,0.5327824330041159
140,0.1,2,2,5,0,-0.00011902998730557261,390.2401042193037,0.5442101421208441
141,0.1,2,2,5,1,0.015955993864216995,389.44802850900896,0.5369931548555117
142,0.1,2,2,5,2,0.03549536918000141,387.14131954397163,0.5291314011699105
143,0.1,2,2,5,3,0.014596807561711623,391.8039482980566,0.5446695943040264
144,0.1,2,2,5,4,0.018952276712728974,385.6441281632489,0.5296360142943749
145,0.1,2,2,5,5,-0.01134184029292362,390.4217065482308,0.5465171380845497
146,0.1,2,2,5,6,0.01831142617711983,384.7237321811485,0.5247477091932082
147,0.1,2,2,5,7,0.07481802625497422,388.263686777642,0.5391815469668436
148,0.1,2,2,5,8,0.024150244854828834,383.6227191864582,0.5222844043667402
149,0.1,2,2,5,9,0.004836892440296228,383.5872682734211,0.5250613809963159
150,0.1,2,3,1,0,0.0198688570202421,446.97095033243744,0.6480942036456497
151,0.1,2,3,1,1,0.030498777962521664,447.0523376901662,0.6488651181715923
152,0.1,2,3,1,2,0.025299215717557427,449.45509372040436,0.6562309553642386
153,0.1,2,3,1,3,0.011453473113078413,448.0719397619608,0.6523714068160589
154,0.1,2,3,1,4,0.023757726474076358,446.58130248437755,0.6457242750861848
155,0.1,2,3,1,5,0.021740870150488378,447.0767598069771,0.6480279651260958
156,0.1,2,3,1,6,0.01712354781728938,446.6027019988796,0.64519717001916
157,0.1,2,3,1,7,0.03094573069986468,446.6110150896093,0.6472382305503993
158,0.1,2,3,1,8,0.024845229050473348,446.4766038627481,0.6460879468530984
159,0.1,2,3,1,9,0.013030666773920743,447.94571806286723,0.6507088021824995
160,0.1,2,3,2,0,0.018435177127279465,456.0301557058506,0.6690922668010244
161,0.1,2,3,2,1,0.012461238069846977,457.4043904636296,0.6724258561275112
162,0.1,2,3,2,2,0.006530248748213924,457.55647985269337,0.6700993157496468
163,0.1,2,3,2,3,0.027372777560488167,456.51089025330265,0.6665263279891034
164,0.1,2,3,2,4,0.008754647454929725,456.28663859165744,0.6669130814514705
165,0.1,2,3,2,5,0.009111897485116253,454.5207407762348,0.6615841265874008
166,0.1,2,3,2,6,0.012081586318703262,451.54090128101825,0.6554382054688408
167,0.1,2,3,2,7,0.015731718717001287,456.0002499295294,0.6676260198892879
168,0.1,2,3,2,8,0.009899250073746353,453.8415249731991,0.6582194263449989
169,0.1,2,3,2,9,0.01386460933781228,453.79425547025113,0.658244099457903
170,0.1,2,3,3,0,0.005868508795042887,463.3694147202637,0.680171944344548
171,0.1,2,3,3,1,0.00017378545121973324,463.76293958212824,0.6821863625144781
172,0.1,2,3,3,2,0.02766283411925104,460.37930187522824,0.6775672304026733
173,0.1,2,3,3,3,-0.01685587827253453,468.3731128711649,0.69033420704022
174,0.1,2,3,3,4,0.016350078729359455,461.4777649686873,0.6755836957706484
