,ws_p,ws_k,cognitive_translate,cognitive_exponent,repetition,pearson,euclidean,mape
175,0.1,2,3,3,5,0.013776616621451262,460.2940444005596,0.675100247127403
176,0.1,2,3,3,6,-0.0005064204649427353,466.58304935620345,0.6881337913401984
177,0.1,2,3,3,7,0.020279497698686196,460.74581885406695,0.6747649767557785
178,0.1,2,3,3,8,0.00046130631322879406,462.9540162942341,0.6747235992387264
179,0.1,2,3,3,9,-0.00019261373886624023,465.0739562849006,0.683245138551697
180,0.1,2,3,4,0,-0.0008097868041753812,469.11028302388945,0.6924250548929072
181,0.1,2,3,4,1,0.017048642337293477,466.8260629114406,0.6901861674542961
182,0.1,2,3,4,2,0.012251804742301349,463.6580359931674,0.6776142111831568
183,0.1,2,3,4,3,0.005819587219972481,464.8729953645315,0.6814560135577462
184,0.1,2,3,4,4,-0.00830896215644438,473.1893705104612,0.7035737900970606
185,0.1,2,3,4,5,0.02031010155394278,462.08678991168745,0.6780699267431141
186,0.1,2,3,4,6,-0.005029926575447656,475.9055166623992,0.7143860266059985
187,0.1,2,3,4,7,0.011352134570993712,462.07296361712525,0.674272703567941
188,0.1,2,3,4,8,0.003306304891877075,462.651978767366,0.6739709327851818
189,0.1,2,3,4,9,0.0012581500870140854,471.3423541660168,0.696534780714388
190,0.1,2,3,5,0,0.03584102721959698,461.74163021922465,0.6773562055659491
191,0.1,2,3,5,1,0.013431266716034807,461.01218080243774,0.6755321670180224
192,0.1,2,3,5,2,0.019962540494453982,467.54812063366415,0.6925355966318679
193,0.1,2,3,5,3,-0.022636861571702707,471.02111189306066,0.6937877964590827
194,0.1,2,3,5,4,-0.014909199488119931,473.0920268301963,0.6989632423409443
195,0.1,2,3,5,5,-0.02477156048598179,470.58536272066175,0.6923313809017362
196,0.1,2,3,5,6,0.015258134492964865,460.33257787030016,0.6736787165619452
197,0.1,2,3,5,7,-0.0016236815510038115,462.79050101810304,0.6763507321364575
198,0.1,2,3,5,8,-0.007457888731120341,468.1738000430327,0.6877492471763356
199,0.1,2,3,5,9,0.007889672995743372,464.723600470543,0.6796587642913389
200,0.1,3,0,1,0,-0.2708620911961414,326.50050568522926,0.47544594409009644
201,0.1,3,0,1,1,-0.3419278862065079,325.4303950561686,0.47316736051588837
202,0.1,3,0,1,2,-0.28645688725274443,325.4308035222389,0.4749584328100911
203,0.1,3,0,1,3,-0.2411697473106248,325.63690822651785,0.4768393015616321
204,0.1,3,0,1,4,-0.34014498421490186,323.4680886527946,0.47039770518850776
205,0.1,3,0,1,5,-0.2561184425888659,325.7082533796144,0.4749368340358265
206,0.1,3,0,1,6,-0.255025843368609,328.03994758666414,0.4807252921754103
207,0.1,3,0,1,7,-0.28775820105695993,324.95726675939494,0.47343976313221914
208,0.1,3,0,1,8,-0.2685568140262258,323.93978640361314,0.47013141803163155
209,0.1,3,0,1,9,-0.23293198807040152,327.36663627236777,0.4785419785798966
210,0.1,3,0,2,0,-0.10415115850163185,218.0047665633547,0.31122252508426634
211,0.1,3,0,2,1,-0.12605335820054323,226.01251411780638,0.32918013870044455
212,0.1,3,0,2,2,-0.1807073600645821,225.31090413388608,0.32258125098463325
213,0.1,3,0,2,3,-0.2593618434834162,215.54536345900723,0.3034492951802961
214,0.1,3,0,2,4,-0.24353195274107695,214.57249216625277,0.30615721994841055
215,0.1,3,0,2,5,-0.23361537372353383,212.46359091052113,0.29997929520108896
216,0.1,3,0,2,6,-0.26871056144593003,214.8442185642193,0.303520123286871
217,0.1,3,0,2,7,-0.10099558772851973,237.56043168837357,0.34342753011054955
218,0.1,3,0,2,8,-0.12427270274713527,224.30193660494578,0.32026636660775365
219,0.1,3,0,2,9,-0.23237170058724818,224.6550620967348,0.3218484215696874
220,0.1,3,0,3,0,0.13725765655799685,188.07373347458937,0.2778280890577271
221,0.1,3,0,3,1,-0.04921351516315886,191.77367635915218,0.285795479503429
222,0.1,3,0,3,2,0.22822214424173928,196.5598984865821,0.2957685868167159
223,0.1,3,0,3,3,-0.023573712157248943,190.51857144018268,0.2854778059783516
224,0.1,3,0,3,4,-0.051826159601068233,166.7642126150049,0.24384411813486895
225,0.1,3,0,3,5,0.01562977209433113,177.87168239579032,0.25850948558820713
226,0.1,3,0,3,6,-0.005299937185816839,182.27695045442692,0.2695534655570448
227,0.1,3,0,3,7,0.09803765890815637,196.3641109064259,0.29307553942494363
228,0.1,3,0,3,8,-0.021990241878473798,186.1634140659821,0.2751255949673632
229,0.1,3,0,3,9,0.05554746318480924,190.41188899068,0.2835336859414835
230,0.1,3,0,4,0,0.283414152489389,183.57055053498672,0.2783231988467712
231,0.1,3,0,4,1,0.18914530067632085,161.81230889245077,0.23814369485715672
232,0.1,3,0,4,2,0.29935726610853686,191.44954540936257,0.29079810861109523
233,0.1,3,0,4,3,0.19253827646514374,175.15863383073466,0.262428763551366
234,0.1,3,0,4,4,0.15760683466486425,170.273402520569,0.25611071487988035
235,0.1,3,0,4,5,0.03281545443451823,178.00165683112678,0.27085058318791316
236,0.1,3,0,4,6,0.20110153480036977,178.44579797822027,0.2691917795747493
237,0.1,3,0,4,7,0.2679357296803587,189.84620208890544,0.2930189115997081
238,0.1,3,0,4,8,0.31527015364891947,176.98823365898068,0.2624001428815668
239,0.1,3,0,4,9,0.326376641157018,195.14745122114095,0.3007902942865195
240,0.1,3,0,5,0,0.2587559014855549,179.74169242989765,0.2725132484531927
241,0.1,3,0,5,1,0.06114614942658545,184.0544139619229,0.2804343538710814
242,0.1,3,0,5,2,0.2629222371908602,183.33089521345264,0.2787647387157647
243,0.1,3,0,5,3,0.3899468617564397,206.67722715241993,0.31874382291558423
244,0.1,3,0,5,4,0.24218954086720637,194.75911355289125,0.3019082796509763
245,0.1,3,0,5,5,0.47364046279143146,212.59529367215725,0.327461973886198
246,0.1,3,0,5,6,0.38935905081303895,206.2628802563178,0.32381009145020617
247,0.1,3,0,5,7,0.22495090665059378,197.49639639122867,0.3054112751699463
248,0.1,3,0,5,8,0.4101975394464104,190.79592547857897,0.29319351684922945
249,0.1,3,0,5,9,0.3659449511126021,220.8508611747151,0.3391435041494439
250,0.1,3,1,1,0,-0.1127718062792995,373.3895375266905,0.5434477319839343
251,0.1,3,1,1,1,-0.13660376034778166,372.1933318075621,0.540045044461864
252,0.1,3,1,1,2,-0.14269196288479719,375.58102819828053,0.54622093526099
253,0.1,3,1,1,3,-0.15547538443608286,373.9151447791333,0.5428656924382352
254,0.1,3,1,1,4,-0.14771565860551597,374.3696924173369,0.5448208226301823
255,0.1,3,1,1,5,-0.13415820701150846,372.60423500814994,0.5394148854999234
256,0.1,3,1,1,6,-0.13319819081090742,373.50533966589796,0.5441255421711366
257,0.1,3,1,1,7,-0.1039376810474767,375.8011326147578,0.5492462407904055
258,0.1,3,1,1,8,-0.08654437773713154,377.97912170814243,0.5541041195193511
259,0.1,3,1,1,9,-0.09932878727520116,374.2981062301838,0.5459716411269491
260,0.1,3,1,2,0,-0.15446605124690618,317.28061590917673,0.45433957856179186
261,0.1,3,1,2,1,-0.16610105853050092,317.4446639847907,0.4554247640522462
262,0.1,3,1,2,2,-0.12516164844932096,321.7961069067075,0.46429534687541146
263,0.1,3,1,2,3,-0.11378129028260571,317.4114084725391,0.45569363774417004
264,0.1,3,1,2,4,-0.08163620219784544,319.7188676762687,0.4590529431256236
265,0.1,3,1,2,5,-0.13141169746388634,318.69528884428405,0.4592735439120588
266,0.1,3,1,2,6,-0.11905231998540779,316.63461348166396,0.4523876550044088
267,0.1,3,1,2,7,-0.15590299184615022,317.10284603118845,0.4520344106679674
268,0.1,3,1,2,8,-0.12701376141594453,316.6459388932108,0.4550959564647674
269,0.1,3,1,2,9,-0.10749124765757785,316.40459179416143,0.45352399715642505
270,0.1,3,1,3,0,-0.04566378491374587,290.22590036152013,0.4065832736418998
271,0.1,3,1,3,1,-0.048894307267737025,290.1590770608172,0.40343451127677943
272,0.1,3,1,3,2,-0.046711707833627825,287.2142314465761,0.39551828394904726
273,0.1,3,1,3,3,-0.07293988105239489,287.8423954738517,0.3988240489359021
274,0.1,3,1,3,4,-0.03970515824184312,290.3935251724049,0.40345868991466843
275,0.1,3,1,3,5,-0.0697241243650959,291.0074465780705,0.40401379502159496
276,0.1,3,1,3,6,-0.05101360926432772,292.0215709756158,0.40578322590915145
277,0.1,3,1,3,7,-0.07446325755662944,290.84617157417205,0.40612984670394536
278,0.1,3,1,3,8,-0.04340267651802741,288.93272919685256,0.40045468625684816
279,0.1,3,1,3,9,-0.029193182810057988,289.94431374858254,0.4029087310915851
280,0.1,3,1,4,0,-0.05111829325443601,282.8135651586993,0.3961378191233365
281,0.1,3,1,4,1,-0.011952034011000071,284.1926286237011,0.40178101858606485
282,0.1,3,1,4,2,-0.025501514182614076,284.72356850775105,0.4039742279518485
283,0.1,3,1,4,3,-0.027606029200658595,283.77771799413955,0.4022623865167228
284,0.1,3,1,4,4,-0.022472497859369722,281.2642874907579,0.394342925660458
285,0.1,3,1,4,5,-0.004977270472058278,282.5556921543536,0.3966420419441039
286,0.1,3,1,4,6,-0.04884994861388631,284.72809452828034,0.3999806871575889
287,0.1,3,1,4,7,-0.030508940614135466,283.63726074933857,0.3998499339812002
288,0.1,3,1,4,8,-0.025623981346400204,283.20954401883904,0.3978702318341005
289,0.1,3,1,4,9,-0.03438607921527187,281.88080908624306,0.39358084774220686
290,0.1,3,1,5,0,-0.03731172043454332,277.638129150665,0.3904305502756847
291,0.1,3,1,5,1,0.0010428808867503452,279.16967357217277,0.39329464422244903
292,0.1,3,1,5,2,-0.02104932951920424,281.3920229684471,0.39627328446028365
293,0.1,3,1,5,3,-0.00041844542320137085,278.45522306985526,0.38667623478320995
294,0.1,3,1,5,4,0.01915327150651634,284.94089218090875,0.40503487988908704
295,0.1,3,1,5,5,0.008787001375939038,287.793370520815,0.4135585602934096
296,0.1,3,1,5,6,-0.005066882054201323,282.647850091711,0.4016675993614265
297,0.1,3,1,5,7,-0.0037324932325455973,280.9385210190231,0.3981482815358865
298,0.1,3,1,5,8,-0.0014902540224268994,282.24414547185614,0.4023644217000281
299,0.1,3,1,5,9,0.0081658623301602,282.8347281736022,0.3997344118258955
300,0.1,3,2,1,0,-0.0370772008203523,416.13906132575966,0.6021718918450191
301,0.1,3,2,1,1,-0.03422182678360281,416.026353117326,0.6011619018795035
302,0.1,3,2,1,2,-0.01859173767792264,415.13049432934645,0.5997791018840276
303,0.1,3,2,1,3,-0.02044712106228937,416.1078098510049,0.6032688295960468
304,0.1,3,2,1,4,-0.01283907794718831,415.6341711085518,0.6029565481722005
305,0.1,3,2,1,5,-0.013483594471988115,414.4860240722639,0.6006754029681326
306,0.1,3,2,1,6,-0.025473382559476666,415.3596057320822,0.6002378993738074
307,0.1,3,2,1,7,-0.03563672635050295,415.25050153475223,0.5984944877219184
308,0.1,3,2,1,8,-0.044305245571577834,415.15664529888136,0.6022828093607359
309,0.1,3,2,1,9,-0.01582458755966237,416.5845437697276,0.6038830702637646
310,0.1,3,2,2,0,-0.04721873394884107,395.70857290237353,0.558027980150586
311,0.1,3,2,2,1,-0.05791105167770108,396.70173728090657,0.5598756220029708
312,0.1,3,2,2,2,-0.040231813884331585,395.91180002429627,0.558994925196831
313,0.1,3,2,2,3,-0.04499926360936174,397.1512228104397,0.5611173456872209
314,0.1,3,2,2,4,-0.04624781054331509,397.58663579578814,0.5605443064684088
315,0.1,3,2,2,5,-0.02898576753686584,396.7553876969551,0.560445890722867
316,0.1,3,2,2,6,-0.03279948894391892,397.2499079883102,0.5621994417107586
317,0.1,3,2,2,7,-0.01933860865509,397.9927511194225,0.5639500671090832
318,0.1,3,2,2,8,-0.045274689214350315,398.12184922009396,0.5639837903113664
319,0.1,3,2,2,9,-0.05878756436474274,398.9106914837062,0.5675765838204375
320,0.1,3,2,3,0,-0.006707622741823689,387.2305462837544,0.5382333343826285
321,0.1,3,2,3,1,0.003696514177047251,390.9304810269909,0.5449351228351212
322,0.1,3,2,3,2,-0.013137680378778752,389.19760646551975,0.5396948524118865
323,0.1,3,2,3,3,-0.02705347630086234,392.40798834585195,0.5486651127077735
324,0.1,3,2,3,4,-0.006616083701392307,391.1587235291572,0.5434795149570953
325,0.1,3,2,3,5,-0.011798609134578678,386.7245432027999,0.5385708787070799
326,0.1,3,2,3,6,-0.026807063075916304,388.57571747994393,0.5416928919200097
327,0.1,3,2,3,7,-0.007480385918230426,388.0287326777902,0.5406762292341728
328,0.1,3,2,3,8,-0.010819437221423768,393.93440171051617,0.5493882824425476
329,0.1,3,2,3,9,-0.0046592260410186015,387.4370105569167,0.5386764794444173
330,0.1,3,2,4,0,0.04729703324896417,389.0859180204713,0.5346134532644959
331,0.1,3,2,4,1,0.013186673488382247,387.02199984292025,0.5368541772461639
332,0.1,3,2,4,2,-0.010020494008547298,383.13525152569383,0.5287699086019627
333,0.1,3,2,4,3,0.026967841761379074,385.54334591977914,0.5298092426340949
334,0.1,3,2,4,4,-0.00791252039096041,386.3886033460674,0.5336881198210667
335,0.1,3,2,4,5,-0.0035494534918892318,385.2581446850781,0.5320946903903042
336,0.1,3,2,4,6,0.031338182306413546,388.4504141716904,0.532717986757609
337,0.1,3,2,4,7,0.006335701037237439,387.7380646358504,0.5370513001173386
338,0.1,3,2,4,8,0.0047266959594890814,386.60004767228696,0.5335555234300553
339,0.1,3,2,4,9,0.019599350745163464,383.71449642202566,0.52649202346667
340,0.1,3,2,5,0,0.018495460928730216,385.8351192436512,0.5419209492994228
341,0.1,3,2,5,1,-0.004292895128141097,386.6582008178074,0.5405679374016065
