,ba_m,complex_spread_ratio,repetition,measure,pen_name,data,pearson,euclidean,mape
372,10,0.05,6,opinion-timeseries,dem,"[ 59.        59.        59.         0.         0.         0.
   0.        98.066666  98.066666  98.066666  93.5       81.13333
  42.166668  42.166668  18.333334  18.333334  18.333334  18.333334
  16.366667  15.566667   1.         1.        91.46667    1.3
   1.         1.         1.         1.         1.         1.
   1.         1.         1.         1.         1.        98.23333
  98.23333  100.       100.       100.       100.        97.86667
  97.86667   93.7       93.7      100.       100.       100.
 100.        53.6      100.       100.        92.1       50.8
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         1.      ]",0.3912083947460724,421.4927965040366,0.43628934936827435
373,10,0.05,6,opinion-timeseries,mod,"[46.       67.       67.       41.533333 41.533333 25.033333 25.033333
 40.633335 43.       43.       27.066668 27.066668 27.066668 27.066668
 27.066668 27.066668 27.066668 22.       22.       22.       22.
 39.9      43.       26.566668 22.       22.       22.       39.8
 39.8      43.       43.       41.3      41.166668 43.       26.466667
 41.3      43.       43.       27.2      22.633333 22.       39.666668
 39.666668 42.633335 43.       43.       43.       43.       42.
 42.       43.       43.       42.       42.       43.       42.
 42.       42.       42.       42.       43.       43.       27.2
 22.533333]",-0.17027490094830158,321.1676385105846,0.5104597926007642
374,10,0.05,6,opinion-timeseries,rep,"[42.        95.        95.        72.53333   72.53333    7.9
  7.9       76.96667   84.5       85.        10.933333  10.433333
  9.9        9.9        9.833333   9.833333   9.833333   5.
  5.         5.         5.        72.2       84.666664   9.7
  5.         5.         5.        72.833336  72.833336  84.03333
 85.        79.53333   78.5       84.566666   9.866667  78.76667
 84.6       84.8       10.4        5.0333333  5.        71.6
 71.6       83.666664  84.9       85.        85.        85.
 79.3       74.        85.        85.        82.333336  75.4
 84.53333   78.1       78.1       78.1       72.73333   72.73333
 84.566666  85.        11.1        5.233333 ]",0.19034584435591456,286.65908212847455,0.48231221025525883
375,10,0.05,7,opinion-timeseries,dem,"[6.5000000e+01 6.5000000e+01 6.5000000e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 9.8066666e+01 9.8066666e+01 9.8066666e+01
 9.1733330e+01 6.7900002e+01 2.0633333e+01 2.0633333e+01 3.2333333e+00
 3.2333333e+00 3.2333333e+00 3.2333333e+00 2.8000000e+00 2.0999999e+00
 0.0000000e+00 0.0000000e+00 4.2066666e+01 1.3333334e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.8400002e+01 9.8400002e+01 9.9000000e+01 9.9000000e+01 9.9000000e+01
 9.9000000e+01 9.7466667e+01 9.7466667e+01 6.2799999e+01 6.2799999e+01
 9.9000000e+01 9.9000000e+01 9.9000000e+01 9.9000000e+01 3.3333333e+00
 9.8933334e+01 9.8933334e+01 4.4099998e+01 2.5000000e+00 9.8900002e+01
 9.8900002e+01 9.8900002e+01 9.8900002e+01 9.8900002e+01 9.8900002e+01
 9.9000000e+01 9.9000000e+01 9.9000000e+01 6.6666670e-02]",0.3172137214511486,467.5043636492958,0.4993564473042479
376,10,0.05,7,opinion-timeseries,mod,"[39.       69.       69.       56.633335 56.633335 37.7      37.7
 58.133335 59.6      59.6      38.7      37.933334 36.9      36.9
 36.833332 36.833332 36.833332 33.       33.       33.       33.
 55.266666 58.       37.633335 33.066666 33.       33.       55.533333
 55.533333 57.933334 58.       56.666668 56.466667 57.966667 38.766666
 56.666668 57.933334 58.       38.2      34.166668 33.533333 55.633335
 55.633335 55.966667 58.466667 59.       59.       59.       55.966667
 55.3      59.       59.       56.266666 55.233334 59.       56.066666
 56.066666 56.066666 55.366665 55.366665 59.       59.       38.366665
 33.533333]",0.018932369600892486,225.58083326447596,0.3409449801273069
377,10,0.05,7,opinion-timeseries,rep,"[45.        90.        90.        82.333336  82.333336   8.6
  8.6       83.26667   86.76667   86.8       10.3        9.2
  8.166667   8.166667   7.6        7.366667   7.366667   5.
  5.         5.         5.        79.46667   85.933334   8.466666
  5.0666666  5.         5.        80.63333   80.63333   85.96667
 86.        83.73333   82.933334  85.96667   10.566667  83.13333
 85.96667   85.96667    8.6        5.1        5.        84.46667
 84.46667   63.133335  89.53333   90.76667   91.        91.
 57.266666  33.        91.        91.        56.8       33.1
 90.666664  56.6       56.6       56.6       33.433334  33.433334
 90.63333   91.        13.133333   6.5      ]",0.0860747900923603,304.97892510550975,0.5479932751644966
378,10,0.05,8,opinion-timeseries,dem,"[68.        68.        68.         0.         0.         0.
  0.        98.76667   98.76667   98.76667   77.066666  27.
  5.233333   5.233333   3.1        3.1        3.1        3.1
  3.0666666  3.         0.         0.        58.066666   0.1
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.        98.3
 98.3       99.        99.        99.        99.        98.166664
 98.166664  58.033333  58.033333  99.        99.        99.
 99.         6.4666667 99.        99.        53.233334   5.5666666
 99.        99.        99.        99.        99.        99.
 99.        99.        99.         0.       ]",0.3342443352071716,472.2287988941639,0.507720145019705
379,10,0.05,8,opinion-timeseries,mod,"[49.       69.       69.       61.866665 61.866665 44.3      44.3
 61.666668 63.       63.       43.066666 42.3      42.233334 42.233334
 42.233334 42.233334 42.233334 41.       41.       41.       41.
 61.866665 63.       43.       41.366665 41.1      41.1      61.533333
 61.533333 63.       63.       61.966667 62.033333 63.       44.233334
 62.       63.       63.       43.9      41.6      41.366665 61.666668
 61.666668 61.033333 63.       63.       63.       63.       60.433334
 60.       63.       63.       60.8      60.       63.       60.533333
 60.533333 60.533333 60.       60.       63.       63.       44.533333
 43.      ]",0.04475362041601431,184.12903587229462,0.276521821579473
380,10,0.05,8,opinion-timeseries,rep,"[43.       94.       94.       84.566666 84.566666  9.766666  9.766666
 84.46667  88.96667  89.       11.5      10.5      10.166667 10.166667
 10.166667 10.166667 10.166667  6.        6.        6.        6.
 84.333336 89.       11.066667  6.        6.        6.       83.333336
 83.333336 88.9      89.       85.       85.4      88.96667  13.1
 85.96667  88.96667  89.       10.433333  6.        6.       83.8
 83.8      69.333336 89.       89.       89.       89.       65.86667
 52.566666 89.       89.       66.4      51.9      89.       66.5
 66.5      66.5      52.7      52.7      89.       89.       12.166667
  7.      ]",0.11894887465827592,294.6732595449168,0.5209494085320303
381,10,0.05,9,opinion-timeseries,dem,"[7.2000000e+01 7.2000000e+01 7.2000000e+01 3.3333335e-02 3.3333335e-02
 3.3333335e-02 3.3333335e-02 9.9400002e+01 9.9400002e+01 9.9400002e+01
 5.9866665e+01 1.0433333e+01 1.1000000e+00 1.1000000e+00 1.0000000e+00
 1.0000000e+00 1.0000000e+00 1.0000000e+00 1.0000000e+00 1.0000000e+00
 0.0000000e+00 0.0000000e+00 2.4233334e+01 1.6666667e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.9233330e+01 9.9233330e+01 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 9.9233330e+01 9.9233330e+01 4.2333332e+01 4.2333332e+01
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.6666666e+00
 9.9800003e+01 9.9800003e+01 3.3000000e+01 1.0000000e+00 9.9800003e+01
 9.9800003e+01 9.9800003e+01 9.9800003e+01 9.9800003e+01 9.9800003e+01
 1.0000000e+02 1.0000000e+02 1.0000000e+02 0.0000000e+00]",0.3163878381902603,489.10262206814895,0.5392787007117457
382,10,0.05,9,opinion-timeseries,mod,"[42.       65.5      66.       62.166668 62.166668 47.3      47.3
 62.766666 64.       64.       47.433334 45.666668 44.933334 44.933334
 44.933334 44.933334 44.933334 44.       44.       44.       43.
 62.266666 63.666668 44.066666 43.       43.       43.       62.466667
 62.466667 64.       64.       63.333332 62.766666 64.       48.366665
 63.166668 64.       63.833332 46.233334 44.8      44.633335 62.033333
 62.033333 56.5      64.       64.       64.       64.       56.1
 55.       64.       64.       56.1      55.       63.633335 56.033333
 56.033333 56.033333 55.       55.       63.433334 64.       48.833332
 47.      ]",0.053351847272050196,177.18870402765992,0.2681645548114853
383,10,0.05,9,opinion-timeseries,rep,"[49.        95.86667   96.        86.9       86.9       13.433333
 13.433333  90.833336  95.        95.        16.133333  13.566667
 10.833333  10.833333   9.933333   9.866667   9.866667   6.0666666
  6.0666666  6.0666666  6.        85.73333   93.73333   14.3
  6.         6.         6.        85.2       85.2       94.86667
 95.        91.96667   91.23333   95.        17.633333  92.63333
 95.        94.6       15.333333   7.5666666  7.        88.3
 88.3       63.866665  94.5       95.        95.        95.
 61.8       33.1       95.        95.        58.966667  32.566666
 91.8       54.9       54.9       54.9       31.466667  31.466667
 91.933334  94.96667   17.3        7.3333335]",0.061683211762324816,309.65326211092867,0.5772814091540147
384,10,0.1,0,opinion-timeseries,dem,"[69.        69.        69.         2.0333333  2.0333333  2.0333333
  2.0333333 95.26667   95.26667   95.26667   95.26667   95.26667
 95.26667   95.26667   95.26667   95.26667   95.26667   95.26667
 95.26667   95.26667    2.         2.        98.63333    3.8333333
  2.         2.         2.         2.         2.         2.
  2.         2.         2.         2.         2.        95.46667
 95.46667   99.        99.        99.        99.        95.166664
 95.166664  95.166664  95.166664  99.        99.        99.
 99.        99.        99.        99.        99.        99.
 99.        99.        99.        99.        99.        99.
 99.        99.        99.         2.       ]",0.30675725797018033,371.8022682102551,0.33412860490198404
385,10,0.1,0,opinion-timeseries,mod,"[39.       45.766666 46.       41.       41.       39.       39.
 41.       41.       41.       39.       39.       39.       39.
 39.       39.       39.       39.       39.       39.       39.
 41.       41.       39.       39.       39.       39.       41.
 41.       41.       41.       41.       41.       41.       39.
 41.       41.       41.       39.       39.       39.       41.
 41.       41.       41.       41.       41.       41.       41.
 41.       41.       41.       41.       41.       41.       41.
 41.       41.       41.       41.       41.       41.       39.
 39.      ]",-0.1711971844367298,279.40887831440256,0.4458688747728432
386,10,0.1,0,opinion-timeseries,rep,"[52.       88.       88.       67.3      67.3      16.4      16.4
 67.9      75.066666 75.86667  17.233334 17.233334 17.233334 17.233334
 17.233334 17.233334 17.233334 14.       14.       14.       14.
 67.4      75.933334 17.6      14.       14.       14.       67.2
 67.2      74.63333  76.       68.36667  69.166664 75.566666 17.466667
 68.13333  75.333336 75.933334 17.5      14.       14.       66.333336
 66.333336 75.166664 75.96667  76.       76.       76.       76.
 76.       76.       76.       76.       76.       76.       76.
 76.       76.       76.       76.       76.       76.       17.4
 14.      ]",0.1836197132840655,236.92642715183757,0.37400735369263205
387,10,0.1,1,opinion-timeseries,dem,"[6.9000000e+01 6.9000000e+01 6.9000000e+01 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 9.5599998e+01 9.5599998e+01 9.5599998e+01
 9.5599998e+01 9.5599998e+01 9.5599998e+01 9.5599998e+01 9.5599998e+01
 9.5599998e+01 9.5599998e+01 9.5599998e+01 9.5599998e+01 9.5599998e+01
 3.3333335e-02 3.3333335e-02 9.7400002e+01 6.6666669e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 9.5766670e+01 9.5766670e+01 9.8000000e+01 9.8000000e+01 9.8000000e+01
 9.8000000e+01 9.4599998e+01 9.4599998e+01 9.4599998e+01 9.4599998e+01
 9.8000000e+01 9.8000000e+01 9.8000000e+01 9.8000000e+01 9.8000000e+01
 9.8000000e+01 9.8000000e+01 9.8000000e+01 9.8000000e+01 9.8000000e+01
 9.8000000e+01 9.8000000e+01 9.8000000e+01 9.8000000e+01 9.8000000e+01
 9.8000000e+01 9.8000000e+01 9.8000000e+01 0.0000000e+00]",0.29772560934483455,380.6776714843041,0.3383826616362723
388,10,0.1,1,opinion-timeseries,mod,"[48. 54. 54. 45. 45. 42. 42. 45. 45. 45. 42. 42. 42. 42. 42. 42. 42. 42.
 42. 42. 42. 45. 45. 42. 42. 42. 42. 45. 45. 45. 45. 45. 45. 45. 42. 45.
 45. 45. 42. 42. 42. 45. 45. 45. 45. 45. 45. 45. 45. 45. 45. 45. 45. 45.
 45. 45. 45. 45. 45. 45. 45. 45. 42. 42.]",-0.3328085007775946,251.35441014631112,0.3937351703990223
389,10,0.1,1,opinion-timeseries,rep,"[47.       87.2      87.933334 72.5      72.5      26.733334 26.733334
 72.933334 75.96667  76.2      26.933332 26.933332 26.933332 26.933332
 26.933332 25.933332 25.933332 23.       23.       23.       23.
 72.333336 76.       25.9      23.       23.       23.       72.26667
 72.26667  75.76667  76.       72.433334 73.       75.76667  26.266666
 72.76667  75.833336 76.       25.466667 23.       23.       72.4
 72.4      75.833336 76.       76.       76.       76.       75.
 75.       76.       76.       76.       76.       76.       75.
 75.       75.       75.       75.       76.       76.       26.4
 24.      ]",0.17689048271421548,198.75583397110157,0.33141552018396897
390,10,0.1,2,opinion-timeseries,dem,"[ 60.        60.        60.         1.         1.         1.
   1.        94.333336  94.333336  94.333336  94.333336  94.333336
  94.333336  94.333336  94.333336  94.333336  94.333336  94.333336
  94.333336  94.333336   1.         1.       100.         2.1
   1.         1.         1.         1.         1.         1.
   1.         1.         1.         1.         1.        94.2
  94.2      100.       100.       100.       100.        94.933334
  94.933334  94.933334  94.933334 100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.         1.      ]",0.33928109987161076,376.40860429296924,0.3427143643999565
391,10,0.1,2,opinion-timeseries,mod,"[41. 46. 46. 38. 38. 35. 35. 38. 38. 38. 35. 35. 35. 35. 35. 35. 35. 35.
 35. 35. 35. 38. 38. 35. 35. 35. 35. 38. 38. 38. 38. 38. 38. 38. 35. 38.
 38. 38. 35. 35. 35. 38. 38. 38. 38. 38. 38. 38. 38. 38. 38. 38. 38. 38.
 38. 38. 38. 38. 38. 38. 38. 38. 35. 35.]",-0.3159135626142383,305.2319110119386,0.48843580249843144
392,10,0.1,2,opinion-timeseries,rep,"[46.       83.8      84.       62.266666 62.266666 22.933332 22.933332
 62.5      67.       67.       22.733334 22.733334 22.733334 22.733334
 22.733334 22.733334 22.733334 21.       21.       21.       21.
 61.566666 67.       22.766666 21.       21.       21.       61.833332
 61.833332 66.76667  67.       62.233334 63.3      66.96667  23.033333
 63.166668 66.86667  67.       22.9      21.       21.       61.233334
 61.233334 66.6      67.       67.       67.       67.       67.
 67.       67.       67.       67.       67.       67.       67.
 67.       67.       67.       67.       67.       67.       22.933332
 21.      ]",0.15162942273456292,201.80723723546788,0.29206833867899984
393,10,0.1,3,opinion-timeseries,dem,"[64.        64.        64.         1.0333333  1.0333333  1.0333333
  1.0333333 97.63333   97.63333   97.63333   97.63333   97.63333
 97.63333   97.63333   97.63333   97.63333   97.63333   97.63333
 97.63333   97.63333    1.4666667  1.4666667 98.8        3.2666667
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.        97.566666
 97.566666  99.        99.        99.        99.        97.7
 97.7       97.7       97.7       99.        99.        99.
 99.        99.        99.        99.        99.        99.
 99.        99.        99.        99.        99.        99.
 99.        99.        99.         1.6      ]",0.3124522699115193,376.8692205854975,0.34664129562514506
394,10,0.1,3,opinion-timeseries,mod,"[45. 50. 50. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.
 46. 46. 46. 46. 46. 46. 46. 46. 46. 46.]",-0.38321434737097543,235.421535760856,0.3677102522382921
395,10,0.1,3,opinion-timeseries,rep,"[52.       87.       87.       71.833336 71.833336 24.566668 24.566668
 72.4      73.13333  73.13333  24.7      24.7      24.7      24.7
 24.7      24.7      24.7      19.       19.       19.       19.
 71.066666 73.       24.5      19.       19.       19.       71.
 71.       72.9      73.       72.066666 71.7      73.       24.166666
 72.03333  73.       73.       24.3      19.266666 19.       71.1
 71.1      73.       73.       73.       73.       73.       73.
 73.       73.       73.       73.       73.       73.       73.
 73.       73.       73.       73.       73.       73.       24.3
 19.266666]",0.1472483046386459,208.19552781387097,0.3294649626642303
396,10,0.1,4,opinion-timeseries,dem,"[75.       75.       75.        2.        2.        2.        2.
 96.26667  96.26667  96.26667  96.26667  96.26667  96.26667  96.26667
 96.26667  96.26667  96.26667  96.26667  96.26667  96.26667   2.
  2.       97.933334  4.366667  2.        2.        2.        2.
  2.        2.        2.        2.        2.        2.        2.
 97.066666 97.066666 98.       98.       98.       98.       96.
 96.       96.       96.       98.       98.       98.       98.
 98.       98.       98.       98.       98.       98.       98.
 98.       98.       98.       98.       98.       98.       98.
  2.      ]",0.2810637570755791,372.2125636005129,0.33730614596582476
397,10,0.1,4,opinion-timeseries,mod,"[40.       52.433334 52.933334 50.       50.       43.       43.
 50.       50.       50.       43.       43.       43.       43.
 42.       42.       42.       42.       42.       42.       42.
 50.       50.       42.       42.       42.       42.       50.
 50.       50.       50.       50.       50.       50.       43.
 50.       50.       50.       43.       43.       43.       50.
 50.       50.       50.       50.       50.       50.       49.
 49.       50.       50.       49.       49.       50.       49.
 49.       49.       49.       49.       50.       50.       43.
 43.      ]",0.08481204097283371,228.32963099355987,0.35539038100433934
398,10,0.1,4,opinion-timeseries,rep,"[53.       89.833336 90.       73.23333  73.23333  25.7      25.7
 73.73333  79.73333  79.96667  28.8      28.8      28.8      28.8
 28.8      28.8      28.8      22.       22.       22.       22.
 73.066666 79.96667  28.366667 22.       22.       22.       72.166664
 72.166664 79.6      80.       76.1      75.5      79.73333  28.966667
 76.       80.       80.       29.033333 22.066668 22.       72.23333
 72.23333  79.833336 80.       80.       80.       80.       80.
 80.       80.       80.       80.       80.       80.       80.
 80.       80.       80.       80.       80.       80.       29.033333
 22.3     ]",0.19397131187661967,204.25838544322446,0.3613744655392278
399,10,0.1,5,opinion-timeseries,dem,"[63.         63.         63.          0.          0.          0.
  0.         96.3        96.3        96.3        96.3        96.3
 96.3        96.3        96.3        96.3        96.3        96.3
 96.3        96.3         0.          0.         98.666664    0.56666666
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.         95.96667
 95.96667    99.         99.         99.         99.         96.3
 96.3        96.3        96.3        99.         99.         99.
 99.         99.         99.         99.         99.         99.
 99.         99.         99.         99.         99.         99.
 99.         99.         99.          0.        ]",0.3177786405722873,381.2974297152417,0.346630791866021
400,10,0.1,5,opinion-timeseries,mod,"[45.       49.       49.       37.333332 37.333332 34.       34.
 37.6      38.       38.       34.       34.       34.       34.
 34.       34.       34.       34.       34.       34.       34.
 37.333332 38.       34.       34.       34.       34.       37.466667
 37.466667 38.       38.       37.4      37.166668 38.       34.
 37.533333 38.       38.       34.       34.       34.       37.4
 37.4      38.       38.       38.       38.       38.       38.
 38.       38.       38.       38.       38.       38.       38.
 38.       38.       38.       38.       38.       38.       34.
 34.      ]",-0.34972166696991047,308.7141110648624,0.49174865338074436
401,10,0.1,5,opinion-timeseries,rep,"[44.       77.       77.       60.9      60.9      23.6      23.6
 60.933334 67.1      67.86667  24.366667 24.366667 24.366667 24.366667
 24.366667 24.366667 24.366667 23.       23.       23.       23.
 60.566666 67.86667  24.366667 23.       23.       23.       60.533333
 60.533333 66.933334 67.833336 61.5      60.566666 66.86667  23.733334
 61.466667 67.2      67.96667  24.433332 23.       23.       61.233334
 61.233334 67.3      68.       68.       68.       68.       68.
 68.       68.       68.       68.       68.       68.       68.
 68.       68.       68.       68.       68.       68.       24.2
 23.      ]",0.20126968661993277,191.6499551503931,0.27483700536747613
402,10,0.1,6,opinion-timeseries,dem,"[65.        65.        65.         1.         1.         1.
  1.        83.6       83.6       83.6       83.6       83.6
 83.6       83.6       83.6       83.6       83.6       83.6
 83.6       83.6        2.0666666  2.0666666 97.5        2.2666667
  2.         2.         2.         2.         2.         2.
  2.         2.         2.         2.         2.        86.03333
 86.03333   98.96667   98.96667   98.96667   98.96667   82.166664
 82.166664  82.166664  82.166664  99.        99.        99.
 99.        99.        99.        99.        99.        99.
 99.        99.        99.        99.        99.        99.
 99.        99.        99.         2.       ]",0.35828978008507845,371.3978628304648,0.32207492622829725
403,10,0.1,6,opinion-timeseries,mod,"[33. 35. 35. 28. 28. 25. 25. 28. 28. 28. 25. 25. 25. 25. 25. 25. 25. 25.
 25. 25. 25. 28. 28. 25. 25. 25. 25. 28. 28. 28. 28. 28. 28. 28. 25. 28.
 28. 28. 25. 25. 25. 28. 28. 28. 28. 28. 28. 28. 28. 28. 28. 28. 28. 28.
 28. 28. 28. 28. 28. 28. 28. 28. 25. 25.]",-0.33017543016181256,383.2664601814252,0.6253944033229871
404,10,0.1,6,opinion-timeseries,rep,"[41.       79.76667  81.       51.3      51.3      15.366667 15.366667
 50.9      64.433334 65.96667  16.9      16.9      16.9      16.9
 16.9      16.9      16.9      14.       14.       14.       14.
 51.       65.933334 16.933332 14.       14.       14.       50.966667
 50.966667 64.46667  65.96667  52.366665 52.       64.23333  16.9
 51.366665 64.433334 65.96667  16.9      14.3      14.       50.266666
 50.266666 64.26667  65.933334 66.       66.       66.       66.
 66.       66.       66.       66.       66.       66.       66.
 66.       66.       66.       66.       66.       66.       16.633333
 14.2     ]",0.19713725574109503,232.99726473569478,0.34384765133972517
405,10,0.1,7,opinion-timeseries,dem,"[66.        66.        66.         0.         0.         0.
  0.        91.46667   91.46667   91.46667   91.46667   91.46667
 91.46667   91.46667   91.46667   91.46667   91.46667   91.46667
 91.46667   91.46667    0.         0.        95.3        1.1666666
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.        92.9
 92.9       97.        97.        97.        97.        90.666664
 90.666664  90.666664  90.666664  97.        97.        97.
 97.        96.        97.        97.        96.        96.
 97.        97.        97.        97.        97.        97.
 97.        97.        97.         0.       ]",0.31452470224100004,379.08064577798547,0.3267369471099383
406,10,0.1,7,opinion-timeseries,mod,"[35. 39. 39. 36. 36. 34. 34. 36. 36. 36. 34. 34. 34. 34. 34. 34. 34. 34.
 34. 34. 34. 36. 36. 34. 34. 34. 34. 36. 36. 36. 36. 36. 36. 36. 34. 36.
 36. 36. 34. 34. 34. 36. 36. 36. 36. 36. 36. 36. 36. 36. 36. 36. 36. 36.
 36. 36. 36. 36. 36. 36. 36. 36. 34. 34.]",-0.11505220815012966,318.3721085459591,0.5151710140560749
407,10,0.1,7,opinion-timeseries,rep,"[57.       81.       81.       53.966667 53.966667 16.866667 16.866667
 54.       57.       57.       17.8      17.8      17.8      17.8
 17.8      17.8      17.8      15.366667 15.366667 15.366667 15.
 53.033333 57.       18.266666 15.266666 15.       15.       52.833332
 52.833332 56.966667 57.       55.266666 55.366665 57.       17.866667
 55.466667 57.       57.       17.933332 16.166666 15.266666 53.033333
 53.033333 56.966667 57.       57.       57.       57.       57.
 57.       57.       57.       57.       57.       57.       57.
 57.       57.       57.       57.       57.       57.       17.8
 15.966666]",0.06637540556590084,233.09746061716015,0.37982070753376573
408,10,0.1,8,opinion-timeseries,dem,"[ 65.          65.          65.           0.23333333   0.23333333
   0.23333333   0.23333333  93.5         93.5         93.5
  93.5         93.5         93.5         93.5         93.5
  93.5         93.5         93.5         93.5         93.5
   0.           0.          98.066666     1.4333333    0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
  94.7         94.7         99.96667     99.96667     99.96667
  99.96667     93.166664    93.166664    93.166664    93.166664
  99.96667    100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.           0.23333333]",0.3264235765020573,379.8462516707225,0.3411255358930877
409,10,0.1,8,opinion-timeseries,mod,"[36. 44. 44. 38. 38. 37. 37. 38. 38. 38. 37. 37. 37. 37. 37. 37. 37. 37.
 37. 37. 37. 38. 38. 37. 37. 37. 37. 38. 38. 38. 38. 38. 38. 38. 37. 38.
 38. 38. 37. 37. 37. 38. 38. 38. 38. 38. 38. 38. 38. 38. 38. 38. 38. 38.
 38. 38. 38. 38. 38. 38. 38. 38. 37. 37.]",-0.2889060051156287,299.797864402,0.48137580994201323
410,10,0.1,8,opinion-timeseries,rep,"[48.       85.76667  86.       58.666668 58.666668 22.666666 22.666666
 59.2      66.833336 68.566666 24.333334 24.333334 24.333334 24.333334
 24.333334 24.333334 24.333334 20.       20.       20.       20.
 57.266666 68.433334 23.8      20.       20.       20.       55.966667
 55.966667 65.9      68.53333  59.733334 59.566666 67.13333  23.6
 61.066666 67.333336 68.76667  23.933332 20.3      20.       57.433334
 57.433334 66.8      68.76667  69.       69.       69.       69.
 69.       69.       69.       69.       69.       69.       69.
 69.       69.       69.       69.       69.       69.       24.366667
 20.433332]",0.16683469280615854,202.03035776103553,0.29280020455337946
411,10,0.1,9,opinion-timeseries,dem,"[59.        59.        59.         0.         0.         0.
  0.        83.3       83.3       83.3       83.3       83.3
 83.3       83.3       83.3       83.3       83.3       83.3
 83.3       83.3        0.         0.        93.833336   0.6333333
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.        83.3
 83.3       96.8       96.8       96.8       96.8       83.566666
 83.566666  83.566666  83.566666  96.8       97.        97.
 97.        97.        97.        97.        97.        97.
 97.        97.        97.        97.        97.        97.
 97.        97.        97.         0.       ]",0.3635732613663542,379.13919676291334,0.324872510393001
412,10,0.1,9,opinion-timeseries,mod,"[32. 36. 36. 28. 28. 25. 25. 28. 28. 28. 25. 25. 25. 25. 25. 25. 25. 25.
 25. 25. 25. 28. 28. 25. 25. 25. 25. 28. 28. 28. 28. 28. 28. 28. 25. 28.
 28. 28. 25. 25. 25. 28. 28. 28. 28. 28. 28. 28. 28. 28. 28. 28. 28. 28.
 28. 28. 28. 28. 28. 28. 28. 28. 25. 25.]",-0.3328480091782968,383.2197274410596,0.6251206739831334
413,10,0.1,9,opinion-timeseries,rep,"[55.       81.       81.       41.066666 41.066666 12.866667 12.866667
 40.5      45.2      45.833332 13.533334 13.533334 13.533334 13.533334
 13.533334 13.533334 13.533334 12.       12.       12.       12.
 39.633335 45.933334 13.9      12.       12.       12.       40.633335
 40.633335 45.133335 45.8      42.4      41.566666 45.566666 13.666667
 41.666668 45.766666 45.966667 13.266666 12.1      12.       40.366665
 40.366665 45.       45.866665 46.       46.       46.       45.
 45.       46.       46.       46.       46.       46.       45.
 45.       45.       45.       45.       46.       46.       13.266666
 12.033334]",-0.031023207650275296,276.5903766304215,0.5030318879480165
414,10,0.25,0,opinion-timeseries,dem,"[73.        73.        73.         9.033334   9.033334   9.033334
  9.033334  21.3       21.3       21.3       21.3       21.3
 21.3       21.3       21.3       21.3       21.3       21.3
 21.3       21.3        7.4333334  7.4333334 18.933332   7.4333334
  6.         6.         6.         6.         6.         6.
  6.         6.         6.         6.         6.        17.633333
 17.633333  25.466667  25.466667  25.466667  25.466667  17.2
 17.2       17.2       17.2       25.333334  32.166668  33.833332
 34.        34.        34.        34.        34.        34.
 34.        34.        34.        34.        34.        34.
 34.        34.        34.         7.3      ]",-0.13546703235145524,549.6437976014575,0.7455023629854016
415,10,0.25,0,opinion-timeseries,mod,"[34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34.
 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34.
 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34. 34.
 34. 34. 34. 34. 34. 34. 34. 34. 34. 34.]",,328.6442750147947,0.5341778799326633
