,ws_p,ws_k,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
1743,0.25,15,0.5,9,opinion-timeseries,dem,"[6.5000000e+01 6.5000000e+01 6.5000000e+01 7.4000001e+00 3.8333333e+00
 3.8333333e+00 3.8333333e+00 5.1466667e+01 5.1466667e+01 2.6666666e+01
 6.2333331e+00 3.4666667e+00 1.7333333e+00 1.7333333e+00 4.3333334e-01
 4.3333334e-01 1.0000000e-01 1.0000000e-01 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 2.5766666e+01 7.0000000e+00 1.7666667e+00
 4.3333334e-01 1.3333334e-01 1.3333334e-01 6.6666670e-02 6.6666670e-02
 6.6666670e-02 6.6666670e-02 6.6666670e-02 6.6666670e-02 0.0000000e+00
 4.9900002e+01 4.9900002e+01 7.4599998e+01 7.4599998e+01 7.4599998e+01
 7.4599998e+01 6.8333336e+01 1.6466667e+01 8.1999998e+00 8.1999998e+00
 7.6833336e+01 9.4733330e+01 9.8633331e+01 9.9633331e+01 5.0266666e+01
 3.5966667e+01 9.7333336e+00 2.4000001e+00 8.0000001e-01 5.0200001e+01
 5.0200001e+01 5.0200001e+01 2.4733334e+01 2.4733334e+01 2.4733334e+01
 3.1633333e+01 3.3333332e+01 3.3333332e+01 1.6200001e+01]",0.1521901805390019,553.833164433733,0.7037623707783117
1744,0.25,15,0.5,9,opinion-timeseries,mod,"[3.8000000e+01 8.3333336e+01 9.1566666e+01 1.3400000e+01 6.4000001e+00
 1.9333333e+00 9.3333334e-01 4.9966667e+01 7.4433334e+01 4.4266666e+01
 3.1333334e+00 1.5666667e+00 8.6666667e-01 3.3333334e-01 1.3333334e-01
 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.9833332e+01 6.5466667e+01 1.5933333e+01 6.9999999e-01
 0.0000000e+00 0.0000000e+00 4.8966667e+01 2.4366667e+01 6.0833332e+01
 8.0633331e+01 6.2366665e+01 5.8666668e+01 7.8066666e+01 3.9966667e+01
 7.0000000e+01 8.4433334e+01 7.1900002e+01 1.8766666e+01 4.2333331e+00
 1.2333333e+00 7.3333336e+01 9.3666668e+00 2.8033333e+01 3.4099998e+01
 6.6300003e+01 6.9166664e+01 6.5733330e+01 2.3000000e+01 1.0866667e+01
 6.4199997e+01 2.2633333e+01 2.5999999e+00 4.0000001e-01 2.3900000e+01
 1.2333333e+01 6.2333331e+00 2.5000000e+00 1.3000000e+00 6.9999999e-01
 2.5833334e+01 3.2299999e+01 8.1000004e+00 4.1999998e+00]",-0.07195367568027952,442.37674990092717,0.6535129698737426
1745,0.25,15,0.5,9,opinion-timeseries,rep,"[3.5000000e+01 8.4000000e+01 9.1866669e+01 1.3533334e+01 7.1333332e+00
 1.8333334e+00 8.3333331e-01 4.9200001e+01 7.4733330e+01 4.3766666e+01
 2.5999999e+00 1.6000000e+00 8.0000001e-01 3.3333334e-01 1.0000000e-01
 3.3333335e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.9566666e+01 6.6266670e+01 1.6966667e+01 5.3333336e-01
 0.0000000e+00 0.0000000e+00 4.9400002e+01 2.4500000e+01 6.1933334e+01
 8.0166664e+01 5.9933334e+01 5.8166668e+01 7.8966667e+01 3.9900002e+01
 6.9900002e+01 8.4633331e+01 6.9933334e+01 1.7000000e+01 3.8000000e+00
 8.6666667e-01 7.5666664e+01 9.3999996e+00 2.6566668e+01 3.3299999e+01
 6.6466667e+01 6.5533333e+01 6.5966667e+01 2.3533333e+01 1.1766666e+01
 6.2099998e+01 2.2066668e+01 2.6666667e+00 3.6666667e-01 2.4933332e+01
 1.2233334e+01 5.6666665e+00 2.9000001e+00 1.5000000e+00 7.3333335e-01
 2.3166666e+01 3.1100000e+01 7.4000001e+00 3.3333333e+00]",-0.03981717374406725,370.73119793440964,0.6385736135111446
1746,0.25,15,0.75,0,opinion-timeseries,dem,"[7.1000000e+01 7.1000000e+01 7.1000000e+01 1.4333333e+00 4.3333334e-01
 4.3333334e-01 4.3333334e-01 7.4433334e+01 7.4433334e+01 1.7966667e+01
 8.6666667e-01 1.0000000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8733334e+01 1.0333333e+00 6.6666670e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.5833336e+01 7.5833336e+01 9.3833336e+01 9.3833336e+01 9.3833336e+01
 9.3833336e+01 8.0266670e+01 4.7333331e+00 1.2000000e+00 1.2000000e+00
 9.4300003e+01 9.9633331e+01 1.0000000e+02 1.0000000e+02 2.5766666e+01
 2.0000000e+01 1.4000000e+00 6.6666670e-02 0.0000000e+00 7.6800003e+01
 7.6800003e+01 7.6800003e+01 1.8100000e+01 1.8100000e+01 1.8100000e+01
 2.0500000e+01 2.0900000e+01 2.0900000e+01 5.5666666e+00]",0.11286866082943876,569.4053540685856,0.6903224718446341
1747,0.25,15,0.75,0,opinion-timeseries,mod,"[3.4000000e+01 9.5766670e+01 9.8933334e+01 4.9000001e+00 1.1000000e+00
 6.6666670e-02 6.6666670e-02 7.4733330e+01 9.4166664e+01 2.4799999e+01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.3400002e+01 7.9833336e+01 5.1333332e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.4233330e+01 1.8833334e+01 8.0199997e+01
 9.4699997e+01 7.7599998e+01 7.6199997e+01 9.3800003e+01 2.4500000e+01
 8.1066666e+01 9.5000000e+01 8.0599998e+01 5.0999999e+00 3.6666667e-01
 1.0000000e-01 9.4133331e+01 1.3666667e+00 1.9066668e+01 2.0533333e+01
 7.9500000e+01 7.9266670e+01 7.9599998e+01 6.2333331e+00 1.3333334e+00
 7.9866669e+01 5.9000001e+00 3.3333335e-02 0.0000000e+00 1.9933332e+01
 4.5999999e+00 1.3333334e+00 2.0000000e-01 3.3333335e-02 0.0000000e+00
 1.7700001e+01 1.9833334e+01 1.5666667e+00 3.0000001e-01]",-0.06576444766263931,471.4225897560031,0.6936748569542078
1748,0.25,15,0.75,0,opinion-timeseries,rep,"[6.0000000e+01 9.7099998e+01 9.9400002e+01 5.1999998e+00 1.3333334e+00
 6.6666670e-02 6.6666670e-02 7.4900002e+01 9.3833336e+01 2.3966667e+01
 1.3333334e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.6099998e+01 7.9733330e+01 4.3000002e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.5900002e+01 1.9466667e+01 8.0433334e+01
 9.4533333e+01 7.6599998e+01 7.6166664e+01 9.3599998e+01 2.1966667e+01
 8.0933334e+01 9.5433334e+01 8.1333336e+01 4.8000002e+00 4.0000001e-01
 0.0000000e+00 9.3800003e+01 1.3333334e+00 1.8600000e+01 1.9366667e+01
 8.0166664e+01 7.8099998e+01 8.0833336e+01 6.5666666e+00 1.2000000e+00
 8.0433334e+01 6.4666667e+00 1.3333334e-01 0.0000000e+00 1.6700001e+01
 4.3666668e+00 1.1000000e+00 3.6666667e-01 1.6666667e-01 6.6666670e-02
 1.8166666e+01 2.0266666e+01 1.2000000e+00 2.0000000e-01]",-0.08794053486137085,408.0098757193005,0.7450506317720322
1749,0.25,15,0.75,1,opinion-timeseries,dem,"[ 61.          61.          61.           0.76666665   0.16666667
   0.16666667   0.16666667  75.13333     75.13333     19.2
   1.1          0.33333334   0.1          0.1          0.
   0.           0.           0.           0.           0.
   0.           0.          18.633333     1.0666667    0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
  74.566666    74.566666    93.36667     93.36667     93.36667
  93.36667     80.63333      5.5          1.3          1.3
  93.86667     99.433334   100.         100.          25.166666
  21.2          0.96666664   0.           0.          75.933334
  75.933334    75.933334    18.1         18.1         18.1
  20.2         20.066668    20.066668     5.766667  ]",0.1451912249496884,569.7191951348334,0.6935879906200115
1750,0.25,15,0.75,1,opinion-timeseries,mod,"[3.9000000e+01 9.6500000e+01 9.8933334e+01 4.8666668e+00 1.4000000e+00
 3.3333335e-02 0.0000000e+00 7.4933334e+01 9.3933334e+01 2.3900000e+01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5266670e+01 7.8933334e+01 5.2333331e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.3199997e+01 1.7500000e+01 7.9300003e+01
 9.4599998e+01 7.6733330e+01 7.6733330e+01 9.3900002e+01 2.2600000e+01
 8.1933334e+01 9.5566666e+01 8.1366669e+01 4.9333334e+00 4.6666667e-01
 6.6666670e-02 9.3866669e+01 1.6333333e+00 1.8566668e+01 2.0200001e+01
 7.9933334e+01 7.9599998e+01 7.9199997e+01 6.5333333e+00 1.9333333e+00
 7.9566666e+01 6.4000001e+00 2.3333333e-01 3.3333335e-02 1.8900000e+01
 4.6999998e+00 1.1333333e+00 2.6666668e-01 1.0000000e-01 0.0000000e+00
 1.8400000e+01 2.0600000e+01 1.2666667e+00 1.6666667e-01]",-0.07300036685434888,471.6359822292691,0.6929641062683256
1751,0.25,15,0.75,1,opinion-timeseries,rep,"[4.9000000e+01 9.6599998e+01 9.9199997e+01 4.5000000e+00 1.1333333e+00
 1.3333334e-01 3.3333335e-02 7.6133331e+01 9.3966667e+01 2.2799999e+01
 6.6666670e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.4233330e+01 8.0766670e+01 5.1999998e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.5633331e+01 1.9233334e+01 7.9599998e+01
 9.5133331e+01 7.5300003e+01 7.6466667e+01 9.4733330e+01 2.2299999e+01
 8.0900002e+01 9.4866669e+01 8.0933334e+01 4.5333333e+00 4.3333334e-01
 0.0000000e+00 9.3900002e+01 1.5666667e+00 1.9000000e+01 2.0000000e+01
 7.8800003e+01 7.9933334e+01 7.8433334e+01 5.9000001e+00 1.4333333e+00
 7.9000000e+01 6.1333332e+00 6.6666670e-02 0.0000000e+00 2.0166666e+01
 4.8333335e+00 1.2000000e+00 2.3333333e-01 3.3333335e-02 3.3333335e-02
 1.7533333e+01 2.0100000e+01 1.4333333e+00 4.0000001e-01]",-0.07352444393017818,407.2147458678196,0.7394811011346574
1752,0.25,15,0.75,2,opinion-timeseries,dem,"[6.4000000e+01 6.4000000e+01 6.4000000e+01 9.3333334e-01 1.6666667e-01
 1.6666667e-01 1.6666667e-01 7.5966667e+01 7.5966667e+01 1.9033333e+01
 1.4333333e+00 4.0000001e-01 1.3333334e-01 1.3333334e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8799999e+01 1.3000000e+00 3.3333335e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.6199997e+01 7.6199997e+01 9.3966667e+01 9.3966667e+01 9.3966667e+01
 9.3966667e+01 8.0766670e+01 5.0999999e+00 1.3000000e+00 1.3000000e+00
 9.4066666e+01 9.9466667e+01 9.9966667e+01 1.0000000e+02 2.5200001e+01
 1.9433332e+01 1.0000000e+00 3.3333335e-02 0.0000000e+00 7.4233330e+01
 7.4233330e+01 7.4233330e+01 1.8433332e+01 1.8433332e+01 1.8433332e+01
 1.9966667e+01 1.9333334e+01 1.9333334e+01 5.0000000e+00]",0.1308788530737018,570.0885072320273,0.6917774319498218
1753,0.25,15,0.75,2,opinion-timeseries,mod,"[3.4000000e+01 9.5800003e+01 9.8966667e+01 4.3333335e+00 8.3333331e-01
 1.0000000e-01 0.0000000e+00 7.5066666e+01 9.3500000e+01 2.5466667e+01
 1.3333334e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5199997e+01 8.0166664e+01 5.9333334e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.4666664e+01 1.9400000e+01 8.0033333e+01
 9.4900002e+01 7.6366669e+01 7.6066666e+01 9.4066666e+01 2.4033333e+01
 8.0466667e+01 9.5266670e+01 7.9933334e+01 4.8000002e+00 2.3333333e-01
 0.0000000e+00 9.4199997e+01 1.3000000e+00 1.8466667e+01 1.8066668e+01
 8.0400002e+01 7.8266670e+01 8.0266670e+01 6.5000000e+00 1.5666667e+00
 7.9366669e+01 5.9333334e+00 1.0000000e-01 3.3333335e-02 1.9733334e+01
 5.0000000e+00 1.0666667e+00 3.6666667e-01 6.6666670e-02 3.3333335e-02
 1.7733334e+01 1.9900000e+01 1.2666667e+00 1.6666667e-01]",-0.06522307593779524,471.6826631592903,0.6942564641966695
1754,0.25,15,0.75,2,opinion-timeseries,rep,"[4.8000000e+01 9.6500000e+01 9.9033333e+01 4.7666669e+00 1.1000000e+00
 1.6666667e-01 3.3333335e-02 7.4733330e+01 9.3699997e+01 2.5100000e+01
 6.6666670e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.3266670e+01 8.0800003e+01 5.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.4166664e+01 1.8266666e+01 7.9599998e+01
 9.4900002e+01 7.6566666e+01 7.6099998e+01 9.4166664e+01 2.2900000e+01
 8.0900002e+01 9.5266670e+01 8.0166664e+01 5.0666666e+00 3.0000001e-01
 0.0000000e+00 9.3533333e+01 1.4333333e+00 1.6766666e+01 1.9933332e+01
 7.9800003e+01 7.9300003e+01 8.0233330e+01 6.1666665e+00 1.5000000e+00
 7.9599998e+01 6.3333335e+00 6.6666670e-02 0.0000000e+00 1.9000000e+01
 4.7666669e+00 1.2666667e+00 3.6666667e-01 1.0000000e-01 0.0000000e+00
 1.9933332e+01 2.0633333e+01 1.3666667e+00 2.6666668e-01]",-0.07063891672621436,406.8080720402914,0.7378438507849012
1755,0.25,15,0.75,3,opinion-timeseries,dem,"[7.3000000e+01 7.3000000e+01 7.3000000e+01 7.9310346e-01 3.4482759e-01
 3.4482759e-01 3.4482759e-01 7.6000000e+01 7.6000000e+01 1.8862068e+01
 1.1034483e+00 6.8965517e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8793104e+01 1.0344827e+00 3.4482758e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.3413795e+01 7.3413795e+01 9.2931038e+01 9.2931038e+01 9.2931038e+01
 9.2931038e+01 8.2448273e+01 5.6206899e+00 1.5862069e+00 1.5862069e+00
 9.3965515e+01 9.9379311e+01 9.9931038e+01 1.0000000e+02 2.5620689e+01
 2.0310345e+01 1.4137931e+00 6.8965517e-02 0.0000000e+00 7.3827583e+01
 7.3827583e+01 7.3827583e+01 1.9103449e+01 1.9103449e+01 1.9103449e+01
 2.0034483e+01 2.0344828e+01 2.0344828e+01 4.4482760e+00]",0.10075699472262285,569.5482442290136,0.6928695887088054
1756,0.25,15,0.75,3,opinion-timeseries,mod,"[4.0000000e+01 9.6241379e+01 9.9137932e+01 4.4137931e+00 1.1379310e+00
 3.4482758e-02 3.4482758e-02 7.5448273e+01 9.4206894e+01 2.4103449e+01
 3.4482758e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5379311e+01 7.9379311e+01 5.4482760e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.5275864e+01 1.8793104e+01 8.0275864e+01
 9.5965515e+01 7.7034485e+01 7.6965515e+01 9.3655174e+01 2.4034483e+01
 8.1172417e+01 9.5413795e+01 7.9965515e+01 5.5517240e+00 3.4482759e-01
 0.0000000e+00 9.3310349e+01 1.6206896e+00 1.9275862e+01 2.0137932e+01
 7.8689651e+01 8.0000000e+01 8.0206894e+01 6.5172415e+00 1.7931035e+00
 7.8620689e+01 6.3448277e+00 1.7241380e-01 0.0000000e+00 1.9103449e+01
 4.6206899e+00 1.1724138e+00 3.7931034e-01 1.3793103e-01 3.4482758e-02
 1.9206896e+01 1.9482759e+01 1.0689656e+00 1.7241380e-01]",-0.07261923875669762,471.23112391912457,0.6913455743077299
1757,0.25,15,0.75,3,opinion-timeseries,rep,"[4.7000000e+01 9.6931038e+01 9.9103447e+01 4.3793101e+00 1.0689656e+00
 6.8965517e-02 0.0000000e+00 7.5275864e+01 9.3310349e+01 2.4241379e+01
 1.7241380e-01 3.4482758e-02 3.4482758e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.4862068e+01 7.9931038e+01 5.2758622e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.5482758e+01 1.8275862e+01 7.8310349e+01
 9.4862068e+01 7.5793106e+01 7.5275864e+01 9.4413795e+01 2.5551723e+01
 8.1862068e+01 9.5586205e+01 8.0689651e+01 5.5172415e+00 3.1034482e-01
 0.0000000e+00 9.4275864e+01 1.5172414e+00 1.8103449e+01 2.0413794e+01
 8.0586205e+01 8.0379311e+01 7.9310349e+01 6.2413793e+00 1.3448275e+00
 7.9275864e+01 6.0344830e+00 6.8965517e-02 0.0000000e+00 1.8862068e+01
 4.6551723e+00 1.3448275e+00 3.4482759e-01 6.8965517e-02 0.0000000e+00
 1.8931034e+01 2.0586206e+01 1.3103448e+00 2.7586207e-01]",-0.06835258728666746,406.6837021584886,0.7378304617311335
1758,0.25,15,0.75,4,opinion-timeseries,dem,"[6.1000000e+01 6.1000000e+01 6.1000000e+01 8.0000001e-01 3.0000001e-01
 3.0000001e-01 3.0000001e-01 7.4066666e+01 7.4066666e+01 1.7533333e+01
 1.5333333e+00 3.0000001e-01 6.6666670e-02 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8866667e+01 7.6666665e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.5433334e+01 7.5433334e+01 9.3266670e+01 9.3266670e+01 9.3266670e+01
 9.3266670e+01 8.1300003e+01 6.2666669e+00 1.8000000e+00 1.8000000e+00
 9.2966667e+01 9.9633331e+01 1.0000000e+02 1.0000000e+02 2.4400000e+01
 2.0500000e+01 1.1666666e+00 6.6666670e-02 0.0000000e+00 7.5366669e+01
 7.5366669e+01 7.5366669e+01 2.0600000e+01 2.0600000e+01 2.0600000e+01
 1.9166666e+01 2.0733334e+01 2.0733334e+01 4.4666667e+00]",0.1494141877190742,568.8354918766668,0.6931394678793847
1759,0.25,15,0.75,4,opinion-timeseries,mod,"[3.2000000e+01 9.5233330e+01 9.8733330e+01 4.6999998e+00 1.4333333e+00
 3.3333335e-02 0.0000000e+00 7.3266670e+01 9.2866669e+01 2.5200001e+01
 1.3333334e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5500000e+01 8.1266670e+01 5.4333334e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.5333336e+01 1.9533333e+01 7.8800003e+01
 9.4866669e+01 7.6666664e+01 7.6566666e+01 9.4300003e+01 2.2799999e+01
 8.1099998e+01 9.5533333e+01 8.0533333e+01 4.4666667e+00 2.3333333e-01
 3.3333335e-02 9.3466667e+01 1.4666667e+00 1.9533333e+01 1.9799999e+01
 8.1233330e+01 7.9333336e+01 8.0233330e+01 5.7333331e+00 1.5000000e+00
 7.9099998e+01 5.8666668e+00 1.0000000e-01 0.0000000e+00 1.9533333e+01
 4.4666667e+00 1.3333334e+00 3.6666667e-01 3.3333335e-02 0.0000000e+00
 1.8933332e+01 2.0366667e+01 1.0666667e+00 2.3333333e-01]",-0.06028687278044818,471.4105281916024,0.6933997226474906
1760,0.25,15,0.75,4,opinion-timeseries,rep,"[4.9000000e+01 9.7033333e+01 9.9166664e+01 4.4333334e+00 1.2666667e+00
 0.0000000e+00 0.0000000e+00 7.4733330e+01 9.3633331e+01 2.4299999e+01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.4466667e+01 8.0000000e+01 5.2333331e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.5233330e+01 1.8700001e+01 7.9533333e+01
 9.4833336e+01 7.5466667e+01 7.7199997e+01 9.4500000e+01 2.2700001e+01
 8.0266670e+01 9.4833336e+01 8.0866669e+01 5.4000001e+00 4.6666667e-01
 6.6666670e-02 9.2833336e+01 1.2000000e+00 1.9466667e+01 1.9733334e+01
 8.0800003e+01 7.8833336e+01 8.0900002e+01 6.7333331e+00 1.5000000e+00
 7.9066666e+01 7.0000000e+00 1.3333334e-01 3.3333335e-02 1.8400000e+01
 3.9000001e+00 1.1333333e+00 2.3333333e-01 6.6666670e-02 0.0000000e+00
 1.9366667e+01 2.0233334e+01 9.6666664e-01 3.3333334e-01]",-0.07231605027249056,406.842541200047,0.7386981814020084
1761,0.25,15,0.75,5,opinion-timeseries,dem,"[ 56.          56.          56.           0.76666665   0.1
   0.1          0.1         74.76667     74.76667     18.633333
   0.9          0.33333334   0.16666667   0.16666667   0.
   0.           0.           0.           0.           0.
   0.           0.          18.366667     1.3          0.2
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
  75.23333     75.23333     93.833336    93.833336    93.833336
  93.833336    81.566666     5.3          1.0333333    1.0333333
  93.76667     99.36667    100.         100.          24.966667
  19.766666     1.4333333    0.13333334   0.          74.2
  74.2         74.2         19.          19.          19.
  19.133333    20.533333    20.533333     5.3333335 ]",0.16289611992262581,570.1188582482588,0.697711112044409
1762,0.25,15,0.75,5,opinion-timeseries,mod,"[4.3000000e+01 9.6833336e+01 9.8966667e+01 4.0333333e+00 7.3333335e-01
 0.0000000e+00 0.0000000e+00 7.4133331e+01 9.3599998e+01 2.4133333e+01
 1.3333334e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.6066666e+01 7.9966667e+01 5.0666666e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.3500000e+01 1.7233334e+01 7.9066666e+01
 9.4633331e+01 7.5599998e+01 7.5500000e+01 9.3666664e+01 2.3299999e+01
 8.0566666e+01 9.4466667e+01 8.1500000e+01 4.9333334e+00 3.6666667e-01
 0.0000000e+00 9.3633331e+01 1.1666666e+00 1.8900000e+01 2.0100000e+01
 7.8866669e+01 8.0566666e+01 8.0400002e+01 5.5999999e+00 1.4000000e+00
 7.9866669e+01 5.3666668e+00 1.3333334e-01 0.0000000e+00 1.8066668e+01
 4.5000000e+00 1.2666667e+00 2.0000000e-01 3.3333335e-02 0.0000000e+00
 1.8233334e+01 2.0400000e+01 1.0333333e+00 1.3333334e-01]",-0.07776567257799841,472.33630210045783,0.6921106431900801
1763,0.25,15,0.75,5,opinion-timeseries,rep,"[5.3000000e+01 9.6733330e+01 9.9266670e+01 4.5000000e+00 1.0000000e+00
 1.6666667e-01 3.3333335e-02 7.4599998e+01 9.3866669e+01 2.4566668e+01
 1.3333334e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.4366669e+01 7.9966667e+01 5.5999999e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.6433334e+01 2.0166666e+01 7.9766670e+01
 9.5000000e+01 7.7566666e+01 7.6699997e+01 9.4133331e+01 2.3100000e+01
 8.1199997e+01 9.5733330e+01 8.1666664e+01 5.4000001e+00 4.6666667e-01
 0.0000000e+00 9.4066666e+01 1.5000000e+00 2.0033333e+01 1.8533333e+01
 7.9500000e+01 7.9633331e+01 7.8666664e+01 5.9000001e+00 1.6333333e+00
 8.0233330e+01 5.5000000e+00 1.3333334e-01 0.0000000e+00 1.9566668e+01
 4.0666666e+00 8.6666667e-01 2.0000000e-01 1.0000000e-01 0.0000000e+00
 1.9233334e+01 1.8733334e+01 8.3333331e-01 2.3333333e-01]",-0.07691708171672758,407.31000648937,0.7413975177004746
1764,0.25,15,0.75,6,opinion-timeseries,dem,"[5.9000000e+01 5.9000000e+01 5.9000000e+01 1.0666667e+00 3.3333334e-01
 3.3333334e-01 3.3333334e-01 7.4133331e+01 7.4133331e+01 1.9333334e+01
 1.2333333e+00 2.3333333e-01 6.6666670e-02 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.9866667e+01 1.0000000e+00 6.6666670e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.3966667e+01 7.3966667e+01 9.3199997e+01 9.3199997e+01 9.3199997e+01
 9.3199997e+01 8.2500000e+01 5.1666665e+00 1.3333334e+00 1.3333334e+00
 9.3900002e+01 9.9466667e+01 9.9966667e+01 1.0000000e+02 2.5400000e+01
 2.1733334e+01 1.6000000e+00 0.0000000e+00 0.0000000e+00 7.4033333e+01
 7.4033333e+01 7.4033333e+01 1.8400000e+01 1.8400000e+01 1.8400000e+01
 1.9233334e+01 2.0033333e+01 2.0033333e+01 5.0000000e+00]",0.1513412814260699,569.7399775821758,0.6958154933126715
