,er_p,simple_spread_chance,repetition,run,pearson,euclidean,mape
2971,0.1,0.25,9,24,-0.011318340904050301,425.0788044135413,0.6418794554679138
2972,0.1,0.25,9,25,-0.005920420123115778,432.1644357004111,0.6477568325079465
2973,0.1,0.25,9,26,0.024327554960668695,428.1376256537542,0.639901205592084
2974,0.1,0.25,9,27,-0.025571494779767112,434.1106285184757,0.6525242200900548
2975,0.1,0.25,9,28,-0.07980320062621095,427.9344473311201,0.6445529032522249
2976,0.1,0.25,9,29,-0.020692614888820512,422.42010086366923,0.6275436812395162
2977,0.1,0.5,0,0,0.019878329932611707,452.813009523873,0.6657799726846824
2978,0.1,0.5,0,1,0.022143417570250946,456.79242634985513,0.6734971535969168
2979,0.1,0.5,0,2,0.01013844638864294,459.3921462679062,0.671068281586126
2980,0.1,0.5,0,3,0.017964980533695368,456.41559323187147,0.6702741316650053
2981,0.1,0.5,0,4,0.04191246773329774,454.54565808881006,0.6644853053365626
2982,0.1,0.5,0,5,0.018658888007989066,457.1139294119591,0.6702714406597224
2983,0.1,0.5,0,6,-0.003519510867457406,460.5285147243489,0.6775439543196816
2984,0.1,0.5,0,7,0.02422652358144391,456.35523053004744,0.667326166808106
2985,0.1,0.5,0,8,0.03327725679776964,460.33151849797014,0.680663873029582
2986,0.1,0.5,0,9,0.012844287415110277,457.75695212343743,0.6699172742327275
2987,0.1,0.5,0,10,0.03069965573987371,454.98370935936214,0.665388497348668
2988,0.1,0.5,0,11,0.02667775668595033,456.9414374165139,0.6692094209886785
2989,0.1,0.5,0,12,0.024585619484668236,452.1178524887652,0.6646328524595521
2990,0.1,0.5,0,13,0.019940956522613924,454.1305069086513,0.6650174979088918
2991,0.1,0.5,0,14,0.020964060288376413,455.96321067609125,0.667955257548988
2992,0.1,0.5,0,15,0.015750822536205664,458.17625132174743,0.6730566921646021
2993,0.1,0.5,0,16,0.004773289280887522,459.46922616264305,0.6766018964190277
2994,0.1,0.5,0,17,0.02845970966796398,459.5075690203411,0.6703753860726417
2995,0.1,0.5,0,18,0.020905328720798578,458.90566738663125,0.673638248506148
2996,0.1,0.5,0,19,0.025408428491415138,455.85854644127676,0.6681496508147592
2997,0.1,0.5,0,20,0.03809359605695855,455.0964936869507,0.6687392691987469
2998,0.1,0.5,0,21,0.010268889465476971,454.4972150777824,0.6634891337132777
2999,0.1,0.5,0,22,0.01680567507706562,456.2805402941412,0.6696136125085427
3000,0.1,0.5,0,23,0.0008390556866578469,456.9805908753089,0.6703371770004137
3001,0.1,0.5,0,24,0.012713530161223167,457.7020175617275,0.6705157509641569
3002,0.1,0.5,0,25,0.02963976792170181,456.1024073089612,0.6686521437140996
3003,0.1,0.5,0,26,0.012961940253395787,458.736432335724,0.6717179127706822
3004,0.1,0.5,0,27,0.00859503339794767,461.1889470003909,0.6755091411501901
3005,0.1,0.5,0,28,0.02469528684580642,456.7549546050944,0.6695578300548458
3006,0.1,0.5,0,29,0.023976564368149583,456.5666840342749,0.665753377849252
3007,0.1,0.5,1,0,0.018014146621242188,456.8019102867859,0.6715711524137759
3008,0.1,0.5,1,1,0.005662839179831111,459.0621825172377,0.6724312022251326
3009,0.1,0.5,1,2,0.003563517147158727,459.0907431055657,0.6699137701436214
3010,0.1,0.5,1,3,0.009633249622027712,458.46819309233734,0.6717449383124198
3011,0.1,0.5,1,4,0.02747999370974033,457.00319165059244,0.6689895492875307
3012,0.1,0.5,1,5,-0.0047633753927007845,457.1599365987834,0.6678737113736212
3013,0.1,0.5,1,6,0.024095273289940555,453.3523147093944,0.6608889265034693
3014,0.1,0.5,1,7,0.001795006966058721,458.2339414573922,0.6737433426700213
3015,0.1,0.5,1,8,0.007641347027803423,457.09841568987673,0.6698660367010759
3016,0.1,0.5,1,9,0.03336246734830053,456.6393090001931,0.6678608958283996
3017,0.1,0.5,1,10,0.02582663773096415,457.03466200705196,0.6689662265909119
3018,0.1,0.5,1,11,0.02740390126548128,454.07547459451615,0.666553595758578
3019,0.1,0.5,1,12,-0.003235866802642947,456.9189814469244,0.671230655441839
3020,0.1,0.5,1,13,0.02366519392267785,454.59601230479115,0.6678701461973905
3021,0.1,0.5,1,14,0.0003519852156871663,458.3553780262867,0.6722184160544815
3022,0.1,0.5,1,15,0.023086418692621697,456.299916043381,0.6677079547800119
3023,0.1,0.5,1,16,0.01505979958561308,455.1121011145451,0.6678884913075533
3024,0.1,0.5,1,17,0.01135981844288383,456.7610266729937,0.6684525344703948
3025,0.1,0.5,1,18,0.01929617868571663,454.4840118851461,0.6664424626801583
3026,0.1,0.5,1,19,-0.011046926915411754,460.59717232480574,0.6739543132409461
3027,0.1,0.5,1,20,0.009803761518597057,456.77220749611996,0.6668514171000535
3028,0.1,0.5,1,21,0.0035298795506860706,457.1434091801946,0.6695145434519563
3029,0.1,0.5,1,22,-0.0008757776693841165,458.8628145729024,0.6721548746835792
3030,0.1,0.5,1,23,0.021324616423850116,456.131707184154,0.6683605764605417
3031,0.1,0.5,1,24,8.105685790429917e-05,455.46738285092897,0.6645895275660063
3032,0.1,0.5,1,25,0.021086771163085372,457.5259811538421,0.6700834014701389
3033,0.1,0.5,1,26,0.018446473159942064,458.1382644096603,0.6746326752195467
3034,0.1,0.5,1,27,0.017349163632194974,456.56722043587564,0.6651331505769473
3035,0.1,0.5,1,28,0.00044203894855627163,458.06205129752516,0.6697396013035224
3036,0.1,0.5,1,29,0.012116485272726912,453.19544079570545,0.6624156722601935
3037,0.1,0.5,2,0,-0.014791183060021773,457.68505598914436,0.667758274118289
3038,0.1,0.5,2,1,0.006274604714574268,461.17830548385297,0.6758321355398355
3039,0.1,0.5,2,2,0.007821254649179779,456.6739603554335,0.6652041974950748
3040,0.1,0.5,2,3,-0.004161504276020837,452.95147016300757,0.6581510950935999
3041,0.1,0.5,2,4,-0.00043488750718879976,458.6435475831358,0.6684150081017424
3042,0.1,0.5,2,5,0.003382074097239618,455.1471433644322,0.6642752838394949
3043,0.1,0.5,2,6,-0.013924691683226945,457.81801975116355,0.6711128759143207
3044,0.1,0.5,2,7,-0.007911541359628071,456.81216810356113,0.6669292185557807
3045,0.1,0.5,2,8,-0.015479637092884656,457.70430430367895,0.6661036366968207
3046,0.1,0.5,2,9,-0.014189951738038916,459.4764693292489,0.6750787612573822
3047,0.1,0.5,2,10,0.014046039769413534,456.0311854610888,0.6657683612544637
3048,0.1,0.5,2,11,-0.01564254027242896,458.9769343171267,0.6720147869495628
3049,0.1,0.5,2,12,-0.01076012721638831,456.50126928695954,0.6675218163508919
3050,0.1,0.5,2,13,0.006764257109986555,454.0970133376911,0.6628050466076392
3051,0.1,0.5,2,14,0.004936106478171401,456.6790640234307,0.6676848818857944
3052,0.1,0.5,2,15,-0.00798441474267308,455.57092439669924,0.6681193126889501
3053,0.1,0.5,2,16,-0.005860724304428587,459.82054635707885,0.6747242892404465
3054,0.1,0.5,2,17,-0.014751356898455885,455.9812317647593,0.6641282606806517
3055,0.1,0.5,2,18,-0.0012116545341644646,452.5710256286572,0.6586989266009545
3056,0.1,0.5,2,19,0.00969706784143875,454.787763592017,0.6621816173494314
3057,0.1,0.5,2,20,0.009998902816045131,460.2920322225381,0.6740526347705105
3058,0.1,0.5,2,21,-0.004821310137259852,453.1139719514836,0.6598363246904633
3059,0.1,0.5,2,22,0.0071211314547618325,455.62988808962496,0.6671773378948403
3060,0.1,0.5,2,23,-0.0009506316860955558,453.6169327901973,0.6581977037269925
3061,0.1,0.5,2,24,-0.006431533134844482,456.43365609767534,0.6654893550351398
3062,0.1,0.5,2,25,-0.0008846097682289287,456.44914904145816,0.6657563119368336
3063,0.1,0.5,2,26,-0.005960087817842098,457.73855178057073,0.6678415907902958
3064,0.1,0.5,2,27,-0.0015600636641218922,457.9585211060805,0.6714472993114935
3065,0.1,0.5,2,28,0.015322902764308336,456.61279350177097,0.6661300345549929
3066,0.1,0.5,2,29,-0.006252387727853845,456.4516397499651,0.6627628968749705
3067,0.1,0.5,3,0,-0.016173531985687377,457.1865848222454,0.6627363552232621
3068,0.1,0.5,3,1,-0.024740258255014348,461.06617140627867,0.675041566623903
3069,0.1,0.5,3,2,-0.004578188690903054,455.4504067958917,0.6642590889326763
3070,0.1,0.5,3,3,-0.016496520508153326,459.0532266854878,0.6693080013334134
3071,0.1,0.5,3,4,-0.004756958020471859,456.5576169571671,0.6664244437433795
3072,0.1,0.5,3,5,-0.01198777333498883,457.9759232825381,0.6681934670578681
3073,0.1,0.5,3,6,0.005787164322155679,453.9745827079498,0.6620598737636335
3074,0.1,0.5,3,7,0.00788026764030802,453.19237204587745,0.6595887596960822
3075,0.1,0.5,3,8,-0.009071059519582314,457.131877871557,0.6660997063866106
3076,0.1,0.5,3,9,-0.023443785770757133,458.219388854975,0.6697510161878947
3077,0.1,0.5,3,10,-0.029300160318504017,460.0509649102309,0.6699209479425489
3078,0.1,0.5,3,11,-0.018116575386334505,459.4467833951526,0.6739387911565243
3079,0.1,0.5,3,12,0.0052776444998511906,457.1340105948996,0.6682016605316757
3080,0.1,0.5,3,13,-0.003546822316945262,456.9338192277794,0.6683047066472936
3081,0.1,0.5,3,14,2.9013523322428403e-05,454.8118652288028,0.6646452575198104
3082,0.1,0.5,3,15,-0.019961794631589924,459.88938443632674,0.6751003116548978
3083,0.1,0.5,3,16,0.0005026777884353425,455.1893511594823,0.6662900433567774
3084,0.1,0.5,3,17,-0.0037229567754312166,456.9054139308901,0.6607737505567889
3085,0.1,0.5,3,18,0.004201099846764593,455.21104934011345,0.664141728524429
3086,0.1,0.5,3,19,-0.03588722196761726,459.14670499724934,0.6696031623745723
3087,0.1,0.5,3,20,-0.008442440365053488,453.95702040054374,0.6644149105714164
3088,0.1,0.5,3,21,0.010814747264651403,459.2265957684399,0.6735163104244135
3089,0.1,0.5,3,22,-0.001502070933296018,456.09146444285284,0.6645883060158523
3090,0.1,0.5,3,23,0.011825863485656944,454.4362596712901,0.6631339288994418
3091,0.1,0.5,3,24,0.0012680753556852918,456.63674089635134,0.6692873341050488
3092,0.1,0.5,3,25,-0.0006977898098497817,454.6174499110711,0.6610921267999607
3093,0.1,0.5,3,26,-0.01596766215207033,454.79859320067226,0.6646569634226277
3094,0.1,0.5,3,27,-0.02429868515216198,455.98969179784507,0.6647299268148493
3095,0.1,0.5,3,28,-0.006478550657945034,458.8344629433709,0.671942601872097
3096,0.1,0.5,3,29,0.006360494286322675,453.6679738324663,0.6641609716010374
3097,0.1,0.5,4,0,0.014814935476419397,454.9944191874099,0.6628695627287735
3098,0.1,0.5,4,1,0.005571273908731314,457.51100944381375,0.6699335010165752
3099,0.1,0.5,4,2,0.011002260904264224,456.26572090247396,0.6662227534441362
3100,0.1,0.5,4,3,0.011687208787745332,456.4547684953881,0.6677342215679777
3101,0.1,0.5,4,4,0.004248664729205293,456.2803653211051,0.668830275869268
3102,0.1,0.5,4,5,0.006281397949854157,457.22475269216096,0.6678590228106511
3103,0.1,0.5,4,6,-0.00068541805693872,459.00731740877654,0.6742033537802353
3104,0.1,0.5,4,7,0.007683448042277889,458.20414235982554,0.671167361029155
3105,0.1,0.5,4,8,0.0009989260076913864,453.69062388757226,0.6652336520278259
3106,0.1,0.5,4,9,0.0026007094036219016,457.5994762911284,0.6714662017573497
3107,0.1,0.5,4,10,-0.0027621671819112736,456.6831313926751,0.6685960920368759
3108,0.1,0.5,4,11,0.005821248625014865,455.9413937941354,0.664659824454585
3109,0.1,0.5,4,12,-0.010883537313831662,460.8244466394694,0.672710776979803
3110,0.1,0.5,4,13,-0.0024846281210498117,457.14362102809577,0.6723361623695085
3111,0.1,0.5,4,14,0.012743901376956634,457.81454956636554,0.673218103156786
3112,0.1,0.5,4,15,0.009238094212634884,457.81494217130256,0.669590802558444
3113,0.1,0.5,4,16,0.01764061495710992,455.5094842167214,0.6689631016983285
3114,0.1,0.5,4,17,0.025165670330572192,456.41167005386205,0.6685230949103368
3115,0.1,0.5,4,18,0.014812130683158098,456.51721380744743,0.6713630983922521
3116,0.1,0.5,4,19,0.027780977449133642,455.4613430077329,0.6670542655035167
3117,0.1,0.5,4,20,0.01910229922860182,452.80058391985517,0.6607157136080133
3118,0.1,0.5,4,21,0.0021989529342038017,456.4337025392986,0.6707498750421673
3119,0.1,0.5,4,22,0.0164627498999361,457.98559263016256,0.6721244093241109
3120,0.1,0.5,4,23,0.012146100450487793,456.3887499274285,0.6670229235581974
3121,0.1,0.5,4,24,0.006195268722448628,455.1877310326183,0.6668943066689303
3122,0.1,0.5,4,25,-0.010416506981028847,462.1022047491617,0.678451817006405
3123,0.1,0.5,4,26,-0.013285720448846397,461.6191198128128,0.6792089037754375
3124,0.1,0.5,4,27,0.010572255200677191,458.16868658387597,0.6713125020312237
3125,0.1,0.5,4,28,0.011071044208828781,453.03800675613365,0.6616419280298989
3126,0.1,0.5,4,29,0.005094754235759488,457.3576944577751,0.6751577216916121
3127,0.1,0.5,5,0,0.00578967557379556,457.1891151796822,0.6696866035700392
3128,0.1,0.5,5,1,-0.00429215642399465,453.7500980108866,0.6629588290881169
3129,0.1,0.5,5,2,0.008407738672461834,457.68648957642523,0.6682993925390814
3130,0.1,0.5,5,3,-0.0018356610240635358,455.62836244915496,0.6654126486033899
3131,0.1,0.5,5,4,-0.003081041686748389,453.7767174414239,0.6626526015849167
3132,0.1,0.5,5,5,0.024347217224125698,454.5577485008803,0.6637861110627368
3133,0.1,0.5,5,6,-0.0009190186077602802,456.74139741356777,0.6666738719881796
3134,0.1,0.5,5,7,0.003188148845518636,454.488063480737,0.6665626406923111
3135,0.1,0.5,5,8,-0.0017213587996488487,457.27160740627596,0.6695008139392223
3136,0.1,0.5,5,9,0.009766844533336464,454.0802532870148,0.6653174454807066
3137,0.1,0.5,5,10,0.005829260374796062,455.7494048393906,0.662917435478439
3138,0.1,0.5,5,11,-0.014336575557640799,456.4482361199427,0.6693778351339573
3139,0.1,0.5,5,12,-0.009008637626874616,456.94246378296685,0.6706508303739236
3140,0.1,0.5,5,13,-0.006255049151788243,454.8340283950425,0.6653826881679133
3141,0.1,0.5,5,14,-0.001931597440418593,455.7908492561794,0.6680614286835501
3142,0.1,0.5,5,15,0.010666708378399253,455.31349453873696,0.6627924384303349
3143,0.1,0.5,5,16,0.002272902676981036,460.27149102495036,0.6740467795998706
3144,0.1,0.5,5,17,0.006475500804088469,456.35889995038224,0.6665739607271864
3145,0.1,0.5,5,18,-0.0050136469701858475,459.7093651348436,0.6740686303584059
3146,0.1,0.5,5,19,0.00836148402095977,457.6825419639593,0.6684678044760192
3147,0.1,0.5,5,20,0.02470134453420714,455.96020900051025,0.6654647838521184
3148,0.1,0.5,5,21,0.017082702338137853,454.3223214408801,0.6643032110738264
3149,0.1,0.5,5,22,0.0032973428625902718,453.8900568427489,0.659420491433234
3150,0.1,0.5,5,23,0.0005798032278431462,457.259713364377,0.6702101853175059
3151,0.1,0.5,5,24,-0.00622975077136638,457.51742669532746,0.6699474682182568
3152,0.1,0.5,5,25,0.0231436127489284,456.1850159560085,0.6683018433671594
3153,0.1,0.5,5,26,0.0066612100483397175,456.7552116339027,0.6667351084118516
3154,0.1,0.5,5,27,0.003809207295200831,457.7808389447842,0.6700442471269449
3155,0.1,0.5,5,28,-0.0033088658416530145,457.82723785496484,0.6705372646919177
3156,0.1,0.5,5,29,-0.002932143771748478,459.0414905686309,0.6712994154946226
3157,0.1,0.5,6,0,0.027500392780264935,456.26182285455303,0.6674942051327831
3158,0.1,0.5,6,1,0.028196919655993236,457.57581575705996,0.6697679265127059
3159,0.1,0.5,6,2,0.008799064413973857,457.13364614635606,0.668763742679204
3160,0.1,0.5,6,3,0.006758256276875832,459.630952293456,0.6753846897934567
3161,0.1,0.5,6,4,0.01872320096498766,454.44318758479443,0.6634450984448592
3162,0.1,0.5,6,5,0.02874672935917337,455.7487387502991,0.665614067049733
3163,0.1,0.5,6,6,-0.006309370756102707,458.04615367949845,0.6685179195505592
3164,0.1,0.5,6,7,0.013610854642727599,454.7102473198311,0.6659120550286265
3165,0.1,0.5,6,8,0.011546055446672183,456.0364232322283,0.6683306524624039
3166,0.1,0.5,6,9,-0.002894934859711741,457.7591483766682,0.6665068469764015
3167,0.1,0.5,6,10,0.005812260796961737,458.00369050844876,0.6709421829365304
3168,0.1,0.5,6,11,0.0027970414143937534,458.5474895960546,0.6716015751970191
3169,0.1,0.5,6,12,0.000404284775900617,459.56675544002997,0.6711070432410867
3170,0.1,0.5,6,13,-0.0002748246606855039,458.3957404630971,0.6731387658379289
3171,0.1,0.5,6,14,0.0069526066213580345,455.11984579702033,0.6659515219799821
3172,0.1,0.5,6,15,0.007632767509020637,458.393473010989,0.669176324988662
3173,0.1,0.5,6,16,0.006205662091061557,458.5188745157612,0.6680435047390665
3174,0.1,0.5,6,17,0.03539658882367544,454.9199734297544,0.6684387795302072
3175,0.1,0.5,6,18,0.027091279388233736,454.28960232154867,0.6695073492750664
3176,0.1,0.5,6,19,-0.004014841500681321,457.6397986645165,0.6677357398943694
3177,0.1,0.5,6,20,0.014608991083997783,455.08654391010526,0.6666700151371368
3178,0.1,0.5,6,21,0.039255174550438914,451.9961020416785,0.6594539919492691
3179,0.1,0.5,6,22,0.016772967784612267,452.4023850369952,0.6543070082421999
3180,0.1,0.5,6,23,0.008968637808556376,456.8698555395788,0.6679602904479661
3181,0.1,0.5,6,24,0.025041933859939882,455.56811816890075,0.6662780535142853
3182,0.1,0.5,6,25,0.012870706724813242,460.5159687422215,0.6748222366662796
3183,0.1,0.5,6,26,0.01693627633622836,457.08900562105663,0.6688003723414037
3184,0.1,0.5,6,27,0.037107868490306554,455.3097425409748,0.6665706224068026
3185,0.1,0.5,6,28,0.004115021487680323,457.2832802769376,0.6676737447777773
3186,0.1,0.5,6,29,0.04414239431493524,454.0485970981804,0.665825979949712
3187,0.1,0.5,7,0,0.00818670200118741,458.52392853361,0.6741222361387237
3188,0.1,0.5,7,1,-0.029336450852138738,458.17232310225063,0.6659284559952413
3189,0.1,0.5,7,2,-0.006847558399390233,457.98458100234615,0.6690952480386053
3190,0.1,0.5,7,3,0.004759744513649894,455.68561959899444,0.6672427050231717
3191,0.1,0.5,7,4,-0.005143877230427506,459.2123769567183,0.6719175224553834
3192,0.1,0.5,7,5,0.011224953893495421,458.66777156321376,0.6710151780370799
3193,0.1,0.5,7,6,0.007583013626827367,457.12522844962706,0.667790680544504
3194,0.1,0.5,7,7,0.001979057587921352,460.7701970992503,0.6719497679859227
3195,0.1,0.5,7,8,0.0032935789874842893,456.5118462578491,0.6672362503390211
3196,0.1,0.5,7,9,-0.005396737105575228,455.37152695113105,0.6684907882406336
3197,0.1,0.5,7,10,0.011569929426316466,455.8805403239159,0.6651042538683392
3198,0.1,0.5,7,11,0.006609277455527175,452.5958655486076,0.659922903388012
3199,0.1,0.5,7,12,0.0038699630032547985,453.38758103947066,0.6611222367072137
3200,0.1,0.5,7,13,-0.008909738708774243,457.5906742614205,0.6680440207664599
3201,0.1,0.5,7,14,0.008079558258788998,457.6889496783512,0.6671408980854404
3202,0.1,0.5,7,15,0.005446558842205106,456.5024434785687,0.6673367812681764
3203,0.1,0.5,7,16,-0.006253326253758712,454.8002948021661,0.6629973044654551
3204,0.1,0.5,7,17,-0.014712077213829255,459.6985944545916,0.6745036287308541
3205,0.1,0.5,7,18,-0.006146828990905705,456.5779345185254,0.6676123957149572
3206,0.1,0.5,7,19,0.006509766992473233,455.66105973141947,0.6637215437272935
3207,0.1,0.5,7,20,0.0021806900023123806,460.6139063091653,0.6770549860471234
3208,0.1,0.5,7,21,-0.007371066491020521,456.52144255528657,0.6647029508649949
3209,0.1,0.5,7,22,-0.006637031774078511,455.76243172596054,0.6665097316731833
3210,0.1,0.5,7,23,-0.0005558603752849334,457.1078617623735,0.6696638087422541
3211,0.1,0.5,7,24,-0.024458184403085257,455.85359029482737,0.6644872834101309
3212,0.1,0.5,7,25,-0.015257269787780298,456.085454520072,0.6663341189266366
3213,0.1,0.5,7,26,0.010882887292475961,456.96240131995586,0.6682139779563867
3214,0.1,0.5,7,27,-0.028070817795820862,460.75846523619197,0.6725001719495518
3215,0.1,0.5,7,28,0.0029866376176698206,457.50825094775377,0.6699095748971923
3216,0.1,0.5,7,29,-0.014969200090743998,458.8963728314531,0.667693197967984
3217,0.1,0.5,8,0,0.015455666037166764,455.21481913644647,0.6646251151136836
3218,0.1,0.5,8,1,0.01295875637976165,455.2728031018637,0.6650844028005451
3219,0.1,0.5,8,2,-0.005369937196018933,458.36899661310764,0.6688371433257797
3220,0.1,0.5,8,3,-0.0003421694889042028,456.02210389883516,0.666530745954303
3221,0.1,0.5,8,4,0.028499563908012365,456.06149674789407,0.6656566846364466
3222,0.1,0.5,8,5,0.023675731462859784,455.9636755497791,0.6671163476656932
3223,0.1,0.5,8,6,0.012111734042388562,454.7575536293676,0.6619674155961179
3224,0.1,0.5,8,7,0.017379291855896286,456.74793074128826,0.6679969796192439
3225,0.1,0.5,8,8,0.013100559713995,455.88732633239715,0.6651546123667409
3226,0.1,0.5,8,9,0.021573687865202668,454.52494572320757,0.6622231308078729
3227,0.1,0.5,8,10,0.03419894535711317,453.68350147589814,0.6641172315799245
3228,0.1,0.5,8,11,0.015003674487168094,457.20602462458504,0.6679770296590603
3229,0.1,0.5,8,12,0.011804059612590631,459.84431758396016,0.672117883600183
3230,0.1,0.5,8,13,0.02161097380027016,453.99050533612404,0.6644880828224423
3231,0.1,0.5,8,14,0.015916905312132888,456.05943332007945,0.6645509691404451
3232,0.1,0.5,8,15,-0.0007542386325247336,462.3941217356916,0.6800506601851911
3233,0.1,0.5,8,16,-0.004914915019331651,456.7041032246484,0.6672598745339372
3234,0.1,0.5,8,17,-0.02170435117454402,458.2987972816129,0.6705247799086056
3235,0.1,0.5,8,18,0.012055891065732299,458.13751426263735,0.6653602394981603
3236,0.1,0.5,8,19,0.002721026826132925,457.58821233435793,0.6653891209426929
3237,0.1,0.5,8,20,-0.010640238340317508,458.1105518661862,0.6676312504098171
3238,0.1,0.5,8,21,0.014776745172214717,455.0078368438276,0.6644897748773672
3239,0.1,0.5,8,22,-0.001654931098337813,459.7455571577946,0.6757906245401856
3240,0.1,0.5,8,23,-0.0017258810635714383,455.30214522046003,0.6642811725032912
3241,0.1,0.5,8,24,0.0188426414928884,455.56375694556874,0.6662303077312649
3242,0.1,0.5,8,25,0.00433277336695696,456.2972512627288,0.6657191261544763
3243,0.1,0.5,8,26,0.03759795801696437,451.6039330711073,0.6600231793407535
3244,0.1,0.5,8,27,0.026306021088420867,454.0207130816152,0.6633539982741621
3245,0.1,0.5,8,28,0.009717583752492431,459.80765584953707,0.6752899576251218
3246,0.1,0.5,8,29,-0.00099412320178346,457.0574315201281,0.6688605600247891
3247,0.1,0.5,9,0,0.030427180844086365,454.5112564694703,0.6640523028741208
3248,0.1,0.5,9,1,0.005897703700639532,460.00229026885046,0.6744480243538975
3249,0.1,0.5,9,2,-0.010454683882779555,456.79184479638235,0.6699325405673573
3250,0.1,0.5,9,3,0.01941642265163707,456.79146504108616,0.670705185241327
3251,0.1,0.5,9,4,-0.02365464968554051,459.7386265924768,0.6754967558298407
3252,0.1,0.5,9,5,0.013894907374937517,457.5405984770153,0.6705824026543201
3253,0.1,0.5,9,6,0.012351858959138434,451.6697963565971,0.6571123637632673
3254,0.1,0.5,9,7,0.005542530554169571,451.88051498372084,0.6626283882779188
3255,0.1,0.5,9,8,-0.0008439255127102538,461.2905104315283,0.6797962327891819
3256,0.1,0.5,9,9,0.0005900921559415703,456.49154931760654,0.6702961079416722
3257,0.1,0.5,9,10,0.019418555062643054,452.79622001464736,0.6601002155054844
3258,0.1,0.5,9,11,-0.002209973585962375,457.1890772319409,0.6680868802061813
3259,0.1,0.5,9,12,-0.013045279345494107,458.7076920734732,0.6718409000202347
3260,0.1,0.5,9,13,0.026818736659035086,458.3822648272576,0.6739995675727548
3261,0.1,0.5,9,14,-0.008374857209877892,456.169506502164,0.6680782569206972
3262,0.1,0.5,9,15,-0.0062399391004760415,455.92751902330116,0.6685414003178268
3263,0.1,0.5,9,16,0.002380844602500954,454.6337533189539,0.665160948895825
3264,0.1,0.5,9,17,-0.01335748406813706,456.89292707132176,0.6683100860560666
3265,0.1,0.5,9,18,0.012178230332686621,453.04038123942684,0.6618780336244297
3266,0.1,0.5,9,19,0.03589070512423154,453.08560659433357,0.6626071313625032
3267,0.1,0.5,9,20,-0.010972168516444267,453.92512436128635,0.6619805740255894
3268,0.1,0.5,9,21,-0.00824826550709526,455.72300714836734,0.6651441464362561
3269,0.1,0.5,9,22,0.0010667846725968915,455.86306642808785,0.6642636399150839
3270,0.1,0.5,9,23,0.012332855703828255,454.89385990864474,0.6656053746782391
3271,0.1,0.5,9,24,0.022756074287086887,456.33533167456,0.6681048078299611
3272,0.1,0.5,9,25,-0.010078373354347442,458.10606869283976,0.6741296058871361
3273,0.1,0.5,9,26,0.0008063062083391281,459.6708065023417,0.6745645410496076
3274,0.1,0.5,9,27,0.0014917946543309645,453.2570922165931,0.6620792069292977
3275,0.1,0.5,9,28,0.027466398947446586,454.0438001126681,0.6640834138145185
3276,0.1,0.5,9,29,0.017202326931600388,457.6270945626574,0.6706432260188033
3277,0.1,0.75,0,0,-0.007345779707808392,482.49617646233673,0.7096763908344138
3278,0.1,0.75,0,1,-0.006143421096330389,484.5168009329431,0.7086670104444771
3279,0.1,0.75,0,2,-0.005698681729553706,483.4656946251655,0.7090686734184173
3280,0.1,0.75,0,3,0.0042485676524876325,483.3816977970421,0.7077916704408972
3281,0.1,0.75,0,4,-0.0023459804494483975,483.9927733026584,0.712633381047611
3282,0.1,0.75,0,5,-0.0019697185069143205,483.18622564882594,0.7087916882151628
3283,0.1,0.75,0,6,0.00694630180976671,481.7065075420855,0.7076587045143271
3284,0.1,0.75,0,7,-0.00030450047346817594,482.3659807556212,0.7101561787058266
3285,0.1,0.75,0,8,-0.012891173963713268,483.1799018361835,0.7093375014073984
3286,0.1,0.75,0,9,-0.011835556938792508,486.529541248404,0.7156858456780291
3287,0.1,0.75,0,10,-0.0032133727552688487,483.5671668340348,0.7095467386885653
3288,0.1,0.75,0,11,-0.003217853945861488,482.1322350561313,0.7071862506140318
3289,0.1,0.75,0,12,-0.011182887628793067,485.6490030741795,0.7150207435283168
3290,0.1,0.75,0,13,-0.011478370591666467,483.5507054079337,0.7096693664727284
3291,0.1,0.75,0,14,-0.0033879546652401163,482.61974855931066,0.7088231168533566
3292,0.1,0.75,0,15,-0.005105481307068245,485.35056478839994,0.7139647665268082
3293,0.1,0.75,0,16,-0.007598045466443844,482.40554818696097,0.7088135062684445
3294,0.1,0.75,0,17,-0.00502406842287791,483.1381795353745,0.7109191578144168
3295,0.1,0.75,0,18,-0.006501962801559902,483.94814643813123,0.709137732975046
3296,0.1,0.75,0,19,-0.004711243240634697,483.9048119117904,0.7126193003542619
3297,0.1,0.75,0,20,-0.0009492009826545476,483.93319536254825,0.7118773938012598
3298,0.1,0.75,0,21,0.011930799824219572,481.3179667268801,0.7054877159668789
3299,0.1,0.75,0,22,-0.002425578062645428,481.9773807022978,0.7070249003587245
3300,0.1,0.75,0,23,-0.006432525647598127,484.82810572963444,0.7134932046803208
3301,0.1,0.75,0,24,0.00032142096632463424,482.0113961275575,0.7060395600856277
3302,0.1,0.75,0,25,0.00014215633277205042,481.640445539136,0.7074753441269631
3303,0.1,0.75,0,26,-0.0010425824757291785,482.5047974056807,0.7081846450989224
3304,0.1,0.75,0,27,-0.006198767478894983,484.4350899775493,0.7109455965473055
3305,0.1,0.75,0,28,-0.012229690092828704,483.5018227144498,0.7075462987264451
3306,0.1,0.75,0,29,-0.0043857642810103585,481.60946931291863,0.705017021144375
3307,0.1,0.75,1,0,0.01503333049182328,480.44128949900465,0.7079551169381203
