,ba_m,complex_spread_ratio,group_homophily,repetition,measure,pen_name,data,pearson,euclidean,mape
256,3,0.25,0.1,5,opinion-timeseries,mod,"[42. 44. 44. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39.
 39. 39. 37. 39. 39. 37. 37. 37. 37. 39. 39. 39. 39. 39. 39. 39. 37. 39.
 39. 39. 37. 37. 37. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39. 39.
 39. 39. 39. 39. 39. 39. 39. 39. 37. 37.]",-0.5094836620835888,292.0957711094086,0.4662163946557538
257,3,0.25,0.1,5,opinion-timeseries,rep,"[47.       58.       58.       44.233334 44.233334 38.866665 38.866665
 43.2      44.733334 45.       39.       39.       39.       39.
 39.       39.       39.       39.       39.       39.       38.866665
 44.466667 45.       39.2      38.       38.       38.       44.133335
 44.133335 45.       45.       44.5      44.6      45.       38.8
 44.8      45.       45.       38.466667 38.       38.       46.133335
 46.133335 47.       47.       47.       47.       47.       47.
 47.       47.       47.       47.       47.       47.       47.
 47.       47.       47.       47.       47.       47.       39.366665
 39.      ]",-0.017012485277799114,169.08282517348295,0.3178366506736638
258,3,0.25,0.1,6,opinion-timeseries,dem,"[68.       68.       68.       30.866667 30.866667 30.866667 30.866667
 62.566666 62.566666 62.566666 62.566666 62.566666 62.566666 62.566666
 62.566666 62.566666 62.566666 62.566666 62.566666 62.566666 30.966667
 30.966667 64.4      34.233334 31.266666 31.166666 31.166666 31.166666
 31.166666 31.166666 31.166666 31.166666 31.166666 31.166666 31.166666
 64.066666 64.066666 68.1      68.1      68.1      68.1      63.1
 63.1      63.1      63.1      68.2      68.333336 68.333336 68.333336
 68.333336 68.333336 68.333336 68.333336 68.333336 68.333336 68.333336
 68.333336 68.333336 68.333336 68.333336 68.333336 68.333336 68.333336
 34.233334]",0.262881380557625,295.3258177810742,0.37418023213022694
259,3,0.25,0.1,6,opinion-timeseries,mod,"[47. 48. 48. 42. 42. 41. 41. 41. 42. 42. 41. 41. 41. 41. 41. 41. 41. 41.
 41. 41. 41. 42. 42. 41. 41. 41. 41. 42. 42. 42. 42. 42. 42. 42. 41. 42.
 42. 42. 41. 41. 41. 42. 42. 42. 42. 42. 42. 42. 42. 42. 42. 42. 42. 42.
 42. 42. 42. 42. 42. 42. 42. 42. 41. 41.]",-0.47823009866255933,268.76004074266694,0.424588132155039
260,3,0.25,0.1,6,opinion-timeseries,rep,"[48.       71.       71.       63.266666 63.266666 52.       52.
 56.233334 62.133335 63.       52.       52.       52.       52.
 52.       52.       52.       52.       52.       52.       52.
 62.       63.       54.2      52.       52.       52.       62.066666
 62.066666 63.       63.       62.133335 61.766666 63.       54.
 59.1      62.6      63.       52.       52.       52.       59.7
 59.7      64.666664 65.5      65.5      65.5      65.5      65.5
 65.5      65.5      66.       66.       66.       66.       66.
 66.       66.       66.       66.       66.       66.       53.
 53.      ]",0.2709361187736202,68.94947411503858,0.11481995364776677
261,3,0.25,0.1,7,opinion-timeseries,dem,"[53.       53.       53.       22.       22.       22.       22.
 62.366665 62.366665 62.366665 61.366665 61.366665 61.366665 61.366665
 61.366665 61.366665 61.366665 61.366665 61.366665 61.366665 35.766666
 35.766666 70.       41.933334 33.2      32.833332 32.833332 32.833332
 32.833332 32.833332 32.833332 32.833332 32.833332 32.833332 32.833332
 67.1      67.1      72.       72.       72.       72.       67.4
 67.4      67.4      67.4      72.       72.       72.       72.
 72.       72.       72.       72.       72.       72.       72.
 72.       72.       72.       72.       72.       72.       72.
 37.633335]",0.4979981435312081,285.7370848934197,0.3680214014911223
262,3,0.25,0.1,7,opinion-timeseries,mod,"[40.       48.333332 49.633335 46.866665 46.866665 46.       46.
 46.433334 47.333332 47.9      47.9      47.9      47.9      47.9
 47.9      47.9      47.9      47.9      47.9      47.9      43.366665
 47.       48.       43.5      43.       43.       43.       46.666668
 46.666668 47.666668 48.       48.       48.       48.       43.433334
 46.433334 47.733334 48.       43.6      43.       43.       46.9
 46.9      47.9      48.       49.       49.       49.       49.
 49.       49.       49.       49.       49.       49.       49.
 49.       49.       49.       49.       49.       49.       43.766666
 43.      ]",0.22177054275952487,226.83983900751545,0.355937819574745
263,3,0.25,0.1,7,opinion-timeseries,rep,"[56.       67.73333  68.96667  59.433334 59.433334 52.666668 52.666668
 54.933334 58.533333 59.4      53.533333 53.533333 53.533333 53.533333
 53.533333 52.533333 52.533333 52.533333 52.533333 52.533333 52.066666
 58.833332 59.666668 57.1      49.       49.       49.       55.866665
 55.866665 57.9      59.2      59.866665 60.       60.       57.233334
 58.9      60.       60.       51.633335 49.666668 49.066666 53.333332
 53.333332 57.7      59.6      60.       60.       60.       59.
 59.       60.       60.       60.       60.       60.       59.
 59.       59.       59.       59.       60.       60.       52.633335
 51.6     ]",-0.013737126349400561,81.96483690340683,0.14845481033885868
264,3,0.25,0.1,8,opinion-timeseries,dem,"[71.       71.       71.       45.533333 45.533333 45.533333 45.533333
 75.4      75.4      75.4      75.4      75.4      75.4      75.4
 75.4      75.4      75.4      75.4      75.4      75.4      45.033333
 45.033333 75.46667  50.9      42.833332 41.066666 41.       41.
 41.       41.       41.       41.       41.       41.       41.
 72.53333  72.53333  76.9      76.9      76.9      76.9      71.26667
 71.26667  71.26667  71.26667  77.       77.       77.       77.
 77.       77.       77.       77.       77.       77.       77.
 77.       77.       77.       77.       77.       77.       77.
 47.7     ]",0.24679106387201694,220.54002848684206,0.2607810362414112
265,3,0.25,0.1,8,opinion-timeseries,mod,"[44.       51.533333 52.       47.233334 47.233334 45.233334 45.233334
 45.233334 47.233334 47.233334 45.233334 45.233334 45.233334 45.233334
 45.233334 45.233334 45.233334 45.233334 45.233334 45.233334 44.
 47.       47.       44.       44.       44.       44.       47.
 47.       47.       47.       47.       47.       47.       44.
 47.       47.       47.       44.       44.       44.       47.
 47.       47.       47.       47.       47.       47.       47.
 47.       47.       47.       47.       47.       47.       47.
 47.       47.       47.       47.       47.       47.       44.
 44.      ]",-0.14278624108939403,234.56398412436442,0.36589469501671
266,3,0.25,0.1,8,opinion-timeseries,rep,"[51.       66.       66.       55.166668 55.166668 45.4      45.4
 51.366665 55.4      56.       44.566666 44.566666 44.566666 44.566666
 44.566666 44.566666 44.566666 43.466667 43.466667 43.466667 43.466667
 54.233334 56.       50.933334 43.466667 43.       43.       53.766666
 53.766666 56.       56.       54.466667 54.233334 56.       49.133335
 52.866665 55.8      56.       44.333332 43.       43.       49.966667
 49.966667 55.4      56.       56.       56.       56.       56.
 56.       56.       56.       56.       56.       56.       56.
 56.       56.       56.       56.       56.       56.       44.6
 43.633335]",0.05203129458498196,116.09290548358429,0.21385218412319512
267,3,0.25,0.1,9,opinion-timeseries,dem,"[64.       64.       64.       34.233334 34.233334 34.233334 34.233334
 66.46667  66.46667  66.46667  66.46667  66.46667  66.46667  66.46667
 66.46667  66.46667  66.46667  66.46667  66.46667  66.46667  39.2
 39.2      69.333336 41.766666 39.233334 38.266666 37.833332 37.833332
 37.833332 37.833332 37.833332 37.833332 37.833332 37.833332 37.833332
 65.96667  65.96667  73.3      73.3      73.3      73.3      65.566666
 65.566666 65.566666 65.566666 74.5      76.       76.       76.
 76.       76.       76.       76.       76.       76.       76.
 76.       76.       76.       76.       76.       76.       76.
 44.166668]",0.40123902202740575,252.36213610692556,0.31559360173233875
268,3,0.25,0.1,9,opinion-timeseries,mod,"[44.       52.333332 53.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.      ]",0.07936527678903775,205.14652635799627,0.3155544904296065
269,3,0.25,0.1,9,opinion-timeseries,rep,"[48.       57.4      58.       49.7      49.7      43.3      43.3
 47.266666 49.8      50.       43.933334 43.933334 43.933334 43.933334
 43.933334 43.933334 43.933334 42.       42.       42.       42.
 49.       50.       46.533333 42.166668 42.       42.       48.733334
 48.733334 49.766666 50.       49.7      49.533333 49.966667 45.966667
 47.9      50.       50.       43.466667 42.266666 42.       46.366665
 46.366665 51.233334 52.333332 52.566666 52.566666 52.566666 52.566666
 52.566666 52.566666 53.       53.       53.       53.       53.
 53.       53.       53.       53.       53.       53.       46.7
 45.2     ]",0.17764692325599338,132.22748221807618,0.245783553332024
270,3,0.25,0.25,0,opinion-timeseries,dem,"[62.       62.       62.       41.966667 41.966667 41.966667 41.966667
 74.9      74.9      74.9      74.9      74.9      74.9      74.9
 74.9      74.9      74.9      74.9      74.9      74.9      51.233334
 51.233334 76.833336 55.266666 49.5      48.966667 48.966667 48.966667
 48.966667 48.966667 48.966667 48.966667 48.966667 48.966667 48.966667
 76.96667  76.96667  78.       78.       78.       78.       76.166664
 76.166664 76.166664 76.166664 78.       78.       78.       78.
 78.       78.       78.       78.       78.       78.       78.
 78.       78.       78.       78.       78.       78.       78.
 54.133335]",0.45322496993842654,195.37904386383315,0.2392124075524911
271,3,0.25,0.25,0,opinion-timeseries,mod,"[35.       42.9      44.       40.1      40.1      40.1      40.1
 40.666668 41.       41.       41.       41.       41.       41.
 41.       41.       41.       41.       41.       41.       36.366665
 40.066666 41.       36.466667 36.       36.       36.       40.033333
 40.033333 41.       41.       41.       41.       41.       36.566666
 39.766666 41.       41.       36.333332 36.       36.       39.533333
 39.533333 41.       41.       41.       41.       41.       41.
 41.       41.       41.       41.       41.       41.       41.
 41.       41.       41.       41.       41.       41.       36.433334
 36.      ]",-0.02758785602000802,282.5134440596637,0.45204775354278803
272,3,0.25,0.25,0,opinion-timeseries,rep,"[53.       67.       67.       59.5      59.5      53.5      53.5
 57.5      59.7      60.       53.666668 53.666668 53.666668 53.666668
 53.666668 53.666668 53.666668 53.       53.       53.       53.
 59.466667 60.       56.433334 53.       53.       53.       59.533333
 59.533333 60.       60.       59.9      59.933334 60.       56.
 60.       60.       60.       53.633335 53.       53.       57.
 57.       59.6      60.       60.       60.       60.       60.
 60.       60.       60.       60.       60.       60.       60.
 60.       60.       60.       60.       60.       60.       53.633335
 53.      ]",0.09450868573909423,73.294574372875,0.1348436116696946
273,3,0.25,0.25,1,opinion-timeseries,dem,"[69.       69.       69.       36.7      36.7      36.7      36.7
 65.3      65.3      65.3      65.3      65.3      65.3      65.3
 65.3      65.3      65.3      65.3      65.3      65.3      38.9
 38.9      60.166668 37.2      36.       36.       36.       36.
 36.       36.       36.       36.       36.       36.       36.
 59.466667 59.466667 60.9      60.9      60.9      60.9      59.566666
 59.566666 59.566666 59.566666 61.933334 62.       62.       62.
 62.       62.       62.       62.       62.       62.       62.
 62.       62.       62.       62.       62.       62.       62.
 39.033333]",0.07441236008504641,293.33183847836426,0.3773076801130255
274,3,0.25,0.25,1,opinion-timeseries,mod,"[46.  53.  53.  45.1 45.1 45.1 45.1 45.1 45.1 45.1 45.1 45.1 45.1 45.1
 45.1 45.1 45.1 45.1 45.1 45.1 42.  43.  43.  42.  42.  42.  42.  43.
 43.  43.  43.  43.  43.  43.  42.  43.  43.  43.  42.  42.  42.  43.
 43.  43.  43.  43.  43.  43.  43.  43.  43.  43.  43.  43.  43.  43.
 43.  43.  43.  43.  43.  43.  42.  42. ]",-0.7212050797410741,256.49518249663475,0.398409800378562
275,3,0.25,0.25,1,opinion-timeseries,rep,"[45.       57.       57.       43.366665 43.366665 34.9      34.9
 37.3      42.2      42.6      33.933334 33.933334 33.933334 33.933334
 33.933334 33.933334 33.933334 33.       33.       33.       33.
 41.333332 42.       39.066666 33.566666 33.1      33.033333 41.633335
 41.633335 42.       42.       41.666668 41.833332 42.       38.033333
 39.033333 41.533333 41.566666 34.233334 33.033333 33.       35.
 35.       41.533333 42.       42.       42.       42.       40.233334
 40.233334 41.8      41.8      41.8      41.8      42.       40.366665
 40.366665 40.366665 39.3      39.3      39.3      39.3      33.9
 33.666668]",-0.2411639387618294,207.43470374650948,0.3879190441425639
276,3,0.25,0.25,2,opinion-timeseries,dem,"[62.       62.       62.       32.233334 32.233334 32.233334 32.233334
 54.       54.       54.       53.       53.       53.       53.
 53.       53.       53.       53.       53.       53.       34.666668
 34.666668 50.366665 35.433334 32.133335 29.433332 28.8      28.8
 28.8      28.8      28.8      28.8      28.8      28.8      28.733334
 46.966667 46.966667 51.766666 51.766666 51.766666 51.766666 48.166668
 48.166668 47.166668 47.166668 51.633335 51.8      51.8      51.8
 50.8      51.8      51.8      50.8      50.8      51.8      51.8
 51.8      51.8      51.8      51.8      51.8      51.8      51.8
 31.166666]",0.003600860117700445,360.35658387683014,0.4794372360963768
277,3,0.25,0.25,2,opinion-timeseries,mod,"[35.       42.5      43.       40.766666 40.766666 40.766666 40.766666
 40.766666 41.       41.       41.       41.       41.       41.
 40.       40.       40.       40.       40.       40.       35.633335
 40.833332 41.       35.533333 35.       35.       35.       40.466667
 40.466667 41.       41.       41.       41.       41.       36.533333
 40.733334 41.       41.       36.533333 36.       36.       40.433334
 40.433334 41.       41.       41.       41.       41.       40.
 40.       41.       41.       40.       40.       41.       40.
 40.       40.       40.       40.       41.       41.       36.3
 36.      ]",-0.10993993135691904,284.54613119313825,0.45471284320747996
278,3,0.25,0.25,2,opinion-timeseries,rep,"[47.       58.       58.       43.766666 43.766666 37.133335 37.133335
 40.533333 42.566666 43.       37.233334 37.233334 37.233334 37.233334
 37.233334 37.233334 37.233334 36.       36.       36.       36.
 42.266666 43.       39.       37.3      36.1      36.       42.4
 42.4      43.       43.       42.7      42.633335 43.       39.
 41.6      43.       43.       37.1      36.1      36.       39.866665
 39.866665 42.3      43.       43.       43.       43.       42.
 42.       43.       43.       43.       43.       43.       42.
 42.       42.       42.       42.       43.       43.       37.166668
 37.166668]",-0.25914660227640474,190.93803132504786,0.35848435267880996
279,3,0.25,0.25,3,opinion-timeseries,dem,"[62.       62.       62.       31.966667 31.966667 31.966667 31.966667
 59.7      59.7      59.7      59.7      59.7      59.7      59.7
 59.7      59.7      59.7      59.7      59.7      59.7      34.933334
 34.933334 61.433334 37.866665 34.933334 34.733334 34.733334 34.733334
 34.733334 34.733334 34.733334 34.733334 34.733334 34.733334 34.733334
 61.166668 61.166668 66.       66.       66.       66.       63.566666
 63.566666 63.566666 63.566666 65.9      65.9      65.9      65.9
 65.9      65.9      65.9      65.9      65.9      65.9      65.9
 65.9      65.9      65.9      65.9      65.9      65.9      65.9
 38.      ]",0.33830136463731536,293.0149077628772,0.3832102319618573
280,3,0.25,0.25,3,opinion-timeseries,mod,"[42.       52.       52.       43.933334 43.933334 43.933334 43.933334
 43.933334 43.933334 43.933334 43.933334 43.933334 43.933334 43.933334
 43.933334 43.933334 43.933334 43.933334 43.933334 43.933334 42.
 43.       43.       42.       42.       42.       42.       43.
 43.       43.       43.       43.       43.       43.       42.
 43.       43.       43.       42.       42.       42.       43.
 43.       43.       43.       43.       43.       43.       43.
 43.       43.       43.       43.       43.       43.       43.
 43.       43.       43.       43.       43.       43.       42.
 42.      ]",-0.5508725996500838,258.31029580567747,0.40437288110801173
281,3,0.25,0.25,3,opinion-timeseries,rep,"[47.       57.       57.       48.166668 48.166668 37.666668 37.666668
 41.966667 45.6      46.266666 37.533333 37.533333 37.533333 37.533333
 37.533333 37.533333 37.533333 37.       37.       37.       37.
 45.466667 46.       41.4      37.       37.       37.       45.5
 45.5      46.       46.       45.5      45.566666 46.       41.
 43.       45.5      46.       37.566666 37.       37.       42.
 42.       45.633335 46.       46.       46.       46.       46.
 46.       46.       46.       46.       46.       46.       46.
 46.       46.       46.       46.       46.       46.       37.533333
 37.      ]",-0.08888009032807208,174.8346706289305,0.32512078976190406
282,3,0.25,0.25,4,opinion-timeseries,dem,"[66.       66.       66.       36.933334 36.933334 36.933334 36.933334
 68.933334 68.933334 68.933334 68.933334 68.933334 68.933334 68.933334
 68.933334 68.933334 68.933334 68.933334 68.933334 68.933334 42.466667
 42.466667 71.46667  45.566666 41.8      41.733334 41.733334 41.733334
 41.733334 41.733334 41.733334 41.733334 41.733334 41.733334 40.733334
 71.2      71.2      73.86667  73.86667  73.86667  73.86667  70.03333
 70.03333  70.03333  70.03333  73.86667  74.       74.       74.
 74.       74.       74.       74.       74.       74.       74.
 74.       74.       74.       74.       74.       74.       74.
 44.433334]",0.3641533910607529,238.1449172829147,0.2974780302662582
283,3,0.25,0.25,4,opinion-timeseries,mod,"[48.       57.633335 58.       52.966667 52.966667 52.966667 52.966667
 52.966667 52.966667 52.966667 52.966667 52.966667 52.966667 52.966667
 52.966667 52.966667 52.966667 52.966667 52.966667 52.966667 52.
 52.       52.       52.       52.       52.       52.       52.
 52.       52.       52.       52.       52.       52.       52.
 52.       52.       52.       52.       52.       52.       52.
 52.       52.       52.       52.       52.       52.       52.
 52.       52.       52.       52.       52.       52.       52.
 52.       52.       52.       52.       52.       52.       52.
 52.      ]",-0.410159696807155,188.95618171510733,0.28785222619034356
284,3,0.25,0.25,4,opinion-timeseries,rep,"[43.       54.       54.       48.566666 48.566666 41.2      41.2
 44.       48.633335 49.       41.266666 41.266666 41.266666 41.266666
 41.266666 41.266666 41.266666 40.       40.       40.       40.
 48.533333 49.       47.4      41.4      40.266666 40.       48.7
 48.7      49.       49.       48.666668 48.6      49.       47.
 48.       49.       49.       41.133335 40.2      40.       45.466667
 45.466667 49.566666 50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       50.
 50.       50.       50.       50.       50.       50.       42.
 41.466667]",0.2098719130211662,146.58582362297997,0.2694364333989337
285,3,0.25,0.25,5,opinion-timeseries,dem,"[61.       61.       61.       34.6      34.6      34.6      34.6
 69.73333  69.73333  69.73333  69.73333  69.73333  69.73333  69.73333
 69.73333  69.73333  69.73333  69.73333  69.73333  69.73333  46.166668
 46.166668 71.7      49.3      45.       45.       45.       45.
 45.       45.       45.       45.       45.       45.       45.
 67.53333  67.53333  71.63333  71.63333  71.63333  71.63333  67.8
 67.8      67.8      67.8      71.6      72.       72.       72.
 72.       72.       72.       72.       72.       72.       72.
 72.       72.       72.       72.       72.       72.       72.
 46.8     ]",0.4079663868756874,235.7253628636484,0.30184639232479804
286,3,0.25,0.25,5,opinion-timeseries,mod,"[52.       61.       61.       55.       55.       55.       55.
 55.       55.       55.       55.       55.       55.       55.
 55.       55.       55.       55.       55.       55.       51.
 55.       55.       51.       51.       51.       51.       55.
 55.       55.       55.       55.       55.       55.       51.
 55.       55.       55.       51.       51.       51.       55.
 55.       55.       55.       57.766666 59.566666 60.       60.
 60.       60.       60.       60.       60.       60.       60.
 60.       60.       60.       60.       60.       60.       53.
 53.      ]",0.14703111063126154,162.40324844968953,0.24837365983619347
287,3,0.25,0.25,5,opinion-timeseries,rep,"[51.       63.       63.       54.766666 54.766666 46.866665 46.866665
 50.233334 54.166668 54.866665 47.733334 47.733334 47.733334 47.733334
 47.733334 47.733334 47.733334 46.       46.       46.       46.
 53.633335 54.566666 50.533333 46.466667 46.       46.       53.466667
 53.466667 54.6      55.       54.5      54.366665 54.866665 50.1
 54.       55.       55.       47.6      46.       46.       49.
 49.       53.6      54.7      55.       55.       55.       55.
 55.       55.       55.       55.       55.       55.       55.
 55.       55.       55.       55.       55.       55.       47.433334
 46.4     ]",0.043576728364177884,109.54337165721743,0.20412208156016726
288,3,0.25,0.25,6,opinion-timeseries,dem,"[59.       59.       59.       36.5      36.5      36.5      36.5
 67.333336 67.333336 67.333336 67.333336 67.333336 67.333336 67.333336
 67.333336 67.333336 67.333336 67.333336 67.333336 67.333336 38.4
 38.4      66.36667  38.3      34.8      34.2      34.2      34.2
 34.2      34.2      34.2      34.2      34.2      34.2      34.2
 63.066666 63.066666 67.6      67.6      67.6      67.6      62.533333
 62.533333 62.533333 62.533333 68.46667  69.       69.       69.
 69.       69.       69.       69.       69.       69.       69.
 69.       69.       69.       69.       69.       69.       69.
 39.2     ]",0.28647363278076626,276.628840555366,0.3514550116069623
289,3,0.25,0.25,6,opinion-timeseries,mod,"[33.       38.5      39.       29.9      29.9      29.9      29.9
 30.4      30.4      30.4      30.4      30.4      30.4      30.4
 30.4      30.4      30.4      30.4      30.4      30.4      28.033333
 29.533333 30.033333 28.       28.       28.       28.       29.333334
 29.333334 30.       30.       30.       30.       30.       28.
 29.233334 30.       30.       28.       28.       28.       29.033333
 29.033333 30.       30.       30.       30.       30.       30.
 30.       30.       30.       30.       30.       30.       30.
 30.       30.       30.       30.       30.       30.       28.
 28.      ]",-0.5391261941268028,361.9228310335731,0.5871485340329604
290,3,0.25,0.25,6,opinion-timeseries,rep,"[54.       66.       66.       56.166668 56.166668 47.1      47.1
 50.166668 55.433334 56.       47.533333 47.533333 47.533333 47.533333
 47.533333 47.533333 47.533333 47.       47.       47.       47.
 55.333332 56.       49.1      47.       47.       47.       55.233334
 55.233334 56.       56.       55.333332 55.366665 56.       49.033333
 52.2      55.333332 55.       47.666668 47.       47.       50.766666
 50.766666 55.4      56.       56.       56.       56.       55.
 55.       56.       56.       56.       56.       56.       55.
 55.       55.       55.       55.       55.       55.       47.533333
 47.      ]",-0.03847490689222163,107.30491438268714,0.20005823619989882
291,3,0.25,0.25,7,opinion-timeseries,dem,"[63.       63.       63.       35.333332 35.333332 35.333332 35.333332
 66.53333  66.53333  66.53333  66.53333  66.53333  66.53333  66.53333
 66.53333  66.53333  66.53333  66.53333  66.53333  66.53333  37.166668
 37.166668 65.5      37.266666 35.466667 35.1      35.       35.
 35.       35.       35.       35.       35.       35.       35.
 63.566666 63.566666 70.666664 70.666664 70.666664 70.666664 65.26667
 65.26667  65.26667  65.26667  71.13333  72.       72.       72.
 72.       72.       72.       72.       72.       72.       72.
 72.       72.       72.       72.       72.       72.       72.
 41.3     ]",0.3265153288915454,268.54607999672953,0.3378238377495303
292,3,0.25,0.25,7,opinion-timeseries,mod,"[44.       49.133335 50.       43.5      43.5      43.5      43.5
 43.633335 43.7      43.7      43.7      43.7      43.7      43.7
 43.7      43.7      43.7      43.7      43.7      43.7      39.833332
 41.866665 42.       39.733334 39.       39.       39.       41.433334
 41.433334 42.       42.       42.       42.       42.       40.
 42.       42.       42.       39.566666 39.       39.       41.866665
 41.866665 42.       42.       42.       42.       42.       42.
 42.       42.       42.       42.       42.       42.       42.
 42.       42.       42.       42.       42.       42.       39.5
 39.      ]",-0.6074509743408393,267.5102161172921,0.41914531184755427
293,3,0.25,0.25,7,opinion-timeseries,rep,"[46.       56.       56.       47.533333 47.533333 40.233334 40.233334
 45.666668 47.       47.       40.       40.       40.       40.
 40.       40.       40.       40.       40.       40.       40.
 47.       47.       41.1      40.       40.       40.       47.
 47.       47.       47.       47.       47.       47.       41.
 45.6      47.       47.       40.       40.       40.       45.966667
 45.966667 47.       47.       47.       47.       47.       47.
 47.       47.       47.       47.       47.       47.       47.
 47.       47.       47.       47.       47.       47.       40.
 40.      ]",-0.04613306285580614,160.95898381378956,0.2980948584370333
294,3,0.25,0.25,8,opinion-timeseries,dem,"[65.       65.       65.       41.3      41.3      41.3      41.3
 71.4      71.4      71.4      71.4      71.4      71.4      71.4
 71.4      71.4      71.4      71.4      71.4      71.4      46.266666
 46.266666 70.566666 46.3      38.933334 36.466667 36.066666 36.066666
 36.066666 36.066666 36.066666 36.066666 36.066666 36.066666 36.
 65.8      65.8      71.96667  71.96667  71.96667  71.96667  69.63333
 69.63333  69.63333  69.63333  71.96667  72.       72.       72.
 72.       72.       72.       72.       72.       72.       72.
 72.       72.       72.       72.       72.       72.       72.
 43.966667]",0.25120701750410335,249.9256552563581,0.30627567504222664
295,3,0.25,0.25,8,opinion-timeseries,mod,"[46.       50.4      51.       41.9      41.9      41.9      41.9
 42.266666 42.266666 42.266666 42.266666 42.266666 42.266666 42.266666
 42.266666 42.266666 42.266666 42.266666 42.266666 42.266666 36.
 41.533333 42.       36.       36.       36.       36.       41.7
 41.7      42.       42.       42.       42.       42.       36.
 41.2      42.       42.       36.       36.       36.       41.166668
 41.166668 42.       42.       42.       42.       42.       42.
 42.       42.       42.       42.       42.       42.       42.
 42.       42.       42.       42.       42.       42.       36.
 36.      ]",-0.4188403454263856,275.19709116464537,0.43162159774732445
296,3,0.25,0.25,8,opinion-timeseries,rep,"[60.       70.       70.       64.       64.       57.9      57.9
 62.4      64.       64.       58.2      58.2      58.2      58.2
 58.2      58.2      58.2      57.       57.       57.       57.
 64.       64.       60.6      57.566666 57.       57.       64.
 64.       64.       64.       64.       64.       64.       59.9
 63.9      64.       64.       58.066666 57.       57.       62.
 62.       64.       64.       64.       64.       64.       64.
 64.       64.       64.       64.       64.       64.       64.
 64.       64.       64.       64.       64.       64.       57.933334
 57.4     ]",0.05714601211877638,59.09129619045912,0.0987443395765818
297,3,0.25,0.25,9,opinion-timeseries,dem,"[59.       59.       59.       40.033333 40.033333 40.033333 40.033333
 66.9      66.9      66.9      65.9      65.9      65.9      65.9
 65.9      65.9      65.9      65.9      65.9      65.9      46.033333
 46.033333 74.166664 51.7      44.8      44.       44.       44.
 44.       44.       44.       44.       44.       44.       44.
 68.833336 68.833336 77.7      77.7      77.7      77.7      70.433334
 70.433334 70.433334 70.433334 77.8      78.       78.       78.
 78.       78.       78.       78.       78.       78.       78.
 78.       78.       78.       78.       78.       78.       78.
 48.933334]",0.5234835323277791,222.9486339212831,0.2843453513582859
298,3,0.25,0.25,9,opinion-timeseries,mod,"[56.       61.       61.       55.566666 55.566666 55.566666 55.566666
 56.       56.       56.       56.       56.       56.       56.
 56.       56.       56.       56.       56.       56.       49.
 55.633335 56.       49.       49.       49.       49.       55.533333
 55.533333 56.       56.       56.       56.       56.       49.
 55.333332 56.       56.       49.       49.       49.       55.2
 55.2      56.       56.       56.       56.       56.       56.
 56.       56.       56.       56.       56.       56.       56.
 56.       56.       56.       56.       56.       56.       49.
 49.      ]",-0.2526456584317197,172.63509789920758,0.26181764278189207
299,3,0.25,0.25,9,opinion-timeseries,rep,"[44.       55.       55.       50.566666 50.566666 44.633335 44.633335
 47.633335 51.333332 52.       45.1      45.1      45.1      45.1
 45.1      44.1      44.1      43.       43.       43.       43.
 50.466667 52.       49.8      43.       43.       43.       50.366665
 50.366665 52.       52.       50.933334 50.933334 52.       48.933334
 51.       52.       52.       44.       43.       43.       47.6
 47.6      49.466667 49.466667 49.466667 49.466667 49.466667 48.466667
 48.466667 49.466667 50.       50.       50.       50.       49.
 49.       49.       49.       49.       50.       50.       44.533333
 44.      ]",0.05420504779188311,134.6931854786765,0.2448713313107051
300,3,0.25,0.5,0,opinion-timeseries,dem,"[68.       68.       68.       38.133335 38.133335 38.133335 38.133335
 64.46667  64.46667  64.46667  63.466667 63.466667 63.466667 63.466667
 63.466667 63.466667 63.466667 63.466667 63.466667 63.466667 42.433334
 42.433334 66.5      47.466667 38.9      37.166668 37.       37.
 37.       37.       37.       37.       37.       37.       37.
 63.633335 63.633335 67.933334 67.933334 67.933334 67.933334 64.833336
 64.833336 64.833336 64.833336 67.8      68.       68.       68.
 68.       68.       68.       68.       68.       68.       68.
 68.       68.       68.       68.       68.       68.       68.
 45.266666]",0.2620250540065924,268.4064881213889,0.3452790297142702
301,3,0.25,0.5,0,opinion-timeseries,mod,"[41.       46.       46.       46.       46.       45.       45.
 46.       46.       46.       45.       45.       45.       45.
 43.       43.       43.       43.       43.       43.       38.366665
 45.       45.       38.533333 38.       38.       38.       45.
 45.       45.       45.       45.       45.       45.       39.5
 45.       45.       45.       39.533333 39.       39.       45.
 45.       45.       45.       45.       45.       45.       44.
 44.       45.       45.       44.       44.       45.       44.
 44.       44.       44.       44.       45.       45.       39.333332
 39.      ]",-0.20526102486661393,255.44563202768978,0.4010586719036514
