,er_p,cognitive_translate,cognitive_exponent,repetition,measure,pen_name,data,pearson,euclidean,mape
2227,0.5,2,5,8,opinion-timeseries,mod,"[4.5000000e+01 9.8966667e+01 9.9366669e+01 2.5166666e+01 2.4933332e+01
 2.0000000e-01 2.0000000e-01 2.5533333e+01 2.5700001e+01 2.5700001e+01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.6900002e+01 5.7900002e+01 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.4700001e+01 3.4700001e+01 3.4866665e+01
 3.4866665e+01 6.8033333e+01 8.3966667e+01 8.4766670e+01 4.3333334e-01
 8.4300003e+01 8.5000000e+01 6.8599998e+01 2.0000000e-01 0.0000000e+00
 0.0000000e+00 9.8566666e+01 9.8566666e+01 5.0466667e+01 7.5566666e+01
 6.5933334e+01 6.7333336e+01 6.6333336e+01 3.3833332e+01 1.6833334e+01
 5.8733334e+01 5.8799999e+01 5.8299999e+01 5.7866665e+01 6.0333332e+01
 2.9233334e+01 2.9033333e+01 2.8900000e+01 1.3600000e+01 1.3600000e+01
 3.5633335e+01 4.1099998e+01 2.3333333e-01 0.0000000e+00]",0.03617099436216374,419.76170088114276,0.6278469200881798
2228,0.5,2,5,8,opinion-timeseries,rep,"[5.5000000e+01 1.0000000e+02 1.0000000e+02 2.9433332e+01 2.9299999e+01
 6.6666670e-02 6.6666670e-02 2.9533333e+01 2.9866667e+01 2.9866667e+01
 2.0000000e-01 1.0000000e-01 6.6666670e-02 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.4566666e+01 5.9733334e+01 1.6666667e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.3733334e+01 3.3733334e+01 3.3866665e+01
 3.3866665e+01 6.5366669e+01 8.2199997e+01 8.2900002e+01 7.6666665e-01
 8.2666664e+01 8.3099998e+01 6.7666664e+01 2.3333333e-01 0.0000000e+00
 0.0000000e+00 9.8533333e+01 9.8533333e+01 4.9333332e+01 7.4566666e+01
 6.5500000e+01 6.6066666e+01 6.7066666e+01 3.3833332e+01 1.7233334e+01
 5.9066666e+01 5.9200001e+01 5.8866665e+01 5.8433334e+01 6.0766666e+01
 2.9333334e+01 2.9266666e+01 2.9033333e+01 1.3800000e+01 1.3800000e+01
 3.5799999e+01 4.0833332e+01 1.6666667e-01 0.0000000e+00]",0.06997432250836275,350.0977844713216,0.6058028271029866
2229,0.5,2,5,9,opinion-timeseries,dem,"[6.0000000e+01 6.0000000e+01 6.0000000e+01 1.3666667e+00 1.3333334e+00
 1.3333334e+00 1.3333334e+00 4.9066666e+01 4.9066666e+01 4.9066666e+01
 2.4000000e+01 1.2500000e+01 6.4333334e+00 6.4333334e+00 3.0999999e+00
 3.0999999e+00 3.0999999e+00 3.0999999e+00 1.7666667e+00 8.0000001e-01
 3.3333335e-02 3.3333335e-02 1.8333334e+01 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 8.9966667e+01 8.9966667e+01 9.0699997e+01 9.0699997e+01 9.0699997e+01
 9.0699997e+01 9.0133331e+01 9.0133331e+01 4.4066666e+01 4.4066666e+01
 6.9166664e+01 8.2300003e+01 8.9000000e+01 9.3466667e+01 4.6599998e+01
 7.2266670e+01 7.2266670e+01 3.6000000e+01 1.7766666e+01 3.3799999e+01
 3.3799999e+01 3.3799999e+01 3.3633335e+01 3.3633335e+01 3.3633335e+01
 3.4266666e+01 3.4266666e+01 3.4266666e+01 2.0000000e-01]",0.27104488186849923,516.9625062831933,0.6343601585914116
2230,0.5,2,5,9,opinion-timeseries,mod,"[4.3000000e+01 9.9666664e+01 9.9800003e+01 2.3466667e+01 2.3266666e+01
 6.6666670e-02 6.6666670e-02 2.4033333e+01 2.4066668e+01 2.4066668e+01
 1.0000000e-01 6.6666670e-02 6.6666670e-02 6.6666670e-02 3.3333335e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.6366665e+01 5.9599998e+01 2.6666668e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.3366665e+01 3.3366665e+01 3.3533333e+01
 3.3533333e+01 6.6199997e+01 8.2033333e+01 8.2766670e+01 4.3333334e-01
 8.2599998e+01 8.3133331e+01 6.7099998e+01 1.3333334e-01 0.0000000e+00
 0.0000000e+00 9.8099998e+01 9.8099998e+01 5.0299999e+01 7.5699997e+01
 6.5966667e+01 6.7233330e+01 6.6699997e+01 3.2166668e+01 1.5533334e+01
 5.7700001e+01 5.7766666e+01 5.7333332e+01 5.6900002e+01 6.0000000e+01
 2.9933332e+01 2.9566668e+01 2.9366667e+01 1.5166667e+01 1.5166667e+01
 3.6400002e+01 4.1066666e+01 4.6666667e-01 0.0000000e+00]",0.03953691726976488,420.86909344332105,0.6309159296348412
2231,0.5,2,5,9,opinion-timeseries,rep,"[4.1000000e+01 9.9500000e+01 9.9699997e+01 4.1666668e+01 4.1366665e+01
 2.3333333e-01 2.3333333e-01 4.1433334e+01 4.1599998e+01 4.1599998e+01
 2.3333333e-01 1.6666667e-01 1.3333334e-01 1.3333334e-01 3.3333335e-02
 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 3.6599998e+01 5.9433334e+01 1.6666667e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.4433334e+01 3.4433334e+01 3.4666668e+01
 3.4666668e+01 6.7000000e+01 8.2166664e+01 8.2933334e+01 6.3333333e-01
 8.2633331e+01 8.3066666e+01 6.5366669e+01 2.0000000e-01 0.0000000e+00
 0.0000000e+00 9.8433334e+01 9.8433334e+01 5.0099998e+01 7.4366669e+01
 6.3866665e+01 6.5466667e+01 6.6599998e+01 3.4266666e+01 1.6166666e+01
 5.9099998e+01 5.9233334e+01 5.9033333e+01 5.8599998e+01 6.1066666e+01
 3.0600000e+01 3.0366667e+01 3.0133333e+01 1.5733334e+01 1.5733334e+01
 3.6299999e+01 4.1200001e+01 1.0000000e-01 0.0000000e+00]",0.049307752406399036,345.2871402523614,0.5807816386895566
2232,0.5,3,1,0,opinion-timeseries,dem,"[6.2000000e+01 6.2000000e+01 6.2000000e+01 4.4000001e+00 2.5333333e+00
 2.5333333e+00 2.5333333e+00 5.7966667e+01 5.7966667e+01 4.1866665e+01
 5.0333333e+00 1.2000000e+00 3.6666667e-01 3.6666667e-01 3.3333335e-02
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8500000e+01 6.3333333e-01 6.6666670e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.8433334e+01 6.8433334e+01 8.1400002e+01 8.1400002e+01 8.1400002e+01
 8.1400002e+01 8.4400002e+01 4.5733334e+01 1.3000000e+01 1.3000000e+01
 8.1366669e+01 9.3066666e+01 9.5866669e+01 9.8066666e+01 2.6200001e+01
 5.8833332e+01 3.2000000e+01 6.5000000e+00 1.4000000e+00 3.7700001e+01
 3.7700001e+01 3.7700001e+01 1.8166666e+01 1.8166666e+01 1.8166666e+01
 4.3133335e+01 4.3166668e+01 4.3166668e+01 5.1666665e+00]",0.1776026858125347,549.0683632545441,0.6868991247638057
2233,0.5,3,1,0,opinion-timeseries,mod,"[42.         99.03333    99.833336   15.066667    7.1666665   0.46666667
  0.33333334 29.566668   40.4        34.9         0.33333334  0.13333334
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         69.5        79.1         2.6333334
  0.          0.          0.         44.933334   31.766666   50.933334
 63.7        83.8        87.         97.63333    11.8        89.933334
 98.96667    80.26667     2.6666667   0.13333334  0.         95.833336
 62.733334   22.1        55.366665   69.13333    71.13333    71.1
 18.4         5.0666666  64.46667    56.533333   20.766666    8.133333
 18.033333    5.1         2.7         1.5         0.33333334  0.3
 27.9        34.566666    3.          0.33333334]",-0.014018203475270276,448.20139361558756,0.666799078702691
2234,0.5,3,1,0,opinion-timeseries,rep,"[49.         99.         99.933334   14.866667    7.633333    0.93333334
  0.6666667  28.733334   39.066666   33.633335    0.1         0.1
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         67.8        78.96667     2.2
  0.          0.          0.         46.666668   34.066666   53.166668
 66.03333    85.4        87.76667    97.96667    11.433333   90.
 98.433334   80.03333     2.6666667   0.16666667  0.         95.5
 62.966667   21.2        53.833332   68.333336   67.9        68.86667
 17.633333    4.8        64.73333    56.466667   20.6         7.4333334
 18.4         4.766667    2.1         0.8333333   0.13333334  0.1
 27.033333   34.833332    3.1666667   0.26666668]",-0.000906410854645758,381.99660114200896,0.6707640755062452
2235,0.5,3,1,1,opinion-timeseries,dem,"[6.8000000e+01 6.8000000e+01 6.8000000e+01 4.7333331e+00 2.3333333e+00
 2.3333333e+00 2.3333333e+00 5.6533333e+01 5.6533333e+01 4.0700001e+01
 5.5999999e+00 1.4333333e+00 2.6666668e-01 2.6666668e-01 6.6666670e-02
 6.6666670e-02 6.6666670e-02 6.6666670e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8566668e+01 7.3333335e-01 3.3333335e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.8300003e+01 6.8300003e+01 8.1833336e+01 8.1833336e+01 8.1833336e+01
 8.1833336e+01 8.3866669e+01 4.4566666e+01 1.1733334e+01 1.1733334e+01
 8.1266670e+01 9.2766670e+01 9.6066666e+01 9.8166664e+01 2.6433332e+01
 5.7466667e+01 3.0766666e+01 5.7666669e+00 1.2000000e+00 3.7933334e+01
 3.7933334e+01 3.7933334e+01 1.9666666e+01 1.9666666e+01 1.9666666e+01
 4.4033333e+01 4.4566666e+01 4.4566666e+01 4.5666666e+00]",0.1568268251293748,548.9390445479102,0.6844422180807278
2236,0.5,3,1,1,opinion-timeseries,mod,"[4.5000000e+01 9.9233330e+01 9.9933334e+01 1.4166667e+01 7.3000002e+00
 6.9999999e-01 6.0000002e-01 2.8933332e+01 3.9799999e+01 3.4566666e+01
 4.0000001e-01 1.3333334e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.8633331e+01 7.9000000e+01 2.5000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 4.6466667e+01 3.4066666e+01 5.3599998e+01
 6.6000000e+01 8.4500000e+01 8.7066666e+01 9.7833336e+01 1.2033334e+01
 8.9900002e+01 9.8933334e+01 8.0099998e+01 2.7000000e+00 0.0000000e+00
 0.0000000e+00 9.5300003e+01 6.1799999e+01 2.1000000e+01 5.4566666e+01
 6.9000000e+01 6.7333336e+01 6.9366669e+01 1.7600000e+01 4.6999998e+00
 6.4400002e+01 5.6700001e+01 2.2233334e+01 8.6333332e+00 1.8833334e+01
 5.5000000e+00 2.6666667e+00 1.4000000e+00 6.3333333e-01 3.3333334e-01
 2.7400000e+01 3.5066666e+01 2.7333333e+00 4.6666667e-01]",-0.01605721558249094,447.7480010957783,0.6660977788861031
2237,0.5,3,1,1,opinion-timeseries,rep,"[44.         98.933334   99.9        13.6         7.0333333   0.56666666
  0.4        27.933332   39.233334   35.          0.33333334  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         67.23333    78.03333     2.1333334
  0.          0.          0.         45.6        33.833332   52.533333
 65.166664   83.833336   87.1        97.833336   11.433333   88.066666
 98.5        80.833336    2.7666667   0.          0.         95.566666
 60.866665   20.633333   56.3        67.63333    70.26667    70.566666
 17.966667    4.9666667  65.566666   57.233334   22.433332    8.533334
 17.166666    4.866667    2.3666666   1.0333333   0.26666668  0.23333333
 26.6        34.866665    3.3         0.5       ]",0.010168398381692357,381.53700971261077,0.6688075093116209
2238,0.5,3,1,2,opinion-timeseries,dem,"[5.5000000e+01 5.5000000e+01 5.5000000e+01 4.0000000e+00 1.9333333e+00
 1.9333333e+00 1.9333333e+00 5.6033333e+01 5.6033333e+01 4.1400002e+01
 6.5666666e+00 1.8666667e+00 5.3333336e-01 5.3333336e-01 2.0000000e-01
 2.0000000e-01 1.3333334e-01 1.3333334e-01 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8466667e+01 7.3333335e-01 1.6666667e-01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.8066666e+01 6.8066666e+01 8.1233330e+01 8.1233330e+01 8.1233330e+01
 8.1233330e+01 8.2766670e+01 4.5400002e+01 1.2300000e+01 1.2300000e+01
 8.1400002e+01 9.2599998e+01 9.6099998e+01 9.8133331e+01 2.5866667e+01
 5.7733334e+01 3.1466667e+01 6.1999998e+00 1.1333333e+00 3.7666668e+01
 3.7666668e+01 3.7666668e+01 1.9166666e+01 1.9166666e+01 1.9166666e+01
 4.1099998e+01 4.2200001e+01 4.2200001e+01 4.8333335e+00]",0.2077415347653437,550.0380154046185,0.693884725703791
2239,0.5,3,1,2,opinion-timeseries,mod,"[5.7000000e+01 9.9366669e+01 9.9900002e+01 1.5233334e+01 8.1000004e+00
 6.0000002e-01 4.0000001e-01 2.8466667e+01 3.8466667e+01 3.5266666e+01
 4.0000001e-01 1.3333334e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.0733330e+01 7.8800003e+01 2.4666667e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 4.6633335e+01 3.3700001e+01 5.2833332e+01
 6.6666664e+01 8.4133331e+01 8.7599998e+01 9.8133331e+01 1.1966666e+01
 8.8366669e+01 9.8566666e+01 8.1033333e+01 2.5666666e+00 1.3333334e-01
 3.3333335e-02 9.6033333e+01 6.3166668e+01 2.1600000e+01 5.5233334e+01
 6.8233330e+01 7.0866669e+01 6.9566666e+01 1.7799999e+01 4.2666669e+00
 6.3400002e+01 5.5933334e+01 2.2466667e+01 9.2333336e+00 1.8200001e+01
 5.4333334e+00 2.8666666e+00 1.6666666e+00 6.0000002e-01 4.0000001e-01
 2.6799999e+01 3.4500000e+01 2.4333334e+00 4.0000001e-01]",-0.032481950305045595,447.73644098461887,0.6666506843766604
2240,0.5,3,1,2,opinion-timeseries,rep,"[5.6000000e+01 9.9633331e+01 1.0000000e+02 1.5766666e+01 7.8000002e+00
 8.9999998e-01 6.0000002e-01 2.9433332e+01 4.0366665e+01 3.5833332e+01
 3.0000001e-01 6.6666670e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.9566666e+01 7.8033333e+01 2.5000000e+00 3.3333335e-02
 0.0000000e+00 0.0000000e+00 4.5700001e+01 3.3299999e+01 5.2733334e+01
 6.5500000e+01 8.4599998e+01 8.6033333e+01 9.7833336e+01 1.1733334e+01
 8.9099998e+01 9.9000000e+01 8.1199997e+01 2.6666667e+00 0.0000000e+00
 0.0000000e+00 9.5599998e+01 6.1966667e+01 2.2166666e+01 5.4733334e+01
 6.9033333e+01 7.0633331e+01 6.9833336e+01 1.8299999e+01 5.3000002e+00
 6.5466667e+01 5.7733334e+01 2.1666666e+01 8.8666668e+00 1.8133333e+01
 5.0999999e+00 2.6666667e+00 1.4666667e+00 5.3333336e-01 4.0000001e-01
 2.8633333e+01 3.5233334e+01 3.4000001e+00 4.3333334e-01]",-0.009484272852065951,380.5284755250513,0.6703085380858477
2241,0.5,3,1,3,opinion-timeseries,dem,"[6.5000000e+01 6.5000000e+01 6.5000000e+01 5.2666669e+00 3.2000000e+00
 3.2000000e+00 3.2000000e+00 5.5733334e+01 5.5733334e+01 4.0000000e+01
 5.1333332e+00 1.3000000e+00 3.6666667e-01 3.6666667e-01 1.0000000e-01
 1.0000000e-01 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8866667e+01 5.6666666e-01 3.3333335e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.7833336e+01 6.7833336e+01 8.1266670e+01 8.1266670e+01 8.1266670e+01
 8.1266670e+01 8.3599998e+01 4.2733334e+01 1.0800000e+01 1.0800000e+01
 8.0800003e+01 9.2900002e+01 9.5800003e+01 9.7699997e+01 2.5299999e+01
 5.8333332e+01 3.0200001e+01 5.5333333e+00 1.0333333e+00 3.7033333e+01
 3.7033333e+01 3.7033333e+01 1.8133333e+01 1.8133333e+01 1.8133333e+01
 4.0900002e+01 4.2166668e+01 4.2166668e+01 5.4666667e+00]",0.15897770537227743,551.0648148459918,0.6887821901058432
2242,0.5,3,1,3,opinion-timeseries,mod,"[3.9000000e+01 9.9099998e+01 9.9866669e+01 1.5433333e+01 7.7666669e+00
 5.0000000e-01 3.3333334e-01 2.9733334e+01 4.0200001e+01 3.6599998e+01
 1.6666667e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.0266670e+01 7.8199997e+01 2.2333333e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 4.5933334e+01 3.3700001e+01 5.3433334e+01
 6.6733330e+01 8.4599998e+01 8.7199997e+01 9.7933334e+01 1.2100000e+01
 8.9133331e+01 9.8900002e+01 8.0233330e+01 2.5333333e+00 1.3333334e-01
 0.0000000e+00 9.5566666e+01 6.2000000e+01 1.9966667e+01 5.4299999e+01
 6.8833336e+01 7.1900002e+01 6.9233330e+01 1.9033333e+01 5.7666669e+00
 6.6466667e+01 5.8400002e+01 2.2700001e+01 8.9333334e+00 1.8466667e+01
 6.8666668e+00 3.4000001e+00 1.8333334e+00 4.6666667e-01 4.0000001e-01
 2.7700001e+01 3.4733334e+01 2.9000001e+00 1.6666667e-01]",-0.005986110951692228,446.6632863215354,0.6641733872445581
2243,0.5,3,1,3,opinion-timeseries,rep,"[45.         98.76667    99.73333    14.566667    8.033334    0.6666667
  0.6        28.766666   40.         34.333332    0.26666668  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         69.566666   79.933334    2.1
  0.          0.          0.         45.833332   33.4        52.233334
 64.73333    84.         86.36667    98.03333    11.566667   89.2
 98.433334   80.3         2.8333333   0.13333334  0.         96.1
 62.866665   20.733334   55.266666   69.13333    68.8        70.7
 19.8         4.4666667  63.8        57.366665   23.466667    8.766666
 18.133333    5.233333    2.8666666   1.3666667   0.43333334  0.33333334
 29.3        36.866665    3.3333333   0.26666668]",0.009103310957976242,380.28145143993294,0.6668998220506908
2244,0.5,3,1,4,opinion-timeseries,dem,"[6.8000000e+01 6.8000000e+01 6.8000000e+01 5.3666668e+00 3.0666666e+00
 3.0666666e+00 3.0666666e+00 5.8200001e+01 5.8200001e+01 4.2799999e+01
 5.5000000e+00 1.4000000e+00 5.3333336e-01 5.3333336e-01 6.6666670e-02
 6.6666670e-02 6.6666670e-02 6.6666670e-02 6.6666670e-02 3.3333335e-02
 0.0000000e+00 0.0000000e+00 1.8766666e+01 6.3333333e-01 6.6666670e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.7633331e+01 6.7633331e+01 8.1166664e+01 8.1166664e+01 8.1166664e+01
 8.1166664e+01 8.3333336e+01 4.3900002e+01 1.2200000e+01 1.2200000e+01
 8.1933334e+01 9.3699997e+01 9.6666664e+01 9.8366669e+01 2.5566668e+01
 5.8000000e+01 2.9900000e+01 5.0333333e+00 1.0333333e+00 3.7500000e+01
 3.7500000e+01 3.7500000e+01 1.9299999e+01 1.9299999e+01 1.9299999e+01
 4.1233334e+01 4.3400002e+01 4.3400002e+01 5.4333334e+00]",0.14676430872502175,549.2214884327268,0.6846333200758545
2245,0.5,3,1,4,opinion-timeseries,mod,"[4.3000000e+01 9.9333336e+01 9.9933334e+01 1.5066667e+01 7.0000000e+00
 6.0000002e-01 3.3333334e-01 2.9266666e+01 4.1133335e+01 3.5000000e+01
 1.6666667e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.1900002e+01 7.9400002e+01 2.2000000e+00 3.3333335e-02
 0.0000000e+00 0.0000000e+00 4.5666668e+01 3.3299999e+01 5.3433334e+01
 6.5466667e+01 8.4033333e+01 8.6333336e+01 9.7766670e+01 1.1066667e+01
 8.9400002e+01 9.8599998e+01 7.9433334e+01 2.5666666e+00 3.3333335e-02
 0.0000000e+00 9.5699997e+01 6.0233334e+01 2.0833334e+01 5.5400002e+01
 7.0199997e+01 6.9400002e+01 6.8466667e+01 1.8333334e+01 5.0999999e+00
 6.4533333e+01 5.6766666e+01 2.2100000e+01 8.5333338e+00 1.8533333e+01
 4.9000001e+00 2.5333333e+00 1.1666666e+00 3.6666667e-01 3.0000001e-01
 2.7400000e+01 3.4299999e+01 2.4000001e+00 2.3333333e-01]",-0.015311462496996118,448.2496410046802,0.666009595249718
2246,0.5,3,1,4,opinion-timeseries,rep,"[5.5000000e+01 9.8833336e+01 9.9866669e+01 1.5166667e+01 7.4000001e+00
 7.3333335e-01 6.3333333e-01 2.8100000e+01 3.9833332e+01 3.4366665e+01
 1.6666667e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.9300003e+01 7.7566666e+01 2.4333334e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 4.6233334e+01 3.3366665e+01 5.2400002e+01
 6.6033333e+01 8.3833336e+01 8.7533333e+01 9.8199997e+01 1.2666667e+01
 8.8900002e+01 9.8466667e+01 7.9733330e+01 2.6333334e+00 6.6666670e-02
 0.0000000e+00 9.6000000e+01 6.3133335e+01 2.1500000e+01 5.3866665e+01
 6.8833336e+01 7.0033333e+01 6.9033333e+01 1.9033333e+01 5.4333334e+00
 6.3833332e+01 5.6099998e+01 2.2799999e+01 8.3666668e+00 1.8600000e+01
 4.9333334e+00 2.4000001e+00 1.2333333e+00 3.0000001e-01 3.0000001e-01
 2.8766666e+01 3.5466667e+01 2.8000000e+00 4.6666667e-01]",-0.005632779952357698,380.69140181084293,0.6705470476576972
2247,0.5,3,1,5,opinion-timeseries,dem,"[6.9000000e+01 6.9000000e+01 6.9000000e+01 5.3333335e+00 3.2000000e+00
 3.2000000e+00 3.2000000e+00 5.7533333e+01 5.7533333e+01 4.2266666e+01
 6.1999998e+00 1.4333333e+00 4.3333334e-01 4.3333334e-01 3.3333335e-02
 3.3333335e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8333334e+01 7.6666665e-01 3.3333335e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.8066666e+01 6.8066666e+01 7.9199997e+01 7.9199997e+01 7.9199997e+01
 7.9199997e+01 8.3733330e+01 4.3966667e+01 1.1533334e+01 1.1533334e+01
 8.2533333e+01 9.3199997e+01 9.6133331e+01 9.7933334e+01 2.5866667e+01
 5.7633335e+01 2.9966667e+01 6.0999999e+00 1.0333333e+00 3.8166668e+01
 3.8166668e+01 3.8166668e+01 1.9333334e+01 1.9333334e+01 1.9333334e+01
 4.3333332e+01 4.4900002e+01 4.4900002e+01 5.1333332e+00]",0.14530907236884705,548.7175161579229,0.6850256570542751
2248,0.5,3,1,5,opinion-timeseries,mod,"[4.0000000e+01 9.9099998e+01 9.9933334e+01 1.5366667e+01 7.5000000e+00
 6.9999999e-01 5.0000000e-01 2.9133333e+01 4.0066666e+01 3.6966667e+01
 3.3333334e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.7900002e+01 7.9566666e+01 2.0999999e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 4.6299999e+01 3.3900002e+01 5.3599998e+01
 6.6800003e+01 8.4800003e+01 8.6266670e+01 9.7533333e+01 1.1600000e+01
 8.9733330e+01 9.8500000e+01 8.0633331e+01 1.9666667e+00 6.6666670e-02
 0.0000000e+00 9.5833336e+01 6.3233334e+01 2.1033333e+01 5.5833332e+01
 6.9800003e+01 7.0433334e+01 6.9466667e+01 1.9333334e+01 5.6999998e+00
 6.6033333e+01 5.7900002e+01 2.2666666e+01 9.0333338e+00 1.8200001e+01
 5.3333335e+00 2.6333334e+00 1.4333333e+00 4.3333334e-01 3.0000001e-01
 2.9066668e+01 3.6799999e+01 3.0999999e+00 2.6666668e-01]",-0.007781984410953795,446.6937964765951,0.6639718272912938
2249,0.5,3,1,5,opinion-timeseries,rep,"[4.5000000e+01 9.9166664e+01 9.9833336e+01 1.4200000e+01 7.5999999e+00
 4.3333334e-01 3.0000001e-01 2.7533333e+01 3.8700001e+01 3.5033333e+01
 1.6666667e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 6.9500000e+01 7.9300003e+01 3.1666667e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 4.4433334e+01 3.2700001e+01 5.0433334e+01
 6.3933334e+01 8.4566666e+01 8.7000000e+01 9.7900002e+01 1.2333333e+01
 8.9400002e+01 9.8599998e+01 7.9633331e+01 2.6666667e+00 6.6666670e-02
 0.0000000e+00 9.5333336e+01 6.3033333e+01 2.0133333e+01 5.3366665e+01
 6.9533333e+01 7.0699997e+01 6.9966667e+01 1.8900000e+01 5.6999998e+00
 6.7066666e+01 5.6666668e+01 2.0600000e+01 8.5000000e+00 1.8500000e+01
 5.0333333e+00 2.5333333e+00 1.4666667e+00 4.0000001e-01 2.3333333e-01
 2.8500000e+01 3.6133335e+01 2.8333333e+00 3.6666667e-01]",0.009411043194205842,381.2371071354361,0.670003948133924
