,er_p,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
316,0.1,0.5,6,opinion-timeseries,mod,"[3.4000000e+01 8.3733330e+01 9.1633331e+01 1.1933333e+01 6.1999998e+00
 1.5333333e+00 5.3333336e-01 4.8400002e+01 7.4333336e+01 4.5200001e+01
 2.8000000e+00 1.1666666e+00 5.3333336e-01 3.0000001e-01 1.0000000e-01
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.9599998e+01 6.5800003e+01 1.7200001e+01 6.3333333e-01
 3.3333335e-02 0.0000000e+00 5.0633335e+01 2.6200001e+01 6.4266670e+01
 8.2833336e+01 6.0500000e+01 5.7099998e+01 7.8266670e+01 3.9733334e+01
 7.0266670e+01 8.6199997e+01 7.2300003e+01 1.8366667e+01 4.7333331e+00
 1.0666667e+00 7.6199997e+01 9.8000002e+00 2.7566668e+01 3.1833334e+01
 6.5933334e+01 6.7500000e+01 6.7900002e+01 2.2799999e+01 1.1733334e+01
 6.4699997e+01 2.2066668e+01 2.7666667e+00 3.6666667e-01 2.5200001e+01
 1.3300000e+01 6.5666666e+00 3.2666667e+00 1.5666667e+00 8.6666667e-01
 2.6166666e+01 3.1733334e+01 7.7666669e+00 3.8000000e+00]",-0.05794329570995551,442.2313034525033,0.6558441622861013
317,0.1,0.5,6,opinion-timeseries,rep,"[4.6000000e+01 8.6166664e+01 9.2833336e+01 1.3566667e+01 6.6999998e+00
 1.3333334e+00 5.3333336e-01 5.0533333e+01 7.4533333e+01 4.3833332e+01
 2.6333334e+00 1.3666667e+00 6.3333333e-01 3.6666667e-01 1.0000000e-01
 3.3333335e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00
 0.0000000e+00 5.0000000e+01 6.5433334e+01 1.6633333e+01 5.0000000e-01
 0.0000000e+00 0.0000000e+00 5.0700001e+01 2.6100000e+01 6.2333332e+01
 8.0500000e+01 5.9633335e+01 5.6299999e+01 7.7366669e+01 3.7500000e+01
 6.8633331e+01 8.3900002e+01 7.1900002e+01 1.8100000e+01 4.5000000e+00
 8.9999998e-01 7.4933334e+01 8.5666666e+00 2.7633333e+01 3.1866667e+01
 6.7566666e+01 6.7366669e+01 6.7000000e+01 2.1433332e+01 1.0966666e+01
 6.3900002e+01 2.2299999e+01 3.0000000e+00 4.3333334e-01 2.5600000e+01
 1.2733334e+01 6.2666669e+00 2.9666667e+00 1.6000000e+00 6.9999999e-01
 2.5633333e+01 2.9700001e+01 7.6999998e+00 3.3666666e+00]",-0.059417436445206126,370.77048537543305,0.6356012613984094
318,0.1,0.5,7,opinion-timeseries,dem,"[6.5000000e+01 6.5000000e+01 6.5000000e+01 8.0000000e+00 3.9333334e+00
 3.9333334e+00 3.9333334e+00 5.0166668e+01 5.0166668e+01 2.4900000e+01
 6.3333335e+00 3.0666666e+00 1.4000000e+00 1.4000000e+00 2.6666668e-01
 2.6666668e-01 1.3333334e-01 1.3333334e-01 1.0000000e-01 6.6666670e-02
 0.0000000e+00 0.0000000e+00 2.4500000e+01 5.4000001e+00 1.4333333e+00
 5.0000000e-01 2.0000000e-01 2.0000000e-01 1.6666667e-01 1.6666667e-01
 1.6666667e-01 1.6666667e-01 1.6666667e-01 1.6666667e-01 3.3333335e-02
 5.0700001e+01 5.0700001e+01 7.5833336e+01 7.5833336e+01 7.5833336e+01
 7.5833336e+01 6.8199997e+01 1.7333334e+01 8.1333332e+00 8.1333332e+00
 7.7166664e+01 9.3599998e+01 9.8366669e+01 9.9433334e+01 4.9733334e+01
 3.7133335e+01 9.3333330e+00 2.3333333e+00 6.6666669e-01 5.0700001e+01
 5.0700001e+01 5.0700001e+01 2.4433332e+01 2.4433332e+01 2.4433332e+01
 3.1666666e+01 3.2700001e+01 3.2700001e+01 1.6600000e+01]",0.15544124029793457,554.192636033554,0.7039519551868557
319,0.1,0.5,7,opinion-timeseries,mod,"[4.4000000e+01 8.5933334e+01 9.2733330e+01 1.2200000e+01 6.4000001e+00
 1.4333333e+00 5.3333336e-01 5.0433334e+01 7.4966667e+01 4.2500000e+01
 2.4666667e+00 1.3666667e+00 6.9999999e-01 4.3333334e-01 2.0000000e-01
 1.0000000e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.9299999e+01 6.6066666e+01 1.6600000e+01 8.3333331e-01
 0.0000000e+00 0.0000000e+00 5.0866665e+01 2.6266666e+01 6.1933334e+01
 8.1333336e+01 6.1000000e+01 5.6700001e+01 7.8333336e+01 3.9299999e+01
 6.9933334e+01 8.4866669e+01 6.9900002e+01 1.7066668e+01 3.9000001e+00
 8.0000001e-01 7.3900002e+01 8.8000002e+00 2.8633333e+01 3.1600000e+01
 6.6766670e+01 6.5766670e+01 6.5533333e+01 2.3633333e+01 1.0766666e+01
 6.2299999e+01 2.2200001e+01 2.5333333e+00 3.0000001e-01 2.4566668e+01
 1.2366667e+01 6.2666669e+00 3.2333333e+00 1.7666667e+00 9.6666664e-01
 2.4933332e+01 3.0966667e+01 7.7333331e+00 3.8666666e+00]",-0.0853993917718599,443.56072581423837,0.656208538781544
320,0.1,0.5,7,opinion-timeseries,rep,"[4.9000000e+01 8.6433334e+01 9.3166664e+01 1.3133333e+01 6.6333332e+00
 1.5333333e+00 6.6666669e-01 4.9766666e+01 7.4266670e+01 4.2933334e+01
 2.4000001e+00 1.4000000e+00 6.9999999e-01 4.0000001e-01 1.3333334e-01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.8599998e+01 6.3799999e+01 1.5166667e+01 3.0000001e-01
 0.0000000e+00 0.0000000e+00 5.0333332e+01 2.5766666e+01 6.4166664e+01
 8.2866669e+01 6.1033333e+01 5.7833332e+01 7.9566666e+01 3.9133335e+01
 6.9466667e+01 8.3966667e+01 7.0866669e+01 1.7400000e+01 4.3000002e+00
 1.0666667e+00 7.4466667e+01 9.3000002e+00 2.7500000e+01 3.0500000e+01
 6.7366669e+01 6.6733330e+01 6.7099998e+01 2.3233334e+01 1.1066667e+01
 6.5400002e+01 2.2366667e+01 2.7666667e+00 4.3333334e-01 2.5033333e+01
 1.3166667e+01 6.8333335e+00 3.6333334e+00 1.8000000e+00 1.0000000e+00
 2.5933332e+01 3.0966667e+01 7.4333334e+00 4.0999999e+00]",-0.056883849586257286,370.50164460577315,0.6363021205689131
321,0.1,0.5,8,opinion-timeseries,dem,"[6.0000000e+01 6.0000000e+01 6.0000000e+01 7.5333333e+00 3.8000000e+00
 3.8000000e+00 3.8000000e+00 5.0066666e+01 5.0066666e+01 2.4033333e+01
 5.9333334e+00 2.5333333e+00 1.3333334e+00 1.3333334e+00 3.0000001e-01
 3.0000001e-01 1.0000000e-01 1.0000000e-01 1.0000000e-01 3.3333335e-02
 3.3333335e-02 3.3333335e-02 2.6066668e+01 6.0666666e+00 1.8333334e+00
 4.3333334e-01 1.6666667e-01 1.6666667e-01 1.0000000e-01 1.0000000e-01
 1.0000000e-01 1.0000000e-01 1.0000000e-01 1.0000000e-01 3.3333335e-02
 4.9333332e+01 4.9333332e+01 7.4766670e+01 7.4766670e+01 7.4766670e+01
 7.4766670e+01 6.9066666e+01 1.7133333e+01 8.8666668e+00 8.8666668e+00
 7.6733330e+01 9.3733330e+01 9.8333336e+01 9.9466667e+01 4.8200001e+01
 3.7466667e+01 1.0400000e+01 3.0666666e+00 6.0000002e-01 5.0900002e+01
 5.0900002e+01 5.0900002e+01 2.6366667e+01 2.6366667e+01 2.6366667e+01
 3.2533333e+01 3.3533333e+01 3.3533333e+01 1.7833334e+01]",0.1847128168857383,553.097988430543,0.7067743055876032
322,0.1,0.5,8,opinion-timeseries,mod,"[4.6000000e+01 8.7066666e+01 9.3066666e+01 1.2766666e+01 5.8666668e+00
 1.2000000e+00 6.3333333e-01 4.8866665e+01 7.4933334e+01 4.3566666e+01
 2.9000001e+00 1.6333333e+00 8.0000001e-01 4.6666667e-01 1.0000000e-01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 5.0566666e+01 6.5000000e+01 1.5700000e+01 4.0000001e-01
 0.0000000e+00 0.0000000e+00 5.1333332e+01 2.5033333e+01 6.2299999e+01
 8.1433334e+01 6.0066666e+01 5.5466667e+01 7.7800003e+01 3.7733334e+01
 6.8733330e+01 8.4033333e+01 7.2366669e+01 1.8633333e+01 4.6999998e+00
 1.1000000e+00 7.6400002e+01 9.8999996e+00 2.7233334e+01 3.2233334e+01
 6.5699997e+01 6.7933334e+01 6.6566666e+01 2.4600000e+01 1.2500000e+01
 6.2900002e+01 2.3033333e+01 3.0333333e+00 3.3333334e-01 2.5700001e+01
 1.3066667e+01 6.6666665e+00 3.4666667e+00 1.6333333e+00 9.3333334e-01
 2.5033333e+01 3.0000000e+01 7.8666668e+00 3.6333334e+00]",-0.08720959676981091,442.67665721160444,0.6550614465193025
323,0.1,0.5,8,opinion-timeseries,rep,"[4.4000000e+01 8.6699997e+01 9.3400002e+01 1.3933333e+01 7.3000002e+00
 2.0333333e+00 8.9999998e-01 5.0700001e+01 7.5833336e+01 4.4633335e+01
 3.2666667e+00 1.3666667e+00 8.0000001e-01 3.0000001e-01 6.6666670e-02
 6.6666670e-02 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.9866665e+01 6.5966667e+01 1.6766666e+01 5.3333336e-01
 0.0000000e+00 0.0000000e+00 4.8799999e+01 2.4200001e+01 6.3633335e+01
 8.2333336e+01 6.0233334e+01 5.7066666e+01 7.8599998e+01 3.8166668e+01
 7.0633331e+01 8.5466667e+01 7.1966667e+01 1.7433332e+01 4.3000002e+00
 1.2000000e+00 7.4666664e+01 8.7666664e+00 2.6500000e+01 3.1866667e+01
 6.5466667e+01 6.7099998e+01 6.7199997e+01 2.2133333e+01 1.0566667e+01
 6.3733334e+01 2.1500000e+01 2.7666667e+00 1.3333334e-01 2.5933332e+01
 1.2566667e+01 6.2666669e+00 2.7333333e+00 1.6333333e+00 8.3333331e-01
 2.5600000e+01 3.1233334e+01 7.6333332e+00 3.6666667e+00]",-0.05955908827588219,371.0859025587121,0.6370087539719214
324,0.1,0.5,9,opinion-timeseries,dem,"[6.4000000e+01 6.4000000e+01 6.4000000e+01 7.4666667e+00 3.7333333e+00
 3.7333333e+00 3.7333333e+00 5.1533333e+01 5.1533333e+01 2.6566668e+01
 7.3000002e+00 4.0000000e+00 2.1666667e+00 2.1666667e+00 6.6666669e-01
 6.6666669e-01 3.0000001e-01 3.0000001e-01 1.6666667e-01 1.0000000e-01
 3.3333335e-02 3.3333335e-02 2.6666666e+01 7.4000001e+00 2.0333333e+00
 4.6666667e-01 1.0000000e-01 1.0000000e-01 1.0000000e-01 1.0000000e-01
 1.0000000e-01 1.0000000e-01 1.0000000e-01 1.0000000e-01 3.3333335e-02
 4.9833332e+01 4.9833332e+01 7.5133331e+01 7.5133331e+01 7.5133331e+01
 7.5133331e+01 6.8133331e+01 1.6966667e+01 8.8333330e+00 8.8333330e+00
 7.6800003e+01 9.3833336e+01 9.8566666e+01 9.9599998e+01 4.8299999e+01
 3.8000000e+01 9.3333330e+00 2.3000000e+00 5.6666666e-01 4.9700001e+01
 4.9700001e+01 4.9700001e+01 2.5166666e+01 2.5166666e+01 2.5166666e+01
 3.1633333e+01 3.3000000e+01 3.3000000e+01 1.6299999e+01]",0.1559839190392426,552.8923571297961,0.7032814643779525
325,0.1,0.5,9,opinion-timeseries,mod,"[3.9000000e+01 8.5033333e+01 9.2500000e+01 1.3666667e+01 6.6999998e+00
 1.6000000e+00 8.0000001e-01 4.9566666e+01 7.4466667e+01 4.4466667e+01
 2.6666667e+00 1.4333333e+00 6.6666669e-01 3.0000001e-01 6.6666670e-02
 6.6666670e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.9533333e+01 6.4933334e+01 1.7166666e+01 5.3333336e-01
 0.0000000e+00 0.0000000e+00 4.8700001e+01 2.3833334e+01 6.2666668e+01
 8.1199997e+01 5.9266666e+01 5.8266666e+01 7.9633331e+01 3.9799999e+01
 7.0166664e+01 8.5433334e+01 7.0900002e+01 1.8066668e+01 5.0333333e+00
 1.2000000e+00 7.5833336e+01 9.5000000e+00 2.7333334e+01 3.1600000e+01
 6.4800003e+01 6.6599998e+01 6.7566666e+01 2.2966667e+01 1.2033334e+01
 6.4366669e+01 2.3466667e+01 2.8000000e+00 4.3333334e-01 2.5100000e+01
 1.2366667e+01 6.2333331e+00 3.2000000e+00 1.6000000e+00 6.6666669e-01
 2.5933332e+01 3.1033333e+01 8.0000000e+00 3.6333334e+00]",-0.07570443691764144,442.6737047748742,0.6556558013358009
326,0.1,0.5,9,opinion-timeseries,rep,"[5.6000000e+01 8.8599998e+01 9.4500000e+01 1.3066667e+01 6.3333335e+00
 1.4666667e+00 6.9999999e-01 4.9166668e+01 7.5300003e+01 4.3400002e+01
 3.0666666e+00 1.7333333e+00 4.6666667e-01 1.6666667e-01 3.3333335e-02
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.9599998e+01 6.6699997e+01 1.7200001e+01 5.6666666e-01
 0.0000000e+00 0.0000000e+00 5.1266666e+01 2.5100000e+01 6.1333332e+01
 8.1800003e+01 6.0400002e+01 5.6466667e+01 7.8733330e+01 3.9633335e+01
 6.9400002e+01 8.5333336e+01 6.9966667e+01 1.6600000e+01 3.7000000e+00
 1.0000000e+00 7.5199997e+01 1.0433333e+01 2.7366667e+01 3.2766666e+01
 6.6833336e+01 6.7300003e+01 6.6699997e+01 2.2700001e+01 1.0466666e+01
 6.3133335e+01 2.3366667e+01 3.0999999e+00 2.6666668e-01 2.4633333e+01
 1.2600000e+01 6.3000002e+00 3.0333333e+00 1.4000000e+00 5.0000000e-01
 2.5433332e+01 3.1600000e+01 8.2333336e+00 4.4666667e+00]",-0.07607466023347399,371.07383908105356,0.6416271110704176
327,0.1,0.75,0,opinion-timeseries,dem,"[6.5000000e+01 6.5000000e+01 6.5000000e+01 6.9999999e-01 2.6666668e-01
 2.6666668e-01 2.6666668e-01 7.5933334e+01 7.5933334e+01 1.9333334e+01
 1.2000000e+00 3.3333334e-01 1.6666667e-01 1.6666667e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8799999e+01 1.1333333e+00 6.6666670e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.4733330e+01 7.4733330e+01 9.3800003e+01 9.3800003e+01 9.3800003e+01
 9.3800003e+01 8.0099998e+01 4.4666667e+00 9.6666664e-01 9.6666664e-01
 9.3033333e+01 9.9666664e+01 1.0000000e+02 1.0000000e+02 2.3166666e+01
 2.0400000e+01 1.2333333e+00 3.3333335e-02 0.0000000e+00 7.5699997e+01
 7.5699997e+01 7.5699997e+01 1.9299999e+01 1.9299999e+01 1.9299999e+01
 1.9533333e+01 1.9666666e+01 1.9666666e+01 4.3000002e+00]",0.12825542243594276,570.0452185472291,0.6912067592714053
328,0.1,0.75,0,opinion-timeseries,mod,"[4.1000000e+01 9.6000000e+01 9.9199997e+01 5.0000000e+00 6.6666669e-01
 3.3333335e-02 0.0000000e+00 7.5400002e+01 9.3633331e+01 2.4133333e+01
 2.0000000e-01 1.0000000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.4000000e+01 8.0333336e+01 5.2333331e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.3766670e+01 1.9066668e+01 7.9400002e+01
 9.4800003e+01 7.6099998e+01 7.6733330e+01 9.4199997e+01 2.3366667e+01
 8.0366669e+01 9.5633331e+01 8.1433334e+01 5.0333333e+00 3.3333334e-01
 3.3333335e-02 9.4599998e+01 2.0666666e+00 1.8600000e+01 2.0666666e+01
 8.0266670e+01 7.9300003e+01 8.0033333e+01 5.5000000e+00 1.3333334e+00
 7.9000000e+01 6.4333334e+00 1.0000000e-01 0.0000000e+00 1.8266666e+01
 4.7333331e+00 9.3333334e-01 1.6666667e-01 3.3333335e-02 0.0000000e+00
 1.9100000e+01 1.9533333e+01 1.3000000e+00 3.3333334e-01]",-0.07552187069508531,471.67717275756746,0.6928627890300789
329,0.1,0.75,0,opinion-timeseries,rep,"[5.0000000e+01 9.7066666e+01 9.9366669e+01 4.5333333e+00 1.6000000e+00
 6.6666670e-02 3.3333335e-02 7.5566666e+01 9.4066666e+01 2.5266666e+01
 1.3333334e-01 6.6666670e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5900002e+01 8.0199997e+01 5.1999998e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.5066666e+01 1.7866667e+01 7.9166664e+01
 9.5366669e+01 7.6666664e+01 7.6233330e+01 9.4400002e+01 2.4100000e+01
 8.1233330e+01 9.5033333e+01 7.9433334e+01 5.1333332e+00 1.3333334e-01
 3.3333335e-02 9.3866669e+01 1.3333334e+00 1.8966667e+01 2.0533333e+01
 7.9400002e+01 7.8533333e+01 7.8933334e+01 6.3333335e+00 1.5000000e+00
 7.8833336e+01 6.1333332e+00 6.6666670e-02 0.0000000e+00 1.8066668e+01
 4.1666665e+00 1.1666666e+00 3.3333334e-01 3.3333335e-02 0.0000000e+00
 1.9766666e+01 2.0400000e+01 1.0000000e+00 3.0000001e-01]",-0.0760060427692993,406.93390151234547,0.7388589612299148
330,0.1,0.75,1,opinion-timeseries,dem,"[5.7000000e+01 5.7000000e+01 5.7000000e+01 8.3333331e-01 2.6666668e-01
 2.6666668e-01 2.6666668e-01 7.6666664e+01 7.6666664e+01 1.9066668e+01
 1.5000000e+00 4.0000001e-01 1.3333334e-01 1.3333334e-01 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.6666666e+01 1.1000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.4766670e+01 7.4766670e+01 9.3733330e+01 9.3733330e+01 9.3733330e+01
 9.3733330e+01 8.0900002e+01 5.8000002e+00 1.6000000e+00 1.6000000e+00
 9.3900002e+01 9.9666664e+01 1.0000000e+02 1.0000000e+02 2.4966667e+01
 1.9866667e+01 1.1333333e+00 3.3333335e-02 0.0000000e+00 7.4466667e+01
 7.4466667e+01 7.4466667e+01 1.8500000e+01 1.8500000e+01 1.8500000e+01
 2.0700001e+01 2.0400000e+01 2.0400000e+01 4.9666667e+00]",0.1560552335219803,570.0106902515137,0.6963409732969895
331,0.1,0.75,1,opinion-timeseries,mod,"[40.         96.666664   99.13333     4.4666667   1.2333333   0.
  0.         76.666664   94.2        25.2         0.13333334  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         75.63333    80.46667     5.9333334
  0.          0.          0.         74.63333    19.433332   79.1
 95.53333    76.86667    76.066666   94.8        23.233334   80.8
 94.9        82.          5.0666666   0.3         0.         94.333336
  1.9333333  18.866667   21.466667   80.2        80.03333    80.2
  6.6666665   1.7        81.3         5.866667    0.13333334  0.
 19.066668    5.1666665   0.96666664  0.23333333  0.13333334  0.
 17.         18.7         1.2666667   0.26666668]",-0.07349071604697888,471.51043743650865,0.6925471595941572
332,0.1,0.75,1,opinion-timeseries,rep,"[4.7000000e+01 9.6933334e+01 9.9166664e+01 4.6666665e+00 1.2000000e+00
 6.6666670e-02 3.3333335e-02 7.4966667e+01 9.3699997e+01 2.5366667e+01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5166664e+01 7.9266670e+01 5.6333332e+00 3.3333335e-02
 0.0000000e+00 0.0000000e+00 7.6033333e+01 2.0666666e+01 7.8766670e+01
 9.4800003e+01 7.6533333e+01 7.6266670e+01 9.3633331e+01 2.4299999e+01
 8.1766670e+01 9.5599998e+01 8.1366669e+01 4.9000001e+00 2.0000000e-01
 0.0000000e+00 9.3800003e+01 1.4666667e+00 1.9466667e+01 1.9266666e+01
 7.9599998e+01 8.0833336e+01 7.9333336e+01 6.1666665e+00 1.5000000e+00
 8.0466667e+01 6.1999998e+00 1.3333334e-01 0.0000000e+00 2.0266666e+01
 4.9000001e+00 1.2666667e+00 3.0000001e-01 3.3333335e-02 0.0000000e+00
 1.9000000e+01 1.9466667e+01 1.3333334e+00 3.3333334e-01]",-0.06868939790426483,406.3904092547325,0.7375627765103849
333,0.1,0.75,2,opinion-timeseries,dem,"[6.5000000e+01 6.5000000e+01 6.5000000e+01 1.0333333e+00 2.6666668e-01
 2.6666668e-01 2.6666668e-01 7.3933334e+01 7.3933334e+01 1.9533333e+01
 1.2000000e+00 3.3333334e-01 6.6666670e-02 6.6666670e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.9700001e+01 1.1000000e+00 1.0000000e-01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.3566666e+01 7.3566666e+01 9.4066666e+01 9.4066666e+01 9.4066666e+01
 9.4066666e+01 8.0166664e+01 4.6333332e+00 8.6666667e-01 8.6666667e-01
 9.4033333e+01 9.9633331e+01 1.0000000e+02 1.0000000e+02 2.4566668e+01
 1.8966667e+01 1.3666667e+00 1.3333334e-01 0.0000000e+00 7.5766670e+01
 7.5766670e+01 7.5766670e+01 1.9866667e+01 1.9866667e+01 1.9866667e+01
 1.9400000e+01 1.9200001e+01 1.9200001e+01 4.6333332e+00]",0.13115387277210913,569.8259079848679,0.6917724299121552
334,0.1,0.75,2,opinion-timeseries,mod,"[4.7000000e+01 9.7166664e+01 9.9400002e+01 5.2666669e+00 1.5666667e+00
 1.3333334e-01 3.3333335e-02 7.6099998e+01 9.3533333e+01 2.5433332e+01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.4666664e+01 7.9866669e+01 4.6999998e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.6366669e+01 1.8600000e+01 7.9733330e+01
 9.5000000e+01 7.7566666e+01 7.6500000e+01 9.4233330e+01 2.3133333e+01
 8.0333336e+01 9.5333336e+01 8.0233330e+01 4.9000001e+00 3.0000001e-01
 0.0000000e+00 9.4333336e+01 1.3000000e+00 1.9533333e+01 2.0266666e+01
 8.0133331e+01 8.0300003e+01 7.9766670e+01 6.5000000e+00 1.6000000e+00
 7.9233330e+01 5.7333331e+00 3.3333335e-02 0.0000000e+00 1.9400000e+01
 5.0333333e+00 1.3333334e+00 2.3333333e-01 3.3333335e-02 0.0000000e+00
 1.8833334e+01 2.0400000e+01 1.5666667e+00 6.0000002e-01]",-0.08451490773205694,471.2200623171426,0.6892380924077219
335,0.1,0.75,2,opinion-timeseries,rep,"[4.1000000e+01 9.5400002e+01 9.8900002e+01 4.4000001e+00 1.6000000e+00
 6.6666670e-02 3.3333335e-02 7.5133331e+01 9.3500000e+01 2.5200001e+01
 1.0000000e-01 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.4633331e+01 7.9466667e+01 4.6999998e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.4666664e+01 1.9166666e+01 8.0066666e+01
 9.4800003e+01 7.6033333e+01 7.6866669e+01 9.4166664e+01 2.3766666e+01
 8.2466667e+01 9.6333336e+01 8.2566666e+01 5.5000000e+00 3.6666667e-01
 3.3333335e-02 9.4000000e+01 1.8333334e+00 1.7799999e+01 1.8900000e+01
 8.0266670e+01 8.1000000e+01 8.0066666e+01 5.3333335e+00 1.4000000e+00
 7.9766670e+01 5.5999999e+00 0.0000000e+00 0.0000000e+00 1.8866667e+01
 4.9333334e+00 1.1000000e+00 3.0000001e-01 6.6666670e-02 6.6666670e-02
 1.9700001e+01 2.0366667e+01 1.2333333e+00 3.6666667e-01]",-0.05888897942657749,406.9929761685464,0.7384845682674664
336,0.1,0.75,3,opinion-timeseries,dem,"[6.5000000e+01 6.5000000e+01 6.5000000e+01 1.2666667e+00 4.3333334e-01
 4.3333334e-01 4.3333334e-01 7.4566666e+01 7.4566666e+01 1.8733334e+01
 9.3333334e-01 2.3333333e-01 3.3333335e-02 3.3333335e-02 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8633333e+01 8.3333331e-01 6.6666670e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 7.5266670e+01 7.5266670e+01 9.4466667e+01 9.4466667e+01 9.4466667e+01
 9.4466667e+01 8.1300003e+01 4.5666666e+00 9.6666664e-01 9.6666664e-01
 9.4099998e+01 9.9699997e+01 9.9966667e+01 1.0000000e+02 2.3900000e+01
 2.0966667e+01 1.3666667e+00 6.6666670e-02 0.0000000e+00 7.5233330e+01
 7.5233330e+01 7.5233330e+01 1.7933332e+01 1.7933332e+01 1.7933332e+01
 1.9933332e+01 2.0833334e+01 2.0833334e+01 4.7666669e+00]",0.13063970917822632,570.0339632966455,0.6916887504735718
337,0.1,0.75,3,opinion-timeseries,mod,"[4.8000000e+01 9.6133331e+01 9.9133331e+01 5.0999999e+00 1.2333333e+00
 3.3333335e-02 0.0000000e+00 7.4933334e+01 9.4266670e+01 2.5200001e+01
 3.3333335e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5533333e+01 8.0466667e+01 4.5333333e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 7.5833336e+01 1.8733334e+01 7.8533333e+01
 9.4666664e+01 7.5666664e+01 7.5366669e+01 9.4099998e+01 2.3900000e+01
 8.0666664e+01 9.5066666e+01 8.0966667e+01 5.6999998e+00 4.3333334e-01
 3.3333335e-02 9.3366669e+01 1.6000000e+00 1.9233334e+01 1.9766666e+01
 8.0599998e+01 8.0166664e+01 8.1199997e+01 6.4666667e+00 1.3333334e+00
 8.0300003e+01 6.0666666e+00 1.0000000e-01 0.0000000e+00 1.7966667e+01
 4.5000000e+00 8.6666667e-01 3.3333335e-02 0.0000000e+00 0.0000000e+00
 1.8900000e+01 2.0033333e+01 1.2000000e+00 2.0000000e-01]",-0.08407307359858038,471.51121534030517,0.6890209822018608
