,er_p,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
179,0.1,0.01,0,opinion-timeseries,rep,"[46.       47.1      47.666668 46.233334 46.133335 45.3      44.733334
 44.533333 44.9      45.566666 44.633335 44.6      44.5      44.2
 44.066666 43.6      43.533333 42.566666 42.5      42.5      42.1
 42.666668 43.1      43.033333 41.566666 40.466667 39.266666 39.7
 39.666668 40.2      40.9      40.4      40.1      40.833332 40.833332
 40.933334 41.233334 40.866665 40.233334 39.233334 38.333332 38.866665
 38.433334 38.7      39.133335 38.733334 37.966667 37.566666 37.
 36.966667 37.766666 38.966667 38.433334 37.866665 37.633335 37.233334
 36.766666 36.7      36.133335 36.       36.       36.       35.533333
 35.533333]",-0.8928101420414523,195.7820542025258,0.3449848225051896
180,0.1,0.01,1,opinion-timeseries,dem,"[70.       70.       70.       67.833336 67.066666 67.066666 67.066666
 67.53333  67.53333  66.76667  65.36667  64.566666 63.766666 63.766666
 62.666668 62.666668 62.166668 62.166668 61.566666 60.966667 59.633335
 59.633335 58.6      57.366665 55.933334 54.7      53.266666 53.266666
 52.866665 52.866665 52.866665 52.866665 52.866665 52.866665 52.7
 53.466667 53.466667 53.966667 53.966667 53.966667 53.966667 53.9
 52.966667 52.233334 52.233334 53.       53.833332 54.8      55.633335
 55.166668 55.266666 54.1      53.133335 52.033333 52.8      52.8
 52.8      52.133335 52.133335 52.133335 51.9      51.966667 51.966667
 51.366665]",-0.9185404177511137,275.10855956527837,0.34558751006499167
181,0.1,0.01,1,opinion-timeseries,mod,"[53.       53.633335 54.133335 51.933334 51.533333 51.433334 51.433334
 51.433334 51.866665 51.666668 51.3      51.166668 51.066666 51.066666
 50.366665 49.866665 49.466667 49.266666 48.733334 48.166668 47.033333
 47.6      47.866665 46.866665 46.166668 44.966667 44.2      44.933334
 44.9      45.3      45.966667 46.4      46.866665 47.4      46.966667
 47.433334 48.       48.033333 47.466667 47.       46.366665 46.766666
 46.2      46.533333 46.566666 47.133335 47.866665 48.233334 47.766666
 47.366665 48.066666 48.233334 47.233334 46.633335 46.266666 45.866665
 45.833332 45.566666 45.2      45.166668 45.3      45.3      44.066666
 43.7     ]",-0.8015470852102444,226.6648546987478,0.3440061416071952
182,0.1,0.01,1,opinion-timeseries,rep,"[54.       55.133335 55.9      53.966667 53.866665 53.033333 52.366665
 52.       52.3      52.633335 51.666668 51.6      51.6      51.133335
 50.866665 50.366665 50.3      49.466667 49.466667 49.433334 48.8
 49.133335 50.       49.9      48.266666 46.533333 45.       45.6
 45.533333 46.433334 47.033333 46.8      46.266666 46.866665 46.833332
 46.966667 47.4      47.066666 46.2      45.433334 44.766666 45.333332
 44.733334 45.133335 44.933334 44.6      44.1      43.733334 42.966667
 42.933334 43.7      45.166668 44.7      44.1      43.766666 43.1
 42.666668 42.566666 42.333332 41.733334 41.766666 41.733334 41.
 40.966667]",-0.9117327616461002,152.1986426867044,0.2646808199102075
183,0.1,0.01,2,opinion-timeseries,dem,"[70.       70.       70.       68.066666 67.333336 67.333336 67.333336
 67.7      67.7      67.13333  65.9      65.13333  64.666664 64.666664
 63.633335 63.633335 63.033333 63.033333 62.4      61.666668 60.5
 60.5      59.666668 58.4      57.1      56.133335 54.9      54.9
 54.4      54.4      54.4      54.4      54.4      54.4      53.9
 54.333332 54.333332 54.866665 54.866665 54.866665 54.866665 54.7
 53.5      53.033333 53.033333 53.833332 55.033333 56.066666 56.633335
 56.       55.633335 54.6      53.133335 52.       52.666668 52.666668
 52.666668 52.       52.       52.       52.133335 52.       52.
 51.466667]",-0.9272127671769894,269.85196294705673,0.3379317277720537
184,0.1,0.01,2,opinion-timeseries,mod,"[49.       49.5      50.       48.7      48.366665 48.233334 48.2
 48.166668 48.833332 49.1      48.566666 48.5      48.5      48.4
 47.3      46.766666 46.266666 46.166668 45.566666 44.966667 43.633335
 44.333332 44.466667 43.4      42.333332 41.633335 40.933334 41.433334
 41.3      41.733334 42.266666 42.633335 42.9      43.066666 42.566666
 42.8      43.366665 43.233334 42.666668 42.266666 41.766666 42.033333
 41.7      42.166668 42.3      43.1      43.833332 44.1      43.633335
 43.233334 43.866665 44.3      43.1      42.4      42.133335 41.666668
 41.666668 41.533333 41.4      41.366665 41.533333 41.766666 41.
 40.533333]",-0.7901352786566951,255.14291076693425,0.3906408457792211
185,0.1,0.01,2,opinion-timeseries,rep,"[47.       48.033333 48.466667 46.933334 46.866665 45.933334 45.333332
 45.033333 45.666668 46.       44.866665 44.833332 44.8      44.233334
 44.2      43.666668 43.6      42.866665 42.8      42.766666 42.4
 43.       43.466667 43.433334 42.233334 41.466667 40.166668 40.666668
 40.633335 41.2      41.666668 41.533333 41.133335 41.466667 41.466667
 41.533333 42.233334 41.833332 41.166668 40.433334 39.733334 40.266666
 39.766666 40.466667 40.666668 40.233334 40.033333 39.333332 38.966667
 38.966667 39.533333 40.766666 39.9      39.5      39.166668 38.833332
 38.5      38.433334 37.933334 37.633335 37.666668 37.766666 36.966667
 36.966667]",-0.9157233380679707,187.19405132804187,0.33128517510425814
186,0.1,0.01,3,opinion-timeseries,dem,"[71.       71.       71.       68.433334 67.8      67.8      67.8
 68.26667  68.26667  67.8      66.5      66.1      65.46667  65.46667
 64.333336 64.333336 63.566666 63.566666 62.966667 62.466667 60.7
 60.7      59.8      58.566666 57.266666 56.3      55.133335 55.133335
 54.6      54.6      54.6      54.6      54.6      54.6      54.033333
 54.566666 54.566666 55.033333 55.033333 55.033333 55.033333 54.633335
 53.766666 53.166668 53.166668 54.066666 55.       55.766666 56.733334
 56.266666 56.1      54.9      53.8      52.966667 53.533333 53.533333
 53.533333 53.033333 53.033333 53.033333 52.9      52.966667 52.966667
 52.6     ]",-0.9253498458244681,266.64777654384807,0.3335802850736508
187,0.1,0.01,3,opinion-timeseries,mod,"[42.       42.733334 43.333332 41.933334 41.5      41.4      41.4
 41.433334 42.066666 42.1      41.4      41.3      41.266666 41.266666
 40.533333 40.3      40.066666 40.066666 39.733334 39.3      38.1
 38.733334 39.3      38.7      37.933334 37.       36.4      36.866665
 36.866665 37.6      38.233334 38.833332 39.333332 39.9      39.333332
 39.9      40.5      40.6      40.266666 39.666668 39.133335 39.233334
 38.666668 39.166668 39.566666 40.266666 41.166668 41.666668 41.566666
 41.1      41.633335 41.666668 40.933334 40.166668 39.8      39.533333
 39.5      39.033333 38.466667 38.433334 38.366665 38.233334 37.6
 37.3     ]",-0.5501432992166128,284.8391925134226,0.45206937994216534
188,0.1,0.01,3,opinion-timeseries,rep,"[59.       59.8      60.366665 57.833332 57.7      56.233334 55.733334
 55.366665 55.766666 56.3      54.933334 54.933334 54.933334 54.4
 54.266666 53.666668 53.633335 52.8      52.8      52.7      52.066666
 52.8      53.366665 53.2      51.533333 49.7      48.333332 48.833332
 48.7      48.966667 49.466667 48.866665 48.066666 48.3      48.266666
 48.3      48.633335 48.3      46.966667 45.766666 44.9      45.6
 45.3      45.8      45.833332 44.966667 44.       43.1      42.566666
 42.533333 43.1      44.233334 43.9      43.233334 43.1      42.766666
 42.433334 42.366665 42.       41.666668 41.6      41.633335 40.866665
 40.866665]",-0.9055149640928692,147.92741014803372,0.2527877178427703
189,0.1,0.01,4,opinion-timeseries,dem,"[71.       71.       71.       68.76667  68.3      68.3      68.3
 68.36667  68.36667  67.7      66.53333  65.833336 65.166664 65.166664
 64.03333  64.03333  63.433334 63.433334 62.933334 62.3      61.066666
 61.066666 60.2      58.866665 57.866665 57.033333 55.933334 55.933334
 55.1      55.1      55.1      55.1      55.1      55.1      54.466667
 55.1      55.1      55.533333 55.533333 55.533333 55.533333 54.866665
 53.433334 53.       53.       54.033333 55.033333 55.9      56.433334
 55.833332 56.       54.933334 53.866665 52.8      53.2      53.2
 53.2      52.566666 52.566666 52.566666 52.366665 52.233334 52.233334
 51.766666]",-0.9378036436196489,266.4017752893521,0.33268298563281096
190,0.1,0.01,4,opinion-timeseries,mod,"[45.       45.533333 46.066666 44.833332 44.533333 44.466667 44.433334
 44.466667 44.966667 45.166668 44.4      44.4      44.366665 44.266666
 43.466667 43.1      42.833332 42.733334 42.366665 41.866665 40.6
 41.333332 41.7      40.8      39.766666 38.966667 38.1      38.833332
 38.8      39.6      40.133335 40.9      41.4      41.866665 41.3
 41.933334 42.466667 42.7      42.133335 41.633335 41.033333 41.2
 40.566666 41.033333 41.4      42.433334 43.3      43.833332 43.533333
 43.2      43.533333 43.633335 42.6      41.4      41.1      40.9
 40.9      40.033333 39.6      39.566666 39.8      40.1      39.5
 39.3     ]",-0.6473198586538327,268.92405763746655,0.421297232148004
191,0.1,0.01,4,opinion-timeseries,rep,"[51.       51.8      52.033333 50.133335 50.133335 48.966667 48.466667
 47.766666 48.466667 49.133335 48.1      48.033333 48.033333 47.7
 47.666668 46.9      46.9      45.8      45.766666 45.733334 44.933334
 45.366665 45.933334 45.833332 44.8      43.8      42.5      43.133335
 43.033333 43.7      44.166668 44.266666 44.166668 44.833332 44.833332
 44.866665 45.666668 45.333332 44.5      43.466667 42.433334 43.233334
 42.433334 43.033333 43.133335 42.566666 42.033333 41.333332 40.766666
 40.7      41.3      42.466667 42.033333 41.433334 41.266666 41.033333
 40.433334 40.4      40.       39.5      39.466667 39.533333 38.933334
 38.933334]",-0.9015697132256159,169.35502906372437,0.2972859266371205
192,0.1,0.01,5,opinion-timeseries,dem,"[64.       64.       64.       62.166668 61.466667 61.466667 61.466667
 61.866665 61.866665 61.5      60.333332 59.9      59.366665 59.366665
 58.1      58.1      57.533333 57.533333 57.133335 56.6      55.266666
 55.266666 54.733334 53.8      52.733334 51.833332 50.966667 50.966667
 50.733334 50.733334 50.733334 50.733334 50.733334 50.733334 50.166668
 50.466667 50.466667 51.1      51.1      51.1      51.1      51.066666
 49.833332 49.366665 49.366665 50.7      51.566666 52.7      53.6
 53.133335 53.       51.6      50.566666 49.633335 50.166668 50.166668
 50.166668 49.7      49.7      49.7      49.533333 49.9      49.9
 49.333332]",-0.9156866565942476,296.9388363193759,0.3824105432073279
193,0.1,0.01,5,opinion-timeseries,mod,"[45.       45.566666 46.2      44.966667 44.566666 44.566666 44.566666
 44.733334 45.266666 45.633335 44.966667 44.966667 44.933334 44.9
 43.9      43.433334 42.7      42.6      42.033333 41.5      40.233334
 41.033333 41.4      40.633335 39.9      39.2      38.366665 39.033333
 39.033333 39.8      40.266666 40.966667 41.466667 41.9      41.533333
 41.966667 42.866665 43.133335 42.433334 41.733334 41.233334 41.566666
 41.1      42.       42.233334 43.133335 43.933334 44.133335 43.9
 43.233334 43.666668 43.7      42.9      41.833332 41.666668 41.266666
 41.233334 40.733334 40.333332 40.333332 40.7      40.766666 39.866665
 39.533333]",-0.6324683832666647,266.79738570269035,0.4177042265869391
194,0.1,0.01,5,opinion-timeseries,rep,"[48.       49.233334 49.733334 48.133335 48.1      47.       46.666668
 46.066666 46.333332 46.666668 45.9      45.766666 45.766666 45.3
 45.166668 44.9      44.9      44.3      44.266666 44.266666 43.8
 44.433334 45.133335 45.066666 43.666668 42.5      41.233334 42.
 41.966667 42.633335 43.366665 42.8      42.333332 42.8      42.8
 42.866665 43.266666 42.733334 42.066666 41.133335 40.3      41.
 40.633335 40.966667 41.366665 40.9      40.       39.433334 38.633335
 38.633335 39.366665 40.133335 39.433334 39.133335 38.766666 38.5
 38.1      38.1      37.666668 37.366665 37.366665 37.433334 36.666668
 36.633335]",-0.8864193568876497,183.26257678101265,0.3213860710059717
195,0.1,0.01,6,opinion-timeseries,dem,"[62.       62.       62.       60.6      59.933334 59.933334 59.933334
 60.366665 60.366665 59.866665 58.933334 58.2      57.6      57.6
 56.533333 56.533333 55.966667 55.966667 55.633335 54.966667 53.833332
 53.833332 52.966667 51.933334 50.933334 49.666668 48.433334 48.433334
 47.866665 47.866665 47.866665 47.866665 47.866665 47.866665 47.633335
 48.166668 48.166668 48.7      48.7      48.7      48.7      48.633335
 47.6      47.166668 47.166668 48.133335 49.4      50.3      51.5
 51.033333 51.133335 50.033333 48.833332 47.566666 48.033333 48.033333
 48.033333 47.5      47.5      47.5      47.533333 47.733334 47.733334
 47.3     ]",-0.8972049514481006,313.02119256257294,0.40548191388033233
196,0.1,0.01,6,opinion-timeseries,mod,"[52.       52.7      53.233334 51.4      50.933334 50.866665 50.733334
 50.733334 51.333332 51.4      50.533333 50.466667 50.466667 50.433334
 49.366665 48.966667 48.5      48.3      47.866665 47.2      46.2
 46.6      47.133335 46.033333 44.833332 43.4      42.566666 43.066666
 43.066666 43.866665 44.6      45.1      45.666668 46.       45.666668
 46.       46.333332 46.766666 46.533333 46.066666 45.433334 45.433334
 44.833332 45.233334 45.633335 46.133335 46.933334 47.6      47.166668
 46.8      47.666668 47.3      46.1      44.933334 44.666668 44.166668
 44.066666 43.933334 43.366665 43.3      43.4      44.1      43.366665
 43.      ]",-0.7822890436209137,235.36162794764678,0.3568544176932691
197,0.1,0.01,6,opinion-timeseries,rep,"[38.       39.1      39.633335 37.9      37.866665 37.066666 36.533333
 36.033333 36.566666 37.366665 36.5      36.4      36.366665 36.066666
 36.033333 35.766666 35.666668 34.966667 34.933334 34.866665 34.566666
 35.4      36.033333 36.033333 35.1      33.9      32.9      33.866665
 33.833332 34.5      35.133335 35.266666 35.3      35.866665 35.866665
 35.9      36.7      36.433334 35.433334 34.7      33.833332 34.766666
 34.233334 34.866665 35.5      35.166668 34.866665 34.466667 34.033333
 34.033333 34.6      35.733334 35.233334 34.833332 34.566666 34.3
 33.8      33.766666 33.5      33.166668 33.166668 33.233334 32.566666
 32.533333]",-0.7906106294030436,232.65753951182901,0.4328608419628613
198,0.1,0.01,7,opinion-timeseries,dem,"[74.       74.       74.       71.655174 71.06896  71.06896  71.06896
 71.24138  71.24138  70.37931  68.93104  68.034485 67.413795 67.413795
 66.06896  66.06896  65.44827  65.44827  65.       64.62069  63.448277
 63.448277 62.41379  61.103447 59.58621  58.655174 57.551723 57.551723
 56.86207  56.86207  56.86207  56.86207  56.86207  56.86207  56.275864
 56.75862  56.75862  57.03448  57.03448  57.03448  57.03448  56.96552
 55.482758 54.931034 54.931034 56.03448  56.655174 57.448277 58.310345
 58.       57.62069  55.96552  55.03448  53.689655 54.344826 54.344826
 54.344826 53.827587 53.827587 53.827587 54.103447 54.03448  54.03448
 53.482758]",-0.940894871553055,254.00659321552422,0.3143508139959668
199,0.1,0.01,7,opinion-timeseries,mod,"[42.       42.517242 43.13793  41.931034 41.62069  41.551723 41.551723
 41.62069  42.275864 42.62069  41.896553 41.86207  41.86207  41.827587
 40.931034 40.62069  40.206898 40.03448  39.724136 39.310345 38.068966
 38.655174 39.03448  38.13793  37.551723 36.482758 35.689655 36.41379
 36.344826 37.37931  38.068966 38.551723 39.       39.517242 39.172413
 39.689655 40.206898 40.172413 39.724136 39.344826 39.       39.13793
 38.62069  38.896553 39.       39.310345 40.344826 40.482758 40.517242
 39.931034 41.068966 41.172413 40.517242 39.448277 39.13793  38.655174
 38.655174 38.344826 38.13793  38.103447 38.517242 38.793102 38.103447
 37.689655]",-0.6423544690541187,286.9013735233535,0.454607067896735
200,0.1,0.01,7,opinion-timeseries,rep,"[40.       41.37931  42.03448  40.551723 40.551723 39.96552  39.41379
 39.24138  39.75862  40.03448  39.310345 39.24138  39.24138  38.931034
 38.827587 38.24138  38.24138  37.75862  37.724136 37.724136 37.37931
 38.068966 38.689655 38.517242 37.24138  36.03448  35.103447 35.62069
 35.58621  36.103447 36.689655 36.655174 36.344826 36.827587 36.827587
 36.86207  37.58621  37.310345 36.62069  35.86207  35.13793  35.931034
 35.37931  36.068966 36.344826 35.75862  35.448277 34.551723 33.62069
 33.62069  34.206898 35.448277 35.       34.58621  34.517242 34.103447
 33.827587 33.75862  33.655174 33.41379  33.310345 33.310345 32.793102
 32.75862 ]",-0.8758017002948567,223.53577533608777,0.4079132591063992
201,0.1,0.01,8,opinion-timeseries,dem,"[63.       63.       63.       61.833332 61.333332 61.333332 61.333332
 61.7      61.7      60.833332 59.766666 58.966667 58.433334 58.433334
 56.766666 56.766666 56.433334 56.433334 56.066666 55.533333 54.4
 54.4      53.966667 53.133335 51.8      50.6      50.       50.
 49.3      49.3      49.3      49.3      49.3      49.3      48.8
 49.3      49.3      50.       50.       50.       50.       49.766666
 48.866665 48.3      48.3      49.366665 50.333332 51.266666 52.
 51.4      51.3      50.3      49.366665 48.666668 49.033333 49.033333
 49.033333 48.6      48.6      48.6      48.466667 48.533333 48.533333
 48.      ]",-0.9181603939146886,305.55510818615954,0.39416979924021256
202,0.1,0.01,8,opinion-timeseries,mod,"[46.       46.666668 47.       45.566666 45.133335 45.133335 45.033333
 45.033333 45.5      45.533333 44.566666 44.533333 44.533333 44.533333
 43.766666 43.466667 43.366665 43.3      42.966667 42.5      40.766666
 41.266666 42.033333 41.333332 40.466667 39.6      38.766666 39.433334
 39.266666 39.766666 40.8      41.1      41.633335 42.033333 41.533333
 42.033333 42.533333 42.866665 42.333332 41.666668 41.3      41.366665
 40.933334 41.233334 41.333332 42.       42.233334 42.933334 42.566666
 42.266666 43.2      43.633335 43.133335 42.166668 41.7      41.533333
 41.466667 41.033333 40.766666 40.7      40.733334 41.033333 40.1
 39.7     ]",-0.7548864351585189,266.5653136433415,0.41608620661663154
203,0.1,0.01,8,opinion-timeseries,rep,"[44.       45.266666 45.9      44.5      44.433334 43.366665 43.133335
 42.466667 43.066666 43.6      42.666668 42.6      42.566666 42.233334
 42.133335 41.933334 41.9      41.133335 41.133335 41.1      40.6
 41.166668 41.6      41.533333 40.       38.7      37.3      37.933334
 37.933334 38.466667 39.       38.8      38.333332 39.       38.933334
 38.966667 39.766666 39.466667 38.6      37.933334 36.9      37.366665
 36.933334 37.333332 37.3      36.866665 36.933334 36.366665 35.966667
 35.933334 36.766666 37.733334 37.266666 36.733334 36.533333 36.066666
 35.633335 35.6      35.2      34.733334 34.8      34.8      33.833332
 33.8     ]",-0.8946636586162768,206.76816747257044,0.3671626094528915
204,0.1,0.01,9,opinion-timeseries,dem,"[60.       60.       60.       58.333332 57.8      57.8      57.8
 58.166668 58.166668 57.533333 56.733334 56.266666 55.6      55.6
 54.633335 54.633335 54.033333 54.033333 53.6      53.       52.266666
 52.266666 51.9      50.866665 49.966667 48.833332 47.966667 47.966667
 47.333332 47.333332 47.333332 47.333332 47.333332 47.333332 47.
 47.533333 47.533333 47.866665 47.866665 47.866665 47.866665 48.2
 47.366665 46.666668 46.666668 47.3      48.133335 49.133335 50.3
 49.733334 49.533333 48.133335 47.233334 46.4      46.633335 46.633335
 46.633335 46.3      46.3      46.3      46.5      46.133335 46.133335
 45.666668]",-0.9173447460102219,322.07413966889965,0.4209547308372769
205,0.1,0.01,9,opinion-timeseries,mod,"[39.       39.6      40.2      39.2      38.833332 38.766666 38.733334
 38.9      39.5      39.566666 39.4      39.366665 39.333332 39.266666
 38.6      38.4      38.       38.       37.433334 37.133335 36.266666
 36.866665 37.633335 36.833332 36.066666 35.033333 34.266666 35.233334
 35.166668 35.9      36.433334 37.066666 37.5      37.866665 37.666668
 38.2      38.633335 38.633335 38.2      38.       37.566666 37.9
 37.433334 37.733334 37.966667 38.9      39.7      40.133335 39.833332
 39.4      40.233334 40.2      39.2      38.566666 38.4      38.133335
 38.066666 37.633335 37.433334 37.433334 37.8      37.866665 37.
 36.7     ]",-0.3355845397593305,297.93297403704156,0.477617055992932
206,0.1,0.01,9,opinion-timeseries,rep,"[41.       42.433334 42.9      41.866665 41.866665 41.133335 40.633335
 40.2      41.       41.266666 40.2      40.133335 40.033333 39.6
 39.533333 39.1      39.1      38.333332 38.333332 38.3      37.766666
 38.2      38.866665 38.733334 37.966667 36.733334 35.266666 35.966667
 35.966667 36.833332 37.3      37.266666 37.233334 37.866665 37.8
 37.866665 38.6      38.233334 37.733334 36.966667 36.1      36.966667
 36.566666 37.2      37.5      36.766666 36.5      36.233334 35.533333
 35.466667 35.766666 37.033333 36.433334 36.033333 35.733334 35.333332
 34.833332 34.766666 34.4      33.9      33.966667 33.966667 33.4
 33.3     ]",-0.8721589849953907,216.49563567211,0.39309558740820183
207,0.1,0.05,0,opinion-timeseries,dem,"[62.       62.       62.       52.1      49.666668 49.666668 49.666668
 52.433334 52.433334 50.066666 45.033333 42.266666 40.4      40.4
 36.1      36.1      34.366665 34.366665 32.566666 30.866667 28.
 28.       28.533333 25.866667 23.266666 21.2      19.233334 19.233334
 18.333334 18.333334 18.333334 18.333334 18.333334 18.333334 17.3
 21.433332 21.433332 24.966667 24.966667 24.966667 24.966667 27.533333
 25.433332 24.       24.       32.033333 38.333332 43.666668 49.033333
 46.366665 46.833332 42.2      37.9      33.9      36.366665 36.366665
 36.366665 34.433334 34.433334 34.433334 36.133335 37.333332 37.333332
 35.333332]",-0.5545802091399983,458.27343711217435,0.6004696882621727
208,0.1,0.05,0,opinion-timeseries,mod,"[57.       60.533333 62.866665 50.3      48.233334 45.9      44.866665
 45.2      47.766666 48.3      42.133335 40.866665 39.933334 38.7
 35.166668 32.833332 31.1      30.       28.5      27.2      23.433332
 27.4      32.7      29.2      25.033333 21.533333 18.2      22.8
 22.2      26.266666 29.233334 30.9      33.333332 36.433334 34.633335
 38.466667 41.433334 42.233334 39.133335 36.733334 34.233334 37.366665
 33.7      35.7      36.466667 40.833332 44.033333 46.7      45.433334
 43.       45.466667 45.4      40.366665 36.2      35.5      34.133335
 33.033333 31.733334 30.233334 29.6      31.833334 33.633335 30.366667
 29.033333]",-0.6432344363871653,325.36322023666315,0.5007296147675319
209,0.1,0.05,0,opinion-timeseries,rep,"[51.       55.866665 57.933334 47.433334 46.366665 41.466667 39.666668
 39.133335 41.733334 43.933334 37.966667 36.966667 36.4      34.566666
 32.7      30.833334 29.933332 27.066668 26.666666 26.266666 23.733334
 27.4      31.266666 30.166666 25.2      20.6      16.7      20.433332
 20.1      24.766666 28.966667 29.566668 30.133333 33.7      33.066666
 34.6      37.433334 37.033333 32.866665 29.333334 26.133333 31.166666
 27.9      30.733334 32.5      33.466667 33.9      35.2      34.733334
 33.333332 38.133335 42.333332 38.3      34.6      34.066666 32.3
 30.733334 30.       28.566668 27.466667 28.266666 29.533333 26.866667
 25.966667]",-0.6384262184488211,263.26770963808445,0.47968748043252796
210,0.1,0.05,1,opinion-timeseries,dem,"[67.       67.       67.       56.9      54.       54.       54.
 56.766666 56.766666 53.666668 48.133335 46.066666 43.7      43.7
 39.466667 39.466667 37.7      37.7      35.9      34.233334 30.9
 30.9      30.433332 27.666666 25.133333 22.666666 20.666666 20.666666
 19.466667 19.466667 19.466667 19.466667 19.466667 19.466667 18.166666
 22.133333 22.133333 25.033333 25.033333 25.033333 25.033333 27.666666
 24.466667 23.233334 23.233334 31.033333 37.766666 43.666668 49.1
 47.033333 47.233334 42.2      38.233334 34.333332 37.7      37.7
 37.7      35.633335 35.633335 35.633335 36.733334 37.566666 37.566666
 35.4     ]",-0.6270749716589026,448.8138192882689,0.5799662383187849
211,0.1,0.05,1,opinion-timeseries,mod,"[49.       52.633335 55.266666 44.7      42.4      41.066666 40.066666
 41.166668 44.7      44.9      39.566666 38.266666 36.866665 35.7
 32.133335 30.133333 28.266666 27.233334 25.8      24.7      21.233334
 25.333334 29.1      26.366667 22.       18.733334 15.466666 19.866667
 19.3      23.       27.       29.333334 31.733334 35.966667 34.033333
 37.1      40.433334 41.666668 38.666668 35.5      33.033333 37.266666
 33.7      35.7      36.866665 40.566666 43.733334 46.833332 46.133335
 44.133335 47.766666 47.5      42.2      36.966667 36.966667 35.133335
 34.2      32.266666 30.8      30.233334 32.7      33.933334 31.
 29.333334]",-0.4535624418035156,333.82253286376607,0.513078304940344
212,0.1,0.05,1,opinion-timeseries,rep,"[50.       54.5      56.7      45.7      44.466667 40.333332 38.2
 38.       41.6      43.633335 37.5      36.766666 35.766666 34.266666
 32.766666 31.533333 30.9      27.666666 27.133333 26.233334 24.366667
 28.7      31.9      30.633333 25.166666 20.766666 16.7      21.
 20.566668 24.366667 28.333334 29.933332 30.4      33.7      33.
 34.6      37.766666 37.233334 33.733334 30.6      27.633333 31.666666
 28.966667 31.733334 33.533333 33.966667 35.433334 35.766666 35.333332
 34.433334 38.733334 42.2      38.166668 34.766666 34.633335 32.7
 30.7      30.233334 28.6      27.2      28.033333 29.2      26.7
 26.      ]",-0.6097187299611898,261.0143016711947,0.47661681054051547
213,0.1,0.05,2,opinion-timeseries,dem,"[61.       61.       61.       52.366665 49.733334 49.733334 49.733334
 52.466667 52.466667 49.733334 45.5      43.233334 41.5      41.5
 37.6      37.6      35.733334 35.733334 34.1      31.8      29.133333
 29.133333 30.233334 27.2      24.533333 22.433332 20.566668 20.566668
 19.6      19.6      19.6      19.6      19.6      19.6      18.733334
 22.766666 22.766666 26.133333 26.133333 26.133333 26.133333 28.7
 25.4      23.933332 23.933332 31.866667 38.566666 44.866665 50.3
 47.7      48.166668 43.333332 38.6      34.966667 38.       38.
 38.       36.433334 36.433334 36.433334 37.9      38.9      38.9
 36.866665]",-0.5308361006163868,449.6878418252921,0.5900181162200668
214,0.1,0.05,2,opinion-timeseries,mod,"[46.       49.666668 52.033333 41.7      39.633335 37.8      36.533333
 37.633335 40.6      41.1      36.166668 35.233334 34.466667 33.5
 30.366667 28.9      27.466667 26.466667 25.366667 24.166666 20.133333
 24.166666 29.7      26.866667 22.433332 18.866667 15.566667 20.6
 20.1      23.666666 27.066668 29.466667 31.866667 35.733334 33.666668
 37.4      40.633335 42.333332 39.433334 36.866665 34.3      36.833332
 33.766666 36.166668 37.533333 41.433334 45.566666 49.066666 46.9
 44.366665 48.033333 48.866665 42.333332 37.433334 37.133335 35.9
 34.9      33.066666 31.466667 30.866667 32.166668 33.833332 30.566668
 29.166666]",-0.31391642440150686,334.8756855362148,0.5204870520209791
215,0.1,0.05,2,opinion-timeseries,rep,"[49.       54.466667 56.766666 46.2      45.3      40.8      39.1
 38.866665 41.7      44.1      38.766666 37.933334 37.1      35.366665
 33.433334 31.866667 30.933332 28.466667 27.633333 26.866667 24.033333
 27.233334 31.033333 29.866667 24.766666 20.166666 16.9      21.433332
 20.933332 25.466667 29.333334 30.       30.166666 33.466667 32.8
 34.166668 37.533333 37.4      34.533333 30.8      27.833334 32.766666
 29.933332 32.5      33.966667 34.666668 35.866665 36.533333 35.5
 34.9      38.3      41.833332 37.9      34.233334 33.233334 31.766666
 30.2      29.6      28.3      27.066668 28.2      29.066668 26.466667
 25.966667]",-0.6209349910013284,260.1434912532254,0.4732949659730156
216,0.1,0.05,3,opinion-timeseries,dem,"[60.       60.       60.       50.6      48.333332 48.333332 48.333332
 50.9      50.9      48.333332 43.666668 41.9      40.133335 40.133335
 36.233334 36.233334 34.7      34.7      33.533333 31.633333 28.566668
 28.566668 29.633333 26.533333 23.866667 21.133333 18.733334 18.733334
 17.5      17.5      17.5      17.5      17.5      17.5      16.266666
 20.133333 20.133333 24.166666 24.166666 24.166666 24.166666 26.8
 24.333334 23.133333 23.133333 30.1      36.966667 42.9      48.633335
 46.033333 46.5      41.933334 37.466667 33.7      37.333332 37.333332
 37.333332 35.266666 35.266666 35.266666 36.633335 37.9      37.9
 36.3     ]",-0.5243895979571278,460.59660064561837,0.6057975292367455
