,ws_p,ws_k,simple_spread_chance,repetition,run,pearson,euclidean,mape
8026,0.1,15,0.25,1,10,-0.05428290113401371,421.81196096559023,0.6282980748514878
8027,0.1,15,0.25,1,11,-0.0473792580493916,425.6712342372207,0.6358877253408303
8028,0.1,15,0.25,1,12,0.011395047326407004,420.73936357336044,0.6314645520437664
8029,0.1,15,0.25,1,13,-0.007978117093846526,411.1989287640702,0.6128271636684941
8030,0.1,15,0.25,1,14,-0.057651467890826646,431.37039937646983,0.6468093137714397
8031,0.1,15,0.25,1,15,-0.035256884638189025,422.39474955835186,0.6266690175572539
8032,0.1,15,0.25,1,16,0.014079098618970963,416.9742488971896,0.6235859559032637
8033,0.1,15,0.25,1,17,-0.041359794251166974,422.2121880898407,0.6239647458521618
8034,0.1,15,0.25,1,18,-0.053276878346561585,417.753535709897,0.6233956540819892
8035,0.1,15,0.25,1,19,0.03084494035908905,417.65611459725415,0.6289051337360919
8036,0.1,15,0.25,1,20,-0.04122573994166725,420.0943993692725,0.6240444631107053
8037,0.1,15,0.25,1,21,0.006714253087718781,413.5349746853098,0.6094097531664623
8038,0.1,15,0.25,1,22,-0.028229801706462634,431.22567043960817,0.6462658111061562
8039,0.1,15,0.25,1,23,-0.04801085027283902,420.6171399472167,0.6280861646444725
8040,0.1,15,0.25,1,24,-0.005434562288380461,424.7911255319018,0.6348481839855885
8041,0.1,15,0.25,1,25,-0.048229463786895445,421.5297164075834,0.6280857130452788
8042,0.1,15,0.25,1,26,-0.03387479674713026,430.1252452490239,0.6488698605424124
8043,0.1,15,0.25,1,27,-0.018706923599800543,426.37713297311893,0.6338747129514551
8044,0.1,15,0.25,1,28,-0.08580666602753266,428.05237877058954,0.642678446613835
8045,0.1,15,0.25,2,0,-0.04350267870403218,420.8354003158876,0.6319660747958503
8046,0.1,15,0.25,2,1,-0.10249220635823804,421.8392318276029,0.6323978308683168
8047,0.1,15,0.25,2,2,-0.0679235465417191,416.0587233279834,0.6201464276537085
8048,0.1,15,0.25,2,3,-0.13587500366949815,433.04955778616267,0.650702143857626
8049,0.1,15,0.25,2,4,-0.05260558039439761,426.7654821114802,0.6375527352027034
8050,0.1,15,0.25,2,5,-0.094263223279527,418.2778399478648,0.6263127856577412
8051,0.1,15,0.25,2,6,-0.07786356750691696,418.41321045771883,0.6203956894958486
8052,0.1,15,0.25,2,7,-0.0945789518275315,417.92912072991504,0.6255445409957513
8053,0.1,15,0.25,2,8,-0.048975579404438065,424.93790992045973,0.6377976306985899
8054,0.1,15,0.25,2,9,-0.04794228734500693,408.8171030147339,0.6047188019919948
8055,0.1,15,0.25,2,10,0.0068792147330973925,422.3764760746542,0.6283905909755682
8056,0.1,15,0.25,2,11,-0.11274884155162651,429.21969554639765,0.6385906465574752
8057,0.1,15,0.25,2,12,-0.08492491825516557,418.10172125438584,0.6201225418233025
8058,0.1,15,0.25,2,13,-0.08250116566968396,430.4034018381846,0.641451209494765
8059,0.1,15,0.25,2,14,-0.1463058039066599,434.42382395934277,0.6554197704486678
8060,0.1,15,0.25,2,15,-0.09774567868545893,414.78955068098384,0.6183118982512427
8061,0.1,15,0.25,2,16,-0.09433927324672686,428.3029785312263,0.6371369339878595
8062,0.1,15,0.25,2,17,-0.06488334648115864,428.6136197424307,0.6365205265643828
8063,0.1,15,0.25,2,18,0.018296202617646654,425.6418701269784,0.6372093211583693
8064,0.1,15,0.25,2,19,-0.05781448239885748,422.0043956765664,0.6301716164047227
8065,0.1,15,0.25,2,20,-0.0558077237751916,421.02883296174997,0.6254106591949089
8066,0.1,15,0.25,2,21,-0.09837034202627061,425.0297067829388,0.6329439222711203
8067,0.1,15,0.25,2,22,-0.07748766346642966,424.17149028323996,0.6350832436253221
8068,0.1,15,0.25,2,23,-0.03236133399962456,428.64695909904657,0.6447304745104084
8069,0.1,15,0.25,2,24,-0.11455985372144696,423.5976147753379,0.6321107650240558
8070,0.1,15,0.25,2,25,-0.08387185379914462,416.9434231530916,0.6149135151649935
8071,0.1,15,0.25,2,26,-0.0963005269445571,423.84012583807316,0.6299166871796578
8072,0.1,15,0.25,2,27,-0.1311050858740924,416.98573872425436,0.6199614735785103
8073,0.1,15,0.25,2,28,-0.01921397671933949,425.4459535885494,0.6426594218971574
8074,0.1,15,0.25,2,29,-0.0883858205725785,432.03108646236575,0.6479590524144423
8075,0.1,15,0.25,3,0,0.04218476871469833,416.5460770204241,0.6163423447099478
8076,0.1,15,0.25,3,1,-0.06907279482879664,431.49535293885856,0.6490584914177097
8077,0.1,15,0.25,3,2,-0.030399132937855903,421.3442942753015,0.6237691918517911
8078,0.1,15,0.25,3,3,0.021971996354724983,419.0322216769684,0.6244967697505386
8079,0.1,15,0.25,3,4,-0.05404309653155143,427.4877798275717,0.6370841017685724
8080,0.1,15,0.25,3,5,0.05829436885563685,416.51544161923493,0.6224818650568902
8081,0.1,15,0.25,3,6,-0.024997252840900163,432.39331794421224,0.6476677008927617
8082,0.1,15,0.25,3,7,-0.027318037344619194,424.24038504020126,0.6335098200293043
8083,0.1,15,0.25,3,8,0.011462023515601952,421.8425719096802,0.6283537692135863
8084,0.1,15,0.25,3,9,0.009971566209174105,416.02343996743144,0.6197693825457088
8085,0.1,15,0.25,3,10,0.04510630807204516,421.2624464984683,0.6297349700599764
8086,0.1,15,0.25,3,11,-0.018079152085989713,431.1655395450595,0.6445370871605777
8087,0.1,15,0.25,3,12,0.030523664680344727,417.6141882263316,0.6312714804258167
8088,0.1,15,0.25,3,13,0.07271594421081021,425.2540749366577,0.6413612782091206
8089,0.1,15,0.25,3,14,-0.029262278474591296,423.39307645363783,0.6325601387159082
8090,0.1,15,0.25,3,15,-0.019752483677321672,433.5709699253253,0.6529140042011279
8091,0.1,15,0.25,3,16,-0.029719329345091656,425.8882992502751,0.6405450695154981
8092,0.1,15,0.25,3,17,0.04350153361105552,420.8921771097805,0.6315004859792229
8093,0.1,15,0.25,3,18,0.047153874092407004,426.9832477083769,0.6419481510045177
8094,0.1,15,0.25,3,19,0.03819634691122444,427.3045636017955,0.6478747385609257
8095,0.1,15,0.25,3,20,0.0031183632921269557,423.20892165522963,0.6337913936569827
8096,0.1,15,0.25,3,21,0.004889662397427999,420.47351025730086,0.6323515810297171
8097,0.1,15,0.25,3,22,0.0008619477330494609,427.89983327448584,0.644781058712911
8098,0.1,15,0.25,3,23,-0.022842452297212868,431.644162000329,0.6509263065356251
8099,0.1,15,0.25,3,24,-0.019547835991144746,417.81369830325235,0.6284926135080106
8100,0.1,15,0.25,3,25,-0.030697778667952886,411.4634703235588,0.6120401705978379
8101,0.1,15,0.25,3,26,-0.016404855892291213,431.5682440685287,0.6468280714395624
8102,0.1,15,0.25,3,27,-0.0058288752524254415,415.3794024445961,0.6210832913426381
8103,0.1,15,0.25,3,28,-0.005943278398876886,419.0061127257304,0.6320166565797
8104,0.1,15,0.25,3,29,-0.06478539100881323,428.6729093285215,0.6410195419265866
8105,0.1,15,0.25,4,0,-0.030079172524534344,419.1309516462987,0.6244490136628881
8106,0.1,15,0.25,4,1,-0.010951522927252556,424.0974713559831,0.6331225486478098
8107,0.1,15,0.25,4,2,0.0005920461130601342,420.17892472864304,0.6317725190798658
8108,0.1,15,0.25,4,3,-0.03295839216799134,417.0625112689617,0.6160097674801922
8109,0.1,15,0.25,4,4,-0.0007027179040128723,427.99680583259993,0.6396421996855157
8110,0.1,15,0.25,4,5,-0.010025959900604989,418.6828732966328,0.6217967667060952
8111,0.1,15,0.25,4,6,-0.04661527986361342,431.26413513522493,0.647214155004677
8112,0.1,15,0.25,4,7,-0.04420158005802286,423.8155702394594,0.6272045988805628
8113,0.1,15,0.25,4,8,-0.0037720482453765156,433.01837711195395,0.6485596437415838
8114,0.1,15,0.25,4,9,-0.027776391350338284,430.3796112374562,0.6463164120879107
8115,0.1,15,0.25,4,10,-0.04748488483059358,424.2611646423445,0.6341973345555858
8116,0.1,15,0.25,4,11,-0.015083957259715211,424.38054531255716,0.6389587912792027
8117,0.1,15,0.25,4,12,0.009428278109887106,426.76013818045163,0.6377436486277493
8118,0.1,15,0.25,4,13,-0.05579030591682904,421.91892741924386,0.6287103495412957
8119,0.1,15,0.25,4,14,-0.08813728662740165,424.8093740441259,0.6363381700920598
8120,0.1,15,0.25,4,15,0.006703122890327727,430.9864853812798,0.6460382382241131
8121,0.1,15,0.25,4,16,0.00525569033487315,421.88267623528424,0.6359218868227292
8122,0.1,15,0.25,4,17,-0.032184588999946556,431.92672027616777,0.6458951332877815
8123,0.1,15,0.25,4,18,-0.026806791326462017,420.0024953470049,0.6288606002155531
8124,0.1,15,0.25,4,19,-0.0726831217480562,422.8865218558465,0.6321173235338807
8125,0.1,15,0.25,4,20,-0.034851123842763836,417.98653117916587,0.628668429793697
8126,0.1,15,0.25,4,21,-0.022921548067365755,422.62053171314864,0.6288528948570012
8127,0.1,15,0.25,4,22,0.010549692873250466,415.86785906023835,0.6194051930439347
8128,0.1,15,0.25,4,23,-0.06157374612488655,424.5784246239975,0.6302199454557341
8129,0.1,15,0.25,4,24,-0.06885157030382785,421.3811267127315,0.6283084382820283
8130,0.1,15,0.25,4,25,0.0068910609409901236,425.14091765891976,0.6368844977532855
8131,0.1,15,0.25,4,26,-0.035957713328171395,420.3522358464568,0.6278041558072784
8132,0.1,15,0.25,4,27,0.030979896613844687,432.26984523611236,0.6541169772496337
8133,0.1,15,0.25,4,28,-0.053323709248085376,422.094264505578,0.6241176958870436
8134,0.1,15,0.25,4,29,0.017341680568029236,425.19882925810754,0.6390130484210322
8135,0.1,15,0.25,5,0,0.014258950212275481,417.2995077620483,0.6227812534713483
8136,0.1,15,0.25,5,1,-0.008379327634829034,421.1696448639821,0.6271742751797852
8137,0.1,15,0.25,5,2,-0.027434809871366813,426.12929295930275,0.6409687150003093
8138,0.1,15,0.25,5,3,-0.05436679313841499,411.36809929298823,0.6060642770567616
8139,0.1,15,0.25,5,4,-0.05284104353301162,437.9658342366907,0.6628234899902276
8140,0.1,15,0.25,5,5,-0.06166289696818139,419.31134574364063,0.6326907158196048
8141,0.1,15,0.25,5,6,-0.019439007158781958,419.38005521142514,0.6195758738605188
8142,0.1,15,0.25,5,7,-0.0748250546811014,427.77156568542546,0.641924017473306
8143,0.1,15,0.25,5,8,-0.055514361573370474,425.4949870032056,0.6348883891216951
8144,0.1,15,0.25,5,9,-0.10124686532194564,427.89537734161763,0.6372791234509331
8145,0.1,15,0.25,5,10,-0.04629452977575008,430.33285343853146,0.6482244320867298
8146,0.1,15,0.25,5,11,-0.07505247285093912,424.7503062959454,0.6382516050235612
8147,0.1,15,0.25,5,12,0.006140339553672221,420.1893240335523,0.6298737204451225
8148,0.1,15,0.25,5,13,-0.032779320638670256,421.5252748543466,0.6295550072114144
8149,0.1,15,0.25,5,14,-0.030058961036602858,425.34590343966994,0.6384593329563756
8150,0.1,15,0.25,5,15,-0.021732998947042056,421.5946608844326,0.629474184706129
8151,0.1,15,0.25,5,16,-0.08338491909341987,424.7529685556736,0.6317295402795012
8152,0.1,15,0.25,5,17,-0.009012107769072082,417.6480654798375,0.6251177826043621
8153,0.1,15,0.25,5,18,-0.052930328415068235,414.51974274151536,0.6192524300744856
8154,0.1,15,0.25,5,19,-0.017749709422776126,429.32063599322584,0.6426784771560556
8155,0.1,15,0.25,5,20,-0.023955370778377377,425.5576163682352,0.6391085612330802
8156,0.1,15,0.25,5,21,-0.03319405852417768,426.89410372041357,0.6378327284698625
8157,0.1,15,0.25,5,22,-0.06735467282444747,422.86062301033917,0.6357314796324437
8158,0.1,15,0.25,5,23,-0.016058474676430377,420.1408129735851,0.6315469453715771
8159,0.1,15,0.25,5,24,-0.05654984539083296,426.07822794463937,0.6406572845757579
8160,0.1,15,0.25,5,25,-0.0500675735284001,419.4417120705057,0.6246891518319067
8161,0.1,15,0.25,5,26,-0.016251057268464018,433.30738344040657,0.654980409766149
8162,0.1,15,0.25,5,27,-0.046752459459077335,422.24617110719527,0.6344882023831021
8163,0.1,15,0.25,5,28,-0.03580910378248608,421.59648490491367,0.6283379893708348
8164,0.1,15,0.25,5,29,-0.011178708145410133,420.86057375201125,0.6312549407442648
8165,0.1,15,0.25,6,0,-0.03581385706241468,428.85531805643615,0.6419421927879237
8166,0.1,15,0.25,6,1,-0.09152956786552402,428.01614835893855,0.6462653334508026
8167,0.1,15,0.25,6,2,-0.06884375888542849,427.2694064261021,0.6450753065681584
8168,0.1,15,0.25,6,3,-0.041608081088174396,421.53748305432674,0.6247068022519859
8169,0.1,15,0.25,6,4,-0.0015317728821518499,422.8804744344922,0.6359623440443001
8170,0.1,15,0.25,6,5,-0.010341514372967958,413.6512352741841,0.6235728441450369
8171,0.1,15,0.25,6,6,-0.053225220851062204,427.23309360581266,0.6417800908346679
8172,0.1,15,0.25,6,7,-0.05068866918047179,423.40903111159577,0.6285530088089498
8173,0.1,15,0.25,6,8,-0.02404746183410369,417.4187853608002,0.6203685677754315
8174,0.1,15,0.25,6,9,-0.039261876448219324,422.5563239994521,0.6326524052634143
8175,0.1,15,0.25,6,10,-0.004455570697270284,412.0444548690526,0.609904365745649
8176,0.1,15,0.25,6,11,-0.09286213499245372,426.2795260193762,0.6358872726148083
8177,0.1,15,0.25,6,12,-0.0512697538739387,429.83699748689463,0.6367035800788482
8178,0.1,15,0.25,6,13,-0.018051113959885044,418.8535485650528,0.6277639288946931
8179,0.1,15,0.25,6,14,-0.04263018056224472,410.8436377695277,0.6100553328249242
8180,0.1,15,0.25,6,15,-0.01729492780428845,418.8876498248847,0.6236794875260429
8181,0.1,15,0.25,6,16,-0.0640742064913231,417.63356740162925,0.6290405846136443
8182,0.1,15,0.25,6,17,-0.03705024486902966,422.9172414964343,0.6337294518771295
8183,0.1,15,0.25,6,18,-0.034787669195804886,428.80516678036014,0.6506340435452113
8184,0.1,15,0.25,6,19,-0.005305825281034006,418.45072147336765,0.6264532370870505
8185,0.1,15,0.25,6,20,-0.032245645497929805,414.90601579777035,0.6179634078248762
8186,0.1,15,0.25,6,21,0.01142876375956299,414.95180589712527,0.6199589337386028
8187,0.1,15,0.25,6,22,-0.016533810152486113,420.1851404445885,0.629272192544225
8188,0.1,15,0.25,6,23,0.01933750762832,426.0251095503044,0.6395635650267468
8189,0.1,15,0.25,6,24,-0.06089309968703451,435.1197321446475,0.653527416166324
8190,0.1,15,0.25,6,25,-0.0665999445877083,426.79408621924716,0.6387438925523049
8191,0.1,15,0.25,6,26,-0.061649662267216444,423.9310420634027,0.6366646471435098
8192,0.1,15,0.25,6,27,-0.03994048002566245,427.027832444169,0.6419645332992931
8193,0.1,15,0.25,6,28,0.01958160564273183,423.7301718771161,0.6321763738976361
8194,0.1,15,0.25,6,29,-0.07188832984910044,425.82876209768847,0.6407183420053468
8195,0.1,15,0.25,7,0,-0.01829317488726429,415.5572865610293,0.6175339009143415
8196,0.1,15,0.25,7,1,-0.029248986633735426,421.44549676448906,0.632931354992277
8197,0.1,15,0.25,7,2,-0.06798243049255717,428.5106604311111,0.6456767521098306
8198,0.1,15,0.25,7,3,-0.016180169854091625,428.5599956479254,0.6414184829516745
8199,0.1,15,0.25,7,4,-0.034359981238989194,420.9007125148534,0.6277363109137178
8200,0.1,15,0.25,7,5,-0.03188095519201432,421.24018679577597,0.6316409392060193
8201,0.1,15,0.25,7,6,-0.10108739235717334,420.6241180845509,0.6298428438062825
8202,0.1,15,0.25,7,7,-0.021403078857893068,421.886088808759,0.6365455218980499
8203,0.1,15,0.25,7,8,-0.0034628997426295743,427.8418364517832,0.6384352272191601
8204,0.1,15,0.25,7,9,-0.0865639759301402,425.26575010105785,0.6355496920215673
8205,0.1,15,0.25,7,10,-0.04083990816379856,423.8809036933413,0.6384016301445204
8206,0.1,15,0.25,7,11,0.046002333793750495,430.30225576797824,0.6508592317038112
8207,0.1,15,0.25,7,12,-0.03149285169900903,417.987328012815,0.6202314625296563
8208,0.1,15,0.25,7,13,-0.008676498744688533,425.1691733086107,0.6349139320193635
8209,0.1,15,0.25,7,14,-0.02147995831678313,414.29652334133726,0.6208098807489191
8210,0.1,15,0.25,7,15,0.01488070055169994,418.87084313612644,0.6272293947771103
8211,0.1,15,0.25,7,16,-0.016977216694183256,421.4811216669303,0.6277312126781852
8212,0.1,15,0.25,7,17,-0.030839966977325873,433.98924137614136,0.6521988421637737
8213,0.1,15,0.25,7,18,-0.048680117610707674,419.5272441580186,0.6274602445067281
8214,0.1,15,0.25,7,19,-0.020990989183120482,421.17903503473093,0.62463075873195
8215,0.1,15,0.25,7,20,-0.03385891957718719,416.8134576155935,0.6245411427581694
8216,0.1,15,0.25,7,21,0.007602957333236568,426.72392982174887,0.635426998525714
8217,0.1,15,0.25,7,22,-0.007558704507877027,429.93101090491245,0.6383867818411388
8218,0.1,15,0.25,7,23,-0.03945888311009155,425.0702146064879,0.63391523471685
8219,0.1,15,0.25,7,24,-0.06977494047906008,421.51210908435536,0.6273176018564458
8220,0.1,15,0.25,7,25,-0.05565127393713063,429.37611021833965,0.6387597565783146
8221,0.1,15,0.25,7,26,-0.025203115391295588,424.4446717823439,0.6315286949951433
8222,0.1,15,0.25,7,27,0.008075282667799671,418.43573011882677,0.6198164540848556
8223,0.1,15,0.25,7,28,-0.08818515659450449,431.1905102992487,0.6422899379981536
8224,0.1,15,0.25,7,29,-0.0033525031445625583,416.56110820178884,0.621159654427499
8225,0.1,15,0.25,8,0,-0.09862796951975134,430.0706014706452,0.6431081621725787
8226,0.1,15,0.25,8,1,-0.04189117151119031,421.4719110818947,0.6319171469720216
8227,0.1,15,0.25,8,2,-0.05380429179538975,419.32444613719196,0.6236484186412463
8228,0.1,15,0.25,8,3,-0.008424416872356058,417.4478733065073,0.6249780895324774
8229,0.1,15,0.25,8,4,-0.14205472445166348,419.6127168775288,0.6258993987965944
8230,0.1,15,0.25,8,5,-0.03486400447477414,419.62286254731754,0.629271620449759
8231,0.1,15,0.25,8,6,-0.04108603490508352,422.84528330294006,0.6336895661656688
8232,0.1,15,0.25,8,7,-0.04238264573225795,423.18821302141254,0.6294027648978197
8233,0.1,15,0.25,8,8,-0.03237795280493319,419.15414823750046,0.6222199681713135
8234,0.1,15,0.25,8,9,-0.15489054024336277,426.2267577076064,0.6377665796591401
8235,0.1,15,0.25,8,10,-0.02854958052381039,424.4181881792011,0.636988162922841
8236,0.1,15,0.25,8,11,0.0032450929526551243,418.763854506374,0.6337733056072332
8237,0.1,15,0.25,8,12,-0.014529608777958114,418.9432842934769,0.6317253571463985
8238,0.1,15,0.25,8,13,-0.06481427940129142,419.7302993444291,0.62864202841337
8239,0.1,15,0.25,8,14,-0.03210966601073424,427.91460003673427,0.6409015127838151
8240,0.1,15,0.25,8,15,-0.038072887301393105,423.4426097347551,0.6293722225763391
8241,0.1,15,0.25,8,16,-0.08413169659530734,430.0043009177025,0.6420586926860378
8242,0.1,15,0.25,8,17,-0.04312985032197264,425.6245146015167,0.6376684482513394
8243,0.1,15,0.25,8,18,-0.023166593414591735,425.5117034268059,0.640022027957536
8244,0.1,15,0.25,8,19,-0.05103198865631203,423.4870403428734,0.6275302799840159
8245,0.1,15,0.25,8,20,0.023907160982295495,428.89588234864345,0.6510535643184788
8246,0.1,15,0.25,8,21,0.034605767122137476,420.0939356179174,0.6241346915750315
8247,0.1,15,0.25,8,22,0.011664123945417252,427.84425144595065,0.6378011612300626
8248,0.1,15,0.25,8,23,-0.0729567296461897,419.61111779441126,0.6209514297905592
8249,0.1,15,0.25,8,24,-0.058192872386627285,430.13974248242465,0.6482372355365589
8250,0.1,15,0.25,8,25,-0.07067124093574874,431.1602239576775,0.649714997073462
8251,0.1,15,0.25,8,26,-0.07829588382638314,420.986488280919,0.6292772337809764
8252,0.1,15,0.25,8,27,-0.06044046255000046,427.8503111195121,0.6413755299577852
8253,0.1,15,0.25,8,28,-0.06548437295663467,432.7549457147165,0.6475712497603189
8254,0.1,15,0.25,8,29,-0.032028949910726995,426.82266678354955,0.6354545048983706
8255,0.1,15,0.25,9,0,0.04494969181914842,414.9755539794562,0.6161850836889037
8256,0.1,15,0.25,9,1,-0.021578395584535254,429.4438129727527,0.6499304734736925
8257,0.1,15,0.25,9,2,0.021399626443568923,417.86953815972373,0.6224910599564587
8258,0.1,15,0.25,9,3,-0.07486769362018764,423.1874273208969,0.6330617337957414
8259,0.1,15,0.25,9,4,0.0023719315100454532,430.73456231829124,0.6471019404310256
8260,0.1,15,0.25,9,5,-0.011056372087932633,421.2855756098493,0.6316861774334271
8261,0.1,15,0.25,9,6,-0.008756220200811396,420.0708063958832,0.6298510754260961
8262,0.1,15,0.25,9,7,-0.050994626070905956,423.8142602966015,0.6279562345235891
8263,0.1,15,0.25,9,8,0.01655502516064994,427.59766531289705,0.6417338099507689
8264,0.1,15,0.25,9,9,-0.016420316743190153,420.438212698473,0.6275415197448037
8265,0.1,15,0.25,9,10,0.007648924048372733,421.46497896394953,0.636899433601194
8266,0.1,15,0.25,9,11,0.011790355987015994,427.0487738079399,0.6417322252621901
8267,0.1,15,0.25,9,12,0.06662280721276852,426.61060405710776,0.6489300792976469
8268,0.1,15,0.25,9,13,-0.044078225577875246,420.1148519093249,0.623472503536862
8269,0.1,15,0.25,9,14,0.01646017282560421,425.30101987967697,0.6425391069175186
8270,0.1,15,0.25,9,15,-0.06812610387932293,422.9402540175354,0.6309769978481762
8271,0.1,15,0.25,9,16,-0.0010612762091016016,420.39053263337036,0.6280296858493312
8272,0.1,15,0.25,9,17,-0.019019874674576512,424.6819592263085,0.6411648983638131
8273,0.1,15,0.25,9,18,-0.038340355002533695,417.81985251543483,0.6259348651763393
8274,0.1,15,0.25,9,19,-0.07274417223779173,425.67617311200564,0.6351636454108468
8275,0.1,15,0.25,9,20,0.025518520786196514,431.2998375700126,0.6509777409331311
8276,0.1,15,0.25,9,21,0.028899419294223298,420.2139346192975,0.6351328974977397
8277,0.1,15,0.25,9,22,-0.02768279787685572,418.77235616076877,0.6235870103023012
8278,0.1,15,0.25,9,23,0.0035995069897329693,427.9404963781194,0.6403513308687978
8279,0.1,15,0.25,9,24,-0.011754663156574618,430.8489277670131,0.6535022544730071
8280,0.1,15,0.25,9,25,0.025658000326133232,423.7830296023737,0.6362633176093239
8281,0.1,15,0.25,9,26,-0.06314694570397056,418.7352456808888,0.6226480364873647
8282,0.1,15,0.25,9,27,-0.008615525594245535,424.47023612104584,0.6361759709766711
8283,0.1,15,0.25,9,28,0.03622927680952338,423.8589809083783,0.6453182379545838
8284,0.1,15,0.25,9,29,-0.0142231229269794,416.5520002032415,0.6210223254697934
8285,0.1,15,0.5,0,0,0.008862533467602523,456.67038340651123,0.6643531177804318
8286,0.1,15,0.5,0,1,0.017085599423714282,452.4389392160086,0.6606736892120632
8287,0.1,15,0.5,0,2,0.015119613667042365,456.57025510599925,0.6637224595692734
8288,0.1,15,0.5,0,3,0.012832228556961827,455.3029847644394,0.6651163338409091
8289,0.1,15,0.5,0,4,0.023667793991245443,450.43578863990155,0.6581260011130415
8290,0.1,15,0.5,0,5,0.011787822261546137,454.65751308172474,0.660607474446191
8291,0.1,15,0.5,0,6,0.013291499893709166,455.0124139605512,0.6598824047694909
8292,0.1,15,0.5,0,7,0.020961958132424362,456.0705436119628,0.6652000037010879
8293,0.1,15,0.5,0,8,0.013461352258087006,455.6698497528439,0.6684373130854059
8294,0.1,15,0.5,0,9,-0.012055236477598144,455.8549894061125,0.6642671400414878
8295,0.1,15,0.5,0,10,0.03361662250526193,456.8976042230083,0.6665325457750896
8296,0.1,15,0.5,0,11,0.00499298085511606,453.4021476894098,0.6606207915014407
8297,0.1,15,0.5,0,12,0.011049707211605558,458.6873981629,0.6678530092757993
8298,0.1,15,0.5,0,13,0.012495073372131236,458.18141875896373,0.671094821740728
8299,0.1,15,0.5,0,14,-0.006962028287910922,461.1689029516926,0.675729166668578
8300,0.1,15,0.5,0,15,0.014766808249943258,457.6257869010019,0.6692364702404104
8301,0.1,15,0.5,0,16,0.00814023473764839,457.756530546812,0.6711322521833237
8302,0.1,15,0.5,0,17,0.010116016869431116,454.1573678840194,0.6633338190876922
8303,0.1,15,0.5,0,18,0.0112159031568208,461.67903450983795,0.6773891155074113
8304,0.1,15,0.5,0,19,0.006749061542519803,458.2505543574169,0.6693090257142117
8305,0.1,15,0.5,0,20,0.017139893692626116,454.971616587027,0.6584607578575282
8306,0.1,15,0.5,0,21,0.019392945806479742,455.3351209905978,0.6652563760547517
8307,0.1,15,0.5,0,22,-0.006540032489547359,458.35077298657126,0.6720480155910681
8308,0.1,15,0.5,0,23,-0.023435126220845075,457.81124380458596,0.6675306801841683
8309,0.1,15,0.5,0,24,-0.0010474040377872866,453.07806510486336,0.6599715870876445
8310,0.1,15,0.5,0,25,0.013476505378468695,457.92536472801066,0.6731097288674813
8311,0.1,15,0.5,0,26,0.0005845984252898992,455.3006451257975,0.6684687550049958
8312,0.1,15,0.5,0,27,0.025722200334384646,454.25158095773776,0.6643602692706323
8313,0.1,15,0.5,0,28,0.014466487463059874,458.82682580074606,0.6697273831227019
8314,0.1,15,0.5,0,29,-0.0034610135775584674,453.97977258657824,0.6600436173119671
8315,0.1,15,0.5,1,0,-0.010458695111005908,454.7161631343426,0.6612007910646284
8316,0.1,15,0.5,1,1,-0.0026765156543712143,455.1854091946671,0.6654029382295105
8317,0.1,15,0.5,1,2,-0.006754560875893119,455.53778524242233,0.6684862849126905
8318,0.1,15,0.5,1,3,-0.015439520295559617,456.5133405942499,0.6649531339454292
8319,0.1,15,0.5,1,4,-0.02153836115017567,458.5919312539507,0.6686291137988389
8320,0.1,15,0.5,1,5,-0.01438465161886728,454.99626522670945,0.6623746304633796
8321,0.1,15,0.5,1,6,-0.0007038288285963664,455.94347929182123,0.6669368227227189
8322,0.1,15,0.5,1,7,-0.0007389327868994183,452.4316256536045,0.6607656392570278
8323,0.1,15,0.5,1,8,-0.01505039996314462,459.5449598239359,0.671322501762194
8324,0.1,15,0.5,1,9,-0.02280340966278352,458.0959527428195,0.6702514283888826
8325,0.1,15,0.5,1,10,-0.014846402956012283,456.71444776218533,0.6657633146046521
8326,0.1,15,0.5,1,11,0.007942682915364563,456.8384159558218,0.6677768435103942
8327,0.1,15,0.5,1,12,0.016434981209429673,454.7175448626493,0.6613065451889405
8328,0.1,15,0.5,1,13,-0.0008816768476862894,451.7228617546011,0.6589106401434995
8329,0.1,15,0.5,1,14,-0.006367045246296508,454.01942600715125,0.6634563946798882
8330,0.1,15,0.5,1,15,-0.011692366604989013,454.4665014447456,0.6583893428987099
8331,0.1,15,0.5,1,16,-0.00036104671841885594,455.84264424661495,0.6662949948944358
8332,0.1,15,0.5,1,17,-0.016560565562319846,457.6046142448115,0.6661789729396795
8333,0.1,15,0.5,1,18,-0.012830278641251672,455.2524169350216,0.6640412763476896
8334,0.1,15,0.5,1,19,-0.010047813658893049,460.4716772286713,0.6789362628747165
8335,0.1,15,0.5,1,20,0.021329480510157806,453.58489119179916,0.6606767769931268
8336,0.1,15,0.5,1,21,0.006209529225492092,457.058050253986,0.6666823415842121
8337,0.1,15,0.5,1,22,-0.02325575822383569,460.14159096673296,0.6682169963372169
8338,0.1,15,0.5,1,23,-0.006739622415556051,454.53647583063804,0.6643588814630501
8339,0.1,15,0.5,1,24,0.0044468788329892,453.79779998919565,0.6592009336526826
8340,0.1,15,0.5,1,25,-0.022185880215020593,454.9231982778837,0.6623426863755644
8341,0.1,15,0.5,1,26,-0.017574778989940486,459.8777226859001,0.6719629082980663
8342,0.1,15,0.5,1,27,-0.01321610967376116,455.26659749970275,0.6648819385617838
8343,0.1,15,0.5,1,28,0.006009319134474417,455.3469394674728,0.668438108223202
8344,0.1,15,0.5,1,29,-0.020536752506866398,458.88698702035987,0.668549374073446
