,er_p,complex_spread_ratio,repetition,run,pearson,euclidean,mape
2367,0.1,0.25,9,1,-0.3702734610016365,433.65506317562307,0.6879924933043738
2368,0.1,0.25,9,2,-0.37718058903267265,433.1610283636878,0.687301888625627
2369,0.1,0.25,9,3,-0.36834947284938835,433.64771893047964,0.6881383252295413
2370,0.1,0.25,9,4,-0.3604611730447034,433.2804917995016,0.6877517249223732
2371,0.1,0.25,9,5,-0.36643055603493274,434.42046268981204,0.6893419057495835
2372,0.1,0.25,9,6,-0.3724439263837788,433.3311732513254,0.6876653952126456
2373,0.1,0.25,9,7,-0.36657311894684996,432.06941718476793,0.6859313178572409
2374,0.1,0.25,9,8,-0.36492489401921296,433.4308611647601,0.6877753598287183
2375,0.1,0.25,9,9,0.002974235598987416,245.10537277954492,0.299951900579376
2376,0.1,0.25,9,10,-0.3567321333005318,432.8489076677642,0.687217731260763
2377,0.1,0.25,9,11,-0.36553343033552893,432.0780879572239,0.6857140307597649
2378,0.1,0.25,9,12,-0.37061262688760044,433.7798494335543,0.6880444812072136
2379,0.1,0.25,9,13,-0.3663014814228016,433.2430910998008,0.6875813622184381
2380,0.1,0.25,9,14,-0.3648264307816573,433.2119177550359,0.6874265656341559
2381,0.1,0.25,9,15,-0.36437127962203714,432.98570683302006,0.6873147083670698
2382,0.1,0.25,9,16,-0.36419818242179886,434.1847562987106,0.688964207082032
2383,0.1,0.25,9,17,-0.3757837303691483,432.6867679703552,0.6866185504744067
2384,0.1,0.25,9,18,-0.18588610265526642,353.39613982304536,0.546837691625518
2385,0.1,0.25,9,19,-0.36323593027638523,432.79384613966414,0.687037590161216
2386,0.1,0.25,9,20,-0.3576664501526204,432.9974029781556,0.6874725667084615
2387,0.1,0.25,9,21,0.4407954960080431,170.13403388094977,0.2588612728680177
2388,0.1,0.25,9,22,-0.37560046449544576,431.61130226814976,0.6849158924576738
2389,0.1,0.25,9,23,-0.3791813427036998,430.69113523403985,0.6836968422247653
2390,0.1,0.25,9,24,-0.3812076407438887,431.32250023064415,0.6844299300795478
2391,0.1,0.25,9,25,-0.3614552581856114,434.79312726787504,0.6899448226043954
2392,0.1,0.25,9,26,-0.3687644427671241,432.67800446035864,0.6867784543374921
2393,0.1,0.25,9,27,-0.36179773572925206,432.6299437717632,0.6866153933461613
2394,0.1,0.25,9,28,-0.36973279434367184,432.87730350925693,0.6870003768462195
2395,0.1,0.25,9,29,-0.3663073319035141,433.53097669326144,0.6879334647184882
2396,0.1,0.5,0,0,,194.66285249762336,0.2974616734610153
2397,0.1,0.5,0,1,,193.5414573497272,0.29555049331349986
2398,0.1,0.5,0,2,,194.0961339965395,0.2966447679559064
2399,0.1,0.5,0,3,,193.16706009937687,0.29489782982811114
2400,0.1,0.5,0,4,,194.11248180252082,0.2963673988186088
2401,0.1,0.5,0,5,,195.69882646669555,0.2992686441799349
2402,0.1,0.5,0,6,,194.0961339965395,0.2966447679559064
2403,0.1,0.5,0,7,,193.5824487685492,0.29571214017627345
2404,0.1,0.5,0,8,,193.5824487685492,0.29571214017627345
2405,0.1,0.5,0,9,,193.16706009937687,0.29489782982811114
2406,0.1,0.5,0,10,,193.08825471235514,0.2947795123966406
2407,0.1,0.5,0,11,,193.5824487685492,0.29571214017627345
2408,0.1,0.5,0,12,,192.64557015633113,0.2938035551857046
2409,0.1,0.5,0,13,,194.0961339965395,0.2966447679559064
2410,0.1,0.5,0,14,,193.5824487685492,0.29571214017627345
2411,0.1,0.5,0,15,,193.5824487685492,0.29571214017627345
2412,0.1,0.5,0,16,,193.5824487685492,0.29571214017627345
2413,0.1,0.5,0,17,,193.04389260536232,0.29461786553386693
2414,0.1,0.5,0,18,,162.6649359070156,0.24681314466397972
2415,0.1,0.5,0,19,,193.5824487685492,0.29571214017627345
2416,0.1,0.5,0,20,,193.08825471235514,0.2947795123966406
2417,0.1,0.5,0,21,,193.5824487685492,0.29571214017627345
2418,0.1,0.5,0,22,,193.6637802074268,0.295830457607744
2419,0.1,0.5,0,23,,156.16313186337607,0.24098093433309678
2420,0.1,0.5,0,24,,274.4576746111758,0.41983151236419286
2421,0.1,0.5,0,25,,194.0961339965395,0.2966447679559064
2422,0.1,0.5,0,26,,192.69017911799622,0.2939652020484782
2423,0.1,0.5,0,27,,241.06865940151775,0.36806509140168897
2424,0.1,0.5,0,28,,213.65389575548838,0.32050450129704106
2425,0.1,0.5,0,29,,194.5848801615235,0.2972417417578955
2426,0.1,0.5,1,0,,202.12812291305647,0.30600969926195964
2427,0.1,0.5,1,1,,202.12812291305647,0.30600969926195964
2428,0.1,0.5,1,2,,202.6869060437256,0.30710397390436617
2429,0.1,0.5,1,3,,202.6869060437256,0.30710397390436617
2430,0.1,0.5,1,4,,151.23292729819585,0.22866248464890757
2431,0.1,0.5,1,5,,202.6869060437256,0.30710397390436617
2432,0.1,0.5,1,6,,201.63277456490974,0.30507707148232677
2433,0.1,0.5,1,7,,202.6869060437256,0.30710397390436617
2434,0.1,0.5,1,8,,202.6869060437256,0.30710397390436617
2435,0.1,0.5,1,9,,138.48776084567828,0.2181095793689796
2436,0.1,0.5,1,10,,202.12812291305647,0.30600969926195964
2437,0.1,0.5,1,11,,202.6869060437256,0.30710397390436617
2438,0.1,0.5,1,12,,202.12812291305647,0.30600969926195964
2439,0.1,0.5,1,13,,201.63277456490974,0.30507707148232677
2440,0.1,0.5,1,14,,203.21191591359727,0.3080366016839991
2441,0.1,0.5,1,15,,183.37438596962474,0.2801538739929838
2442,0.1,0.5,1,16,,202.12812291305647,0.30600969926195964
2443,0.1,0.5,1,17,,201.63277456490974,0.30507707148232677
2444,0.1,0.5,1,18,,202.6869060437256,0.30710397390436617
2445,0.1,0.5,1,19,,270.41814183894365,0.4092157133464265
2446,0.1,0.5,1,20,,201.63277456490974,0.30507707148232677
2447,0.1,0.5,1,21,,301.25766978068594,0.45657124069997335
2448,0.1,0.5,1,22,,202.63986119545095,0.3069423270415926
2449,0.1,0.5,1,23,,239.53127325893684,0.369630653232443
2450,0.1,0.5,1,24,,202.12812291305647,0.30600969926195964
2451,0.1,0.5,1,25,,202.17802296062266,0.3061713461247333
2452,0.1,0.5,1,26,,202.6869060437256,0.30710397390436617
2453,0.1,0.5,1,27,,202.6869060437256,0.30710397390436617
2454,0.1,0.5,1,28,,178.90569459242377,0.2743600591143694
2455,0.1,0.5,1,29,,202.12812291305647,0.30600969926195964
2456,0.1,0.5,2,0,,183.2810694395191,0.2794855768159043
2457,0.1,0.5,2,1,,183.2810694395191,0.2794855768159043
2458,0.1,0.5,2,2,,183.2810694395191,0.2794855768159043
2459,0.1,0.5,2,3,,229.0468545305898,0.34495033959514165
2460,0.1,0.5,2,4,,183.2810694395191,0.2794855768159043
2461,0.1,0.5,2,5,,183.2810694395191,0.2794855768159043
2462,0.1,0.5,2,6,,183.2810694395191,0.2794855768159043
2463,0.1,0.5,2,7,,183.2810694395191,0.2794855768159043
2464,0.1,0.5,2,8,,199.373673526835,0.3071118066602812
2465,0.1,0.5,2,9,,183.2810694395191,0.2794855768159043
2466,0.1,0.5,2,10,,183.2810694395191,0.2794855768159043
2467,0.1,0.5,2,11,,183.2810694395191,0.2794855768159043
2468,0.1,0.5,2,12,,183.2810694395191,0.2794855768159043
2469,0.1,0.5,2,13,,182.1081828914062,0.2835102375458037
2470,0.1,0.5,2,14,,183.2810694395191,0.2794855768159043
2471,0.1,0.5,2,15,,183.2810694395191,0.2794855768159043
2472,0.1,0.5,2,16,,183.2810694395191,0.2794855768159043
2473,0.1,0.5,2,17,,240.58923324883958,0.365401167834918
2474,0.1,0.5,2,18,,245.09172807422772,0.3765577395557765
2475,0.1,0.5,2,19,,183.2810694395191,0.2794855768159043
2476,0.1,0.5,2,20,,183.2810694395191,0.2794855768159043
2477,0.1,0.5,2,21,,183.2810694395191,0.2794855768159043
2478,0.1,0.5,2,22,,231.38108804633148,0.3478502865465099
2479,0.1,0.5,2,23,,183.2810694395191,0.2794855768159043
2480,0.1,0.5,2,24,,196.47423601394155,0.30495851496664145
2481,0.1,0.5,2,25,,183.2810694395191,0.2794855768159043
2482,0.1,0.5,2,26,,183.2810694395191,0.2794855768159043
2483,0.1,0.5,2,27,,183.2810694395191,0.2794855768159043
2484,0.1,0.5,2,28,,114.37331671507341,0.17464582118032967
2485,0.1,0.5,2,29,,201.75133217726398,0.3086431061862002
2486,0.1,0.5,3,0,,175.61017707380051,0.2724365480738595
2487,0.1,0.5,3,1,,175.61017707380051,0.2724365480738595
2488,0.1,0.5,3,2,,255.1000189723779,0.38619804726591883
2489,0.1,0.5,3,3,,175.21740690441786,0.2715039202942266
2490,0.1,0.5,3,4,,199.87094037528803,0.30506501034302325
2491,0.1,0.5,3,5,,175.21740690441786,0.2715039202942266
2492,0.1,0.5,3,6,,203.29710967151388,0.30950301674315267
2493,0.1,0.5,3,7,,92.03953983265399,0.1383847599633986
2494,0.1,0.5,3,8,,175.61017707380051,0.2724365480738595
2495,0.1,0.5,3,9,,216.68780774062995,0.332433311581646
2496,0.1,0.5,3,10,,175.61017707380051,0.2724365480738595
2497,0.1,0.5,3,11,,175.61017707380051,0.2724365480738595
2498,0.1,0.5,3,12,,175.61017707380051,0.2724365480738595
2499,0.1,0.5,3,13,,177.85750502903068,0.2683723749904225
2500,0.1,0.5,3,14,,175.21740690441786,0.2715039202942266
2501,0.1,0.5,3,15,,175.21740690441786,0.2715039202942266
2502,0.1,0.5,3,16,,175.21740690441786,0.2715039202942266
2503,0.1,0.5,3,17,,175.21740690441786,0.2715039202942266
2504,0.1,0.5,3,18,,118.79150371681084,0.17799667686509943
2505,0.1,0.5,3,19,,175.21740690441786,0.2715039202942266
2506,0.1,0.5,3,20,,166.36622695630345,0.25744262390706835
2507,0.1,0.5,3,21,,175.21740690441786,0.2715039202942266
2508,0.1,0.5,3,22,,175.21740690441786,0.2715039202942266
2509,0.1,0.5,3,23,,175.61017707380051,0.2724365480738595
2510,0.1,0.5,3,24,,266.4890862033194,0.3996792953395281
2511,0.1,0.5,3,25,,175.21740690441786,0.2715039202942266
2512,0.1,0.5,3,26,,175.21740690441786,0.2715039202942266
2513,0.1,0.5,3,27,,175.21740690441786,0.2715039202942266
2514,0.1,0.5,3,28,,175.61017707380051,0.2724365480738595
2515,0.1,0.5,3,29,,174.88580843137277,0.26350953675602573
2516,0.1,0.5,4,0,,204.38631952521348,0.30875718931425694
2517,0.1,0.5,4,1,,203.87736748944928,0.3076629146718504
2518,0.1,0.5,4,2,,182.09197102866992,0.2795931837962613
2519,0.1,0.5,4,3,,282.14063590233326,0.43634919131816446
2520,0.1,0.5,4,4,,204.91429138319407,0.30985146395666346
2521,0.1,0.5,4,5,,203.87736748944928,0.3076629146718504
2522,0.1,0.5,4,6,,204.38631952521348,0.30875718931425694
2523,0.1,0.5,4,7,,189.19007156976105,0.2903245729368664
2524,0.1,0.5,4,8,,193.6683973694974,0.29189777292128466
2525,0.1,0.5,4,9,,203.87736748944928,0.3076629146718504
2526,0.1,0.5,4,10,,203.38778027629678,0.3065686400294439
2527,0.1,0.5,4,11,,183.605995318977,0.28446508106510054
2528,0.1,0.5,4,12,,204.38631952521348,0.30875718931425694
2529,0.1,0.5,4,13,,203.38778027629678,0.3065686400294439
2530,0.1,0.5,4,14,,119.68385234964619,0.17833066701184683
2531,0.1,0.5,4,15,,213.17063214119835,0.3261108554594537
2532,0.1,0.5,4,16,,204.91429138319407,0.30985146395666346
2533,0.1,0.5,4,17,,183.60260858335906,0.2787690757356263
2534,0.1,0.5,4,18,,203.87736748944928,0.3076629146718504
2535,0.1,0.5,4,19,,307.7923850072851,0.4658856468433445
2536,0.1,0.5,4,20,,143.7291197292601,0.22255995723888136
2537,0.1,0.5,4,21,,203.87736748944928,0.3076629146718504
2538,0.1,0.5,4,22,,203.38778027629678,0.3065686400294439
2539,0.1,0.5,4,23,,204.38631952521348,0.30875718931425694
2540,0.1,0.5,4,24,,203.38778027629678,0.3065686400294439
2541,0.1,0.5,4,25,,204.38631952521348,0.30875718931425694
2542,0.1,0.5,4,26,,318.19112393095133,0.4842730091517405
2543,0.1,0.5,4,27,,203.87736748944928,0.3076629146718504
2544,0.1,0.5,4,28,,230.45903157373826,0.3482089276044544
2545,0.1,0.5,4,29,,204.38631952521348,0.30875718931425694
2546,0.1,0.5,5,0,,217.31217258371245,0.3319435260967798
2547,0.1,0.5,5,1,,217.89249509059323,0.3330378007391863
2548,0.1,0.5,5,2,,216.29010044877705,0.33007827053751404
2549,0.1,0.5,5,3,,216.8453430082611,0.3311725451799205
2550,0.1,0.5,5,4,,216.79345420766234,0.3310108983171469
2551,0.1,0.5,5,5,,216.79345420766234,0.3310108983171469
2552,0.1,0.5,5,6,,217.36135461100102,0.33210517295955344
2553,0.1,0.5,5,7,,227.16450112810674,0.3457843901505995
2554,0.1,0.5,5,8,,216.79345420766234,0.3310108983171469
2555,0.1,0.5,5,9,,179.2482141513567,0.28036852676614893
2556,0.1,0.5,5,10,,267.0462326541657,0.41260686316066475
2557,0.1,0.5,5,11,,217.36135461100102,0.33210517295955344
2558,0.1,0.5,5,12,,225.62775215456222,0.3481866548360746
2559,0.1,0.5,5,13,,217.31217258371245,0.3319435260967798
2560,0.1,0.5,5,14,,168.2302599196512,0.26024189794934993
2561,0.1,0.5,5,15,,214.2707529756315,0.3212777975054549
2562,0.1,0.5,5,16,,294.54771627144413,0.4537530867666955
2563,0.1,0.5,5,17,,217.89249509059323,0.3330378007391863
2564,0.1,0.5,5,18,,197.11253214503492,0.30436732396087657
2565,0.1,0.5,5,19,,191.52617486087544,0.2905095072984175
2566,0.1,0.5,5,20,,217.31217258371245,0.3319435260967798
2567,0.1,0.5,5,21,,162.40900829770038,0.24249650093063524
2568,0.1,0.5,5,22,,216.29010044877705,0.33007827053751404
2569,0.1,0.5,5,23,,248.26935817744143,0.376617679801261
2570,0.1,0.5,5,24,,217.36135461100102,0.33210517295955344
2571,0.1,0.5,5,25,,227.0973299800131,0.35032538524995466
2572,0.1,0.5,5,26,,276.5242101541153,0.42339169584179753
2573,0.1,0.5,5,27,,118.89925158870811,0.17928285550441334
2574,0.1,0.5,5,28,,217.36135461100102,0.33210517295955344
2575,0.1,0.5,5,29,,217.36135461100102,0.33210517295955344
2576,0.1,0.5,6,0,,205.8834994396816,0.31380402174948646
2577,0.1,0.5,6,1,,203.84233032737237,0.3113481345626197
2578,0.1,0.5,6,2,,206.3906744849506,0.314898296391893
2579,0.1,0.5,6,3,,205.8834994396816,0.31380402174948646
2580,0.1,0.5,6,4,,203.34311084164833,0.3102538599202132
2581,0.1,0.5,6,5,,203.84233032737237,0.3113481345626197
2582,0.1,0.5,6,6,,205.8834994396816,0.31380402174948646
2583,0.1,0.5,6,7,,205.8834994396816,0.31380402174948646
2584,0.1,0.5,6,8,,205.3975097824499,0.31270974710707994
2585,0.1,0.5,6,9,,205.8834994396816,0.31380402174948646
2586,0.1,0.5,6,10,,203.34311084164833,0.3102538599202132
2587,0.1,0.5,6,11,,206.3906744849506,0.314898296391893
2588,0.1,0.5,6,12,,203.84233032737237,0.3113481345626197
2589,0.1,0.5,6,13,,202.86590438965337,0.3091595852778067
2590,0.1,0.5,6,14,,203.34311084164833,0.3102538599202132
2591,0.1,0.5,6,15,,205.8834994396816,0.31380402174948646
2592,0.1,0.5,6,16,,206.3906744849506,0.314898296391893
2593,0.1,0.5,6,17,,206.3906744849506,0.314898296391893
2594,0.1,0.5,6,18,,203.34311084164833,0.3102538599202132
2595,0.1,0.5,6,19,,205.8834994396816,0.31380402174948646
2596,0.1,0.5,6,20,,205.8834994396816,0.31380402174948646
2597,0.1,0.5,6,21,,203.84233032737237,0.3113481345626197
2598,0.1,0.5,6,22,,203.34311084164833,0.3102538599202132
2599,0.1,0.5,6,23,,205.8834994396816,0.31380402174948646
2600,0.1,0.5,6,24,,203.34311084164833,0.3102538599202132
2601,0.1,0.5,6,25,,203.84233032737237,0.3113481345626197
2602,0.1,0.5,6,26,,205.8834994396816,0.31380402174948646
2603,0.1,0.5,6,27,,205.8834994396816,0.31380402174948646
2604,0.1,0.5,6,28,,206.3906744849506,0.314898296391893
2605,0.1,0.5,6,29,,203.34311084164833,0.3102538599202132
2606,0.1,0.5,7,0,,176.2079604644514,0.2737239994487272
2607,0.1,0.5,7,1,,175.78049454984716,0.27279137166909423
2608,0.1,0.5,7,2,,175.78049454984716,0.27279137166909423
2609,0.1,0.5,7,3,,175.78049454984716,0.27279137166909423
2610,0.1,0.5,7,4,,189.32732505611628,0.28840496777892405
2611,0.1,0.5,7,5,,176.2079604644514,0.2737239994487272
2612,0.1,0.5,7,6,,176.2079604644514,0.2737239994487272
2613,0.1,0.5,7,7,,175.78049454984716,0.27279137166909423
2614,0.1,0.5,7,8,,176.2079604644514,0.2737239994487272
2615,0.1,0.5,7,9,,175.3817404023179,0.27185874388946135
2616,0.1,0.5,7,10,,175.3817404023179,0.27185874388946135
2617,0.1,0.5,7,11,,176.66344317427698,0.2746566272283601
2618,0.1,0.5,7,12,,176.2079604644514,0.2737239994487272
2619,0.1,0.5,7,13,,175.3817404023179,0.27185874388946135
2620,0.1,0.5,7,14,,175.78049454984716,0.27279137166909423
2621,0.1,0.5,7,15,,176.66344317427698,0.2746566272283601
2622,0.1,0.5,7,16,,176.6940747665948,0.27448262011348984
2623,0.1,0.5,7,17,,176.2079604644514,0.2737239994487272
2624,0.1,0.5,7,18,,175.3817404023179,0.27185874388946135
2625,0.1,0.5,7,19,,176.66344317427698,0.2746566272283601
2626,0.1,0.5,7,20,,176.2079604644514,0.2737239994487272
2627,0.1,0.5,7,21,,177.1454160700313,0.2754152478931228
2628,0.1,0.5,7,22,,177.14622660765886,0.275589255007993
2629,0.1,0.5,7,23,,176.66344317427698,0.2746566272283601
2630,0.1,0.5,7,24,,176.66344317427698,0.2746566272283601
2631,0.1,0.5,7,25,,175.78049454984716,0.27279137166909423
2632,0.1,0.5,7,26,,175.3817404023179,0.27185874388946135
2633,0.1,0.5,7,27,,177.1454160700313,0.2754152478931228
2634,0.1,0.5,7,28,,231.58320320702785,0.3505344262549756
2635,0.1,0.5,8,0,,171.38829008868177,0.25821794975476314
2636,0.1,0.5,8,1,,171.38829008868177,0.25821794975476314
2637,0.1,0.5,8,2,,171.38829008868177,0.25821794975476314
2638,0.1,0.5,8,3,,171.38829008868177,0.25821794975476314
2639,0.1,0.5,8,4,,171.38829008868177,0.25821794975476314
2640,0.1,0.5,8,5,,171.38829008868177,0.25821794975476314
2641,0.1,0.5,8,6,,171.38829008868177,0.25821794975476314
2642,0.1,0.5,8,7,,171.38829008868177,0.25821794975476314
2643,0.1,0.5,8,8,,206.2773609602959,0.31465978040288917
2644,0.1,0.5,8,9,,171.38829008868177,0.25821794975476314
2645,0.1,0.5,8,10,,171.38829008868177,0.25821794975476314
2646,0.1,0.5,8,11,,171.38829008868177,0.25821794975476314
2647,0.1,0.5,8,12,,171.38829008868177,0.25821794975476314
2648,0.1,0.5,8,13,,171.38829008868177,0.25821794975476314
2649,0.1,0.5,8,14,,171.38829008868177,0.25821794975476314
2650,0.1,0.5,8,15,,171.38829008868177,0.25821794975476314
2651,0.1,0.5,8,16,,171.38829008868177,0.25821794975476314
2652,0.1,0.5,8,17,,171.38829008868177,0.25821794975476314
2653,0.1,0.5,8,18,,171.38829008868177,0.25821794975476314
2654,0.1,0.5,8,19,,171.38829008868177,0.25821794975476314
2655,0.1,0.5,8,20,,171.38829008868177,0.25821794975476314
2656,0.1,0.5,8,21,,171.38829008868177,0.25821794975476314
2657,0.1,0.5,8,22,,171.38829008868177,0.25821794975476314
2658,0.1,0.5,8,23,,171.38829008868177,0.25821794975476314
2659,0.1,0.5,8,24,,171.38829008868177,0.25821794975476314
2660,0.1,0.5,8,25,,171.38829008868177,0.25821794975476314
2661,0.1,0.5,8,26,,174.5225811796598,0.2638507726095742
2662,0.1,0.5,8,27,,171.38829008868177,0.25821794975476314
2663,0.1,0.5,8,28,,172.49052986305867,0.2650918752241616
2664,0.1,0.5,8,29,,171.38829008868177,0.25821794975476314
2665,0.1,0.5,9,0,,315.2385485935877,0.48500205036570626
2666,0.1,0.5,9,1,,209.77532030893292,0.32516042130987005
2667,0.1,0.5,9,2,,315.2385485935877,0.48500205036570626
2668,0.1,0.5,9,3,,313.5487515146455,0.4817192264384868
2669,0.1,0.5,9,4,,313.1819590779953,0.48118941962303663
2670,0.1,0.5,9,5,,315.82447478763146,0.4860963250081128
2671,0.1,0.5,9,6,,315.2385485935877,0.48500205036570626
2672,0.1,0.5,9,7,,313.97644843781467,0.48263689880907656
2673,0.1,0.5,9,8,,314.41899729337223,0.4835545711796663
2674,0.1,0.5,9,9,,314.540269739864,0.4837311734514831
2675,0.1,0.5,9,10,,184.80450817690988,0.2844989774917472
2676,0.1,0.5,9,11,,314.10054579853204,0.4828135010808933
2677,0.1,0.5,9,12,,313.42415183943757,0.4815426241666701
2678,0.1,0.5,9,13,,313.85467599112184,0.4824602965372598
2679,0.1,0.5,9,14,,314.540269739864,0.4837311734514831
2680,0.1,0.5,9,15,,313.85467599112184,0.4824602965372598
2681,0.1,0.5,9,16,,313.85467599112184,0.4824602965372598
2682,0.1,0.5,9,17,,314.10054579853204,0.4828135010808933
2683,0.1,0.5,9,18,,314.10054579853204,0.4828135010808933
2684,0.1,0.5,9,19,,313.3018855973098,0.4813660218948534
2685,0.1,0.5,9,20,,314.66385846310436,0.48390777572329974
2686,0.1,0.5,9,21,,176.85777268098946,0.2691600400090333
2687,0.1,0.5,9,22,,217.47233009842907,0.33614621573838593
2688,0.1,0.5,9,23,,314.66385846310436,0.48390777572329974
2689,0.1,0.5,9,24,,314.10054579853204,0.4828135010808933
2690,0.1,0.5,9,25,,313.42415183943757,0.4815426241666701
2691,0.1,0.5,9,26,,313.85467599112184,0.4824602965372598
2692,0.1,0.5,9,27,,314.66385846310436,0.48390777572329974
2693,0.1,0.5,9,28,,315.82447478763146,0.4860963250081128
2694,0.1,0.5,9,29,,276.87734102380114,0.4207774187966558
2695,0.1,0.75,0,0,,200.56172974254892,0.3083288251224861
2696,0.1,0.75,0,1,,188.11544671359448,0.2918726706785461
2697,0.1,0.75,0,2,,200.56172974254892,0.3083288251224861
2698,0.1,0.75,0,3,,200.56172974254892,0.3083288251224861
2699,0.1,0.75,0,4,,211.81988821281053,0.33076601558720525
2700,0.1,0.75,0,5,,200.56172974254892,0.3083288251224861
2701,0.1,0.75,0,6,,200.56172974254892,0.3083288251224861
2702,0.1,0.75,0,7,,200.56172974254892,0.3083288251224861
2703,0.1,0.75,0,8,,206.03702400787085,0.3145902710909306
2704,0.1,0.75,0,9,,200.56172974254892,0.3083288251224861
2705,0.1,0.75,0,10,,200.56172974254892,0.3083288251224861
2706,0.1,0.75,0,11,,195.43020006332884,0.30484812834758857
2707,0.1,0.75,0,12,,200.56172974254892,0.3083288251224861
2708,0.1,0.75,0,13,,200.56172974254892,0.3083288251224861
2709,0.1,0.75,0,14,,200.56172974254892,0.3083288251224861
2710,0.1,0.75,0,15,,200.56172974254892,0.3083288251224861
2711,0.1,0.75,0,16,,200.56172974254892,0.3083288251224861
2712,0.1,0.75,0,17,,200.56172974254892,0.3083288251224861
2713,0.1,0.75,0,18,,200.56172974254892,0.3083288251224861
2714,0.1,0.75,0,19,,200.56172974254892,0.3083288251224861
2715,0.1,0.75,0,20,,200.56172974254892,0.3083288251224861
2716,0.1,0.75,0,21,,200.56172974254892,0.3083288251224861
2717,0.1,0.75,0,22,,198.86380642359464,0.3042240324040341
2718,0.1,0.75,0,23,,200.56172974254892,0.3083288251224861
2719,0.1,0.75,0,24,,193.0710147091047,0.29638765359140157
2720,0.1,0.75,0,25,,200.56172974254892,0.3083288251224861
2721,0.1,0.75,0,26,,200.56172974254892,0.3083288251224861
2722,0.1,0.75,0,27,,200.56172974254892,0.3083288251224861
2723,0.1,0.75,0,28,,200.56172974254892,0.3083288251224861
2724,0.1,0.75,0,29,,235.4068671315406,0.3646686521910478
2725,0.1,0.75,1,0,,220.73300420836563,0.34734774698251386
2726,0.1,0.75,1,1,,220.73300420836563,0.34734774698251386
2727,0.1,0.75,1,2,,220.969057826459,0.33766642694064425
2728,0.1,0.75,1,3,,220.73300420836563,0.34734774698251386
2729,0.1,0.75,1,4,,156.24197448378746,0.2321129646845482
2730,0.1,0.75,1,5,,220.73300420836563,0.34734774698251386
2731,0.1,0.75,1,6,,220.73300420836563,0.34734774698251386
2732,0.1,0.75,1,7,,220.73300420836563,0.34734774698251386
2733,0.1,0.75,1,8,,220.73300420836563,0.34734774698251386
2734,0.1,0.75,1,9,,220.73300420836563,0.34734774698251386
2735,0.1,0.75,1,10,,220.73300420836563,0.34734774698251386
2736,0.1,0.75,1,11,,218.30099221234295,0.33781918467166266
2737,0.1,0.75,1,12,,220.73300420836563,0.34734774698251386
2738,0.1,0.75,1,13,,232.44164718728447,0.35887387703387885
2739,0.1,0.75,1,14,,173.5389623286479,0.2643367499995848
2740,0.1,0.75,1,15,,220.73300420836563,0.34734774698251386
2741,0.1,0.75,1,16,,208.42854238574924,0.3181147774056476
2742,0.1,0.75,1,17,,220.73300420836563,0.34734774698251386
2743,0.1,0.75,1,18,,220.73300420836563,0.34734774698251386
2744,0.1,0.75,1,19,,220.73300420836563,0.34734774698251386
2745,0.1,0.75,1,20,,220.73300420836563,0.34734774698251386
2746,0.1,0.75,1,21,,180.89780312563303,0.27304245457037896
2747,0.1,0.75,1,22,,220.73300420836563,0.34734774698251386
2748,0.1,0.75,1,23,,220.73300420836563,0.34734774698251386
2749,0.1,0.75,1,24,,220.73300420836563,0.34734774698251386
2750,0.1,0.75,1,25,,203.713674371331,0.320957093785402
2751,0.1,0.75,1,26,,220.73300420836563,0.34734774698251386
2752,0.1,0.75,1,27,,177.74603173314952,0.27298047935421454
2753,0.1,0.75,1,28,,220.73300420836563,0.34734774698251386
2754,0.1,0.75,1,29,,220.73300420836563,0.34734774698251386
2755,0.1,0.75,2,0,,211.85301382540675,0.34394095403286173
2756,0.1,0.75,2,1,,231.2180104306956,0.3598669954451739
2757,0.1,0.75,2,2,,231.2180104306956,0.3598669954451739
2758,0.1,0.75,2,3,,231.2180104306956,0.3598669954451739
2759,0.1,0.75,2,4,,231.2180104306956,0.3598669954451739
2760,0.1,0.75,2,5,,231.2180104306956,0.3598669954451739
2761,0.1,0.75,2,6,,169.1511677541791,0.25966079884008686
2762,0.1,0.75,2,7,,208.03508102532916,0.3195516505513749
2763,0.1,0.75,2,8,,231.2180104306956,0.3598669954451739
2764,0.1,0.75,2,9,,238.87114388551035,0.37700131627290107
2765,0.1,0.75,2,10,,173.54178241505346,0.2593166543144013
2766,0.1,0.75,2,11,,231.2180104306956,0.3598669954451739
2767,0.1,0.75,2,12,,201.72909123750722,0.30867570863145655
2768,0.1,0.75,2,13,,231.2180104306956,0.3598669954451739
2769,0.1,0.75,2,14,,231.2180104306956,0.3598669954451739
2770,0.1,0.75,2,15,,231.2180104306956,0.3598669954451739
2771,0.1,0.75,2,16,,231.2180104306956,0.3598669954451739
2772,0.1,0.75,2,17,,231.2180104306956,0.3598669954451739
2773,0.1,0.75,2,18,,231.2180104306956,0.3598669954451739
2774,0.1,0.75,2,19,,200.60280422406035,0.3051040215574008
2775,0.1,0.75,2,20,,231.2180104306956,0.3598669954451739
2776,0.1,0.75,2,21,,231.2180104306956,0.3598669954451739
2777,0.1,0.75,2,22,,231.2180104306956,0.3598669954451739
2778,0.1,0.75,2,23,,180.6248913852543,0.2768070389785199
2779,0.1,0.75,2,24,,231.2180104306956,0.3598669954451739
2780,0.1,0.75,2,25,,231.2180104306956,0.3598669954451739
2781,0.1,0.75,2,26,,218.16507562083447,0.34045117962884924
2782,0.1,0.75,2,27,,226.03153381894867,0.347330158571872
