,ba_m,complex_spread_ratio,repetition,run,pearson,euclidean,mape
0,3,0.05,0,0,0.13913437414378407,250.9432741749046,0.33784681166386815
1,3,0.05,0,1,0.14120916441720446,251.16133534998062,0.3400056141132242
2,3,0.05,0,2,0.14806513399974253,250.65714934643145,0.3372418570148896
3,3,0.05,0,3,0.08732694149349217,247.11822656946728,0.332126975144454
4,3,0.05,0,4,0.16927318809306272,236.82323180293568,0.30366000870976056
5,3,0.05,0,5,0.1023395922156548,240.15934572398615,0.32168207997968296
6,3,0.05,0,6,0.1447188665989964,250.94139013529457,0.33932458627159456
7,3,0.05,0,7,0.1359798143838705,250.4473040099024,0.3375808091233643
8,3,0.05,0,8,0.23447477074203985,263.1428799027671,0.3624358423826188
9,3,0.05,0,9,0.13715078532680544,251.31846459986545,0.3391967076109807
10,3,0.05,0,10,0.06265104603689993,252.33945028638686,0.3315265042827082
11,3,0.05,0,11,-0.0757882789515142,289.97691399784696,0.40566908550701325
12,3,0.05,0,12,0.13946806190967645,251.00827221828413,0.33864027070769415
13,3,0.05,0,13,0.06855047396759563,261.4444163097755,0.3560911574282685
14,3,0.05,0,14,-0.1846981584499687,319.061998550256,0.46361232599354824
15,3,0.05,0,15,0.14535215828749448,250.2884594573762,0.3377950172722001
16,3,0.05,0,16,0.15506719551777562,250.17177916552046,0.3363663711765037
17,3,0.05,0,17,0.05680947125420954,270.31003522729134,0.37389624385903036
18,3,0.05,0,18,-0.0025511786166772334,254.09861922949094,0.3421261109535086
19,3,0.05,0,19,0.0990831036372185,235.98154646368218,0.31168382461587973
20,3,0.05,0,20,0.14888805083216114,252.01485628628473,0.33991666742357535
21,3,0.05,0,21,-0.04690960459530028,300.64007619588466,0.425480992713316
22,3,0.05,0,22,0.02203220155755173,255.44436264456075,0.357065415408744
23,3,0.05,0,23,0.1502775302819153,267.4978777664738,0.3599145952050958
24,3,0.05,0,24,0.14903391054738976,250.37174195254826,0.33790965999725664
25,3,0.05,0,25,0.11157178983676241,241.38838774213878,0.3174521882575619
26,3,0.05,0,26,0.15031264531903757,248.84408448837692,0.334615812433767
27,3,0.05,0,27,0.14291371399201627,250.73836208341172,0.3393021257129257
28,3,0.05,0,28,0.1452675269431254,250.99445292974835,0.3385397835721391
29,3,0.05,0,29,0.14172858014791,251.96727774370075,0.34068394586195133
30,3,0.05,1,0,-0.07390923074667864,256.8542747360265,0.3548145130803066
31,3,0.05,1,1,-0.03746729551878809,258.98012315502467,0.3582555771913312
32,3,0.05,1,2,-0.07322153205806736,256.63949888574604,0.35401100253464785
33,3,0.05,1,3,0.10390146617967044,240.77140714606116,0.3061522981331087
34,3,0.05,1,4,-0.043056442830196294,258.35253714232647,0.3564466296507082
35,3,0.05,1,5,-0.014362828882447934,257.3013874744008,0.3557141839028321
36,3,0.05,1,6,-0.044869206779955796,257.2204015358438,0.3548108971768573
37,3,0.05,1,7,-0.06183529067910837,257.2127881451716,0.3536680572979057
38,3,0.05,1,8,-0.051268532537271316,258.32855180027184,0.357302307662936
39,3,0.05,1,9,-0.045268822878882765,257.64558913416636,0.35434042735495924
40,3,0.05,1,10,-0.044365153323373374,257.4907467049695,0.35454755823689604
41,3,0.05,1,11,-0.024045919382782322,259.30572031759306,0.3579452410383439
42,3,0.05,1,12,-0.032351844979990656,258.51401669811435,0.35736165024458105
43,3,0.05,1,13,-0.029051664349623293,258.071829656704,0.3569110359568768
44,3,0.05,1,14,-0.041009396068216165,256.962316934095,0.3533130620582113
45,3,0.05,1,15,-0.08045655971406772,257.1875438620804,0.3556120858091711
46,3,0.05,1,16,-0.058911645438483894,257.9988101537085,0.35626707450860257
47,3,0.05,1,17,-0.05080502076251644,256.757365571903,0.35574972489559337
48,3,0.05,1,18,-0.057734614568641096,257.597549014609,0.3554873518672325
