,ws_p,ws_k,complex_spread_ratio,repetition,measure,pen_name,data,pearson,euclidean,mape
558,0.1,10,0.1,3,opinion-timeseries,dem,"[ 61.         61.         61.          7.1         7.1         7.1
   7.1        82.433334   82.433334   82.433334   82.433334   82.433334
  82.433334   82.433334   82.433334   82.433334   82.433334   82.433334
  82.433334   82.433334   33.366665   33.366665   90.63333    54.966667
  26.9         5.0333333   0.1         0.1         0.1         0.1
   0.1         0.1         0.1         0.1         0.         74.666664
  74.666664  100.        100.        100.        100.         86.36667
  86.36667    86.36667    86.36667    99.8       100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.         78.666664 ]",0.4290244716806363,331.2646718388913,0.2890221131036246
559,0.1,10,0.1,3,opinion-timeseries,mod,"[48.       99.       99.       93.6      93.6      89.8      89.8
 93.13333  98.46667  99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       86.933334
 95.666664 99.       84.666664 65.76667  40.133335 13.566667 35.7
 35.7      54.333332 70.5      79.433334 85.03333  95.63333  75.7
 91.3      98.566666 99.       86.666664 68.73333  50.833332 55.033333
 55.033333 71.8      85.8      97.5      99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       87.63333
 69.8     ]",-0.012918474099478206,199.283371840229,0.30846440407496445
560,0.1,10,0.1,3,opinion-timeseries,rep,"[ 44.       100.       100.       100.       100.        94.6
  94.6       99.9      100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.        99.933334 100.       100.        99.86667
  78.96667   15.433333   0.7       24.566668  24.566668  71.6
  95.36667   94.833336  92.23333   99.566666  98.3       99.53333
 100.       100.        97.3       76.2       34.666668  24.866667
  24.866667  71.833336  98.2      100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.        98.13333   97.566666]",-0.0026190775637656948,290.1580362095058,0.5618762959254586
561,0.1,10,0.1,4,opinion-timeseries,dem,"[ 64.        64.        64.        10.5       10.5       10.5
  10.5       80.166664  80.166664  80.166664  80.166664  80.166664
  80.166664  80.166664  80.166664  80.166664  80.166664  80.166664
  80.166664  80.166664  31.833334  31.833334  89.73333   58.366665
  40.5       35.033333  33.833332  33.833332  33.833332  33.833332
  33.833332  33.833332  33.833332  33.833332  33.5       81.73333
  81.73333   99.9       99.9       99.9       99.9       99.96667
  99.96667   99.96667   99.96667  100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.5730143051084767,240.14854623574308,0.21824477015997057
562,0.1,10,0.1,4,opinion-timeseries,mod,"[ 48. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100.]",0.37958641470352894,211.21169356832496,0.3537131652381287
563,0.1,10,0.1,4,opinion-timeseries,rep,"[ 53. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100.]",0.38143814041162305,293.3396108608587,0.5844956409218954
564,0.1,10,0.1,5,opinion-timeseries,dem,"[ 66.        66.        66.         9.266666   9.266666   9.266666
   9.266666  82.46667   82.46667   82.46667   82.46667   82.46667
  82.46667   82.46667   82.46667   82.46667   82.46667   82.46667
  82.46667   82.46667   39.1       39.1       91.833336  64.666664
  49.4       44.3       43.466667  43.466667  43.466667  43.466667
  43.466667  43.466667  43.466667  43.466667  43.466667  86.1
  86.1      100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.6045485809980854,213.5928798940119,0.19286918110001752
565,0.1,10,0.1,5,opinion-timeseries,mod,"[ 48. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100.]",0.37958641470352894,211.21169356832496,0.3537131652381287
566,0.1,10,0.1,5,opinion-timeseries,rep,"[ 57. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100. 100.
 100. 100. 100. 100. 100. 100. 100. 100.]",0.3814381404116231,293.50156268749237,0.5859450843356246
567,0.1,10,0.1,6,opinion-timeseries,dem,"[5.6000000e+01 5.6000000e+01 5.6000000e+01 5.9666667e+00 5.9666667e+00
 5.9666667e+00 5.9666667e+00 7.8066666e+01 7.8066666e+01 7.8066666e+01
 7.8066666e+01 7.8066666e+01 7.8066666e+01 7.8066666e+01 7.8066666e+01
 7.8066666e+01 7.8066666e+01 7.8066666e+01 7.8066666e+01 7.8066666e+01
 1.8766666e+01 1.8766666e+01 8.4166664e+01 3.7266666e+01 1.0166667e+01
 9.3333334e-01 3.3333335e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02
 3.3333335e-02 3.3333335e-02 3.3333335e-02 3.3333335e-02 0.0000000e+00
 6.4966667e+01 6.4966667e+01 9.9633331e+01 9.9633331e+01 9.9633331e+01
 9.9633331e+01 7.8633331e+01 7.8633331e+01 7.8633331e+01 7.8633331e+01
 9.7766670e+01 9.9866669e+01 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02 1.0000000e+02
 1.0000000e+02 1.0000000e+02 1.0000000e+02 7.3966667e+01]",0.4438123689843917,348.0705507574401,0.3202788511273854
568,0.1,10,0.1,6,opinion-timeseries,mod,"[40.       98.       98.       96.666664 96.666664 94.96667  94.96667
 97.066666 97.63333  98.       98.       98.       98.       98.
 98.       98.       98.       98.       98.       98.       85.3
 95.03333  98.       80.5      42.7       9.2       1.       12.5
 12.5      44.1      79.833336 86.6      91.       97.433334 76.13333
 95.26667  97.86667  98.       81.1      41.1      11.933333 16.4
 16.4      48.666668 79.433334 97.63333  98.       98.       98.
 98.       98.       98.       98.       98.       98.       98.
 98.       98.       98.       98.       98.       98.       82.
 47.2     ]",-0.04951830136304761,251.59530937449964,0.3712034230673922
569,0.1,10,0.1,6,opinion-timeseries,rep,"[ 59.        100.        100.         98.23333    98.23333    89.96667
  89.96667    97.1        99.23333   100.         95.9        95.9
  95.9        95.9        95.9        95.9        95.9        83.
  83.         83.         83.         95.36667   100.        100.
  69.3        13.566667    0.3         3.5666666   3.5666666  23.866667
  60.6        67.566666   72.6        96.76667    94.2        97.5
  99.433334   99.96667    91.166664   63.7        26.266666    8.266666
   8.266666   35.8        74.3        99.03333   100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.         92.7        88.333336 ]",-0.07415018306739464,287.1036494317126,0.5383643528012501
570,0.1,10,0.1,7,opinion-timeseries,dem,"[ 61.         61.         61.          8.433333    8.433333    8.433333
   8.433333   79.9        79.9        79.9        79.9        79.9
  79.9        79.9        79.9        79.9        79.9        79.9
  79.9        79.9        25.066668   25.066668   86.03333    45.766666
  22.166666    7.633333    1.2666667   1.2666667   1.2666667   1.2666667
   1.2666667   1.2666667   1.2666667   1.2666667   0.         69.36667
  69.36667    99.96667    99.96667    99.96667    99.96667    88.
  88.         88.         88.         99.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.         73.833336 ]",0.43584638078730276,333.04703825521364,0.2954311248806557
571,0.1,10,0.1,7,opinion-timeseries,mod,"[48.       97.       97.       95.433334 95.433334 95.26667  95.26667
 96.53333  96.63333  96.86667  96.86667  96.86667  96.86667  96.86667
 96.86667  96.86667  96.86667  96.73333  96.73333  96.73333  87.2
 94.566666 97.       84.53333  62.       37.633335 13.033334 35.733334
 35.733334 55.7      71.63333  77.2      84.3      93.5      78.46667
 91.96667  96.63333  97.       83.63333  64.       40.333332 41.466667
 41.466667 61.533333 77.53333  95.666664 97.       97.       97.
 97.       97.       97.       97.       97.       97.       97.
 97.       97.       97.       97.       97.       97.       85.9
 65.96667 ]",-0.05320403861978048,200.55512346417717,0.30801396044434737
572,0.1,10,0.1,7,opinion-timeseries,rep,"[ 50.         100.         100.          98.066666    98.066666
  86.6         86.6         96.8         99.63333    100.
  94.53333     94.53333     94.53333     94.53333     94.53333
  94.53333     94.53333     52.8         52.8         52.8
  38.566666    77.8        100.          99.9         73.03333
  16.333334     0.33333334  11.433333    11.433333    50.333332
  83.63333     87.46667     87.7         99.53333     98.933334
  99.73333    100.         100.          92.53333     60.933334
  18.533333     8.533334     8.533334    45.6         87.166664
  99.933334   100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.         100.         100.         100.
 100.         100.          94.333336    90.36667   ]",0.015250467735770249,278.74713969311057,0.5222707634695904
573,0.1,10,0.1,8,opinion-timeseries,dem,"[ 72.         72.         72.          9.3         9.3         9.3
   9.3        79.26667    79.26667    79.26667    79.26667    79.26667
  79.26667    79.26667    79.26667    79.26667    79.26667    79.26667
  79.26667    79.26667    25.2        25.2        88.433334   43.6
  13.966666    2.0333333   0.1         0.1         0.1         0.1
   0.1         0.1         0.1         0.1         0.1        70.86667
  70.86667    99.73333    99.73333    99.73333    99.73333    83.7
  83.7        83.7        83.7        99.566666  100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.         71.76667  ]",0.3907911425213616,338.51033422747247,0.3003554199886571
574,0.1,10,0.1,8,opinion-timeseries,mod,"[40.       92.2      95.73333  91.666664 91.666664 91.5      91.5
 95.53333  95.96667  96.       96.       96.       96.       96.
 96.       96.       96.       96.       96.       96.       84.566666
 90.76667  96.       82.333336 60.833332 29.8       7.8      24.933332
 24.933332 44.166668 63.966667 69.86667  76.73333  90.2      72.166664
 86.2      95.23333  96.       83.03333  63.2      34.066666 34.033333
 34.033333 55.6      75.166664 95.26667  96.       96.       96.
 96.       96.       96.       96.       96.       96.       96.
 96.       96.       96.       96.       96.       96.       83.9
 63.433334]",-0.040068161404371104,208.0842832650639,0.3141333668482277
575,0.1,10,0.1,8,opinion-timeseries,rep,"[ 63.        100.        100.         97.566666   97.566666   86.666664
  86.666664   97.6        99.5       100.         95.666664   95.666664
  95.666664   95.666664   95.666664   95.666664   95.666664   64.7
  64.7        64.7        60.566666   85.666664   99.96667    99.833336
  75.8        20.733334    1.5666667  13.633333   13.633333   44.533333
  74.566666   77.         77.566666   96.1        92.566666   96.26667
  99.36667   100.         92.833336   66.6        30.6        18.966667
  18.966667   53.133335   87.46667    99.566666  100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.        100.        100.        100.        100.
 100.        100.         94.36667    91.53333  ]",-0.024786347262796885,269.1065965430943,0.5023459375194846
576,0.1,10,0.1,9,opinion-timeseries,dem,"[63.        63.        63.         8.         8.         8.
  8.        71.566666  71.566666  71.566666  71.566666  71.566666
 71.566666  71.566666  71.566666  71.566666  71.566666  71.566666
 71.566666  71.566666  15.566667  15.566667  75.13333   28.466667
  6.0666666  0.4        0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.       ]",-0.6193608039303293,621.3914961062163,0.7502179338040871
577,0.1,10,0.1,9,opinion-timeseries,mod,"[37.         91.         91.         82.2        82.2        81.
 81.         81.26667    81.26667    81.26667    80.8        80.8
 80.8        80.8        80.8        80.8        80.8        80.1
 80.1        80.1        62.833332   73.333336   73.36667    48.933334
 12.7         0.93333334  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.        ]",-0.6647840532253618,503.864384673034,0.7188915316703511
578,0.1,10,0.1,9,opinion-timeseries,rep,"[ 56.       100.       100.        89.76667   89.76667   56.8
  56.8       80.53333   94.066666  99.86667   79.2       79.2
  79.2       79.2       79.2       79.2       79.2       14.6
  14.6       14.6        8.666667  47.166668  92.6       88.46667
  21.1        0.2        0.         0.         0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.         0.         0.
   0.         0.         0.         0.      ]",-0.8045367623768868,454.8929131175044,0.8225852787470629
579,0.1,10,0.25,0,opinion-timeseries,dem,"[ 61.        61.        61.        29.7       29.7       29.7
  29.7       63.566666  63.566666  63.566666  63.566666  63.566666
  63.566666  63.566666  63.566666  63.566666  63.566666  63.566666
  63.566666  63.566666  40.633335  40.633335  68.833336  56.033333
  46.7       38.533333  32.3       32.3       32.3       32.3
  32.3       32.3       32.3       32.3       28.3       42.433334
  42.433334  57.5       57.5       57.5       57.5       64.4
  64.4       64.4       64.4       79.03333   88.63333   94.36667
  99.166664  99.166664  99.96667   99.96667   99.96667   99.96667
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.536357835674165,260.5367742032011,0.29624506731182765
580,0.1,10,0.25,0,opinion-timeseries,mod,"[38.       67.63333  83.566666 86.166664 86.166664 86.166664 86.166664
 91.666664 96.03333  98.166664 98.166664 98.166664 98.166664 98.166664
 98.166664 98.166664 98.166664 98.166664 98.166664 98.166664 97.6
 98.566666 99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.      ]",0.749888555514048,182.772521382445,0.3102666992002072
581,0.1,10,0.25,0,opinion-timeseries,rep,"[ 44.       89.63333  98.36667 100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.     ]",0.4463098807008821,291.13429241494214,0.5771348376612753
582,0.1,10,0.25,1,opinion-timeseries,dem,"[ 68.        68.        68.        50.8       50.8       50.8
  50.8       86.066666  86.066666  86.066666  86.066666  86.066666
  86.066666  86.066666  86.066666  86.066666  86.066666  86.066666
  86.066666  86.066666  81.933334  81.933334  96.166664  92.8
  91.433334  90.03333   88.4       88.4       88.4       88.4
  88.4       88.4       88.4       88.4       87.666664  94.
  94.        96.8       96.8       96.8       96.8       98.23333
  98.23333   98.23333   98.23333   99.333336  99.8      100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.        97.      ]",0.8796284815476116,54.42017847298645,0.05057760958952618
583,0.1,10,0.25,1,opinion-timeseries,mod,"[44.       85.46667  93.9      89.166664 89.166664 89.166664 89.166664
 89.166664 89.166664 89.166664 89.166664 89.166664 89.166664 89.166664
 89.166664 89.166664 89.166664 89.166664 89.166664 89.166664 82.26667
 82.3      82.3      77.4      71.8      65.76667  60.133335 60.133335
 60.133335 60.133335 60.133335 60.1      60.1      60.1      53.5
 53.5      53.5      53.5      47.066666 39.966667 33.033333 26.166666
 26.166666 26.166666 26.166666 26.166666 26.166666 26.166666 26.166666
 26.166666 26.166666 26.166666 26.166666 26.166666 26.166666 26.166666
 26.166666 26.166666 26.166666 26.166666 26.166666 26.166666 19.433332
 13.7     ]",-0.5575109924829731,297.5770792377818,0.4373978623912901
584,0.1,10,0.25,1,opinion-timeseries,rep,"[ 51.       96.46667  99.86667 100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.       99.76667  99.36667  99.13333 100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.       98.73333
  98.73333]",0.40007184592917855,292.1448188164754,0.5815188242808922
585,0.1,10,0.25,2,opinion-timeseries,dem,"[ 68.        68.        68.        43.866665  43.866665  43.866665
  43.866665  80.066666  80.066666  80.066666  80.066666  80.066666
  80.066666  80.066666  80.066666  80.066666  80.066666  80.066666
  80.066666  80.066666  63.6       63.6       84.833336  73.03333
  61.8       53.3       49.        49.        49.        49.
  49.        49.        49.        49.        46.266666  67.36667
  67.36667   81.1       81.1       81.1       81.1       89.5
  89.5       89.5       89.5       96.4       98.76667   99.76667
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.5856614795414944,156.79974878516177,0.1537290951166695
586,0.1,10,0.25,2,opinion-timeseries,mod,"[46.       78.76667  88.86667  88.53333  88.53333  88.53333  88.53333
 91.933334 95.333336 97.7      97.7      97.7      97.7      97.7
 97.7      97.7      97.7      97.7      97.7      97.7      96.63333
 97.9      98.933334 98.933334 98.933334 98.933334 98.933334 99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.       99.       99.       99.       99.       99.       99.
 99.      ]",0.7330073816479596,185.3089114684548,0.3136128220761295
587,0.1,10,0.25,2,opinion-timeseries,rep,"[ 53.        92.433334  96.        98.        98.        97.
  97.        97.7       98.833336  99.7       99.26667   99.26667
  99.26667   99.26667   99.26667   99.26667   99.26667   98.63333
  98.63333   98.63333   98.63333   99.23333   99.73333   99.73333
  99.566666  99.333336  99.3       99.76667   99.76667  100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.5339988626743941,287.20316614826527,0.5727688634124801
588,0.1,10,0.25,3,opinion-timeseries,dem,"[ 67.        67.        67.        44.5       44.5       44.5
  44.5       83.166664  83.166664  83.166664  83.166664  83.166664
  83.166664  83.166664  83.166664  83.166664  83.166664  83.166664
  83.166664  83.166664  72.13333   72.13333   90.13333   84.5
  80.2       75.9       71.86667   71.86667   71.86667   71.86667
  71.86667   71.86667   71.86667   71.86667   68.166664  81.2
  81.2       90.666664  90.666664  90.666664  90.666664  94.3
  94.3       94.3       94.3       99.1       99.86667  100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.7877215371498452,89.08366292512275,0.08840505983657382
589,0.1,10,0.25,3,opinion-timeseries,mod,"[ 45.        83.46667   98.666664 100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.46791149329901083,207.80591952348746,0.3493107852727222
590,0.1,10,0.25,3,opinion-timeseries,rep,"[ 52.        92.3       98.03333   99.76667   99.76667   99.666664
  99.666664  99.833336  99.933334  99.96667   99.96667   99.96667
  99.96667   99.96667   99.96667   99.96667   99.96667   99.96667
  99.96667   99.96667   99.96667  100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.45062726845750567,291.3415321476874,0.5803138932747851
591,0.1,10,0.25,4,opinion-timeseries,dem,"[ 58.        58.        58.        29.833334  29.833334  29.833334
  29.833334  70.03333   70.03333   70.03333   70.03333   70.03333
  70.03333   70.03333   70.03333   70.03333   70.03333   70.03333
  70.03333   70.03333   48.966667  48.966667  75.7       62.
  52.666668  44.066666  36.333332  36.333332  36.333332  36.333332
  36.333332  36.333332  36.333332  36.333332  31.7       44.166668
  44.166668  56.3       56.3       56.3       56.3       63.4
  63.4       63.4       63.4       74.566666  83.6       89.3
  96.76667   96.76667   98.63333   98.63333   98.63333   98.63333
  99.6       99.6       99.6       99.6       99.6       99.6
  99.96667  100.       100.        96.23333 ]",0.5264185669363071,242.31269202365166,0.26984415573841425
592,0.1,10,0.25,4,opinion-timeseries,mod,"[35.       56.166668 66.96667  56.1      56.1      56.1      56.1
 60.966667 66.666664 72.26667  72.26667  72.26667  72.26667  72.26667
 72.26667  72.26667  72.26667  72.26667  72.26667  72.26667  61.966667
 68.86667  79.3      70.7      63.166668 57.7      50.9      53.733334
 53.733334 56.366665 57.9      57.866665 57.7      57.7      52.066666
 52.133335 52.133335 52.133335 45.666668 39.166668 33.833332 28.3
 28.3      28.3      28.3      28.3      28.3      28.3      28.3
 28.3      28.3      28.3      28.3      28.3      28.3      28.3
 28.3      28.3      28.3      28.3      28.3      28.3      21.8
 15.4     ]",-0.34837318053744143,272.8068347375307,0.34899447169720027
593,0.1,10,0.25,4,opinion-timeseries,rep,"[ 46.        95.933334  99.53333  100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
  99.63333   97.433334  93.9       93.933334  93.933334  94.53333
  96.2       96.4       97.        98.63333   98.46667   98.833336
  99.5       99.8       99.63333   99.36667   99.1       99.1
  99.1       99.2       99.36667   99.5       99.7      100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.        99.96667   99.96667 ]",0.36345784793280544,287.05221442508986,0.5690353422637804
594,0.1,10,0.25,5,opinion-timeseries,dem,"[63.       63.       63.       34.466667 34.466667 34.466667 34.466667
 70.5      70.5      70.5      70.5      70.5      70.5      70.5
 70.5      70.5      70.5      70.5      70.5      70.5      52.8
 52.8      79.5      68.8      61.333332 56.233334 51.833332 51.833332
 51.833332 51.833332 51.833332 51.833332 51.833332 51.833332 48.7
 66.166664 66.166664 76.       76.       76.       76.       78.36667
 78.36667  78.36667  78.36667  85.2      90.53333  94.63333  98.333336
 98.333336 98.86667  98.86667  98.86667  98.86667  99.13333  99.13333
 99.13333  99.13333  99.13333  99.13333  99.36667  99.36667  99.36667
 97.73333 ]",0.6825761563881014,174.38208233072947,0.19549649331342145
595,0.1,10,0.25,5,opinion-timeseries,mod,"[42.       69.4      82.63333  81.2      81.2      81.2      81.2
 84.4      85.833336 86.566666 86.566666 86.566666 86.566666 86.566666
 86.566666 86.566666 86.566666 86.566666 86.566666 86.566666 81.7
 81.73333  81.73333  75.5      69.73333  63.533333 57.366665 57.366665
 57.366665 57.366665 57.366665 57.366665 57.366665 57.366665 50.733334
 50.733334 50.733334 50.733334 44.333332 37.366665 30.933332 25.2
 25.2      25.2      25.2      25.2      25.2      25.2      25.2
 25.2      25.2      25.2      25.2      25.2      25.2      25.2
 25.2      25.2      25.2      25.2      25.2      25.2      18.933332
 12.966666]",-0.5079600344285783,296.9315236450656,0.4260576661240682
596,0.1,10,0.25,5,opinion-timeseries,rep,"[ 45.       94.76667  99.1     100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.      100.
 100.      100.      100.      100.      100.      100.       99.9
  99.9    ]",0.4169344841267042,292.0684202891569,0.5794559061297626
597,0.1,10,0.25,6,opinion-timeseries,dem,"[ 66.        66.        66.        42.066666  42.066666  42.066666
  42.066666  78.5       78.5       78.5       78.5       78.5
  78.5       78.5       78.5       78.5       78.5       78.5
  78.5       78.5       63.533333  63.533333  82.9       69.53333
  59.8       54.033333  51.8       51.8       51.8       51.8
  51.8       51.8       51.8       51.8       50.633335  60.033333
  60.033333  70.53333   70.53333   70.53333   70.53333   78.23333
  78.23333   78.23333   78.23333   87.4       93.86667   97.8
  99.96667   99.96667  100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.        98.      ]",0.5789288080240548,163.43708128855855,0.17163459895033573
598,0.1,10,0.25,6,opinion-timeseries,mod,"[41.       74.333336 88.1      86.333336 86.333336 86.333336 86.333336
 88.       88.9      89.3      89.3      89.3      89.3      89.3
 89.3      89.3      89.3      89.3      89.3      89.3      84.76667
 85.       85.       81.8      79.76667  75.8      69.86667  70.1
 70.1      70.13333  70.13333  70.13333  70.13333  70.13333  63.833332
 63.933334 63.933334 63.933334 58.9      53.366665 47.333332 41.766666
 41.766666 41.766666 41.766666 41.766666 41.766666 41.766666 41.766666
 41.766666 41.766666 41.766666 41.766666 41.766666 41.766666 41.766666
 41.766666 41.766666 41.766666 41.766666 41.766666 41.766666 36.233334
 30.766666]",-0.4587604844985392,217.62255726066283,0.32588404895054285
599,0.1,10,0.25,6,opinion-timeseries,rep,"[ 46.        93.73333   98.2       99.433334  99.433334  99.13333
  99.13333   99.566666  99.73333   99.9       99.86667   99.86667
  99.86667   99.86667   99.86667   99.86667   99.86667   99.86667
  99.86667   99.86667   99.86667   99.96667  100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.44582355502879883,290.9563342410382,0.5777057613692912
600,0.1,10,0.25,7,opinion-timeseries,dem,"[ 63.        63.        63.        28.7       28.7       28.7
  28.7       63.9       63.9       63.9       63.9       63.9
  63.9       63.9       63.9       63.9       63.9       63.9
  63.9       63.9       43.333332  43.333332  66.3       54.
  44.166668  37.566666  33.366665  33.366665  33.366665  33.366665
  33.366665  33.366665  33.366665  33.366665  31.366667  47.7
  47.7       61.466667  61.466667  61.466667  61.466667  71.03333
  71.03333   71.03333   71.03333   82.933334  90.96667   95.5
  99.26667   99.26667   99.9       99.9       99.9       99.9
 100.       100.       100.       100.       100.       100.
 100.       100.       100.       100.      ]",0.5588344904263249,251.15789460713412,0.28330035013147653
